,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,FIFTY SHADES OF GREY;by E. L. James;13 weeks on the list,STOLEN PREY;by John Sandford;2 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;11 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,AMATEUR;by Edward Klein;2 weeks on the list,AMATEUR;by Edward Klein;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;64 weeks on the list,AMATEUR;by Edward Klein;2 weeks on the list,THE SKINNY RULES;by Bob Harper with Greg Critser;2 weeks on the list,"THANK YOU NOTES 2;by Jimmy Fallon with the writers of ""Late Night"";New this week",AMATEUR;by Edward Klein;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;2 weeks on the list,NINJAGO: RISE OF THE SERPENTINE;by Greg Farshtey and Paul Lee;New this week,"SAILOR MOON, VOL. 5;by Naoko Takeuchi;3 weeks on the list",MIDDLE SCHOOL: GET ME OUT OF HERE!;by James Patterson and Chris Tebbetts;3 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;New this week,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;4 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;92 weeks on the list
2,FIFTY SHADES DARKER;by E. L. James;13 weeks on the list,11TH HOUR;by James Patterson and Maxine Paetro;3 weeks on the list,FIFTY SHADES DARKER;by E. L. James;8 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,IT WORKED FOR ME;by Colin Powell with Tony Koltz;New this week,IT WORKED FOR ME;by Colin Powell with Tony Koltz;New this week,IN THE GARDEN OF BEASTS;by Erik Larson;4 weeks on the list,UNBROKEN;by Laura Hillenbrand;70 weeks on the list,CHARGE;by Brendon Burchard;2 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;15 weeks on the list",IT WORKED FOR ME;by Colin Powell with Tony Koltz;,ARE YOU MY MOTHER?;by Alison Bechdel;4 weeks on the list,CATWOMAN: THE GAME;by Judd Winick and Guillem March;New this week,"NARUTO, VOL. 56;by Masashi Kishimoto;3 weeks on the list",INSURGENT;by Veronica Roth;4 weeks on the list,DIVERGENT;by Veronica Roth;13 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;34 weeks on the list",THE SECRETS OF THE IMMORTAL NICHOLAS FLAMEL;by Michael Scott;15 weeks on the list
3,FIFTY SHADES FREED;by E. L. James;12 weeks on the list,DEADLOCKED;by Charlaine Harris;4 weeks on the list,FIFTY SHADES FREED;by E. L. James;8 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;34 weeks on the list,THE PASSAGE OF POWER;by Robert A. Caro;4 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;80 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;19 weeks on the list,"HOW WILL YOU MEASURE YOUR LIFE?;by Clayton M. Christensen, James Allworth and Karen Dillon;2 weeks on the list",THE FIVE LOVE LANGUAGES;by Gary Chapman;252 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"JUSTICE LEAGUE, VOL. 1;by Geoff Johns and Jim Lee;3 weeks on the list",INFINITY GAUNTLET;by Jim Starlin and others;2 weeks on the list,"BLACK BUTLER, VOL. 9;by Yana Toboso;4 weeks on the list",THE FAULT IN OUR STARS;by John Green;20 weeks on the list,THE BOOK THIEF;by Markus Zusak;246 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;18 weeks on the list,KANE CHRONICLES;by Rick Riordan;4 weeks on the list
4,FIFTY SHADES TRILOGY;by E. L. James;6 weeks on the list,CALICO JOE;by John Grisham;7 weeks on the list,THE LAST BOYFRIEND;by Nora Roberts;4 weeks on the list,,,STOLEN PREY;by John Sandford;,IN THE GARDEN OF BEASTS;by Erik Larson;39 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;35 weeks on the list,OUTLIERS;by Malcolm Gladwell;51 weeks on the list,LET'S PRETEND THIS NEVER HAPPENED;by Jenny Lawson;6 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;11 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;563 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,GREEN LANTERN: SINESTRO;by Geoff Johns and Doug Mahnke;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;46 weeks on the list","DURARARA!!, VOL. 2;by Ryohgo Narita;4 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;51 weeks on the list,THE LOST HERO;by Rick Riordan;8 weeks on the list,PRESS HERE;by Hervé Tullet;49 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;57 weeks on the list
5,11TH HOUR;by James Patterson and Maxine Paetro;3 weeks on the list,THE INNOCENT;by David Baldacci;6 weeks on the list,STATE OF WONDER;by Ann Patchett;3 weeks on the list,,,11TH HOUR;by James Patterson and Maxine Paetro;,UNBROKEN;by Laura Hillenbrand;70 weeks on the list,MY CROSS TO BEAR;by Gregg Allman;4 weeks on the list,BORN TO RUN;by Christopher McDougall;61 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;35 weeks on the list,WHEAT BELLY;by William Davis;8 weeks on the list,"HOW TO BE RICHER, SMARTER, AND BETTER-LOOKING THAN YOUR PARENTS;by Zac Bissonnette;2 weeks on the list",THE PASSAGE OF POWER;by Robert A. Caro;,AVENGERS: X-SANCTION;by Jeph Loeb and Ed McGuinness;New this week,"AVATAR: THE LAST AIRBENDER, PART 1;by Gene Luen Yang and others;11 weeks on the list","NARUTO, VOL. 55;by Masashi Kishimoto;7 weeks on the list",WONDER;by R.J. Palacio;10 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;130 weeks on the list,THE LORAX;by Dr. Seuss;15 weeks on the list,THEODORE BOONE;by John Grisham;2 weeks on the list
6,STOLEN PREY;by John Sandford;2 weeks on the list,BRING UP THE BODIES;by Hilary Mantel;3 weeks on the list,KILL ALEX CROSS;by James Patterson;New this week,,,EXPLOSIVE EIGHTEEN;by Janet Evanovich;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;58 weeks on the list,UNBROKEN;by Laura Hillenbrand;80 weeks on the list,BOSSYPANTS;by Tina Fey;21 weeks on the list,I SUCK AT GIRLS;by Justin Halpern;2 weeks on the list,$100 STARTUP;by Chris Guillebeau;New this week,THE MAGIC;by Rhonda Byrne;12 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;57 weeks on the list","ANIMAL MAN, VOL. 1;by Jeff Lemire and Travel Foreman;3 weeks on the list","ONE PIECE, VOL. 62;by Eiichiro Oda;4 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;34 weeks on the list,BETWEEN SHADES OF GRAY;by Ruta Sepetys;8 weeks on the list,DINOSAUR PET;lyrics by Marc Sedaka. Illustrated by Tim Bowers;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;176 weeks on the list
7,ON THE ISLAND;by Tracey Garvis-Graves;7 weeks on the list,IN ONE PERSON;by John Irving;3 weeks on the list,THE ART OF FIELDING;by Chad Harbach;4 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,THE PASSAGE OF POWER;by Robert A. Caro;4 weeks on the list,THE ART OF INTELLIGENCE;by Henry A. Crumpton;2 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;272 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;70 weeks on the list,I AM A POLE (AND SO CAN YOU!);by Stephen Colbert. Illustrated by Paul Hildebrand;3 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;79 weeks on the list,MY CROSS TO BEAR;by Gregg Allman;,SPIDER-MAN: SEASON ONE;by Cullen Bunn and Neil Edwards;3 weeks on the list,PRELUDE TO AVENGERS: FURY'S BIG WEEK;by Christopher Yost and others;2 weeks on the list,"DURARARA!!, VOL. 1;by Ryohgo Narita and Akiyo Satorigi;5 weeks on the list","NANCY CLANCY, SECRET ADMIRER;by Jane O'Connor. Illustrated by Robin Preiss Glasser;8 weeks on the list",MATCHED;by Ally Condie;36 weeks on the list,LADYBUG GIRL AND BINGO;by David Soman and Jacky Davis;4 weeks on the list,DORK DIARIES;by Rachel Renée Russell;34 weeks on the list
8,THE INNOCENT;by David Baldacci;6 weeks on the list,CANADA;by Richard Ford;New this week,WOLF HALL;by Hilary Mantel;9 weeks on the list,,,THE LAST BOYFRIEND;by Nora Roberts;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;70 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;13 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;19 weeks on the list,IT WORKED FOR ME;by Colin Powell with Tony Koltz;New this week,HOW WINNING WORKS;by Robyn Benincasa;New this week,EAT TO LIVE;by Joel Fuhrman;46 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,"LEGION OF SUPER-HEROES ARCHIVE, VOL. 13;by various;2 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;120 weeks on the list","BLUE EXORCIST, VOL. 1;by Kazue Kato;15 weeks on the list",THE INVADERS;by John Flanagan;4 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;4 weeks on the list,THE DUCKLING GETS A COOKIE!?;by Mo Willems;8 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;60 weeks on the list
9,THE MARRIAGE BARGAIN;by Jennifer Probst;8 weeks on the list,THE COLUMBUS AFFAIR;by Steve Berry;2 weeks on the list,THE HARBINGER;by Jonathan Cahn;21 weeks on the list,,,DEADLOCKED;by Charlaine Harris;,STEVE JOBS;by Walter Isaacson;31 weeks on the list,IMAGINE;by Jonah Lehrer;10 weeks on the list,THE GREATER JOURNEY;by David McCullough;2 weeks on the list,STEVE JOBS;by Walter Isaacson;31 weeks on the list,BOMBSHELL;by Suzanne Somers;3 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;64 weeks on the list,UNBROKEN;by Laura Hillenbrand;,SILVER SURFER: PARABLE;by Stan Lee and Moebius;New this week,"BATMAN AND ROBIN, VOL. 3;by Grant Morrison and others;2 weeks on the list","NEGIMA! MAGISTER NEGI MAGI, VOL. 34;by Ken Akamatsu;4 weeks on the list",THE INVENTION OF HUGO CABRET;by Brian Selznick;113 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;26 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;24 weeks on the list,THE MAZE RUNNER;by James Dashner;24 weeks on the list
10,THE LAST BOYFRIEND;by Nora Roberts;4 weeks on the list,THE WIND THROUGH THE KEYHOLE;by Stephen King;5 weeks on the list,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;14 weeks on the list,,,CALICO JOE;by John Grisham;,THE POWER OF HABIT;by Charles Duhigg;12 weeks on the list,THE REAL CRASH;by Peter D. Schiff;New this week,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;16 weeks on the list,FEARLESS;by Eric Blehm;New this week,VEGAN COOKING FOR CARNIVORES;by Roberto Martin;4 weeks on the list,FABULICIOUS!: FAST AND FIT;by Teresa Giudice with Heather Maclean;New this week,THE ART OF INTELLIGENCE;by Henry A. Crumpton;,AVENGERS: KREE/SKRULL WAR;by Roy Thomas and others;New this week,"AMERICAN VAMPIRE, VOL. 2;by Scott Snyder and Rafael Albuquereque;New this week","POKEMON BLACK AND WHITE, VOL. 7;by Hidenori Kusaka;4 weeks on the list",CHOMP;by Carl Hiaasen;8 weeks on the list,BRAVE: THE JUNIOR NOVELIZATION;adapted by Irene Trimble;New this week,FANCY NANCY AND THE MERMAID BALLET;by Jane O'Connor. Illustrated by Robin Preiss Glasser;14 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;251 weeks on the list
