,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,FIFTY SHADES OF GREY;by E. L. James;11 weeks on the list,11TH HOUR;by James Patterson and Maxine Paetro;New this week,FIFTY SHADES OF GREY;by E. L. James;9 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,THE PASSAGE OF POWER;by Robert A. Caro;2 weeks on the list,THE PASSAGE OF POWER;by Robert A. Caro;2 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;2 weeks on the list,MOST TALKATIVE;by Andy Cohen;New this week,I AM A POLE (AND SO CAN YOU!);by Stephen Colbert. Illustrated by Paul Hildebrand;New this week,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;13 weeks on the list",THE PASSAGE OF POWER;by Robert A. Caro;,ARE YOU MY MOTHER?;by Alison Bechdel;2 weeks on the list,"ANIMAL MAN, VOL. 1;by Jeff Lemire and Travel Foreman;New this week","NARUTO, VOL. 56;by Masashi Kishimoto;New this week",INSURGENT;by Veronica Roth;2 weeks on the list,DIVERGENT;by Veronica Roth;11 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;2 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;90 weeks on the list
2,FIFTY SHADES DARKER;by E. L. James;11 weeks on the list,DEADLOCKED;by Charlaine Harris;2 weeks on the list,FIFTY SHADES DARKER;by E. L. James;6 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,IN THE GARDEN OF BEASTS;by Erik Larson;37 weeks on the list,"LOTS OF CANDLES, PLENTY OF CAKE;by Anna Quindlen;3 weeks on the list",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;62 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;14 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;9 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;250 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,"JUSTICE LEAGUE, VOL. 1;by Geoff Johns and Jim Lee;New this week","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;44 weeks on the list","SAILOR MOON, VOL. 5;by Naoko Takeuchi;New this week",MIDDLE SCHOOL: GET ME OUT OF HERE!;by James Patterson and Chris Tebbetts;New this week,THE BOOK THIEF;by Markus Zusak;244 weeks on the list,THE DUCKLING GETS A COOKIE!?;by Mo Willems;6 weeks on the list,KANE CHRONICLES;by Rick Riordan;2 weeks on the list
3,FIFTY SHADES FREED;by E. L. James;10 weeks on the list,BRING UP THE BODIES;by Hilary Mantel;New this week,FIFTY SHADES FREED;by E. L. James;6 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,MOST TALKATIVE;by Andy Cohen;New this week,SCREWED!;by Dick Morris and Eileen McGann;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;78 weeks on the list,THE PASSAGE OF POWER;by Robert A. Caro;2 weeks on the list,BOMBSHELL;by Suzanne Somers;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;561 weeks on the list,"LOTS OF CANDLES, PLENTY OF CAKE;by Anna Quindlen;",SPIDER-MAN: SEASON ONE;by Cullen Bunn and Neil Edwards;New this week,"AVATAR: THE LAST AIRBENDER, PART 1;by Gene Luen Yang and others;9 weeks on the list","ONE PIECE, VOL. 62;by Eiichiro Oda;2 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;49 weeks on the list,BETWEEN SHADES OF GRAY;by Ruta Sepetys;6 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;32 weeks on the list",THE MORTAL INSTRUMENTS;by Cassandra Clare;55 weeks on the list
4,11TH HOUR;by James Patterson and Maxine Paetro;New this week,THE ROAD TO GRACE;by Richard Paul Evans;New this week,THE LAST BOYFRIEND;by Nora Roberts;2 weeks on the list,,,11TH HOUR;by James Patterson and Maxine Paetro;,"LOTS OF CANDLES, PLENTY OF CAKE;by Anna Quindlen;3 weeks on the list",MOST TALKATIVE;by Andy Cohen;New this week,BOSSYPANTS;by Tina Fey;19 weeks on the list,UNBROKEN;by Laura Hillenbrand;68 weeks on the list,THIS IS HOW;by Augusten Burroughs;New this week,THE MAGIC;by Rhonda Byrne;10 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,A GAME OF THRONES;by George R.R. Martin;6 weeks on the list,FUN HOME;by Alison Bechdel;2 weeks on the list,"NEGIMA! MAGISTER NEGI MAGI, VOL. 34;by Ken Akamatsu;3 weeks on the list",THE INVADERS;by John Flanagan;2 weeks on the list,THE LOST HERO;by Rick Riordan;6 weeks on the list,THE LORAX;by Dr. Seuss;13 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;174 weeks on the list
5,THE LAST BOYFRIEND;by Nora Roberts;2 weeks on the list,IN ONE PERSON;by John Irving;New this week,STATE OF WONDER;by Ann Patchett;New this week,,,DEADLOCKED;by Charlaine Harris;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;68 weeks on the list,PRAGUE WINTER;by Madeleine Albright with Bill Woodward;3 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;14 weeks on the list,LET'S PRETEND THIS NEVER HAPPENED;by Jenny Lawson;4 weeks on the list,THE LOYALTY LEAP;by Bryan Pearson;New this week,THE HAPPINESS PROJECT;by Gretchen Rubin;62 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"BATMAN INCORPORATED DELUXE, VOL. 1;by Grant Morrison and Yanick Paquette;4 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;118 weeks on the list","POKEMON BLACK AND WHITE, VOL. 7;by Hidenori Kusaka;2 weeks on the list",THE FAULT IN OUR STARS;by John Green;18 weeks on the list,THEODORE BOONE: THE ABDUCTION;by John Grisham;3 weeks on the list,DINOSAUR PET;lyrics by Marc Sedaka. Illustrated by Tim Bowers;New this week,BIG NATE;written and illustrated by Lincoln Peirce;58 weeks on the list
6,DEADLOCKED;by Charlaine Harris;2 weeks on the list,THE INNOCENT;by David Baldacci;4 weeks on the list,THE LUCKY ONE;by Nicholas Sparks;24 weeks on the list,,,THE LAST BOYFRIEND;by Nora Roberts;,SCREWED!;by Dick Morris and Eileen McGann;New this week,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;33 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;17 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;68 weeks on the list,THE BLOOD SUGAR SOLUTION;by Mark Hyman;11 weeks on the list,EAT TO LIVE;by Joel Fuhrman;44 weeks on the list,SCREWED!;by Dick Morris and Eileen McGann;,CLEVELAND;by Harvey Pekar and Joseph Remnant;2 weeks on the list,BATMAN: NIGHT OF THE OWLS;by Scott Snyder and others;2 weeks on the list,"A CERTAIN SCIENTIFIC RAILGUN, VOL. 4;by Kazuma Kamachi;New this week","NANCY CLANCY, SECRET ADMIRER;by Jane O'Connor. Illustrated by Robin Preiss Glasser;6 weeks on the list",OUT OF MY MIND;by Sharon M. Draper;2 weeks on the list,PRESS HERE;by Hervé Tullet;47 weeks on the list,THE GRACELING REALM;by Kristin Cashore;New this week
7,FIFTY SHADES TRILOGY;by E. L. James;4 weeks on the list,CALICO JOE;by John Grisham;5 weeks on the list,THE ART OF FIELDING;by Chad Harbach;2 weeks on the list,,,THE LUCKY ONE;by Nicholas Sparks;,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;10 weeks on the list,DRIFT;by Rachel Maddow;7 weeks on the list,RICH AND THE REST OF US;by Tavis Smiley and Cornel West;2 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;11 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;17 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;77 weeks on the list,MOST TALKATIVE;by Andy Cohen;,BABY'S IN BLACK;by Arne Bellstorf;New this week,"AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;17 weeks on the list","PSYREN, VOL. 4;by Toshiaki Iwashiro;New this week",THE SON OF NEPTUNE;by Rick Riordan;32 weeks on the list,MATCHED;by Ally Condie;34 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;16 weeks on the list,THE MAZE RUNNER;by James Dashner;22 weeks on the list
8,THE INNOCENT;by David Baldacci;4 weeks on the list,THE WIND THROUGH THE KEYHOLE;by Stephen King;3 weeks on the list,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;11 weeks on the list,,,BRING UP THE BODIES;by Hilary Mantel;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;32 weeks on the list,MY CROSS TO BEAR;by Gregg Allman;2 weeks on the list,OUTLIERS;by Malcolm Gladwell;49 weeks on the list,STEVE JOBS;by Walter Isaacson;29 weeks on the list,WEEKNIGHTS WITH GIADA;by Giada De Laurentiis;7 weeks on the list,"HOW TO BE RICHER, SMARTER, AND BETTER-LOOKING THAN YOUR PARENTS;by Zac Bissonnette;New this week",PRAGUE WINTER;by Madeleine Albright with Bill Woodward;,"THE NEW TEEN TITANS OMNIBUS, VOL. 2;by Marv Wolfman and George Perez;3 weeks on the list",CINDERELLA: FABLES ARE FOREVER;by Chris Roberson and Bill Willingham;3 weeks on the list,"TEGAMI BACHI, VOL. 9;by Hiroyuki Asada;New this week",A HERO FOR WONDLA;by Tony DiTerlizzi;New this week,IF I STAY;by Gayle Forman;17 weeks on the list,LADYBUG GIRL AND BINGO;by David Soman and Jacky Davis;2 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;249 weeks on the list
9,THE LUCKY ONE;by Nicholas Sparks;13 weeks on the list,HOME;by Toni Morrison;New this week,THE HELP;by Kathryn Stockett;58 weeks on the list,,,THE ROAD TO GRACE;by Richard Paul Evans;,UNBROKEN;by Laura Hillenbrand;68 weeks on the list,SERVICE;by Marcus Luttrell and James D. Hornfischer;New this week,LOST IN SHANGRI-LA;by Mitchell Zuckoff;3 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;33 weeks on the list,THE 17 DAY DIET;by Mike Moreno;55 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;33 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,JERUSALEM: CHRONICLES FROM THE HOLY CITY;by Guy Delisle;3 weeks on the list,SMILE;by Raina Telgemeier;18 weeks on the list,"THE STORY OF SAIUNKOKU, VOL. 7;by Sai Yukino;New this week",CHOMP;by Carl Hiaasen;7 weeks on the list,TURTLE IN PARADISE;by Jennifer L. Holm;2 weeks on the list,FANCY NANCY AND THE MERMAID BALLET;by Jane O'Connor. Illustrated by Robin Preiss Glasser;13 weeks on the list,TRYLLE TRILOGY;by Amanda Hocking;3 weeks on the list
10,THE WITNESS;by Nora Roberts;4 weeks on the list,THE WITNESS;by Nora Roberts;4 weeks on the list,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;12 weeks on the list,,,IN ONE PERSON;by John Irving;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;56 weeks on the list,IMAGINE;by Jonah Lehrer;8 weeks on the list,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;53 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;52 weeks on the list,VEGAN COOKING FOR CARNIVORES;by Roberto Martin;3 weeks on the list,RADICAL;by David Platt;74 weeks on the list,DRIFT;by Rachel Maddow;,"BLACK ORCHID, DELUXE EDITION;by Neil Gaiman and Dave McKean;New this week",BATMAN: VENOM;by Dennis O'Neil and others;New this week,"AI ORE: LOVE ME, VOL. 5;by Mayu Shinjo;2 weeks on the list",WONDER;by R.J. Palacio;8 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;46 weeks on the list,BUMBLE-ARDY;by Maurice Sendak;6 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart;15 weeks on the list
