,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE LOST SYMBOL;by Dan Brown;13 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;25 weeks on the list,,GOING ROGUE;by Sarah Palin;4 weeks on the list,THE BLIND SIDE;by Michael Lewis;11 weeks on the list,GUINNESS WORLD RECORDS 2010;edited by Craig Glenday;13 weeks on the list,"MORE DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;6 weeks on the list",THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;9 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;10 weeks on the list,"BLEACH, VOL.  29;by Tite Kubo;2 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;66 weeks on the list,THE BOOK THIEF;by Markus Zusak;118 weeks on the list,SPLENDIFEROUS CHRISTMAS;by Jane O’Connor. Illustrated by Robin Preiss Glasser;6 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;123 weeks on the list
2,U IS FOR UNDERTOW;by Sue Grafton;2 weeks on the list,PUSH;by Sapphire;16 weeks on the list,,STONES INTO SCHOOLS;by Greg Mortenson;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;150 weeks on the list,"MASTERING THE ART OF FRENCH COOKING, VOL. 1;by Julia Child, Simone Beck and Louisette Bertholle;12 weeks on the list","DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;18 weeks on the list",THE WONDERFUL WIZARD OF OZ;by Eric Shanower and Skottie Young;13 weeks on the list,"LOGICOMIX - AN EPIC SEARCH FOR TRUTH;by Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos and Annie Di Donna;11 weeks on the list","VAMPIRE KNIGHT, VOL. 8;by Matsuri Hino;6 weeks on the list",CATCHING FIRE;by Suzanne Collins;15 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;47 weeks on the list,THE CHRISTMAS SWEATER;by Glenn Beck with Kevin Balfe and Jason Wright.;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;48 weeks on the list
3,CROSS FIRE;by James Patterson;4 weeks on the list,THE SHACK;by William P. Young;82 weeks on the list,,HAVE A LITTLE FAITH;by Mitch Albom;11 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;16 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;7 weeks on the list,NEW MOON;by Mark Cotta Vaz;10 weeks on the list,WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;3 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;42 weeks on the list,NARUTO 46;by Masashi Kishimoto;11 weeks on the list,BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;2 weeks on the list,THIRST NO. 1;by Christopher Pike;19 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;24 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;127 weeks on the list
4,"UNDER THE DOME, PART 1;by Stephen King;5 weeks on the list",THE PIANO TEACHER;by Janice Y. K. Lee;4 weeks on the list,,"ARGUING WITH IDIOTS;written and edited by Glenn Beck, Kevin Balfe and others;12 weeks on the list",TIPPING POINT;by Malcolm Gladwell;271 weeks on the list,GOOD EATS;by Alton Brown;5 weeks on the list,RACHAEL RAY'S BOOK OF 10;by Rachael Ray;6 weeks on the list,BATMAN: BATTLE FOR THE COWL;by Tony Daniel;3 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;37 weeks on the list,"MAXIMUM RIDE, VOL. 2;by James Patterson and NaRae Lee;7 weeks on the list",THE MAGICIAN’S ELEPHANT;by Kate DiCamillo. Illustrated by Yoko Tanaka;14 weeks on the list,DARK VISIONS;by L. J. Smith;14 weeks on the list,LEGO STAR WARS;by Simon Beecroft;10 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;68 weeks on the list
5,THE HELP;by Kathryn Stockett;37 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;27 weeks on the list,,OPEN;by Andre Agassi;5 weeks on the list,BLINK;by Malcolm Gladwell;113 weeks on the list,IT'S YOUR TIME;by Joel Osteen;6 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;64 weeks on the list,PRIDE AND PREJUDICE;by Nancy Butler and Hugo Petrus;7 weeks on the list,"BONE, VOL. 1;by Jeff Smith;2 weeks on the list","DEATH NOTE: L, CHANGE THE WORLD;by  M;6 weeks on the list",FALLEN;by Lauren Kate;New this week,THE PRINCESS AND THE FROG: JUNIOR NOVELIZATION;by Irene Trimble;3 weeks on the list,"NUBS;by Brian Dennis, Mary Nethery and Kirby Larson;6 weeks on the list",THE 39 CLUES;by various authors;31 weeks on the list
6,DIVINE MISDEMEANORS;by Laurell K. Hamilton;New this week,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;32 weeks on the list,,TRUE COMPASS;by Edward M. Kennedy;13 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;156 weeks on the list,DIVINE SOUL MIND BODY HEALING AND TRANSMISSION SYSTEM;by Zhi Gang Sha;5 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;124 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;40 weeks on the list,BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;16 weeks on the list,"MAXIMUM RIDE, VOL. 1;by James Patterson and NaRae Lee;New this week",WHEN YOU REACH ME;by Rebecca Stead;6 weeks on the list,GRACELING;by Kristin Cashore;11 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;13 weeks on the list,THE ALEX RIDER ADVENTURES;by Anthony Horowitz;58 weeks on the list
7,PIRATE LATITUDES;by Michael Crichton;3 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;34 weeks on the list,,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;8 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;10 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;83 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;35 weeks on the list,"DARK AVENGERS/UNCANNY X-MEN: UTOPIA;by Matt Fraction, Terry Dodson and others;2 weeks on the list","THE WALKING DEAD, VOL. 10;by Robert Kirkman and Charlie Adlard;17 weeks on the list","D. N. ANGEL, VOL. 13;by Yukiru Sugisaki;2 weeks on the list",MILLION-DOLLAR THROW;by Mike Lupica;6 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;37 weeks on the list,"SKIPPYJON JONES, LOST IN SPICE;by Judy Schachner;13 weeks on the list",THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart;9 weeks on the list
8,THE CHRISTMAS SWEATER;by Glenn Beck with Kevin Balfe and Jason Wright.;11 weeks on the list,THE ROAD;by Cormac McCarthy;71 weeks on the list,,WHAT THE DOG SAW;by Malcolm Gladwell;8 weeks on the list,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;27 weeks on the list,SEEING IS BELIEVING;by  Ripley Entertainment Staff and Geoff Tibballs;New this week,THE PURPOSE-DRIVEN LIFE;by Rick Warren;65 weeks on the list,GREEN LANTERN: AGENT ORANGE;by Geoff Johns and Philip Tan;4 weeks on the list,BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;17 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 21;by Hiromu Arakawa;4 weeks on the list",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;61 weeks on the list,LOCK AND KEY;by Sarah Dessen;16 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;41 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;33 weeks on the list
9,FORD COUNTY;by John Grisham;6 weeks on the list,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;26 weeks on the list,,THE NATIONAL PARKS;by Dayton Duncan and Ken Burns;6 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;115 weeks on the list,"POSTSECRET: CONFESSIONS ON LIFE, DEATH, AND GOD;by Frank Warren;4 weeks on the list",LEONARD MALTIN’S 2010 MOVIE GUIDE;edited by Leonard Maltin;2 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;29 weeks on the list,"FABLES, VOL. 1;by Bill Willingham and Lan Medina;19 weeks on the list","SOUL EATER, VOL. 3;by Atsushi Ohkubo;7 weeks on the list",SHIVER;by Maggie Stiefvater;20 weeks on the list,THE OMNIVORE’S DILEMMA;by Michael Pollan;3 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;6 weeks on the list,HARRY POTTER;by J.K. Rowling;229 weeks on the list
10,THE LAST SONG;by Nicholas Sparks;14 weeks on the list,THE LOVELY BONES;by Alice Sebold;13 weeks on the list,,HALF THE SKY;by Nicholas D. Kristof and Sheryl WuDunn;6 weeks on the list,SAME KIND OF DIFFERENT AS ME;by Ron Hall and Denver Moore with Lynn Vincent;61 weeks on the list,GOURMET TODAY;by Ruth Reichl;New this week,SKINNY BITCH;by Kim Barnouin;126 weeks on the list,BATMAN: WHATEVER HAPPENED TO THE CAPED CRUSADER?;by Neil Gaiman and others;15 weeks on the list,THE UMBRELLA ACADEMY: DALLAS;by Gerard Way and Gabriel Ba;7 weeks on the list,"ONE PIECE, VOL. 23;by Eiichiro Oda;2 weeks on the list",A REALLY SHORT HISTORY OF NEARLY EVERYTHING;by Bill Bryson;New this week,THE PENDERWICKS;by Jeanne Birdsall;15 weeks on the list,THE LITTLE PRINCE;by Antoine de Saint-Exupéry;New this week,THE IMMORTALS;by Alyson Noël;4 weeks on the list
