,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE LOST SYMBOL;by Dan Brown;3 weeks on the list,SAY YOU'RE ONE OF THEM;by Uwem Akpan;3 weeks on the list,,HAVE A LITTLE FAITH;by Mitch Albom;New this week,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;17 weeks on the list,GUINNESS WORLD RECORDS 2010;edited by Craig Glenday;3 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;431 weeks on the list,BATMAN: CACOPHONY;by Kevin Smith and Walter Flanagan;2 weeks on the list,"LOGICOMIX - AN EPIC SEARCH FOR TRUTH;by Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos and Annie Di Donna;New this week","CHIBI VAMPIRE, VOL. 14;by Yuna Kagesaki;2 weeks on the list",CATCHING FIRE;by Suzanne Collins;5 weeks on the list,CLOUDY WITH A CHANCE OF MEATBALLS: JUNIOR NOVELIZATION;by Stacia Deutsch and Rhody Cohon;3 weeks on the list,WHERE THE WILD THINGS ARE;by Barb Bersche and Michelle Quint;New this week,THE TWILIGHT SAGA;by Stephenie Meyer;113 weeks on the list
2,AN ECHO IN THE BONE;by Diana Gabaldon;2 weeks on the list,THE SHACK;by William P. Young;72 weeks on the list,,"ARGUING WITH IDIOTS;written and edited by Glenn Beck, Kevin Balfe and others;2 weeks on the list",I HOPE THEY SERVE BEER IN HELL;by Tucker Max;105 weeks on the list,"MASTERING THE ART OF FRENCH COOKING, VOL. 1;by Julia Child, Simone Beck and Louisette Bertholle;8 weeks on the list",THE FIVE LOVE LANGUAGES;by Gary Chapman;114 weeks on the list,THE WONDERFUL WIZARD OF OZ;by Eric Shanower and Skottie Young;3 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;32 weeks on the list,"VAMPIRE KISSES VOL. 3, BLOOD RELATIVES;by Ellen Schreiber, Elisa Kwon and  Rem;2 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;56 weeks on the list,DARK VISIONS;by L. J. Smith;4 weeks on the list,"SKIPPYJON JONES, LOST IN SPICE;by Judy Schachner;3 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;38 weeks on the list
3,ROUGH COUNTRY;by John Sandford;New this week,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;16 weeks on the list,,TRUE COMPASS;by Edward M. Kennedy;3 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;140 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;36 weeks on the list",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;54 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;30 weeks on the list,"THE WALKING DEAD, VOL. 10;by Robert Kirkman and Charlie Adlard;8 weeks on the list",NARUTO 46;by Masashi Kishimoto;New this week,THE MAGICIAN’S ELEPHANT;by Kate DiCamillo. Illustrated by Yoko Tanaka;4 weeks on the list,THE BOOK THIEF;by Markus Zusak;108 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;36 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;117 weeks on the list
4,THE LAST SONG;by Nicholas Sparks;4 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;22 weeks on the list,,THE TIME OF MY LIFE;by Patrick Swayze and Lisa Niemi;New this week,MY LIFE IN FRANCE;by Julia Child with Alex Prud’homme;14 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;25 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;25 weeks on the list,MERCY THOMPSON: HOMECOMING;by Patricia Briggs and David Lawrence;6 weeks on the list,BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;8 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 20;by Hiromu Arakawa;3 weeks on the list",TRICKS;by Ellen Hopkins;6 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;58 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;3 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;23 weeks on the list
5,THE HELP;by Kathryn Stockett;27 weeks on the list,PUSH;by Sapphire;6 weeks on the list,,THE MURDER OF KING TUT;by James Patterson and Martin Dugard;New this week,THE GLASS CASTLE;by Jeannette Walls;146 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;78 weeks on the list,HOW TO TAKE OVER TEH WURLD;by Professor Happycat and icanhascheezburger.com;5 weeks on the list,BATMAN: WHATEVER HAPPENED TO THE CAPED CRUSADER?;by Neil Gaiman and others;12 weeks on the list,BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;7 weeks on the list,"NARUTO, VOL. 45;by Masashi Kishimoto;13 weeks on the list",L.A. CANDY;by Lauren Conrad;15 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;37 weeks on the list,DEWEY;by Vicki Myron with Bret Witter;5 weeks on the list,SEPTIMUS HEAP;by Angie Sage;21 weeks on the list
6,HER FEARFUL SYMMETRY;by Audrey Niffenegger;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;15 weeks on the list,,HIGH ON ARRIVAL;by Mackenzie Phillips with HIlary Liftin;2 weeks on the list,TIPPING POINT;by Malcolm Gladwell;261 weeks on the list,THE SECRET;by Rhonda Byrne;143 weeks on the list,THE CAKE MIX DOCTOR RETURNS!;by Anne Byrn;New this week,JOKER;by Brian Azzarello and Lee Bermejo;22 weeks on the list,BATMAN: HUSH;by Jeph Loeb and Jim Lee;7 weeks on the list,"BLEACH, VOL. 28;by Tite Kubo;5 weeks on the list",SHIVER;by Maggie Stiefvater;10 weeks on the list,THIRST NO. 1;by Christopher Pike;9 weeks on the list,OTIS;written and illustrated by Loren Long;2 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;58 weeks on the list
7,THE PERFECT CHRISTMAS;by Debbie Macomber;New this week,OLIVE KITTERIDGE;by Elizabeth Strout;24 weeks on the list,,WHERE MEN WIN GLORY;by Jon Krakauer;3 weeks on the list,WISHFUL DRINKING;by Carrie Fisher;3 weeks on the list,THE CONVERSATION;by Hill Harper;4 weeks on the list,SKINNY BITCH;by Kim Barnouin;116 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;16 weeks on the list",V FOR VENDETTA;by Alan Moore and David Lloyd;28 weeks on the list,SHUGO CHARA! 7;by  Peach-Pit;New this week,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;53 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;27 weeks on the list,STREGA NONA'S HARVEST;written and illustrated by Tomie dePaola;4 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;13 weeks on the list
8,SOUTH OF BROAD;by Pat Conroy;8 weeks on the list,HANDLE WITH CARE;by Jodi Picoult;3 weeks on the list,,THE GREATEST SHOW ON EARTH;by Richard Dawkins;2 weeks on the list,BLINK;by Malcolm Gladwell;103 weeks on the list,THE 50TH LAW;by 50 Cent and Robert Greene;4 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;62 weeks on the list,HALO: UPRISING;by Brian Michael Bendis and Alex Maleev;16 weeks on the list,"FABLES, VOL. 12;by Bill Willingham, Mike Allred and Mark Buckingham;7 weeks on the list","YOTSUBA&!, VOL. 6;by Kiyohiko Azuma;2 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;49 weeks on the list,BLUE MOON;by Alyson Noël;13 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;99 weeks on the list,NIGHT WORLD;by L. J. Smith;36 weeks on the list
9,ALEX CROSS’S ‘TRIAL’;by James Patterson and Richard DiLallo;6 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;17 weeks on the list,,OUTLIERS;by Malcolm Gladwell;46 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;6 weeks on the list,CAKE WRECKS;by Jen Yates;New this week,RICH DAD'S CONSPIRACY OF THE RICH;by Robert T. Kiyosaki;2 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;32 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;10 weeks on the list","NEGIMA!? NEO MAGISTER NEGI MAGI, VOL. 3;by Ken Akamatsu and Takuya Fujiyama;New this week",SENT;by Margaret Peterson Haddix;6 weeks on the list,EVERMORE;by Alyson Noël;35 weeks on the list,MARLEY GOES TO SCHOOL;by John Grogan. Illustrated by Richard Cowdrey;10 weeks on the list,THE 39 CLUES;by various authors;22 weeks on the list
10,HOTHOUSE ORCHID;by Stuart Woods;2 weeks on the list,THE STORY OF EDGAR SAWTELLE;by David Wroblewski;4 weeks on the list,,OFFICIAL BOOK CLUB SELECTION;by Kathy Griffin;4 weeks on the list,JULIE & JULIA;by Julie Powell;14 weeks on the list,FEARLESS;by Max Lucado;4 weeks on the list,THE VORTEX;by Esther and Jerry Hicks;4 weeks on the list,"DARK AVENGERS, VOL. 1;by Brian Michael Bendis and Mike Deodato;4 weeks on the list",THE SURROGATES;by Robert Venditti and Brett Weldele;3 weeks on the list,"VAMPIRE KNIGHT, VOL. 7;by Matsuri Hino;10 weeks on the list",THE SECRET TO TEEN POWER;by Paul Harrington;3 weeks on the list,IMPOSSIBLE;by Nancy Werlin;3 weeks on the list,MISS SMITH AND THE HAUNTED LIBRARY;by Michael Garland;2 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;214 weeks on the list
