,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE DUKE AND I;by Julia Quinn;2 weeks on the list,STAR WARS: LIGHT OF THE JEDI;by Charles Soule;New this week,HOME BODY;by Rupi Kaur;8 weeks on the list,A PROMISED LAND;by Barack Obama;8 weeks on the list,A PROMISED LAND;by Barack Obama;8 weeks on the list,ON TYRANNY;by Timothy Snyder;78 weeks on the list,KEEP SHARP;by Sanjay Gupta with Kristin Loberg;New this week,THE ICKABOG;by J.K. Rowling;9 weeks on the list,LITTLE BLUE TRUCK'S VALENTINE;by Alice Schertle. Illustrated by Jill McElmurry;2 weeks on the list,DOG MAN;by Dav Pilkey;176 weeks on the list,LORE;by Alexandra Bracken;New this week,READY PLAYER TWO;by Ernest Cline;,A PROMISED LAND;by Barack Obama;,ATOMIC HABITS;by James Clear;,CAT KID COMIC CLUB;by Dav Pilkey;,MORAL COMPASS;by Danielle Steel;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,STAR WARS: LIGHT OF THE JEDI;by Charles Soule;New this week,NEIGHBORS;by Danielle Steel;New this week,THE DUKE AND I;by Julia Quinn;2 weeks on the list,UNTAMED;by Glennon Doyle;44 weeks on the list,UNTAMED;by Glennon Doyle;44 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;116 weeks on the list,ATOMIC HABITS;by James Clear;59 weeks on the list,STAR WARS: A TEST OF COURAGE;by Justina Ireland. Illustrated by Petur Antonsson;New this week,BRONCO AND FRIENDS: A PARTY TO REMEMBER;by Tim Tebow with A.J. Gregory. Illustrated by Jane Chapman;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;617 weeks on the list,THE HATE U GIVE;by Angie Thomas;202 weeks on the list,THE GUEST LIST;by Lucy Foley;,GREENLIGHTS;by Matthew McConaughey;,PAPPYLAND;by Wright Thompson;,A WEALTH OF PIGEONS;by Steve Martin and Harry Bliss;,UNSOLVED;by James Patterson and David Ellis;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THEY BOTH DIE AT THE END;by Adam Silvera;
3,NEIGHBORS;by Danielle Steel;New this week,THE VANISHING HALF;by Brit Bennett;32 weeks on the list,FIREFLY LANE;by Kristin Hannah;30 weeks on the list,GREENLIGHTS;by Matthew McConaughey;12 weeks on the list,GREENLIGHTS;by Matthew McConaughey;12 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;39 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;58 weeks on the list",ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;23 weeks on the list,EYES THAT KISS IN THE CORNERS;by Joanna Ho. Illustrated by Dung Ho;New this week,HARRY POTTER;by J.K. Rowling;616 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;42 weeks on the list,THE VANISHING HALF;by Brit Bennett;,CASTE;by Isabel Wilkerson;,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE DUKE AND I;by Julia Quinn;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THE BOOK THIEF;by Markus Zusak;
4,THE VANISHING HALF;by Brit Bennett;32 weeks on the list,THE WIFE UPSTAIRS;by Rachel Hawkins;New this week,THEN SHE WAS GONE;by Lisa Jewell;78 weeks on the list,ON TYRANNY;by Timothy Snyder;24 weeks on the list,CASTE;by Isabel Wilkerson;23 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;123 weeks on the list,FORGIVING WHAT YOU CAN'T FORGET;by Lysa TerKeurst;4 weeks on the list,WONDER;by R.J. Palacio;279 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;26 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;249 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;154 weeks on the list,RHYTHM OF WAR;by Brandon Sanderson;,UNTAMED;by Glennon Doyle;,DARE TO LEAD;by Brené Brown;,GUTS;by Raina Telgemeier;,TEXAS KILL OF THE MOUNTAIN MAN;by William W. Johnstone and J.A. Johnstone;,WISH;by Barbara O'Connor;,SIX OF CROWS;by Leigh Bardugo;
5,THE VISCOUNT WHO LOVED ME;by Julia Quinn;2 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;123 weeks on the list,THE QUEEN'S GAMBIT;by Walter Tevis;9 weeks on the list,EDUCATED;by Tara Westover;126 weeks on the list,BECOMING;by Michelle Obama;100 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;62 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;49 weeks on the list,REFUGEE;by Alan Gratz;118 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;37 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;96 weeks on the list,THE COUSINS;by Karen M. McManus;6 weeks on the list,BRUSHFIRE;by Craig Alanson;,BECOMING;by Michelle Obama;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",THE RIVER MURDERS;by James Patterson and James O. Born;,A LONG WALK TO WATER;by Linda Sue Park;,FIVE TOTAL STRANGERS;by Natalie D. Richards;
6,THE WIFE UPSTAIRS;by Rachel Hawkins;New this week,OUTLAWED;by Anna North;New this week,THE DUTCH HOUSE;by Ann Patchett;New this week,CASTE;by Isabel Wilkerson;23 weeks on the list,BREATH;by James Nestor;11 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;25 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;32 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;91 weeks on the list,THE ABCS OF BLACK HISTORY;by Rio Cortez. Illustrated by Lauren Semmer;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;558 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;30 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,STRANGE PLANET;by Nathan W. Pyle;,THE MORNING AFTER;by Lisa Jackson;,LOOK BOTH WAYS;by Jason Reynolds;,ALL THE BRIGHT PLACES;by Jennifer Niven;
7,ROMANCING MISTER BRIDGERTON;by Julia Quinn;2 weeks on the list,THE RETURN;by Nicholas Sparks;15 weeks on the list,THE SONG OF ACHILLES;by Madeline Miller;12 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;20 weeks on the list,WORLD OF WONDERS;by Aimee Nezhukumatathil;5 weeks on the list,SAPIENS;by Yuval Noah Harari;126 weeks on the list,THINK LIKE A MONK;by Jay Shetty;14 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;36 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;256 weeks on the list,COURT OF THORNS AND ROSES;by Sarah J. Maas;20 weeks on the list,"AVATAR, THE LAST AIRBENDER: THE SHADOW OF KYOSHI;by F.C. Yee;7 weeks on the list",A TIME FOR MERCY;by John Grisham;,TALKING TO STRANGERS;by Malcolm Gladwell;,EDISON;by Edmund Morris;,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1;by Koyoharu Gotouge;",A CHRISTMAS MESSAGE;by Debbie Macomber;,BLENDED;by Sharon M. Draper;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
8,WHERE THE CRAWDADS SING;by Delia Owens;116 weeks on the list,THE PROPHETS;by Robert Jones Jr.;New this week,MILK AND HONEY;by Rupi Kaur;173 weeks on the list,BECOMING;by Michelle Obama;93 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;32 weeks on the list,JUST MERCY;by Bryan Stevenson;236 weeks on the list,YOU ARE A BADASS;by Jen Sincero;223 weeks on the list,LITTLE LEADERS;by Vashti Harrison;50 weeks on the list,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY;by Robb Pearlman. Illustrated by Melanie Demmer;15 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;57 weeks on the list,DEAR JUSTYCE;by Nic Stone;10 weeks on the list,THE STAND;by Stephen King;,HILLBILLY ELEGY;by J.D. Vance;,POST CORONA;by Scott Galloway;,CLASS ACT;by Jerry Craft;,WYOMING TRUE;by Diana Palmer;,A TALE OF MAGIC...;by Chris Colfer;,AN EMBER IN THE ASHES;by Sabaa Tahir;
9,A TIME FOR MERCY;by John Grisham;13 weeks on the list,A TIME FOR MERCY;by John Grisham;13 weeks on the list,NEWS OF THE WORLD;by Paulette Jiles;New this week,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;2 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;37 weeks on the list,BORN A CRIME;by Trevor Noah;100 weeks on the list,MODERN COMFORT FOOD;by Ina Garten;14 weeks on the list,LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;16 weeks on the list,ALL BECAUSE YOU MATTER;by Tami Charles. Illustrated by Bryan Collier;2 weeks on the list,THE BAD GUYS;by Aaron Blabey;108 weeks on the list,KINGDOM OF THE WICKED;by Kerri Maniscalco;9 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;,SAPIENS;by Yuval Noah Harari;,RANGE;by David Epstein;,REMINA;by Junji Ito;,SOMEDAY WITH YOU;by Nora Roberts;,"HELLO, UNIVERSE;by Erin Entrada Kelly;",DEAR MARTIN;by Nic Stone;
10,OUTLAWED;by Anna North;New this week,ANXIOUS PEOPLE;by Fredrik Backman;17 weeks on the list,THE HOUSE IN THE CERULEAN SEA;by T.J. Klune;2 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;32 weeks on the list,UNCOMFORTABLE CONVERSATIONS WITH A BLACK MAN;by Emmanuel Acho;5 weeks on the list,LEAD FROM THE OUTSIDE;by Stacey Abrams;10 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;198 weeks on the list,BECOMING MUHAMMAD ALI;by James Patterson and Kwame Alexander;14 weeks on the list,THE WORLD NEEDS WHO YOU WERE MADE TO BE;by Joanna Gaines. Illustrated by Julianna Swaney;9 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;262 weeks on the list,ALL THIS TIME;by Mikki Daughtry and Rachael Lippincott;12 weeks on the list,DAYLIGHT;by David Baldacci;,BREATH;by James Nestor;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",SMILE;by Raina Telgemeier;,WHITE HOT;by Sandra Brown;,FRONT DESK;by Kelly Yang;,SERPENT AND DOVE;by Shelby Mahurin;
