,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Indigenous Americans,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,GO SET A WATCHMAN;by Harper Lee;5 weeks on the list,GO SET A WATCHMAN;by Harper Lee;5 weeks on the list,GREY;by E. L. James;9 weeks on the list,,,PLUNDER AND DECEIT;by Mark R. Levin;2 weeks on the list,PLUNDER AND DECEIT;by Mark R. Levin;2 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;64 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;38 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;42 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;166 weeks on the list,PERSEPOLIS;by Marjane Satrapi;54 weeks on the list,"MONSTER MUSUME, VOL. 7;by Okayado;New this week",WONDER;by R.J. Palacio;New this week,WONDER;by R.J. Palacio;New this week,A LONG WALK TO WATER;by Linda Sue Park;New this week,WHAT PET SHOULD I GET?;by Dr. Seuss;3 weeks on the list,DESCENDANTS;by various authors;New this week,PAPER TOWNS;by John Green;New this week,ELEANOR AND PARK;by Rainbow Rowell;New this week,PAPER TOWNS;by John Green;New this week,H IS FOR HAWK;by Helen Macdonald;,,DOWN THE RABBIT HOLE;by Holly Madison;,ORANGE IS THE NEW BLACK;by Piper Kerman;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE BILLION DOLLAR SPY;by David E. Hoffman;,THE WRIGHT BROTHERS;by David McCullough;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,ENCHANTED FOREST;illustrated by Johanna Basford;,BEING MORTAL;by Atul Gawande;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,THE GLASS CASTLE;by Jeannette Walls;,,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,JESUS CALLING;by Sarah Young;,THE WRIGHT BROTHERS;by David McCullough;,THE BOYS IN THE BOAT;by Daniel James Brown;,THE OREGON TRAIL;by Rinker Buck;
2,THE GIRL ON THE TRAIN;by Paula Hawkins;31 weeks on the list,THE GIRL ON THE TRAIN;by Paula Hawkins;31 weeks on the list,THE MARTIAN;by Andy Weir;42 weeks on the list,,,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;5 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;5 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;296 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;82 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;116 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;67 weeks on the list,SMILE;by Raina Telgemeier;166 weeks on the list,"NARUTO, VOL. 71;by Masashi Kishimoto;2 weeks on the list",SERAFINA AND THE BLACK CLOAK;by Robert Beatty;New this week,HITLER'S LAST DAYS;by Bill O'Reilly;New this week,MAX;by Boaz Yakin and Sheldon Lettich;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;112 weeks on the list,THE MAZE RUNNER;by James Dashner;149 weeks on the list,LOOKING FOR ALASKA;by John Green;New this week,REAWAKENED;by Colleen Houck;New this week,ME AND EARL AND THE DYING GIRL;by Jesse Andrews;New this week,BEYOND WORDS;by Carl Safina;,,SICK IN THE HEAD;by Judd Apatow;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,THE MOCKINGBIRD NEXT DOOR;by Marja Mills;,HOW TO READ LITERATURE LIKE A PROFESSOR;by Thomas C. Foster;,"LIAR, TEMPTRESS, SOLDIER, SPY;by Karen Abbott;",DEAD WAKE;by Erik Larson;,THE RESIDENCE;by Kate Andersen Brower;,THUG KITCHEN;by the staff of Thug Kitchen;,CREATIVE HAVEN CREATIVE CATS COLORING BOOK;Illustrated by Marjorie Sarnat;,BLACKOUT;by Sarah Hepola;,SELP-HELF;by Miranda Sings;,CHIEF JOSEPH & THE FLIGHT OF THE NEZ PERCE;by Kent Nerburn;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,,THE OTHER WES MOORE;by Wes Moore;,THE ROAD TO CHARACTER;by David Brooks;,BEING MORTAL;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;,WILD;by Cheryl Strayed;
3,SILVER LININGS;by Debbie Macomber;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;67 weeks on the list,THE ALCHEMIST;by Paulo Coelho;367 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;65 weeks on the list,YOU'RE NEVER WEIRD ON THE INTERNET (ALMOST);by Felicia Day;New this week,I AM MALALA;by Malala Yousafzai with Christina Lamb;11 weeks on the list,DEAD WAKE;by Erik Larson;23 weeks on the list,SELP-HELF;by Miranda Sings;4 weeks on the list,BABA YAGA’S ASSISTANT;by Marika McCoola and Emily Carroll;New this week,DRAMA;by Raina Telgemeier;107 weeks on the list,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;2 weeks on the list",HITLER'S LAST DAYS;by Bill O'Reilly;New this week,SERAFINA AND THE BLACK CLOAK;by Robert Beatty;New this week,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;New this week,THE BOOK WITH NO PICTURES;by B.J. Novak;46 weeks on the list,GIVER QUARTET;by Lois Lowry;90 weeks on the list,THE FAULT IN OUR STARS;by John Green;New this week,RED QUEEN;by Victoria Aveyard;New this week,LOOKING FOR ALASKA;by John Green;New this week,CLOSE TO SHORE;by Michael Capuzzo;,,LIFE IS SHORT (NO PUN INTENDED);by Jennifer Arnold and Bill Klein;,MISSOULA;by Jon Krakauer;,SAPIENS;by Yuval Noah Harari;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,OUR MAN IN CHARLESTON;by Christopher Dickey;,INTO THE WILD;by Jon Krakauer;,RED;by Jacky Colliss Harvey;,THE 20/20 DIET;by Phil McGraw;,CREATIVE HAVEN ART NOUVEAU ANIMAL DESIGNS COLORING BOOK;Illustrated by Marty Noble;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,SICK IN THE HEAD;by Judd Apatow;,THE HEART OF EVERYTHING THAT IS;by Bob Drury and Tom Clavin;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,,THE NEW JIM CROW;by Michelle Alexander;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,ELON MUSK;by Ashlee Vance;,THE BEST TEAM MONEY CAN BUY;by Molly Knight;,BARBARIAN DAYS;by William Finnegan;
4,WHO DO YOU LOVE;by Jennifer Weiner;New this week,ALERT;by James Patterson and Michael Ledwidge;2 weeks on the list,BIG LITTLE LIES;by Liane Moriarty;New this week,,,THE DEVIL IN THE WHITE CITY;by Erik Larson;8 weeks on the list,THE WRIGHT BROTHERS;by David McCullough;15 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;372 weeks on the list,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;9 weeks on the list,BRAIN MAKER;by David Perlmutter with Kristin Loberg;12 weeks on the list,IN SEARCH OF LOST TIME: SWANN'S WAY;by Marcel Proust. Adapted and illustrated by Stéphane Heuet. Translated by Arthur Goldhammer;6 weeks on the list,SISTERS;by Raina Telgemeier;52 weeks on the list,"ONE PIECE, VOL. 75;by Eiichiro Oda;2 weeks on the list",THE FINISHER;by David Baldacci;New this week,BROWN GIRL DREAMING;by Jacqueline Woodson;New this week,COUNTING BY 7s;by Holly Goldberg Sloan;New this week,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;202 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;370 weeks on the list,THE BOOK THIEF;by Markus Zusak;New this week,WE ALL LOOKED UP;by Tommy Wallach;New this week,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;New this week,INSIDE OF A DOG;by Alexandra Horowitz;,,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,JUST MERCY;by Bryan Stevenson;,THE SECRET HISTORY OF WONDER WOMAN;by Jill Lepore;,THEY SAY / I SAY;by Gerald Graff and Cathy Birkenstein;,A SPY AMONG FRIENDS;by Ben Macintyre;,THE ASTRONAUT WIVES CLUB;by Lily Koppel;,THE FRENCH BEAUTY SOLUTION;by Mathilde Thomas;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,PLAYER'S HANDBOOK;by Wizards RPG Team;,EAT TO LIVE;by Joel Fuhrman;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,BORN TO RUN;by Christopher McDougall;,H IS FOR HAWK;by Helen Macdonald;,THE ASTRONAUT WIVES CLUB;by Lily Koppel;,,JUST MERCY;by Bryan Stevenson;,THE POWER OF NOW;by Eckhart Tolle;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,BARBARIAN DAYS;by William Finnegan;,PIRATE HUNTERS;by Robert Kurson;
5,GREY;by E. L. James;9 weeks on the list,SILVER LININGS;by Debbie Macomber;New this week,EVERYTHING I NEVER TOLD YOU;by Celeste Ng;11 weeks on the list,,,YOU'RE NEVER WEIRD ON THE INTERNET (ALMOST);by Felicia Day;New this week,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;9 weeks on the list,OUTLIERS;by Malcolm Gladwell;200 weeks on the list,YOU'RE NEVER WEIRD ON THE INTERNET (ALMOST);by Felicia Day;New this week,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;17 weeks on the list,THE THRILLING ADVENTURES OF LOVELACE AND BABBAGE;by Sydney Padua;17 weeks on the list,FUN HOME;by Alison Bechdel;35 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;9 weeks on the list",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;New this week,I AM MALALA;by Malala Yousafzai with Patricia McCormick;New this week,OUT OF MY MIND;by Sharon M. Draper;New this week,PRESS HERE;by Hervé Tullet;205 weeks on the list,HARRY POTTER;by J.K. Rowling;334 weeks on the list,WE WERE LIARS;by E. Lockhart;New this week,WE WERE LIARS;by E. Lockhart;New this week,THE BOOK THIEF;by Markus Zusak;New this week,WHAT THE DOG KNOWS;by Cat Warren;,,YES PLEASE;by Amy Poehler;,HOPE;by Amanda Berry and Gina DeJesus with Mary Jordan and Kevin Sullivan;,ON WRITING;by Stephen King;,MISSOULA;by Jon Krakauer;,RED NOTICE;by Bill Browder;,BARBARIAN DAYS;by William Finnegan;,AUDREY AT HOME;by Luca Dotti;,BRAIN MAKER;by David Perlmutter with Kristin Loberg;,MONSTER MANUAL;by Wizards RPG Team;,GODDESSES NEVER AGE;by Christiane Northrup;,YES PLEASE;by Amy Poehler;,SHORT NIGHTS OF THE SHADOW CATCHER;by Timothy Egan;,DARING GREATLY;by Brené Brown;,LIFE IS SHORT (NO PUN INTENDED);by Jennifer Arnold and Bill Klein;,,HOW TO BE BLACK;by Baratunde Thurston;,BOUNDARIES;by Henry Cloud and John Townsend;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","IT'S GOOD TO BE GRONK;by Rob ""Gronk"" Gronkowski with Jason Rosenhaus;",A WALK IN THE WOODS;by Bill Bryson;
6,ALERT;by James Patterson and Michael Ledwidge;2 weeks on the list,CIRCLING THE SUN;by Paula McLain;3 weeks on the list,READY PLAYER ONE;by Ernest Cline;8 weeks on the list,,,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;9 weeks on the list,BEING MORTAL;by Atul Gawande;45 weeks on the list,A WALK IN THE WOODS;by Bill Bryson;94 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;5 weeks on the list,DESTINY;by T. D. Jakes;2 weeks on the list,HERE;by Richard McGuire;26 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: THE TRUTH ABOUT STACEY;by Ann M. Martin and Raina Telgemeier;3 weeks on the list,"ASSASSINATION CLASSROOM, VOL. 5;by Yusei Matsui;New this week",,THE CROSSOVER;by Kwame Alexander;New this week,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;New this week,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;82 weeks on the list,DIVERGENT;by Veronica Roth;95 weeks on the list,,P. S. I STILL LOVE YOU;by Jenny Han;New this week,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;New this week,ELEPHANT COMPANY;by Vicki Constantine Croke;,,A WORK IN PROGRESS;by Connor Franta;,UNFAIR;by Adam Benforado;,BAD FEMINIST;by Roxane Gay;,THE OPPOSITE OF LONELINESS;by Marina Keegan;,THE GOOD SPY;by Kai Bird;,PIRATE HUNTERS;by Robert Kurson;,"HOW TO BE PARISIAN WHEREVER YOU ARE;by Anne Berest, Audrey Diwan, Caroline de Maigret and Sophie Mas;",FRANKLIN BARBECUE;by Aaron Franklin and Jordan Mackay;,MINECRAFT: CONSTRUCTION HANDBOOK;by Matthew Needler and Phil Southam;,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;,BOSSYPANTS;by Tina Fey;,1491;by Charles C. Mann;,LOVE DOES;by Bob Goff;,H IS FOR HAWK;by Helen Macdonald;,,UNFAIR;by Adam Benforado;,THE UNTETHERED SOUL;by Michael A. Singer;,DAVID AND GOLIATH;by Malcolm Gladwell;,MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;,HUMANS OF NEW YORK;by Brandon Stanton;
7,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;48 weeks on the list,WHO DO YOU LOVE;by Jennifer Weiner;New this week,DARK PLACES;by Gillian Flynn;93 weeks on the list,,,DEAD WAKE;by Erik Larson;23 weeks on the list,DEAD WAKE;by Erik Larson;23 weeks on the list,UNBROKEN;by Laura Hillenbrand;55 weeks on the list,THE WRIGHT BROTHERS;by David McCullough;15 weeks on the list,THE BEST YES;by Lysa TerKeurst;8 weeks on the list,SECONDS;by Bryan Lee O'Malley;52 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;15 weeks on the list,"JOJO'S BIZARRE ADVENTURE: PHANTOM BLOOD, VOL. 3;by Hirohiko Araki;2 weeks on the list",,RAD AMERICAN WOMEN A-Z;by Kate Schatz. Illustrated by Miriam Klein Stahl;New this week,THE FINISHER;by David Baldacci;New this week,WAITING IS NOT EASY!;by Mo Willems;37 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;336 weeks on the list,,ALL THE BRIGHT PLACES;by Jennifer Niven;New this week,AN ABUNDANCE OF KATHERINES;by John Green;New this week,THE SHEPHERD'S LIFE;by James Rebanks;,,BOSSYPANTS;by Tina Fey;,THE MOST DANGEROUS ANIMAL OF ALL;by Gary L. Stewart with Susan Mustafa;,LIFE IN MOTION;by Misty Copeland;,A CHANCE IN THE WORLD;by Steve Pemberton;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,IN THE KINGDOM OF ICE;by Hampton Sides;,MY PARIS DREAM;by Kate Betts;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,POKEMON: ESSENTIAL HANDBOOK;by Cris Silvestri and the staff of Scholastic;,GUT;by Giulia Enders. Illustrations by Jill Enders;,STRAIGHT TO HELL;by John LeFevre;,BURY MY HEART AT WOUNDED KNEE;by Dee Brown;,MISSOULA;by Jon Krakauer;,HOW TO TALK SO KIDS WILL LISTEN AND LISTEN SO KIDS WILL TALK;by Adele Faber and Elaine Mazlish;,,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,"THE GOOD, THE BAD, AND THE GRACE OF GOD;by Jep Robertson and Jessica Robertson with Susy Flory;",QUIET;by Susan Cain;,YES!;by Daniel Bryan and Craig Tello;,SKYFARING;by Mark Vanhoenacker;
8,THE MARTIAN;by Andy Weir;12 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;28 weeks on the list,EUPHORIA;by Lily King;10 weeks on the list,,,THE WRIGHT BROTHERS;by David McCullough;15 weeks on the list,BARBARIAN DAYS;by William Finnegan;4 weeks on the list,WILD;by Cheryl Strayed;124 weeks on the list,PLUNDER AND DECEIT;by Mark R. Levin;2 weeks on the list,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;39 weeks on the list,NIMONA;by Noelle Stevenson;2 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;54 weeks on the list",FOOD WARS! VOL. 7;by Yuto Tsukuda and Shun Saeki;New this week,,JURASSIC WORLD;by David Lewman;New this week,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;New this week,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;62 weeks on the list",THE LAND OF STORIES;by Chris Colfer. Illustrated by Brandon Dorman;10 weeks on the list,,FANGIRL;by Rainbow Rowell;New this week,THE FAULT IN OUR STARS;by John Green;New this week,FOLLOWING ATTICUS;by  Tom Ryan;,,IT'S A LONG STORY;by Willie Nelson with David Ritz;,FINDING ME;by Michelle Knight with Michelle Burford Weinstein;,PIONEER GIRL;by Laura Ingalls Wilder;,ON WRITING;by Stephen King;,A MAN CALLED INTREPID;by William Stevenson;,MIRACLE IN THE MINE;by Jose Henriquez;,RULES OF CIVILITY AND DECENT BEHAVIOR;by George Washington;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,"MINECRAFT: ESSENTIAL HANDBOOK;Stephanie Milton with Paul Soares, Jr. and Jordan Maron;",THE EMPEROR OF ALL MALADIES;by Siddhartha Mukherjee;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,CODE TALKER;by Chester Nez with Judith Schiess Avila;,BAD FEMINIST;by Roxane Gay;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,,CITIZEN;by Claudia Rankine;,I DARED TO CALL HIM FATHER;by Bilquis Sheikh with Richard H. Schneider;,THE POWER OF HABIT;by Charles Duhigg;,BORN TO RUN;by Christopher McDougall;,CARSICK;by John Waters;
9,FLESH AND BLOOD;by Patricia Cornwell;5 weeks on the list,LUCKIEST GIRL ALIVE;by Jessica Knoll;14 weeks on the list,THE GOLDFINCH;by Donna Tartt;19 weeks on the list,,,BEING MORTAL;by Atul Gawande;43 weeks on the list,MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;2 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;98 weeks on the list,DOWN THE RABBIT HOLE;by Holly Madison;8 weeks on the list,THE GIFTS OF IMPERFECTION;by Brené Brown;55 weeks on the list,ROBERT MOSES: THE MASTER BUILDER OF NEW YORK CITY;by Pierre Christin and Olivier Balez;13 weeks on the list,"FABLES, VOL. 22;by Bill Willingham and Mark Buckingham;2 weeks on the list","DRAGONAR ACADEMY, VOL. 7;by Shiki Mizuchi and Ran;New this week",,FUZZY MUD;by Louis Sachar;New this week,THE PRINCESS IN BLACK;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;New this week,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;109 weeks on the list,DORK DIARIES;by Rachel Renée Russell;135 weeks on the list,,SAINT ANYTHING;by Sarah Dessen;New this week,THE 5TH WAVE;by Rick Yancey;New this week,UNLIKELY LOVES;by Jennifer Holland;,,I AM CHARLIE WILSON;by Charlie Wilson with Denene Millner;,RED NOTICE;by Bill Browder;,THE AMERICANS;Photographs by Robert Frank;,THANK YOU FOR ARGUING;by Jay Heinrichs;,ALAN TURING: THE ENIGMA;by Andrew Hodges;,ASTORIA;by Peter Stark;,HOW TO GET DRESSED;by Alison Freer;,THE SKINNYTASTE COOKBOOK;by Gina Homolka with Heather K. Jones;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;",DO NO HARM;by Henry Marsh;,DOES THIS BEACH MAKE ME LOOK FAT?;by Lisa Scottoline and Francesca Serritella;,CRAZY HORSE AND CUSTER;by Stephen Ambrose;,HOW TO LOVE;by Thich Nhat Hanh. Illustrated by Jason DeAntonis;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,,SOMETHING MUST BE DONE ABOUT PRINCE EDWARD COUNTY;by Kristen Green;,TRIUMPH;by Carolyn Jessop with Laura Palmer;,WHAT IF?;by Randall Munroe;,BEN HOGAN'S FIVE LESSONS;by Ben Hogan with Herbert Warren Wind; drawings by Anthony Ravielli;,UGANDA BE KIDDING ME;by Chelsea Handler;
10,STATE OF FEAR;by Michael Crichton;New this week,THE ENGLISH SPY;by Daniel Silva;7 weeks on the list,STATION ELEVEN;by Emily St. John Mandel;10 weeks on the list,,,I AM MALALA;by Malala Yousafzai with Christina Lamb;26 weeks on the list,DOWN THE RABBIT HOLE;by Holly Madison;8 weeks on the list,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;2 weeks on the list,BRINGING ADAM HOME;by Les Standiford with Joe Matthews;3 weeks on the list,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;23 weeks on the list",NATHAN HALE’S HAZARDOUS TALES: THE UNDERGROUND ABDUCTOR;by Nathan Hale;17 weeks on the list,EL DEAFO;by Cece Bell;37 weeks on the list,"AKAME GA KILL!, VOL. 3;by Takahiro and Tetsuya Tashiro;4 weeks on the list",,FISH IN A TREE;by Lynda Mullaly Hunt;New this week,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;New this week,I WILL TAKE A NAP!;by Mo Willems;10 weeks on the list,THE SELECTION;by Kiera Cass;52 weeks on the list,,THE INFINITE SEA;by Rick Yancey;New this week,HOLLOW CITY;by Ransom Riggs;New this week,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,,THE MOCKINGBIRD NEXT DOOR;by Marja Mills;,EMPIRE OF SIN;by Gary Krist;,HOLD STILL;by Sally Mann;,LOST AT SCHOOL;by Ross W. Greene;,THE GREAT WAR OF OUR TIME;by Michael Morell with Bill Harlow;,CLOSE TO SHORE;by Michael Capuzzo;,MADEMOISELLE;by Rhonda K. Garelick;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,MINECRAFT: REDSTONE HANDBOOK;by Nick Farwell. Edited by Jane Riordan and Stephanie Milton;,STIR;by Jessica Fechtor;,TIM AND ERIC'S ZONE THEORY;by Tim Heidecker and Eric Wareheim;,THE LOST WORLD OF THE OLD ONES;by David Roberts;,THE ARGONAUTS;by Maggie Nelson;,HOW CHILDREN SUCCEED;by Paul Tough;,,WARRIORS DON'T CRY;by Melba Pattillo Beals;,THE LOST HISTORY OF CHRISTIANITY;by Philip Jenkins;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,YOGA GIRL;by Rachel Brathen;,AFRICAN LAUGHTER;by Doris Lessing;
