,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,A DANCE WITH DRAGONS;by George R. R. Martin;New this week,A DANCE WITH DRAGONS;by George R. R. Martin;New this week,THE HELP;by Kathryn Stockett;15 weeks on the list,,,A DANCE WITH DRAGONS;by George R. R. Martin;,A STOLEN LIFE;by Jaycee Dugard;New this week,A STOLEN LIFE;by Jaycee Dugard;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;35 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;New this week,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;7 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;207 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;,BLOOD WORK;by Kim Harrison and Pedro Maia;New this week,"THE WALKING DEAD, VOL. 14;by Robert Kirkman and Charlie Adlard;4 weeks on the list","BLACK BIRD, VOL. 9;by Kanoko Sakurakoji;2 weeks on the list","MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;3 weeks on the list",THE BOOK THIEF;by Markus Zusak;201 weeks on the list,"SKIPPYJON JONES, CLASS ACTION;by Judy Schachner;New this week",THE HUNGER GAMES;by Suzanne Collins;47 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;,OUTLIERS;by Malcolm Gladwell;,IN THE GARDEN OF BEASTS;by Erik Larson;
2,THE HELP;by Kathryn Stockett;22 weeks on the list,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;3 weeks on the list,ROOM;by Emma Donoghue;11 weeks on the list,,,THE HELP;by Kathryn Stockett;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;25 weeks on the list,UNBROKEN;by Laura Hillenbrand;35 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;19 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;25 weeks on the list,THE 17 DAY DIET;by Mike Moreno;18 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;520 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,"SAGA OF THE SWAMP THING, BOOK 5;by Alan Moore and Rick Veitch;New this week",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;71 weeks on the list,"ROSARIO + VAMPIRE: SEASON II, VOL. 5;by Akihisa Ikeda;2 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;11 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;5 weeks on the list,LEGO HARRY POTTER;by the DK staff;9 weeks on the list,HARRY POTTER;by J.K. Rowling;261 weeks on the list,KNOWING YOUR VALUE;by Mika Brzezinski;,DRIVE;by Daniel H. Pink;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;
3,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;3 weeks on the list,THEN CAME YOU;by Jennifer Weiner;New this week,WATER FOR ELEPHANTS;by Sara Gruen;129 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,IN THE GARDEN OF BEASTS;by Erik Larson;10 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;10 weeks on the list,OUTLIERS;by Malcolm Gladwell;6 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;10 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;31 weeks on the list,ERASING HELL;by Francis Chan and Preston Sprinkle;2 weeks on the list,UNBROKEN;by Laura Hillenbrand;,PAYING FOR IT;by Chester Brown;4 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;87 weeks on the list","NARUTO, VOL. 51;by Masashi Kishimoto;6 weeks on the list",SUPER DIAPER BABY 2;written and illustrated by Dav Pilkey;3 weeks on the list,MR. POPPER'S PENGUINS;by Richard Atwater and Florence Atwater;7 weeks on the list,SILVERLICIOUS;written and illustrated by Victoria Kann;23 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;48 weeks on the list,CAR GUYS VS. BEAN COUNTERS;by Bob Lutz;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,UNBROKEN;by Laura Hillenbrand;
4,THEN CAME YOU;by Jennifer Weiner;New this week,SMOKIN’ SEVENTEEN;by Janet Evanovich;4 weeks on the list,ONE DAY;by David Nicholls;20 weeks on the list,,,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;,UNBROKEN;by Laura Hillenbrand;25 weeks on the list,BOSSYPANTS;by Tina Fey;15 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;228 weeks on the list,BOSSYPANTS;by Tina Fey;15 weeks on the list,THE DUKAN DIET;by Pierre Dukan;13 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;39 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,GREEN LANTERN: SECRET ORIGIN;by Geoff Johns and Ivan Reis;6 weeks on the list,"COWBOYS AND ALIENS;by Scott M. Rosenberg, Fred Van Lente and others;2 weeks on the list","YU-GI-OH! 5D'S, VOL. 1;by Masahiro Hikokubo;2 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;6 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;11 weeks on the list,PRESS HERE;by Hervé Tullet;13 weeks on the list,SHIVER;by Maggie Stiefvater;New this week,GET RICH CLICK!;by Marc Ostrofsky;,"TRIBAL LEADERSHIP;by Dave Logan, John King and Halee Fischer-Wright;",DEMONIC;by Ann Coulter;
5,A GAME OF THRONES;by George R.R. Martin;14 weeks on the list,QUINN;by Iris Johansen;New this week,CUTTING FOR STONE;by Abraham Verghese;77 weeks on the list,,,A CLASH OF KINGS;by George R.R. Martin;,BOSSYPANTS;by Tina Fey;15 weeks on the list,OF THEE I ZING;by Laura Ingraham with Raymond Arroyo;New this week,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;5 weeks on the list,UNBROKEN;by Laura Hillenbrand;25 weeks on the list,LOVE WINS;by Rob Bell;18 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;20 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,X-MEN: AGE OF X;by Mike Carey and Clay Mann;2 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;66 weeks on the list,"VAMPIRE KNIGHT, VOL. 12;by Matsuri Hino;6 weeks on the list",THEODORE BOONE: THE ABDUCTION;by John Grisham;6 weeks on the list,THE GIRL WHO COULD FLY;by Victoria Forester;5 weeks on the list,PINKALICIOUS;by Victoria Kann and Elizabeth Kann. Illustrated by Victoria Kann;5 weeks on the list,DORK DIARIES;by Rachel Renée Russell;6 weeks on the list,WE FIRST;by Simon Mainwaring;,TIPPING POINT;by Malcolm Gladwell;,LOST IN SHANGRI-LA;by Mitchell Zuckoff;
6,QUINN;by Iris Johansen;New this week,STATE OF WONDER;by Ann Patchett;6 weeks on the list,A GAME OF THRONES;by George R.R. Martin;9 weeks on the list,,,THEN CAME YOU;by Jennifer Weiner;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;25 weeks on the list,THE GREATER JOURNEY;by David McCullough;8 weeks on the list,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;10 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;10 weeks on the list,THE SECRET;by Rhonda Byrne;184 weeks on the list,RADICAL;by David Platt;56 weeks on the list,BOSSYPANTS;by Tina Fey;,HALO: FALL OF REACH BOOT CAMP;by Brian Reed and Felix Ruiz;3 weeks on the list,THE HOMELAND DIRECTIVE;by Robert Venditti and Mike Huddleston;New this week,"SKIP BEAT!, VOL. 24;by Yoshiki Nakamura;2 weeks on the list",THE LOST HERO;by Rick Riordan;40 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;103 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;27 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;131 weeks on the list,TOUCHPOINTS;by Douglas Conant and Mette Norgaard;,THE BIG SHORT;by Michael Lewis;,THE HEART AND THE FIST;by Eric Greitens;
7,BEFORE I GO TO SLEEP;by S. J. Watson;2 weeks on the list,BEFORE I GO TO SLEEP;by S. J. Watson;New this week,A VISIT FROM THE GOON SQUAD;by Jennifer Egan;17 weeks on the list,,,SMOKIN’ SEVENTEEN;by Janet Evanovich;,OF THEE I ZING;by Laura Ingraham with Raymond Arroyo;New this week,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;10 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;173 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;25 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;83 weeks on the list,NOW EAT THIS! DIET;by Rocco DiSpirito;10 weeks on the list,OF THEE I ZING;by Laura Ingraham with Raymond Arroyo;,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and various;23 weeks on the list,"THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;New this week",THE MAGICIAN KING;by Lev Grossman;8 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;63 weeks on the list",SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;11 weeks on the list,LEGO STAR WARS;by Simon Beecroft;81 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;127 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE CHECKLIST MANIFESTO;by Atul Gawande;,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;
8,SMOKIN’ SEVENTEEN;by Janet Evanovich;4 weeks on the list,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;5 weeks on the list,THE POSTCARD KILLERS;by James Patterson and Liza Marklund;New this week,,,HELL'S CORNER;by David Baldacci;,THE GREATER JOURNEY;by David McCullough;8 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;7 weeks on the list,BORN TO RUN;by Christopher McDougall;16 weeks on the list,LOST IN SHANGRI-LA;by Mitchell Zuckoff;12 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;107 weeks on the list,EAT TO LIVE;by Joel Fuhrman;5 weeks on the list,THE GREATER JOURNEY;by David McCullough;,THE INFLUENCING MACHINE: BROOKE GLADSTONE ON THE MEDIA;by Brooke Gladstone and Josh Neufeld;5 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON EIGHT, VOL. 8;by Joss Whedon, Georges Jeanty and others;5 weeks on the list","DENGEKI DAISY, VOL. 5;by Kyousuke Motomi;2 weeks on the list",DIVERGENT;by Veronica Roth;11 weeks on the list,ALONG FOR THE RIDE;by Sarah Dessen;15 weeks on the list,SHOULD I SHARE MY ICE CREAM? (AN ELEPHANT AND PIGGIE BOOK);written and illustrated by Mo Willems;5 weeks on the list,FALLEN;by Lauren Kate;5 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AREA 51;by Annie Jacobsen;
9,STATE OF WONDER;by Ann Patchett;6 weeks on the list,ONE SUMMER;by David Baldacci;5 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;124 weeks on the list,,,ROOM;by Emma Donoghue;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;10 weeks on the list,LIES THAT CHELSEA HANDLER TOLD ME;by Chelsea Handler;10 weeks on the list,LIFE;by Keith Richards with James Fox;11 weeks on the list,OF THEE I ZING;by Laura Ingraham with Raymond Arroyo;New this week,TOTAL MONEY MAKEOVER;by Dave Ramsey;30 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;19 weeks on the list,OUTLIERS;by Malcolm Gladwell;,DARK TOWER: THE GUNSLINGER - THE LITTLE SISTER OF ELURIA;by Robin Furth and Richard Isanove;4 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;New this week,"SHUGO CHARA!, VOL. 11;by Peach-Pit;New this week",WHAT HAPPENED TO GOODBYE;by Sarah Dessen;10 weeks on the list,THE NINE LIVES OF CHLOE KING;by Liz Braswell;5 weeks on the list,"NANCY CLANCY, SECRET ADMIRER;by Jane O'Connor. Illustrated by Robin Preiss Glasser;8 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;210 weeks on the list,MONEY CLASS;by Suze Orman;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,ON CHINA;by Henry Kissinger;
10,A CLASH OF KINGS;by George R.R. Martin;6 weeks on the list,IRON HOUSE;by John Hart;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;110 weeks on the list,,,WATER FOR ELEPHANTS;by Sara Gruen;,OUTLIERS;by Malcolm Gladwell;6 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;7 weeks on the list,THE BOY WHO CAME BACK FROM HEAVEN;by Kevin Malarkey and Alex Malarkey;2 weeks on the list,SEX ON THE MOON;by Ben Mezrich;New this week,ONE THOUSAND GIFTS;by Ann Voskamp;4 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;124 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;,"BATMAN & ROBIN, VOL. 3;by Grant Morrison and others;8 weeks on the list",SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;45 weeks on the list,"DANCE IN THE VAMPIRE BUND, VOL. 10;by Nozomu Tamaki;2 weeks on the list",STAR WARS CHARACTER ENCYCLOPEDIA;by the DK staff;3 weeks on the list,BEASTLY;by Alex Flinn;22 weeks on the list,LADYBUG GIRL AND THE BUG SQUAD;by David Soman and Jacky Davis;13 weeks on the list,WARRIORS;by Erin Hunter;103 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,LIKEABLE SOCIAL MEDIA;by Dave Kerpen;,SECRET KNOWLEDGE;by David Mamet;
