,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,WATER FOR ELEPHANTS;by Sara Gruen;16 weeks on the list,DEAD RECKONING;by Charlaine Harris;2 weeks on the list,THE HELP;by Kathryn Stockett;6 weeks on the list,,,DEAD RECKONING;by Charlaine Harris;,LIES THAT CHELSEA HANDLER TOLD ME;by Chelsea Handler;New this week,LIES THAT CHELSEA HANDLER TOLD ME;by Chelsea Handler;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;26 weeks on the list,BOSSYPANTS;by Tina Fey;6 weeks on the list,THE DUKAN DIET;by Pierre Dukan;4 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;11 weeks on the list,LIES THAT CHELSEA HANDLER TOLD ME;by Chelsea Handler;,"BRIGHTEST DAY, VOL. 2;by Geoff Johns and Peter J. Tomasi;New this week",SECRET SIX: THE REPTILE BRAIN;by Paul Cornell and Gail Simone;New this week,"BLACK BIRD, VOL. 8;by Kanoko Sakurakoji;2 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;2 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;2 weeks on the list,THE VERY FAIRY PRINCESS TAKES THE STAGE;by Julie Andrews and Emma Walton Hamilton. Illustrated by Christine Davenier;New this week,THE HUNGER GAMES;by Suzanne Collins;38 weeks on the list
2,BURIED PREY;by John Sandford;New this week,BURIED PREY;by John Sandford;New this week,WATER FOR ELEPHANTS;by Sara Gruen;120 weeks on the list,,,WATER FOR ELEPHANTS;by Sara Gruen;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;16 weeks on the list,DOES THE NOISE IN MY HEAD BOTHER YOU?;by Steven Tyler with David Dalton;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;10 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;16 weeks on the list,THE 17 DAY DIET;by Mike Moreno;9 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;198 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,THOR: OMNIBUS;by Walter Simonson;2 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;62 weeks on the list,"MAXIMUM RIDE, VOL. 4;by James Patterson and NaRae Lee;3 weeks on the list",WHAT HAPPENED TO GOODBYE;by Sarah Dessen;New this week,THE BOOK THIEF;by Markus Zusak;192 weeks on the list,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;25 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;122 weeks on the list
3,DEAD RECKONING;by Charlaine Harris;2 weeks on the list,10TH ANNIVERSARY;by James Patterson and Maxine Paetro;2 weeks on the list,SOMETHING BORROWED;by Emily Giffin;6 weeks on the list,,,BURIED PREY;by John Sandford;,BOSSYPANTS;by Tina Fey;6 weeks on the list,BOSSYPANTS;by Tina Fey;6 weeks on the list,LIFE;by Keith Richards with James Fox;2 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;New this week,"20 YEARS YOUNGER;by Bob Greene with Howard Lancer, Ronald L. Kotler and Diane L. McKay;3 weeks on the list",WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;511 weeks on the list,DOES THE NOISE IN MY HEAD BOTHER YOU?;by Steven Tyler with David Dalton;,"X-MEN OMNIBUS, VOL. 2;by Roy Thomas and Gary Friedrich;New this week","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;78 weeks on the list","BLACK BUTLER, VOL. 5;by Yana Toboso;3 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;54 weeks on the list",SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;6 weeks on the list,CHARLIE THE RANCH DOG;by Ree Drummond. Illustrated by Diane DeGroat;3 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;201 weeks on the list
4,10TH ANNIVERSARY;by James Patterson and Maxine Paetro;2 weeks on the list,THE SIXTH MAN;by David Baldacci;4 weeks on the list,A VISIT FROM THE GOON SQUAD;by Jennifer Egan;8 weeks on the list,,,THE HELP;by Kathryn Stockett;,IN THE GARDEN OF BEASTS;by Erik Larson;New this week,IN THE GARDEN OF BEASTS;by Erik Larson;New this week,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;62 weeks on the list,LIES THAT CHELSEA HANDLER TOLD ME;by Chelsea Handler;New this week,A PLACE OF YES;by Bethenny Frankel;4 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;30 weeks on the list,BOSSYPANTS;by Tina Fey;,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and various;14 weeks on the list,"FABLES, VOL. 15;by Bill Willingham and Mark Buckingham;5 weeks on the list","BAKUMAN, VOL. 4;by Tsugumi Ohba and Takeshi Obata;2 weeks on the list",THE LOST HERO;by Rick Riordan;31 weeks on the list,ALONG FOR THE RIDE;by Sarah Dessen;6 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;18 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;44 weeks on the list
5,SOMETHING BORROWED;by Emily Giffin;5 weeks on the list,THE LAND OF PAINTED CAVES;by Jean M. Auel;7 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;68 weeks on the list,,,10TH ANNIVERSARY;by James Patterson and Maxine Paetro;,DOES THE NOISE IN MY HEAD BOTHER YOU?;by Steven Tyler with David Dalton;2 weeks on the list,UNBROKEN;by Laura Hillenbrand;26 weeks on the list,BORN TO RUN;by Christopher McDougall;7 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;New this week,LOVE WINS;by Rob Bell;9 weeks on the list,THE EVERYGIRL'S GUIDE TO LIFE;by Maria Menounos;4 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,S. H. I. E. L. D.: ARCHITECTS OF FOREVER;by Jonathan Hickman and Dustin Weaver;2 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;58 weeks on the list,"BLUE EXORCIST, VOL. 1;by Kazue Kato;6 weeks on the list",THE TWILIGHT SAGA: THE OFFICIAL ILLUSTRATED GUIDE;by Stephenie Meyer;5 weeks on the list,BEASTLY;by Alex Flinn;14 weeks on the list,SILVERLICIOUS;written and illustrated by Victoria Kann;15 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;64 weeks on the list
6,THE HELP;by Kathryn Stockett;13 weeks on the list,SIXKILL;by Robert B. Parker;2 weeks on the list,THE 9TH JUDGMENT;by James Patterson and Maxine Paetro;5 weeks on the list,,,SOMETHING BORROWED;by Emily Giffin;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;New this week,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;New this week,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;New this week,DOES THE NOISE IN MY HEAD BOTHER YOU?;by Steven Tyler with David Dalton;2 weeks on the list,KNOWING YOUR VALUE;by Mika Brzezinski;New this week,HUNGRY GIRL 300 UNDER 300;by Lisa Lillien;7 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"Y THE LAST MAN, BOOK 5;by Brian K. Vaughan and Pia Guerra;2 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;89 weeks on the list,"ROSARIO + VAMPIRE: SEASON II, VOL. 4;by Akihisa Ikeda;6 weeks on the list",DIVERGENT;by Veronica Roth;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;94 weeks on the list,LEGO STAR WARS;by Simon Beecroft;72 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;21 weeks on the list
7,THE SIXTH MAN;by David Baldacci;4 weeks on the list,CALEB'S CROSSING;by Geraldine Brooks;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;101 weeks on the list,,,THE SIXTH MAN;by David Baldacci;,UNBROKEN;by Laura Hillenbrand;16 weeks on the list,STORIES I ONLY TELL MY FRIENDS;by Rob Lowe;3 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;32 weeks on the list,UNBROKEN;by Laura Hillenbrand;16 weeks on the list,GUY FIERI FOOD;by Guy Fieri;2 weeks on the list,RADICAL;by David Platt;47 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;32 weeks on the list",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;53 weeks on the list,"PANDORA HEARTS, VOL. 5;by Jun Mochizuki;3 weeks on the list",SUMMER AND THE CITY;by Candace Bushnell;3 weeks on the list,RED RIDING HOOD;by Sarah Blakley-Cartwright;16 weeks on the list,PRESS HERE;by Hervé Tullet;4 weeks on the list,THE 39 CLUES;by various authors;84 weeks on the list
8,THE LINCOLN LAWYER;by Michael Connelly;10 weeks on the list,THE FIFTH WITNESS;by Michael Connelly;6 weeks on the list,ROOM;by Emma Donoghue;2 weeks on the list,,,WORTH DYING FOR;by Lee Child;,STORIES I ONLY TELL MY FRIENDS;by Rob Lowe;3 weeks on the list,IF YOU ASK ME;by Betty White;2 weeks on the list,DRIVE;by Daniel H. Pink;6 weeks on the list,STORIES I ONLY TELL MY FRIENDS;by Rob Lowe;3 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;22 weeks on the list,NOW EAT THIS! DIET;by Rocco DiSpirito;8 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;,LAST UNICORN;by Peter B. Gillis and Renae DeLiz;9 weeks on the list,"BATMAN AND ROBIN, VOL. 1: BATMAN REBORN;by Frank Quitely and Philip Tan;3 weeks on the list","HIGH SCHOOL OF THE DEAD, VOL. 2;by Daisuke Sato and Shouji Sato;3 weeks on the list",THE GIRL WHO CIRCUMNAVIGATED FAIRYLAND IN A SHIP OF HER OWN MAKING;by Catherynne M. Valente. Illustrated by Ana Juan;New this week,WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;28 weeks on the list,LADYBUG GIRL AND THE BUG SQUAD;by David Soman and Jacky Davis;7 weeks on the list,THE SUMMER I TURNED PRETTY TRILOGY;by Jenny Han;2 weeks on the list
9,A GAME OF THRONES;by George R.R. Martin;5 weeks on the list,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;51 weeks on the list,MATTERHORN;by Karl Marlantes;New this week,,,THE SEARCH;by Nora Roberts;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;16 weeks on the list,FROM THIS MOMENT ON;by Shania Twain;2 weeks on the list,WHAT THE DOG SAW;by Malcolm Gladwell;22 weeks on the list,LOST IN SHANGRI-LA;by Mitchell Zuckoff;3 weeks on the list,MY FATHER'S DAUGHTER;by Gwyneth Paltrow;5 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;27 weeks on the list",STORIES I ONLY TELL MY FRIENDS;by Rob Lowe;,UNCANNY X-FORCE: APOCALYPSE SOLUTION;by Rick Remender and Jerome Opena;New this week,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;49 weeks on the list,"OTOMEN, VOL. 10;by Aya Kanno;2 weeks on the list",DORK DIARIES;written and illustrated by Rachel Renée Russell;39 weeks on the list,INFINITY (CHRONICLES OF NICK);by Sherrilyn Kenyon;7 weeks on the list,ME ... JANE;by Patrick McDonnell;2 weeks on the list,THE ALEX RIDER ADVENTURES;by Anthony Horowitz;69 weeks on the list
10,SOMETHING BLUE;by Emily Giffin;New this week,THE SNOWMAN;by Jo Nesbo;New this week,HOTEL ON THE CORNER OF BITTER AND SWEET;by Jamie Ford;51 weeks on the list,,,A VISIT FROM THE GOON SQUAD;by Jennifer Egan;,FROM THIS MOMENT ON;by Shania Twain;2 weeks on the list,THE HEART AND THE FIST;by Eric Greitens;2 weeks on the list,THE BIG SHORT;by Michael Lewis;15 weeks on the list,FROM THIS MOMENT ON;by Shania Twain;2 weeks on the list,THE BEST ADVICE I EVER GOT;by Katie Couric;5 weeks on the list,SUPER NATURAL EVERY DAY;by Heidi Swanson;6 weeks on the list,IF YOU ASK ME;by Betty White;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;26 weeks on the list","THE WALKING DEAD, VOL. 13;by Robert Kirkman and Charlie Adlard;21 weeks on the list","AI ORE-LOVE ME!, VOL. 1;by Mayu Shinjo;New this week",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;39 weeks on the list,EON;by Alison Goodman;New this week,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;New this week",THE PENDERWICKS;by Jeanne Birdsall;New this week
