,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Hardcover Business Books,Paperback Business Books,Politics and American History
1,SAFE HAVEN;by Nicholas Sparks;6 weeks on the list,GONE GIRL;by Gillian Flynn;31 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;43 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,PROOF OF HEAVEN;by Eben Alexander;11 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;14 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;11 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;11 weeks on the list,SHRED: THE REVOLUTIONARY DIET;by Ian K. Smith;New this week,HOW TO TELL IF YOUR CAT IS PLOTTING TO KILL YOU;by Matthew Inman;13 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;,BUILDING STORIES;by Chris Ware;14 weeks on the list,DRAMA;by Raina Telgemeier;17 weeks on the list,"MAXIMUM RIDE, VOL. 6;by James Patterson;4 weeks on the list",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;66 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;124 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,TAP DANCING TO WORK;by Carol J. Loomis;,OUTLIERS;by Malcolm Gladwell;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;
2,HOPELESS;by Colleen Hoover;2 weeks on the list,EMPIRE AND HONOR;by W. E. B. Griffin and William E. Butterworth IV;New this week,FIFTY SHADES DARKER;by E. L. James;40 weeks on the list,,,GONE GIRL;by Gillian Flynn;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;14 weeks on the list,THOMAS JEFFERSON;by Jon Meacham;8 weeks on the list,TEAM OF RIVALS;by Doris Kearns Goodwin;48 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;14 weeks on the list,TO SELL IS HUMAN;by Daniel H. Pink;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;284 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;76 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;13 weeks on the list","BLOOD LAD, VOL. 1;by Yuuki Kodama;2 weeks on the list",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;35 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;208 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,ANTIFRAGILE;by Nassim Nicholas Taleb;,TIPPING POINT;by Malcolm Gladwell;,THOMAS JEFFERSON;by Jon Meacham;
3,GONE GIRL;by Gillian Flynn;31 weeks on the list,THE RACKETEER;by John Grisham;11 weeks on the list,FIFTY SHADES FREED;by E. L. James;40 weeks on the list,,,SAFE HAVEN;by Nicholas Sparks;,NO EASY DAY;by Mark Owen with Kevin Maurer;18 weeks on the list,THE WORLD UNTIL YESTERDAY;by Jared Diamond;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;112 weeks on the list,THE OMNIVORE’S DILEMMA;by Michael Pollan;New this week,7 YEARS YOUNGER;by the editors of Good Housekeeping;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;594 weeks on the list,THOMAS JEFFERSON;by Jon Meacham;,INTERVIEW WITH THE VAMPIRE: CLAUDIA'S STORY;by Anne Rice and Ashley Marie Witter;5 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;73 weeks on the list","ALICE IN THE COUNTRY OF HEARTS: MY FANATIC RABBIT, VOL. 1;by Quinrose;3 weeks on the list",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,PRESS HERE;by Hervé Tullet;73 weeks on the list,BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;3 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,DRIVE;by Daniel H. Pink;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,THE COINCIDENCE OF CALLIE AND KAYDEN;by Jessica Sorensen;3 weeks on the list,THE FORGOTTEN;by David Baldacci;7 weeks on the list,LIFE OF PI;by Yann Martel;14 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;66 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;18 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;96 weeks on the list,LET'S PRETEND THIS NEVER HAPPENED;by Jenny Lawson;25 weeks on the list,BAREFOOT CONTESSA FOOLPROOF;by Ina Garten;10 weeks on the list,EAT TO LIVE;by Joel Fuhrman;77 weeks on the list,THE WORLD UNTIL YESTERDAY;by Jared Diamond;,MADELEINE L'ENGLE'S A WRINKLE IN TIME;by Hope Larson;14 weeks on the list,"THE WALKING DEAD, VOL. 17;by Robert Kirkman and Charlie Adlard;6 weeks on the list","NARUTO, VOL. 59;by Masashi Kishimoto;9 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,OLIVIA AND THE FAIRY PRINCESSES;by Ian Falconer;13 weeks on the list,HEROES OF OLYMPUS;by Rick Riordan;14 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BOOMERANG;by Michael Lewis;,NO EASY DAY;by Mark Owen with Kevin Maurer;
5,FIFTY SHADES OF GREY;by E. L. James;45 weeks on the list,THREAT VECTOR;by Tom Clancy with Mark Greaney;5 weeks on the list,DEATH COMES TO PEMBERLEY;by P. D. James;New this week,,,FIFTY SHADES FREED;by E. L. James;,THOMAS JEFFERSON;by Jon Meacham;8 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;67 weeks on the list,OUTLIERS;by Malcolm Gladwell;83 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;67 weeks on the list,MAY CAUSE MIRACLES;by Gabrielle Bernstein;New this week,THE HAPPINESS PROJECT;by Gretchen Rubin;95 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;,ARE YOU MY MOTHER?;by Alison Bechdel;31 weeks on the list,"SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;8 weeks on the list","PUELLA MAGI MADOKA MAGICA, VOL. 3;by Magica Quartet;4 weeks on the list",THE ICKABOG;by J.K. Rowling;26 weeks on the list,THIS IS NOT MY HAT;by Jon Klassen;11 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;70 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,STEVE JOBS;by Walter Isaacson;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AMERICA AGAIN;by Stephen Colbert and others;
6,FIFTY SHADES DARKER;by E. L. James;45 weeks on the list,THE TWELVE TRIBES OF HATTIE;by Ayana Mathis;4 weeks on the list,WORLD WAR Z;by Max Brooks;28 weeks on the list,,,LIFE OF PI;by Yann Martel;,TEAM OF RIVALS;by Doris Kearns Goodwin;9 weeks on the list,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;13 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;36 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;18 weeks on the list,WHEAT BELLY;by William Davis;37 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;32 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"THE WALKING DEAD, BOOK 2;by Robert Kirkman and Charlie Adlard;14 weeks on the list","CHEW, VOL. 6;by John Layman and Rob Guillory;New this week","BLEACH, VOL. 54;by Tite Kubo;New this week",WONDER;by R.J. Palacio;295 weeks on the list,SAFARI;by Dan Kainen and Carol Kaufmann;5 weeks on the list,MATCHED TRILOGY;by Ally Condie;8 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,"HOW WILL YOU MEASURE YOUR LIFE?;by Clayton M. Christensen, James Allworth and Karen Dillon;",THE CHECKLIST MANIFESTO;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;
7,FIFTY SHADES FREED;by E. L. James;43 weeks on the list,CROSS ROADS;by Wm. Paul Young;8 weeks on the list,THE PARIS WIFE;by Paula McLain;6 weeks on the list,,,EMPIRE AND HONOR;by W. E. B. Griffin and William E. Butterworth IV;,THE OMNIVORE’S DILEMMA;by Michael Pollan;New this week,AMERICA AGAIN;by Stephen Colbert and others;14 weeks on the list,"FATAL FRIENDS, DEADLY NEIGHBORS;by Ann Rule;6 weeks on the list",I SUCK AT GIRLS;by Justin Halpern;8 weeks on the list,THE 8 HOUR DIET;by David Zinczenko with Peter Moore;New this week,PRACTICAL PALEO;by Diane Sanfilippo;9 weeks on the list,TEAM OF RIVALS;by Doris Kearns Goodwin;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;4 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;140 weeks on the list","PANDORA HEARTS, VOL. 13;by Jun Mochizuki;3 weeks on the list",REFUGEE;by Alan Gratz;129 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;39 weeks on the list,DORK DIARIES;by Rachel Renée Russell;66 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THREE SIMPLE STEPS;by Trevor Blake;,LAST LION;by William Manchester and Paul Reid;
8,THE FORGOTTEN;by David Baldacci;7 weeks on the list,SHADOW WOMAN;by Linda Howard;New this week,SAFE HAVEN;by Nicholas Sparks;16 weeks on the list,,,DEATH COMES TO PEMBERLEY;by P. D. James;,THE WORLD UNTIL YESTERDAY;by Jared Diamond;New this week,THE SIGNAL AND THE NOISE;by Nate Silver;14 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;16 weeks on the list,TEAM OF RIVALS;by Doris Kearns Goodwin;New this week,WHEAT BELLY COOKBOOK;by William Davis;2 weeks on the list,FORKS OVER KNIVES: THE COOKBOOK;by Del Sroufe;9 weeks on the list,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;,HARK! A VAGRANT;by Kate Beaton;22 weeks on the list,FUN HOME;by Alison Bechdel;10 weeks on the list,"YU-GI-OH! ZEXAL, VOL. 2;by Kazuki Takahashi;5 weeks on the list",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,GOLDILOCKS AND THE THREE DINOSAURS;by Mo Willems;6 weeks on the list,THE MAZE RUNNER;by James Dashner;44 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,MASTERY;by Robert Greene;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;
9,THE RACKETEER;by John Grisham;11 weeks on the list,NOTORIOUS NINETEEN;by Janet Evanovich;7 weeks on the list,BARED TO YOU;by Sylvia Day;30 weeks on the list,,,THE RACKETEER;by John Grisham;,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;8 weeks on the list,WILD;by Cheryl Strayed;31 weeks on the list,BOSSYPANTS;by Tina Fey;53 weeks on the list,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;15 weeks on the list,"HELP, THANKS, WOW;by Anne Lamott;8 weeks on the list",HUNGRY GIRL TO THE MAX!;by Lisa Lillien;11 weeks on the list,AMERICA AGAIN;by Stephen Colbert and others;,"TOTALLY MAD: 60 YEARS OF HUMOR, SATIRE, STUPIDITY AND STUPIDITY;by various;10 weeks on the list",SMILE;by Raina Telgemeier;47 weeks on the list,"BLACK BIRD, VOL. 15;by Kanoko Sakurakouji;5 weeks on the list",GROUND ZERO;by Alan Gratz;10 weeks on the list,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE;by William Joyce. Illustrated by William Joyce and Joe Bluhm;12 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;276 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,THE BIG SHORT;by Michael Lewis;,PATRIARCH;by David Nasaw;
10,SOMEONE TO LOVE;by Addison Moore;New this week,THE CASUAL VACANCY;by J. K. Rowling;15 weeks on the list,REFLECTED IN YOU;by Sylvia Day;11 weeks on the list,,,WORLD WAR Z;by Max Brooks;,LET'S PRETEND THIS NEVER HAPPENED;by Jenny Lawson;13 weeks on the list,UNBROKEN;by Laura Hillenbrand;112 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;68 weeks on the list,THOMAS JEFFERSON;by Jon Meacham;8 weeks on the list,THE VIRGIN DIET;by J. J. Virgin;3 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;133 weeks on the list,THE SIGNAL AND THE NOISE;by Nate Silver;,THE BEST AMERICAN COMICS 2012;by Françoise Mouly;6 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 9, VOL. 2;by Andrew Chambliss and others;New this week","BLACK BUTLER, VOL. 1;by Yana Toboso;30 weeks on the list",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,THIS MOOSE BELONGS TO ME;by Oliver Jeffers;3 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;215 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,MONEYBALL;by Michael Lewis;,JOY OF HATE;by Greg Gutfeld;
