,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Business,Food and Diet,Politics and American History,Science,Sports and Fitness
1,THE KING;by J. R. Ward;New this week,THE KING;by J. R. Ward;New this week,SHADOW SPELL;by Nora Roberts;2 weeks on the list,,,FLASH BOYS;by Michael Lewis;New this week,FLASH BOYS;by Michael Lewis;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;177 weeks on the list,FLASH BOYS;by Michael Lewis;New this week,THE DOCTOR'S DIET;by Travis Stork;10 weeks on the list,"FEAR AGENT: LIBRARY EDITION, VOL. 2;by Rick Remender, Tony Moore and others;2 weeks on the list","SAGA, VOL. 3;by Brian K. Vaughan and Fiona Staples;2 weeks on the list","NARUTO, VOL. 65;by Masashi Kishimoto;New this week",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE PIGEON NEEDS A BATH!;by Mo Willems;New this week,DIVERGENT;by Veronica Roth;24 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,LEAN IN;by Sheryl Sandberg with Nell Scovell;,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;,TWELVE YEARS A SLAVE;by Solomon Northup;,DAVID AND GOLIATH;by Malcolm Gladwell;,WHERE NOBODY KNOWS YOUR NAME;by John Feinstein;
2,I'VE GOT YOU UNDER MY SKIN;by Mary Higgins Clark;New this week,I'VE GOT YOU UNDER MY SKIN;by Mary Higgins Clark;New this week,ORPHAN TRAIN;by Christina Baker Kline;33 weeks on the list,,,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;110 weeks on the list,DON'T HURT PEOPLE AND DON'T TAKE THEIR STUFF;by Matt Kibbe;New this week,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;103 weeks on the list,UPSTAIRS AT THE WHITE HOUSE;by J. B. West with Mary Lynn Kotz;New this week,THE HUNGRY GIRL DIET;by Lisa Lillien;2 weeks on the list,"AMERICAN VAMPIRE, VOL. 6;by Scott Snyder, Rafael Albuquerque and others;New this week","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;126 weeks on the list","BLEACH, VOL. 60;by Tite Kubo;New this week",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;41 weeks on the list,THE MAZE RUNNER;by James Dashner;78 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,THRIVE;by Arianna Huffington;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;,THE FUTURE OF THE MIND;by Michio Kaku;,SHOWTIME;by Jeff Pearlman;
3,THE FIXED TRILOGY;by Laurelin Paige;3 weeks on the list,NYPD RED 2;by James Patterson and Marshall Karp;2 weeks on the list,KING AND MAXWELL;by David Baldacci;2 weeks on the list,,,UPSTAIRS AT THE WHITE HOUSE;by J. B. West with Mary Lynn Kotz;New this week,THRIVE;by Arianna Huffington;2 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;76 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;132 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;52 weeks on the list,JUSTICE LEAGUE: TRINITY WAR;by Geoff Johns and others;3 weeks on the list,"THE WALKING DEAD, VOL. 20;by Robert Kirkman and Charlie Adlard;4 weeks on the list","SOUL EATER, VOL. 19;by Atsushi Ohkubo;2 weeks on the list",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;131 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;189 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE HUNGRY GIRL DIET;by Lisa Lillien;,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;,QUIET;by Susan Cain;,CYCLE OF LIES;by Juliet Macur;
4,SHADOW SPELL;by Nora Roberts;2 weeks on the list,MISSING YOU;by Harlan Coben;3 weeks on the list,WHISKEY BEACH;by Nora Roberts;New this week,,,10% HAPPIER;by Dan Harris;4 weeks on the list,10% HAPPIER;by Dan Harris;4 weeks on the list,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;16 weeks on the list,TWELVE YEARS A SLAVE;by Solomon Northup;26 weeks on the list,FOUR BLOOD MOONS;by John Hagee;11 weeks on the list,HELLBOY: THE FIRST 20 YEARS;by Mike Mignola;3 weeks on the list,THE HARLEM HELLFIGHTERS;by Max Brooks and Caanan White;New this week,"ATTACK ON TITAN, VOL. 1;by Hajime Isayama;43 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,LOCOMOTIVE;by Brian Floca;10 weeks on the list,SEA BREEZE;by Abbi Glines;4 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,SUCCESS THROUGH STILLNESS;by Russell Simmons with Chris Morrow;,"THE DANIEL PLAN;by Rick Warren, Daniel Amen, Mark Hyman and others;",UNBROKEN;by Laura Hillenbrand;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE RISE OF SUPERMAN;by Steven Kotler;
5,MISSING YOU;by Harlan Coben;3 weeks on the list,THE GOLDFINCH;by Donna Tartt;24 weeks on the list,THE LAST BRIDE;by Beverly Lewis;New this week,,,THRIVE;by Arianna Huffington;2 weeks on the list,CALL TO ACTION;by Jimmy Carter;2 weeks on the list,BRAIN ON FIRE;by Susannah Cahalan;31 weeks on the list,LETTERS FROM BERLIN;by Margarete Dos and Kerstin Lieff;New this week,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;28 weeks on the list,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;13 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;61 weeks on the list",SWORD ART ONLINE: AINCRAD;by Reki Kawahara and Tamako Nakamura;New this week,THE ICKABOG;by J.K. Rowling;26 weeks on the list,JOURNEY;by Aaron Becker;21 weeks on the list,CHRONICLES OF NICK;by Sherrilyn Kenyon;5 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,THE WOLF OF WALL STREET;by Jordan Belfort;,WHEAT BELLY;by William Davis;,DUTY;by Robert M. Gates;,A SHORT GUIDE TO A LONG LIFE;by David B. Agus with Kristin Loberg;,A NICE LITTLE PLACE ON THE NORTH SIDE;by George Will;
6,NYPD RED 2;by James Patterson and Marshall Karp;2 weeks on the list,THE INVENTION OF WINGS;by Sue Monk Kidd;13 weeks on the list,THE ALCHEMIST;by Paulo Coelho;298 weeks on the list,,,DON'T HURT PEOPLE AND DON'T TAKE THEIR STUFF;by Matt Kibbe;New this week,THE WOMEN OF DUCK COMMANDER;by Kay Robertson and others with Beth Clarkl;New this week,THE POWER OF HABIT;by Charles Duhigg;13 weeks on the list,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;3 weeks on the list,THE GIFTS OF IMPERFECTION;by Brené Brown;28 weeks on the list,"WONDER WOMAN, VOL. 4;by Brian Azzarello, Cliff Chiang and Tony Akins;3 weeks on the list","THE WALKING DEAD, VOL. 19;by Robert Kirkman and Charlie Adlard;16 weeks on the list","ATTACK ON TITAN: BEFORE THE FALL, VOL. 1;by Hajime Isayama, Ryo Suzukaze and Satoshi Shiki;4 weeks on the list",WONDER;by R.J. Palacio;295 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;17 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;134 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,THE END OF DIETING;by Joel Fuhrman;,THINGS THAT MATTER;by Charles Krauthammer;,THE POWER OF HABIT;by Charles Duhigg;,BECOMING A SUPPLE LEOPARD;by Kelly Starrett and Glen Cordoza;
7,THE GOLDFINCH;by Donna Tartt;24 weeks on the list,BY ITS COVER;by Donna Leon;New this week,FOUR FRIENDS;by Robyn Carr;2 weeks on the list,,,TWELVE YEARS A SLAVE;by Solomon Northup;17 weeks on the list,NOT COOL;by Greg Gutfeld;3 weeks on the list,OUTLIERS;by Malcolm Gladwell;148 weeks on the list,10% HAPPIER;by Dan Harris;4 weeks on the list,HOW CAN IT BE GLUTEN FREE COOKBOOK;by The Editors at America's Test Kitchen;3 weeks on the list,"NOAH;by Darren Aronofsky, Ari Handel and Niko Henrichon;New this week","SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;57 weeks on the list","FAIRY TAIL, VOL. 36;by Hiro Mashima;2 weeks on the list",REFUGEE;by Alan Gratz;129 weeks on the list,PRESS HERE;by Hervé Tullet;135 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;272 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,OUTLIERS;by Malcolm Gladwell;,HOW CAN IT BE GLUTEN FREE COOKBOOK;by The Editors at America's Test Kitchen;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE SIXTH EXTINCTION;by Elizabeth Kolbert;,PETE ROSE;by Kostya Kennedy;
8,ORPHAN TRAIN;by Christina Baker Kline;11 weeks on the list,DESTROYER ANGEL;by Nevada Barr;New this week,ME BEFORE YOU;by Jojo Moyes;36 weeks on the list,,,THE WOMEN OF DUCK COMMANDER;by Kay Robertson and others with Beth Clarkl;New this week,UGANDA BE KIDDING ME;by Chelsea Handler;5 weeks on the list,QUIET;by Susan Cain;62 weeks on the list,THE WOMEN OF DUCK COMMANDER;by Kay Robertson and others with Beth Clarkl;New this week,THE BODY BOOK;by Cameron Diaz with Sandra Bark;13 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;108 weeks on the list","THE WALKING DEAD, VOL. 18;by Robert Kirkman and Charlie Adlard;10 weeks on the list","PUELLA MAGI MADOKA MAGICA: THE DIFFERENT STORY, VOL. 1;by Magica Quartet and Hanokage;2 weeks on the list",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;95 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;90 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,THE HARD THING ABOUT HARD THINGS;by Ben Horowitz;,SUPER SHRED;by Ian K. Smith;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,EVERY SHOT COUNTS;by Mark Broadie;
9,THE HUSBAND'S SECRET;by Liane Moriarty;33 weeks on the list,POWER PLAY;by Danielle Steel;4 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;108 weeks on the list,,,LETTERS FROM BERLIN;by Margarete Dos and Kerstin Lieff;New this week,KILLING JESUS;by Bill O'Reilly and Martin Dugard;28 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;53 weeks on the list",UNBROKEN;by Laura Hillenbrand;166 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;48 weeks on the list,"A GAME OF THRONES, VOL. 3;by Daniel Abraham and Tommy Patterson;4 weeks on the list",PEARLS FALLS FAST;by Stephan Pastis;3 weeks on the list,WOLF CHILDREN: AME AND YUKI;by Mamoru Hosoda and Yu;New this week,GROUND ZERO;by Alan Gratz;10 weeks on the list,MR. WUFFLES!;by David Wiesner;10 weeks on the list,GIVER QUARTET;by Lois Lowry;34 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,THE PROMISE OF A PENCIL;by Adam Braun with Carlye Adler;,THE OH SHE GLOWS COOKBOOK;by Angela Liddon;,CALL TO ACTION;by Jimmy Carter;,THE GIRLS OF ATOMIC CITY;by Denise Kiernan;,HIS OWNSELF;by Dan Jenkins;
10,LITTLE GIRL LOST;by Brian McGilloway;3 weeks on the list,BE CAREFUL WHAT YOU WISH FOR;by Jeffrey Archer;4 weeks on the list,AMERICANAH;by Chimamanda Ngozi Adichie;5 weeks on the list,,,KILLING JESUS;by Bill O'Reilly and Martin Dugard;28 weeks on the list,DAVID AND GOLIATH;by Malcolm Gladwell;27 weeks on the list,WILD;by Cheryl Strayed;54 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;28 weeks on the list,DARING GREATLY;by Brené Brown;39 weeks on the list,THE JOKER: DEATH OF THE FAMILY;by Scott Snyder and various;20 weeks on the list,SMILE;by Raina Telgemeier;98 weeks on the list,"ATTACK ON TITAN: JUNIOR HIGH, VOL. 1;by Hajime Isayama and Saki Nakagawa;3 weeks on the list",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;13 weeks on the list",KINGDOM KEEPERS;by Ridley Pearson;11 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,OVERWHELMED;by Brigid Schulte;,PRACTICAL PALEO;by Diane Sanfilippo;,MY PROMISED LAND;by Ari Shavit;,THE RISE OF SUPERMAN;by Steven Kotler;,TRAINING FOR THE NEW ALPINISM;by Steve House and Scott Johnson.;
