,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,FIFTY SHADES OF GREY;by E. L. James;20 weeks on the list,SHADOW OF NIGHT;by Deborah Harkness;New this week,FIFTY SHADES OF GREY;by E. L. James;18 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,WILD;by Cheryl Strayed;13 weeks on the list,WILD;by Cheryl Strayed;13 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;11 weeks on the list,WILD;by Cheryl Strayed;17 weeks on the list,THE SKINNY RULES;by Bob Harper with Greg Critser;9 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;7 weeks on the list,WILD;by Cheryl Strayed;,BATMAN: EARTH ONE;by Geoff Johns and Gary Frank;New this week,"FABLES - THE DELUXE EDITION BOOK SIX;by Bill Willingham, Mark Buckingham and others;New this week","SAILOR MOON, VOL. 6;by Naoko Takeuchi;New this week",INSURGENT;by Veronica Roth;11 weeks on the list,DIVERGENT;by Veronica Roth;20 weeks on the list,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE;by William Joyce. Illustrated by William Joyce and Joe Bluhm;4 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;99 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,AMATEUR;by Edward Klein;
2,FIFTY SHADES DARKER;by E. L. James;20 weeks on the list,"I, MICHAEL BENNETT;by James Patterson and Michael Ledwidge;New this week",FIFTY SHADES DARKER;by E. L. James;15 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,UNBROKEN;by Laura Hillenbrand;77 weeks on the list,UNBROKEN;by Laura Hillenbrand;87 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;71 weeks on the list,UNBROKEN;by Laura Hillenbrand;77 weeks on the list,THE 17 DAY DIET;by Mike Moreno;61 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;259 weeks on the list,UNBROKEN;by Laura Hillenbrand;,FEVER MOON;by Karen Marie Moning and David Lawrence;New this week,SMILE;by Raina Telgemeier;25 weeks on the list,"NARUTO, VOL. 57;by Masashi Kishimoto;New this week",THE FAULT IN OUR STARS;by John Green;27 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;8 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;41 weeks on the list",DORK DIARIES;by Rachel Renée Russell;41 weeks on the list,IMAGINE;by Jonah Lehrer;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
3,FIFTY SHADES FREED;by E. L. James;19 weeks on the list,GONE GIRL;by Gillian Flynn;6 weeks on the list,FIFTY SHADES FREED;by E. L. James;15 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,DREAM TEAM;by Jack McCallum;New this week,DREAM TEAM;by Jack McCallum;New this week,A STOLEN LIFE;by Jaycee Dugard;2 weeks on the list,DREAM TEAM;by Jack McCallum;New this week,WHEAT BELLY;by William Davis;14 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;570 weeks on the list,DREAM TEAM;by Jack McCallum;,BATMAN & ROBIN: BORN TO KILL;by Peter J. Tomasi and Patrick Gleason;New this week,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;4 weeks on the list","NEGIMA! MAGISTER NEGI MAGI, VOL. 35;by Ken Akamatsu;New this week",BETWEEN THE LINES;by Jodi Picoult and Samantha van Leer;3 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;6 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;11 weeks on the list,ARTEMIS FOWL;by Eoin Colfer;116 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,IT WORKED FOR ME;by Colin Powell with Tony Koltz;
4,SHADOW OF NIGHT;by Deborah Harkness;New this week,BACKFIRE;by Catherine Coulter;New this week,BARED TO YOU;by Sylvia Day;5 weeks on the list,,,SHADOW OF NIGHT;by Deborah Harkness;,AMATEUR;by Edward Klein;9 weeks on the list,AMATEUR;by Edward Klein;9 weeks on the list,OUTLIERS;by Malcolm Gladwell;58 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;42 weeks on the list,SIX WEEKS TO OMG;by Venice A. Fulton;New this week,EAT TO LIVE;by Joel Fuhrman;53 weeks on the list,AMATEUR;by Edward Klein;,GET JIRO!;by Anthony Bourdain and Joel Rose;2 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;53 weeks on the list","ROSARIO+VAMPIRE: SEASON II, VOL. 9;by Akihisa Ikeda;2 weeks on the list",MIDDLE SCHOOL: GET ME OUT OF HERE!;by James Patterson and Chris Tebbetts;10 weeks on the list,THE BOOK THIEF;by Markus Zusak;253 weeks on the list,PRESS HERE;by Hervé Tullet;56 weeks on the list,KANE CHRONICLES;by Rick Riordan;11 weeks on the list,UNINTENDED CONSEQUENCES;by Edward Conard;,DRIVE;by Daniel H. Pink;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
5,GONE GIRL;by Gillian Flynn;6 weeks on the list,THE NEXT BEST THING;by Jennifer Weiner;2 weeks on the list,THE NIGHT CIRCUS;by Erin Morgenstern;2 weeks on the list,,,"I, MICHAEL BENNETT;by James Patterson and Michael Ledwidge;",KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;41 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;42 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;279 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;77 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;18 weeks on the list,TINY BEAUTIFUL THINGS;by Cheryl Strayed;New this week,IN THE GARDEN OF BEASTS;by Erik Larson;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;60 weeks on the list","AVATAR: THE LAST AIRBENDER, PART 2;by Gene Luen Yang and others;7 weeks on the list","BLEACH, VOL. 42;by Tite Kubo;2 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;58 weeks on the list,BRAVE: THE JUNIOR NOVELIZATION;adapted by Irene Trimble;6 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;25 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;183 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;","HOW TO BE RICHER, SMARTER, AND BETTER-LOOKING THAN YOUR PARENTS;by Zac Bissonnette;",COWARDS;by Glenn Beck and Kevin Balfe;
6,"I, MICHAEL BENNETT;by James Patterson and Michael Ledwidge;New this week",WICKED BUSINESS;by Janet Evanovich;4 weeks on the list,THE LITIGATORS;by John Grisham;3 weeks on the list,,,GONE GIRL;by Gillian Flynn;,IN THE GARDEN OF BEASTS;by Erik Larson;46 weeks on the list,COWARDS;by Glenn Beck and Kevin Balfe;5 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;87 weeks on the list,STEVE JOBS;by Walter Isaacson;38 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;116 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;71 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;9 weeks on the list,"AVATAR: THE LAST AIRBENDER, PART 1;by Gene Luen Yang and others;18 weeks on the list","BLEACH, VOL. 43;by Tite Kubo;2 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;41 weeks on the list,MATCHED;by Ally Condie;43 weeks on the list,THE DUCKLING GETS A COOKIE!?;by Mo Willems;15 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;256 weeks on the list,CHARGE;by Brendon Burchard;,THE CHECKLIST MANIFESTO;by Atul Gawande;,THE GREAT DESTROYER;by David Limbaugh;
7,BACKFIRE;by Catherine Coulter;New this week,THE GREAT ESCAPE;by Susan Elizabeth Phillips;New this week,A DISCOVERY OF WITCHES;by Deborah Harkness;8 weeks on the list,,,THE LITIGATORS;by John Grisham;,A STOLEN LIFE;by Jaycee Dugard;New this week,THE POWER OF HABIT;by Charles Duhigg;18 weeks on the list,BOSSYPANTS;by Tina Fey;28 weeks on the list,AMATEUR;by Edward Klein;9 weeks on the list,THE BLOOD SUGAR SOLUTION;by Mark Hyman;17 weeks on the list,WHY WE GET FAT;by Gary Taubes;3 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;82 weeks on the list,BATMAN: NIGHT OF THE OWLS;by Scott Snyder and others;7 weeks on the list,"ONE PIECE, VOL. 63;by Eiichiro Oda;2 weeks on the list",WONDER;by R.J. Palacio;17 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;135 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;13 weeks on the list,FALLEN;by Lauren Kate;15 weeks on the list,THE PRICE OF INEQUALITY;by Joseph E. Stiglitz;,RICH AND THE REST OF US;by Tavis Smiley and Cornel West;,THE PASSAGE OF POWER;by Robert A. Caro;
8,BARED TO YOU;by Sylvia Day;6 weeks on the list,A DANCE WITH DRAGONS;by George R. R. Martin;49 weeks on the list,RULES OF CIVILITY;by Amor Towles;3 weeks on the list,,,BARED TO YOU;by Sylvia Day;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;64 weeks on the list,THE PRESIDENTS CLUB;by Nancy Gibbs and Michael Duffy;11 weeks on the list,I FEEL BAD ABOUT MY NECK;by Nora Ephron;8 weeks on the list,LET'S PRETEND THIS NEVER HAPPENED;by Jenny Lawson;13 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;19 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;40 weeks on the list,OUTLIERS;by Malcolm Gladwell;,ARE YOU MY MOTHER?;by Alison Bechdel;11 weeks on the list,SUICIDE SQUAD: KICKED IN THE TEETH;by Adam Glass and Federico Dallocchio;New this week,"D. GRAY-MAN, VOL. 21;by Katsura Hoshino;4 weeks on the list",SERAPHINA;by Rachel Hartman;New this week,THIRTEEN REASONS WHY;by Jay Asher;54 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;4 weeks on the list,THE MAZE RUNNER;by James Dashner;31 weeks on the list,SCREWED!;by Dick Morris and Eileen McGann;,MONEYBALL;by Michael Lewis;,CRONKITE;by Douglas Brinkley;
9,FIFTY SHADES TRILOGY;by E. L. James;13 weeks on the list,THE PRISONER OF HEAVEN;by Carlos Ruiz Zafon;New this week,THE ALCHEMIST;by Paulo Coelho;227 weeks on the list,,,BACKFIRE;by Catherine Coulter;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;75 weeks on the list,MICK;by Christopher Andersen;New this week,THE EIGHTY-DOLLAR CHAMPION;by Elizabeth Letts;7 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;34 weeks on the list,THE TOOLS;by Phil Stutz and Barry Michels;7 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;84 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,A GAME OF THRONES;by George R.R. Martin;11 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;26 weeks on the list,BAKUMAN VOL. 12;by Tsugumi Ohba;2 weeks on the list,THE GOLDEN LILY;by Richelle Mead;5 weeks on the list,THE LOST HERO;by Rick Riordan;15 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;31 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;64 weeks on the list,"HOW WILL YOU MEASURE YOUR LIFE?;by Clayton M. Christensen, James Allworth and Karen Dillon;",THE BIG SHORT;by Michael Lewis;,THE PRESIDENTS CLUB;by Nancy Gibbs and Michael Duffy;
10,THE GREAT ESCAPE;by Susan Elizabeth Phillips;New this week,NIGHT WATCH;by Linda Fairstein;New this week,THE HARBINGER;by Jonathan Cahn;28 weeks on the list,,,PRIVATE GAMES;by James Patterson and Mark Sullivan;,THE GLASS CASTLE;by Jeannette Walls;23 weeks on the list,"YES, CHEF;by Marcus Samuelsson;3 weeks on the list",THE DEVIL IN THE WHITE CITY;by Erik Larson;225 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;61 weeks on the list,THE DUKAN DIET;by Pierre Dukan;29 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;132 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;,"THE BATMAN ARCHIVES, VOL. 8;by various;2 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;126 weeks on the list","VAMPIRE KNIGHT, VOL. 14;by Matsuri Hino;2 weeks on the list",CHOMP;by Carl Hiaasen;14 weeks on the list,LOOKING FOR ALASKA;by John Green;New this week,LADYBUG GIRL AND BINGO;by David Soman and Jacky Davis;10 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;67 weeks on the list,END THIS DEPRESSION NOW!;by Paul Krugman;,"I, STEVE;edited by George Beahm;",FEARLESS;by Eric Blehm;
