,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,THE WOMAN IN THE WINDOW;by A.J. Finn;2 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;2 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;15 weeks on the list,FIRE AND FURY;by Michael Wolff;2 weeks on the list,FIRE AND FURY;by Michael Wolff;2 weeks on the list,HORSE SOLDIERS;by Doug Stanton;5 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;57 weeks on the list,WONDER;by R.J. Palacio;127 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;New this week,DOG MAN;by Dav Pilkey;20 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;14 weeks on the list,TRIBE OF MENTORS;by Timothy Ferriss;,LEONARDO DA VINCI;by Walter Isaacson;,TB12 METHOD;by Tom Brady;
2,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;New this week,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;New this week,MILK AND HONEY;by Rupi Kaur;92 weeks on the list,WHEN;by Daniel H. Pink;New this week,WHEN;by Daniel H. Pink;New this week,THE NEW JIM CROW;by Michelle Alexander;161 weeks on the list,YOU ARE A BADASS;by Jen Sincero;105 weeks on the list,AUGGIE & ME;by R.J. Palacio;59 weeks on the list,LOVE;by Matt de la Peña. Illustrated by Loren Long;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;461 weeks on the list,THE HATE U GIVE;by Angie Thomas;46 weeks on the list,CAPITAL GAINES;by Chip Gaines;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,BASKETBALL (AND OTHER THINGS);by Shea Serrano. Illustrated by Arturo Torres;
3,BLOOD FURY;by J.R. Ward;New this week,ORIGIN;by Dan Brown;15 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;47 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;36 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;37 weeks on the list,EVICTED;by Matthew Desmond;18 weeks on the list,THE WHOLE30 FAST & EASY;by Melissa Hartwig;4 weeks on the list,LITTLE LEADERS;by Vashti Harrison;5 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;203 weeks on the list,HARRY POTTER;by J.K. Rowling;460 weeks on the list,THUNDERHEAD;by Neal Shusterman;New this week,PRINCIPLES;by Ray Dalio;,ENDURANCE;by Scott Kelly;,THE BOYS IN THE BOAT;by Daniel James Brown;
4,LITTLE FIRES EVERYWHERE;by Celeste Ng;12 weeks on the list,THE ROOSTER BAR;by John Grisham;12 weeks on the list,READY PLAYER ONE;by Ernest Cline;41 weeks on the list,LEONARDO DA VINCI;by Walter Isaacson;13 weeks on the list,LEONARDO DA VINCI;by Walter Isaacson;13 weeks on the list,BEING MORTAL;by Atul Gawande;19 weeks on the list,BRAVING THE WILDERNESS;by Brené Brown;10 weeks on the list,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;29 weeks on the list,HERE WE ARE;by Oliver Jeffers;9 weeks on the list,DORK DIARIES;by Rachel Renée Russell;234 weeks on the list,THE CRUEL PRINCE;by Holly Black;2 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
5,ORIGIN;by Dan Brown;15 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;17 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;45 weeks on the list,THE LAST BLACK UNICORN;by Tiffany Haddish;6 weeks on the list,THE LAST BLACK UNICORN;by Tiffany Haddish;5 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;99 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;225 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;53 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;116 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;101 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;29 weeks on the list,DISCIPLINE EQUALS FREEDOM;by Jocko Willink;,HIDDEN FIGURES;by Margot Lee Shetterly;,RUN FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;
6,THE ROOSTER BAR;by John Grisham;12 weeks on the list,"SING, UNBURIED, SING;by Jesmyn Ward;4 weeks on the list",THE WOMEN IN THE CASTLE;by Jessica Shattuck;2 weeks on the list,HORSE SOLDIERS;by Doug Stanton;3 weeks on the list,GRANT;by Ron Chernow;14 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;154 weeks on the list",THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;105 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;48 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;33 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;34 weeks on the list,BATMAN: NIGHTWALKER;by Marie Lu;2 weeks on the list,SOAR!;by T.D. Jakes;,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;,FIERCE;by Aly Raisman;
7,THE SUN AND HER FLOWERS;by Rupi Kaur;15 weeks on the list,THE IMMORTALISTS;by Chloe Benjamin;New this week,DARKER;by E.L. James;7 weeks on the list,GRANT;by Ron Chernow;14 weeks on the list,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS;by Brian Kilmeade and Don Yaeger;12 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;407 weeks on the list,PRINCIPLES;by Ray Dalio;15 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;24 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;124 weeks on the list",WINGS OF FIRE;by Tui T. Sutherland;25 weeks on the list,THE BOOK OF DUST: LA BELLE SAUVAGE;by Philip Pullman;13 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BEING MORTAL;by Atul Gawande;,SHAKEN;by Tim Tebow;
8,NO MIDDLE NAME;by Lee Child;5 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;17 weeks on the list,WE WERE THE LUCKY ONES;by Georgia Hunter;2 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;31 weeks on the list,"PROMISE ME, DAD;by Joe Biden;9 weeks on the list",COLLUSION;by Luke Harding;9 weeks on the list,THE WISDOM OF SUNDAYS;by Oprah Winfrey;13 weeks on the list,THE MAGIC MISFITS;by Neil Patrick Harris;8 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;30 weeks on the list,THE BAD GUYS;by Aaron Blabey;3 weeks on the list,RENEGADES;by Marissa Meyer;10 weeks on the list,THE UNDOING PROJECT;by Michael Lewis;,WHAT IF?;by Randall Munroe;,"SNEAKERS;by Rodrigo Corral, Alex French and Howie Kahn;"
9,BEFORE WE WERE YOURS;by Lisa Wingate;16 weeks on the list,BLOOD FURY;by J.R. Ward;New this week,CALL ME BY YOUR NAME;by André Aciman;2 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;71 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;72 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;208 weeks on the list,MEDITATION FOR FIDGETY SKEPTICS;by Dan Harris and Jeff Warren with Carlye Adler;3 weeks on the list,JACKY HA-HA: MY LIFE IS A JOKE;by James Patterson and Chris Grabenstein;4 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;13 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;461 weeks on the list,EVERLESS;by Sara Holland;New this week,THE SILK ROADS;by Peter Frankopan;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,ALI: A LIFE;by Jonathan Eig;
10,MILK AND HONEY;by Rupi Kaur;48 weeks on the list,ROBICHEAUX;by James Lee Burke;2 weeks on the list,PACHINKO;by Min Jin Lee;3 weeks on the list,SINGLE STATE OF MIND;by Andi Dorfman;New this week,KILLERS OF THE FLOWER MOON;by David Grann;30 weeks on the list,JUST MERCY;by Bryan Stevenson;86 weeks on the list,MAKE YOUR BED;by William H. McRaven;35 weeks on the list,THE DARK PROPHECY;by Rick Riordan;34 weeks on the list,AFTER THE FALL;by Dan Santat;7 weeks on the list,MAGNUS CHASE AND THE GODS OF ASGARD;by Rick Riordan;15 weeks on the list,WONDER WOMAN: WARBRINGER;by Leigh Bardugo;18 weeks on the list,SHOE DOG;by Phil Knight;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",RELENTLESS;by Julian Edelman with Tom E. Curran;
