,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Business,Food and Diet,Politics and American History,Science,Sports and Fitness
1,MR. MERCEDES;by Stephen King;New this week,MR. MERCEDES;by Stephen King;New this week,GONE GIRL;by Gillian Flynn;7 weeks on the list,,,ONE NATION;by Ben Carson with Candy Carson;3 weeks on the list,ONE NATION;by Ben Carson with Candy Carson;3 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;186 weeks on the list,I KNOW WHY THE CAGED BIRD SINGS;by Maya Angelou;2 weeks on the list,INSTINCT;by T. D. Jakes;5 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;5 weeks on the list,"THE FORGOTTEN MAN: GRAPHIC EDITION;by Amity Shlaes, Paul Rivoche and Chuck Dixon;2 weeks on the list","POKEMON ADVENTURES, DIAMOND AND PEARL/PLATINUM, VOL. 8;by Hidenori Kusaka;2 weeks on the list",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,MY NEW FRIEND IS SO FUN!;by Mo Willems;New this week,DIVERGENT;by Veronica Roth;33 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;,QUIET;by Susan Cain;,THE CLOSER;by Mariano Rivera with Wayne Coffey;
2,A SHIVER OF LIGHT;by Laurell K. Hamilton;New this week,SKIN GAME;by Jim Butcher;2 weeks on the list,ORPHAN TRAIN;by Christina Baker Kline;42 weeks on the list,,,I KNOW WHY THE CAGED BIRD SINGS;by Maya Angelou;2 weeks on the list,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;9 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;2 weeks on the list,ETCHED IN SAND;by Regina Calcaterra;8 weeks on the list,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;37 weeks on the list,"MIRACLEMAN, BOOK 1;by Alan Moore, Garry Leach and Alan Davis;2 weeks on the list","SAGA, VOL. 3;by Brian K. Vaughan and Fiona Staples;11 weeks on the list","HIGH SCHOOL DXD, VOL. 1;by Ichiei Ishibumi and Hiroji Mishima;2 weeks on the list",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;50 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;143 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,FLASH BOYS;by Michael Lewis;,THE DOCTOR'S DIET;by Travis Stork;,"CONFORM;by Glenn Beck, Kevin Balfe and Kyle Olson;","THINKING, FAST AND SLOW;by Daniel Kahneman;",BECOMING A SUPPLE LEOPARD;by Kelly Starrett and Glen Cordoza;
3,THE GOLDFINCH;by Donna Tartt;33 weeks on the list,THE HURRICANE SISTERS;by Dorothea Benton Frank;New this week,AND THE MOUNTAINS ECHOED;by Khaled Hosseini;New this week,,,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;7 weeks on the list,THE CLOSER;by Mariano Rivera with Wayne Coffey;5 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;112 weeks on the list,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;12 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;61 weeks on the list,BLACK CANARY AND ZATANNA: BLOODSPELL;by Paul Dini and Joe Quinones;3 weeks on the list,"FAIREST VOL. 3;by Sean E. Williams, Stephen Sadowski and Phil Jimenez;New this week","SERAPH OF THE END, VOL. 1;by Takaya Kagami and Yamato Yamamoto;New this week",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;140 weeks on the list",THE MAZE RUNNER;by James Dashner;87 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,A FIGHTING CHANCE;by Elizabeth Warren;,DAVID AND GOLIATH;by Malcolm Gladwell;,THE LOYAL LIEUTENANT: MY STORY;by George Hincapie and Craig Hummer;
4,THE HURRICANE SISTERS;by Dorothea Benton Frank;New this week,THE GOLDFINCH;by Donna Tartt;33 weeks on the list,THE LONGEST RIDE;by Nicholas Sparks;5 weeks on the list,,,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;119 weeks on the list,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;4 weeks on the list,OUTLIERS;by Malcolm Gladwell;157 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;141 weeks on the list,THE EVERYGIRL'S GUIDE TO DIET AND FITNESS;by Maria Menounos;New this week,"GODZILLA: AWAKENING;by Max Borenstein, Greg Borenstein and Eric Battle;4 weeks on the list","HELLBOY IN HELL, VOL. 1;by Mike Mignola;New this week","ATTACK ON TITAN, VOL. 1;by Hajime Isayama;52 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,THE PIGEON NEEDS A BATH!;by Mo Willems;10 weeks on the list,DORK DIARIES;by Rachel Renée Russell;98 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,STRESS TEST;by Timothy F. Geithner;,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;,ONE NATION;by Ben Carson with Candy Carson;,THE POWER OF HABIT;by Charles Duhigg;,PLAYERS FIRST;by John Calipari and Michael Sokolove;
5,UNLUCKY 13;by James Patterson and Maxine Paetro;5 weeks on the list,A SHIVER OF LIGHT;by Laurell K. Hamilton;New this week,THE ALCHEMIST;by Paulo Coelho;307 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;3 weeks on the list,UNBROKEN;by Laura Hillenbrand;172 weeks on the list,LET'S EXPLORE DIABETES WITH OWLS;by David Sedaris;New this week,UNBROKEN;by Laura Hillenbrand;175 weeks on the list,WHEAT BELLY;by William Davis;55 weeks on the list,"BATMAN, VOL. 4;by Scott Snyder and Greg Capullo;4 weeks on the list","THE MANHATTAN PROJECTS, VOL. 4;by Jonathan Hickman and Nick Pitarra;New this week","SOUL EATER, VOL. 20;by Atsushi Ohkubo;2 weeks on the list",THE ICKABOG;by J.K. Rowling;26 weeks on the list,LOCOMOTIVE;by Brian Floca;19 weeks on the list,THE SELECTION;by Kiera Cass;5 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,#GIRLBOSS;by Sophia Amoruso;,WHEAT BELLY;by William Davis;,UNBROKEN;by Laura Hillenbrand;,WHERE DOES IT HURT?;by Jonathan Bush with Stephen Baker;,MICHAEL JORDAN: THE LIFE;by Roland Lazenby;
6,GONE GIRL;by Gillian Flynn;80 weeks on the list,MIDNIGHT IN EUROPE;by Alan Furst;New this week,INFERNO;by Dan Brown;5 weeks on the list,,,ETCHED IN SAND;by Regina Calcaterra;3 weeks on the list,FLASH BOYS;by Michael Lewis;10 weeks on the list,QUIET;by Susan Cain;71 weeks on the list,ORANGE IS THE NEW BLACK;by Piper Kerman;45 weeks on the list,EVERYTHING I NEED TO KNOW I LEARNED FROM A LITTLE GOLDEN BOOK;by Diane Muldrow;14 weeks on the list,"ALL-NEW X-MEN, VOL. 4;by Brian Michael Bendis, Brandon Peterson and Stuart Immonen;3 weeks on the list",X-MEN: DAYS OF FUTURE PAST;by Chris Claremont and John Byrne;2 weeks on the list,"MILLENNIUM SNOW, VOL. 3;by Bisco Hatori;New this week",WONDER;by R.J. Palacio;295 weeks on the list,NELLY GNU AND DADDY TOO;by Anna Dewdney;5 weeks on the list,GIVER QUARTET;by Lois Lowry;42 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,LEAN IN;by Sheryl Sandberg with Nell Scovell;,PRACTICAL PALEO;by Diane Sanfilippo;,STRESS TEST;by Timothy F. Geithner;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,A NICE LITTLE PLACE ON THE NORTH SIDE;by George Will;
7,THE ONE AND ONLY;by Emily Giffin;3 weeks on the list,THE ONE AND ONLY;by Emily Giffin;3 weeks on the list,THE SILVER STAR;by Jeannette Walls;New this week,,,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;4 weeks on the list,FINDING ME;by Michelle Knight with Michelle Burford Weinstein;5 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;22 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;54 weeks on the list,"GROWING UP DUGGAR;by Jana, Jill, Jessa and Jinger Duggar;4 weeks on the list","NATHAN HALE'S HAZARDOUS TALES: TREATIES, TRENCHES, MUD, AND BLOOD;by Nathan Hale;4 weeks on the list","SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;65 weeks on the list","POKEMON BLACK AND WHITE, VOL. 16;by Hidenori Kusaka and Satoshi Yamamoto;New this week",REFUGEE;by Alan Gratz;129 weeks on the list,HOW TO BABYSIT A GRANDPA;by Jean Reagan. Illustrated by Lee Wildish;2 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;73 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,THRIVE;by Arianna Huffington;,GUY ON FIRE;by Guy Fieri with Ann Volkwein;,NO PLACE TO HIDE;by Glenn Greenwald;,A TROUBLESOME INHERITANCE;by Nicholas Wade;,ELEVEN RINGS;by Phil Jackson and Hugh Delehanty;
8,SKIN GAME;by Jim Butcher;2 weeks on the list,THE SMOKE AT DAWN;by Jeff Shaara;New this week,THE OCEAN AT THE END OF THE LANE;by Neil Gaiman;New this week,,,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;22 weeks on the list,NO PLACE TO HIDE;by Glenn Greenwald;4 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;85 weeks on the list,SPECIAL HEART;by Bret Baier with Jim Mills;New this week,#GIRLBOSS;by Sophia Amoruso;5 weeks on the list,X-MEN: NO MORE HUMANS;by Mike Carey and Salvador Larroca;5 weeks on the list,"SAGA, VOL. 2;by Brian K. Vaughan and Fiona Staples;31 weeks on the list","MONSTER MUSUME, VOL. 3;by Okayado;5 weeks on the list",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,JOURNEY;by Aaron Becker;30 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;281 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,SMART MONEY SMART KIDS;by Dave Ramsey and Rachel Cruze;,CLEAN EATS;by Alejandro Junger;,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;,THE GIRLS OF ATOMIC CITY;by Denise Kiernan;,THE PRICE OF SILENCE;by William D. Cohan;
9,FIELD OF PREY;by John Sandford;5 weeks on the list,SAVE THE DATE;by Mary Kay Andrews;New this week,DARK PLACES;by Gillian Flynn;45 weeks on the list,,,UNBROKEN;by Laura Hillenbrand;156 weeks on the list,SPECIAL HEART;by Bret Baier with Jim Mills;New this week,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;62 weeks on the list,FINDING ME;by Michelle Knight with Michelle Burford Weinstein;5 weeks on the list,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;15 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;113 weeks on the list",THIS ONE SUMMER;by Mariko Tamaki and Jillian Tamaki;3 weeks on the list,"ONE PIECE, VOL. 71;by Eiichiro Oda;New this week",GROUND ZERO;by Alan Gratz;10 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;25 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;335 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,OUTLIERS;by Malcolm Gladwell;,HOW CAN IT BE GLUTEN FREE COOKBOOK;by The Editors at America's Test Kitchen;,JAMES MADISON;by Lynne Cheney;,MADNESS;by Marya Hornbacher;,STRONGER;by Jeff Bauman with Bret Witter;
10,THE TARGET;by David Baldacci;7 weeks on the list,CHINA DOLLS;by Lisa See;New this week,AMERICANAH;by Chimamanda Ngozi Adichie;14 weeks on the list,,,THE CLOSER;by Mariano Rivera with Wayne Coffey;5 weeks on the list,DAVID AND GOLIATH;by Malcolm Gladwell;35 weeks on the list,ORANGE IS THE NEW BLACK;by Piper Kerman;44 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;20 weeks on the list,"CONGRATULATIONS, BY THE WAY;by George Saunders;7 weeks on the list",MADELEINE L'ENGLE'S A WRINKLE IN TIME;by Hope Larson;41 weeks on the list,SMILE;by Raina Telgemeier;106 weeks on the list,"KAMISAMA KISS, VOL. 15;by Julietta Suzuki;New this week",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,PRESS HERE;by Hervé Tullet;144 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;198 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THE DANIEL PLAN;by Rick Warren, Daniel Amen, Mark Hyman and others;",TWELVE YEARS A SLAVE;by Solomon Northup;,"LIFE, ANIMATED;by Ron Suskind;","MOOKIE: LIFE, BASEBALL, AND THE '86 METS;by Mookie Wilson with Erik Sherman;"
