,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE RETURN;by Nicholas Sparks;New this week,THE RETURN;by Nicholas Sparks;New this week,THE INSTITUTE;by Stephen King;5 weeks on the list,THE MEANING OF MARIAH CAREY;by Mariah Carey with Michaela Angela Davis;New this week,THE MEANING OF MARIAH CAREY;by Mariah Carey with Michaela Angela Davis;New this week,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;11 weeks on the list,THE HAPPY IN A HURRY COOKBOOK;by Steve and Kathy Doocy;New this week,A TALE OF WITCHCRAFT...;by Chris Colfer;New this week,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY;by Robb Pearlman. Illustrated by Melanie Demmer;New this week,DOG MAN;by Dav Pilkey;162 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;28 weeks on the list,BATTLE GROUND;by Jim Butcher;,RAGE;by Bob Woodward;,ATOMIC HABITS;by James Clear;,NEW KID;by Jerry Craft;,THE FAMILY LAWYER;by James Patterson;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,BATTLE GROUND;by Jim Butcher;New this week,BATTLE GROUND;by Jim Butcher;New this week,SWIMMING LESSONS;by Lili Reinhart;New this week,RAGE;by Bob Woodward;3 weeks on the list,RAGE;by Bob Woodward;3 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;109 weeks on the list,DIDN'T SEE THAT COMING;by Rachel Hollis;New this week,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;9 weeks on the list,CREEPY PAIR OF UNDERWEAR;by Aaron Reynolds. Illustrated by Peter Brown;14 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;235 weeks on the list,DEAR JUSTYCE;by Nic Stone;New this week,DUNE;by Frank Herbert;,DISLOYAL;by Michael Cohen;,DOESN'T HURT TO ASK;by Trey Gowdy;,GUTS;by Raina Telgemeier;,TWISTED TWENTY-SIX;by Janet Evanovich;,A LONG WALK TO WATER;by Linda Sue Park;,DEAR MARTIN;by Nic Stone;
3,THE EVENING AND THE MORNING;by Ken Follett;3 weeks on the list,VIOLET BENT BACKWARDS OVER THE GRASS;by Lana Del Rey;New this week,THEN SHE WAS GONE;by Lisa Jewell;64 weeks on the list,CASTE;by Isabel Wilkerson;9 weeks on the list,CASTE;by Isabel Wilkerson;9 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;102 weeks on the list,TRUE COMFORT;by Kristin Cavallari;New this week,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;22 weeks on the list,I PROMISE;by LeBron James. Illustrated by Nina Mata;8 weeks on the list,HARRY POTTER;by J.K. Rowling;602 weeks on the list,CRUSH;by Tracy Wolff;New this week,THE EVENING AND THE MORNING;by Ken Follett;,THE AUTOBIOGRAPHY OF MALCOLM X;as told to Alex Haley;,THE DYNASTY;by Jeff Benedict;,TEEN TITANS: BEAST BOY;by Kami Garcia. Illustrated by Gabriel Picolo;,BLOODY GENIUS;by John Sandford;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE BOOK THIEF;by Markus Zusak;
4,VIOLET BENT BACKWARDS OVER THE GRASS;by Lana Del Rey;New this week,THE EVENING AND THE MORNING;by Ken Follett;3 weeks on the list,CILKA'S JOURNEY;by Heather Morris;4 weeks on the list,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;4 weeks on the list,TRUMPTY DUMPTY WANTED A CROWN;by John Lithgow;New this week,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;20 weeks on the list,SOLUTIONS AND OTHER PROBLEMS;by Allie Brosh;2 weeks on the list,WONDER;by R.J. Palacio;268 weeks on the list,BUNHEADS;by Misty Copeland. Illustrated by Setor Fiadzigbey;New this week,THE TRIALS OF APOLLO;by Rick Riordan;25 weeks on the list,THE HATE U GIVE;by Angie Thomas;188 weeks on the list,TROUBLED BLOOD;by Robert Galbraith;,BLACKOUT;by Candace Owens;,HOW TO LEAD;by David M. Rubenstein;,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES;by Ann M. Martin. Illustrated by Katy Farina;,ONE GOOD DEED;by David Baldacci;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,ALL AMERICAN BOYS;by Jason Reynolds and Brendan Kiely;
5,THE BOOK OF TWO WAYS;by Jodi Picoult;2 weeks on the list,THE BOOK OF TWO WAYS;by Jodi Picoult;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;132 weeks on the list,TRUMPTY DUMPTY WANTED A CROWN;by John Lithgow;New this week,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;4 weeks on the list,STAMPED FROM THE BEGINNING;by Ibram X. Kendi;20 weeks on the list,THINK LIKE A MONK;by Jay Shetty;4 weeks on the list,REFUGEE;by Alan Gratz;114 weeks on the list,CREEPY CARROTS!;by Aaron Reynolds. Illustrated by Peter Brown;7 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;102 weeks on the list,SHINE;by Jessica Jung;New this week,HEAVEN'S RIVER;by Dennis E. Taylor;,CASTE;by Isabel Wilkerson;,NO RULES RULES;by Reed Hastings and Erin Meyer;,FANGS;by Sarah Andersen;,TRUTH AND JUSTICE;by Fern Michaels;,OUT OF MY MIND;by Sharon M. Draper;,LONG WAY DOWN;by Jason Reynolds;
6,THE COAST-TO-COAST MURDERS;by James Patterson and J.D. Barker;2 weeks on the list,THE COAST-TO-COAST MURDERS;by James Patterson and J.D. Barker;2 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;74 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;4 weeks on the list,UNTAMED;by Glennon Doyle;30 weeks on the list,JUST MERCY;by Bryan Stevenson;225 weeks on the list,JUST FEED ME;by Jessie James Decker;2 weeks on the list,SUPER GOOD BAKING FOR KIDS;by Duff Goldman;New this week,WILD SYMPHONY;by Dan Brown. Illustrated by Susan Batori;4 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;43 weeks on the list,CHANNEL KINDNESS;by Born This Way Foundation Reporters with Lady Gaga;2 weeks on the list,THE GUEST LIST;by Lucy Foley;,MELANIA AND ME;by Stephanie Winston Wolkoff;,DARE TO LEAD;by Brené Brown;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",VINCE FLYNN: LETHAL AGENT;by Kyle Mills;,FISH IN A TREE;by Lynda Mullaly Hunt;,THIS BOOK IS ANTI-RACIST;by Tiffany Jewell. Illustrated by Aurélia Durand;
7,VINCE FLYNN: TOTAL POWER;by Kyle Mills;3 weeks on the list,THE VANISHING HALF;by Brit Bennett;18 weeks on the list,THIS TENDER LAND;by William Kent Krueger;14 weeks on the list,UNTAMED;by Glennon Doyle;30 weeks on the list,DISLOYAL;by Michael Cohen;4 weeks on the list,BORN A CRIME;by Trevor Noah;86 weeks on the list,MATTY MATHESON: HOME STYLE COOKERY;by Matty Matheson;New this week,WELCOME TO SMELLVILLE;by R.L. Stine. Illustrated by Jeff Zapata;New this week,LORD HELP ME;by Emme Muñiz. Illustrated by Brenda Figueroa;New this week,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;47 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;141 weeks on the list,VINCE FLYNN: TOTAL POWER;by Kyle Mills;,UNTAMED;by Glennon Doyle;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE HORRIFYINGLY HAUNTED HACK-A-WEEN;by Meredith Rusu;,OUTFOX;by Sandra Brown;,RESTART;by Gordon Korman;,SADIE;by Courtney Summers;
8,ANXIOUS PEOPLE;by Fredrik Backman;4 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;4 weeks on the list,HOMEGOING;by Yaa Gyasi;9 weeks on the list,DISLOYAL;by Michael Cohen;4 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;31 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;40 weeks on the list,LIVES OF THE STOICS;by Ryan Holiday and Stephen Hanselman;New this week,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;77 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;22 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;603 weeks on the list,SKYHUNTER;by Marie Lu;New this week,ALL THE DEVILS ARE HERE;by Louise Penny;,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",WILDFLOWER RIDGE;by Sherryl Woods;,GHOST BOYS;by Jewell Parker Rhodes;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
9,THE VANISHING HALF;by Brit Bennett;18 weeks on the list,VINCE FLYNN: TOTAL POWER;by Kyle Mills;3 weeks on the list,THE TESTAMENTS;by Margaret Atwood;5 weeks on the list,WHERE LAW ENDS;by Andrew Weissmann;New this week,ONE VOTE AWAY;by Ted Cruz;New this week,THE COLOR OF LAW;by Richard Rothstein;23 weeks on the list,THE HOME EDIT;by Clea Shearer and Joanna Teplin;5 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;77 weeks on the list,CONSTRUCTION SITE MISSION: DEMOLITION!;by Sherri Duskey Rinker. Illustrated by AG Ford;New this week,THE HUNGER GAMES;by Suzanne Collins;250 weeks on the list,ALL THIS TIME;by Mikki Daughtry and Rachael Lippincott;New this week,SHADOWS IN DEATH;by J.D. Robb;,MYTHOS;by Stephen Fry;,LIVES OF THE STOICS;by Ryan Holiday and Stephen Hanselman;,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1;by Koyoharu Gotouge;",CHILD'S PLAY;by Danielle Steel;,THE WILD ROBOT;by Peter Brown;,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;
10,A DEADLY EDUCATION;by Naomi Novik;New this week,JACK;by Marilynne Robinson;New this week,THE CHAIN;by Adrian McKinty;New this week,WHITE FRAGILITY;by Robin DiAngelo;28 weeks on the list,BLACKOUT;by Candace Owens;3 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;206 weeks on the list,ATOMIC HABITS;by James Clear;46 weeks on the list,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;24 weeks on the list,GRUMPY MONKEY UP ALL NIGHT;by Suzanne Lang. Illustrated by Max Lang;New this week,THE BAD GUYS;by Aaron Blabey;98 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;22 weeks on the list,THRAWN ASCENDANCY: CHAOS RISING;by Timothy Zahn;,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;,HOW I BUILT THIS;by Guy Raz;,INVESTIGATORS: TAKE THE PLUNGE;by John Patrick Green;,FINDING YOU AGAIN;by Debbie Macomber;,FRONT DESK;by Kelly Yang;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
