,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,FIFTY SHADES OF GREY;by E. L. James;15 weeks on the list,KISS THE DEAD;by Laurell K. Hamilton;New this week,FIFTY SHADES OF GREY;by E. L. James;13 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,AMATEUR;by Edward Klein;4 weeks on the list,AMATEUR;by Edward Klein;4 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;6 weeks on the list,WILD;by Cheryl Strayed;12 weeks on the list,AMERICAN GROWN;by Michelle Obama;2 weeks on the list,EAT TO LIVE;by Joel Fuhrman;48 weeks on the list,AMATEUR;by Edward Klein;,ARE YOU MY MOTHER?;by Alison Bechdel;6 weeks on the list,"AVATAR: THE LAST AIRBENDER, PART 2;by Gene Luen Yang and others;2 weeks on the list","BLEACH, VOL. 41;by Tite Kubo;New this week",INSURGENT;by Veronica Roth;6 weeks on the list,DIVERGENT;by Veronica Roth;15 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;36 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;94 weeks on the list
2,FIFTY SHADES DARKER;by E. L. James;15 weeks on the list,GONE GIRL;by Gillian Flynn;New this week,FIFTY SHADES DARKER;by E. L. James;10 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,WILD;by Cheryl Strayed;8 weeks on the list,THE GREAT DESTROYER;by David Limbaugh;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;82 weeks on the list,AMATEUR;by Edward Klein;4 weeks on the list,THE SKINNY RULES;by Bob Harper with Greg Critser;4 weeks on the list,THE BOOK OF BURGER;by Rachael Ray;New this week,THE GREAT DESTROYER;by David Limbaugh;,BATMAN: DEATH BY DESIGN;by Chip Kidd and Dave Taylor;New this week,"AVATAR: THE LAST AIRBENDER, PART 1;by Gene Luen Yang and others;13 weeks on the list","BLEACH, VOL. 40;by Tite Kubo;New this week",MIDDLE SCHOOL: GET ME OUT OF HERE!;by James Patterson and Chris Tebbetts;5 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;3 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;6 weeks on the list,DORK DIARIES;by Rachel Renée Russell;36 weeks on the list
3,FIFTY SHADES FREED;by E. L. James;14 weeks on the list,CALICO JOE;by John Grisham;9 weeks on the list,FIFTY SHADES FREED;by E. L. James;10 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,THE GREAT DESTROYER;by David Limbaugh;New this week,WILD;by Cheryl Strayed;8 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;66 weeks on the list,UNBROKEN;by Laura Hillenbrand;72 weeks on the list,DARTH VADER AND SON;by Jeffrey Brown;New this week,TO HEAVEN AND BACK;by Mary C. Neal;2 weeks on the list,WILD;by Cheryl Strayed;,"WONDER WOMAN, VOL. 1;by Brian Azzarello and Cliff Chiang;New this week","EMPOWERED, VOL. 7;by Adam Warren;New this week","OURAN HIGH SCHOOL HOST CLUB, VOL. 18;by Bisco Hatori;New this week",THE FAULT IN OUR STARS;by John Green;22 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;New this week,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;20 weeks on the list,KANE CHRONICLES;by Rick Riordan;6 weeks on the list
4,GONE GIRL;by Gillian Flynn;New this week,THE STORM;by Clive Cussler and Graham Brown;2 weeks on the list,THE LAST BOYFRIEND;by Nora Roberts;6 weeks on the list,,,KISS THE DEAD;by Laurell K. Hamilton;,UNBROKEN;by Laura Hillenbrand;72 weeks on the list,UNBROKEN;by Laura Hillenbrand;82 weeks on the list,OUTLIERS;by Malcolm Gladwell;53 weeks on the list,I HATE EVERYONE...STARTING WITH ME;by Joan Rivers;New this week,THE BLOOD SUGAR SOLUTION;by Mark Hyman;12 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;254 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"FABLES - THE DELUXE EDITION BOOK SIX;by Bill Willingham, Mark Buckingham and others;2 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;48 weeks on the list","YU-GI-OH! ZEXAL, VOL. 1;by Kazuki Takahashi, Shin Yoshida and Naohito Miyoshi;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;53 weeks on the list,THE BOOK THIEF;by Markus Zusak;248 weeks on the list,PRESS HERE;by Hervé Tullet;51 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;178 weeks on the list
5,KISS THE DEAD;by Laurell K. Hamilton;New this week,SPRING FEVER;by Mary Kay Andrews;New this week,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;15 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;36 weeks on the list,IT WORKED FOR ME;by Colin Powell with Tony Koltz;3 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;274 weeks on the list,THE GREAT DESTROYER;by David Limbaugh;New this week,I AM A POLE (AND SO CAN YOU!);by Stephen Colbert. Illustrated by Paul Hildebrand;5 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;565 weeks on the list,IT WORKED FOR ME;by Colin Powell with Tony Koltz;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;4 weeks on the list,"IRREDEEMABLE, VOL. 7;by Mark Waid;2 weeks on the list",ALICE IN THE COUNTRY OF CLOVER: BLOODY TWINS;by  QuinRose and Mamenosuke Fujimaru;New this week,THE SON OF NEPTUNE;by Rick Riordan;36 weeks on the list,"SNOW WHITE AND THE HUNTSMAN;by Lily Blake, Evan Daugherty, John Lee Hancock and Hossein Amini;New this week",THE DUCKLING GETS A COOKIE!?;by Mo Willems;10 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;63 weeks on the list
6,FIFTY SHADES TRILOGY;by E. L. James;8 weeks on the list,11TH HOUR;by James Patterson and Maxine Paetro;5 weeks on the list,STATE OF WONDER;by Ann Patchett;5 weeks on the list,,,GONE GIRL;by Gillian Flynn;,IN THE GARDEN OF BEASTS;by Erik Larson;41 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;37 weeks on the list,BOSSYPANTS;by Tina Fey;23 weeks on the list,LET'S PRETEND THIS NEVER HAPPENED;by Jenny Lawson;8 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;13 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;17 weeks on the list",KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,ED THE HAPPY CLOWN;by Chester Brown;New this week,NINJAGO: RISE OF THE SERPENTINE;by Greg Farshtey and Paul Lee;3 weeks on the list,"DANCE IN THE VAMPIRE BUND, VOL. 12;by Nozomu Tamaki;New this week",WONDER;by R.J. Palacio;12 weeks on the list,THE LOST HERO;by Rick Riordan;10 weeks on the list,LADYBUG GIRL AND BINGO;by David Soman and Jacky Davis;6 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;253 weeks on the list
7,A GAME OF THRONES;by George R.R. Martin;33 weeks on the list,STOLEN PREY;by John Sandford;4 weeks on the list,THE DROP;by Michael Connelly;New this week,,,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;,I HATE EVERYONE...STARTING WITH ME;by Joan Rivers;New this week,EAT AND RUN;by Scott Jurek with Steve Friedman;New this week,THE GREATER JOURNEY;by David McCullough;4 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;37 weeks on the list,CHARGE;by Brendon Burchard;4 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;66 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,TRINITY;by Jonathan Fetter-Vorm;New this week,BATMAN: NIGHT OF THE OWLS;by Scott Snyder and others;5 weeks on the list,"POKEMON ADVENTURES: DIAMOND AND PEARL/PLATINUM, VOL. 3;by Hidenori Kusaka;3 weeks on the list","NANCY CLANCY, SECRET ADMIRER;by Jane O'Connor. Illustrated by Robin Preiss Glasser;10 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;49 weeks on the list,THE LORAX;by Dr. Seuss;17 weeks on the list,THE SECRETS OF THE IMMORTAL NICHOLAS FLAMEL;by Michael Scott;17 weeks on the list
8,11TH HOUR;by James Patterson and Maxine Paetro;5 weeks on the list,THE INNOCENT;by David Baldacci;8 weeks on the list,THE ALCHEMIST;by Paulo Coelho;222 weeks on the list,,,BIG SKY COUNTRY;by Linda Lael Miller;,IT WORKED FOR ME;by Colin Powell with Tony Koltz;3 weeks on the list,THE PASSAGE OF POWER;by Robert A. Caro;6 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;220 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;72 weeks on the list,THE TOOLS;by Phil Stutz and Barry Michels;2 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;80 weeks on the list,EAT AND RUN;by Scott Jurek with Steve Friedman;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;58 weeks on the list",FABLES VOL. 1: LEGENDS IN EXILE;by Bill Willingham and others;2 weeks on the list,"GTO: THE EARLY YEARS, VOL. 12;by Tohru Fujisawa;2 weeks on the list",SHADOW AND BONE;by Leigh Bardugo;New this week,OUT OF MY MIND;by Sharon M. Draper;6 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;26 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;59 weeks on the list
9,STOLEN PREY;by John Sandford;4 weeks on the list,A DANCE WITH DRAGONS;by George R. R. Martin;44 weeks on the list,A GAME OF THRONES;by George R.R. Martin;39 weeks on the list,,,EXPLOSIVE EIGHTEEN;by Janet Evanovich;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;72 weeks on the list,CRONKITE;by Douglas Brinkley;2 weeks on the list,BORN TO RUN;by Christopher McDougall;63 weeks on the list,STEVE JOBS;by Walter Isaacson;33 weeks on the list,WHEAT BELLY;by William Davis;10 weeks on the list,THE MAGIC;by Rhonda Byrne;14 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,GREEN LANTERN: SINESTRO;by Geoff Johns and Doug Mahnke;3 weeks on the list,SMILE;by Raina Telgemeier;20 weeks on the list,"VAMPIRE CHEERLEADERS/PARANORMAL MYSTERY SQUAD MONSTER MASH COLLECTION;by Adam Arnold, Shiei and Comipa;New this week",THE INVENTION OF HUGO CABRET;by Brian Selznick;115 weeks on the list,MATCHED;by Ally Condie;38 weeks on the list,FANCY NANCY AND THE MERMAID BALLET;by Jane O'Connor. Illustrated by Robin Preiss Glasser;16 weeks on the list,THEODORE BOONE;by John Grisham;4 weeks on the list
10,THE INNOCENT;by David Baldacci;8 weeks on the list,DEADLOCKED;by Charlaine Harris;6 weeks on the list,MAINE;by J. Courtney Sullivan;2 weeks on the list,,,THE UNEXPECTED HUSBAND;by Debbie Macomber;,EAT AND RUN;by Scott Jurek with Steve Friedman;New this week,I HATE EVERYONE...STARTING WITH ME;by Joan Rivers;New this week,THE EIGHTY-DOLLAR CHAMPION;by Elizabeth Letts;2 weeks on the list,EAT AND RUN;by Scott Jurek with Steve Friedman;New this week,THE 17 DAY DIET;by Mike Moreno;56 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;36 weeks on the list,THE PASSAGE OF POWER;by Robert A. Caro;,"JUSTICE LEAGUE, VOL. 1;by Geoff Johns and Jim Lee;5 weeks on the list",CATWOMAN: THE GAME;by Judd Winick and Guillem March;3 weeks on the list,"WITCH HUNTER, VOL. 1-2;by Jung-Man Cho;New this week",CHOMP;by Carl Hiaasen;9 weeks on the list,BETWEEN SHADES OF GRAY;by Ruta Sepetys;10 weeks on the list,THE VERY FAIRY PRINCESS: HERE COMES THE FLOWER GIRL!;by Julie Andrews and Emma Walton Hamilton. Illustrated by Christine Davenier;4 weeks on the list,THE MAZE RUNNER;by James Dashner;26 weeks on the list
