,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,DARK CURSE;by Christine Feehan;New this week,THE SHACK;by William P. Young;16 weeks on the list,,STORI TELLING;by Tori Spelling with Hilary Liftin;15 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;85 weeks on the list",THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;22 weeks on the list,A NEW EARTH;by Eckhart Tolle;32 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;73 weeks on the list,THE TALE OF DESPEREAUX;by Kate DiCamillo. Illustrated by Timothy Basil Ering;32 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;43 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;57 weeks on the list
2,THE BOOK OF LIES;by Brad Meltzer;New this week,THE CHOICE;by Nicholas Sparks;3 weeks on the list,,THE OBAMA NATION;by Jerome R. Corsi;6 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;84 weeks on the list,THE SECRET;by Rhonda Byrne;87 weeks on the list,SKINNY BITCH;by Kim Barnouin;61 weeks on the list,DIARY OF A WIMPY KID: RODRICK RULES;by Jeff Kinney;34 weeks on the list,THE BOOK THIEF;by Markus Zusak;52 weeks on the list,"BARACK OBAMA: SON OF PROMISE, CHILD OF HOPE;by Nikki Grimes. Illustrated by Bryan Collier;2 weeks on the list",WARRIORS;by Erin Hunter;57 weeks on the list
3,AMERICAN WIFE;by Curtis Sittenfeld;New this week,BAREFOOT;by Elin Hilderbrand;13 weeks on the list,,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;20 weeks on the list",THE AUDACITY OF HOPE;by Barack Obama;37 weeks on the list,THE 4-HOUR WORKWEEK;by Timothy Ferriss;41 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;377 weeks on the list,IDENTICAL;by Ellen Hopkins;2 weeks on the list,THE CLONE WARS;by Tracey West;6 weeks on the list,SPLAT THE CAT: WHERE'S THE EASTER BUNNY?;by Rob Scotton;6 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;71 weeks on the list
4,DEVIL BONES;by Kathy Reichs;2 weeks on the list,THE BRIEF WONDROUS LIFE OF OSCAR WAO;by Junot Díaz;New this week,,WHEN YOU ARE ENGULFED IN FLAMES;by David Sedaris;14 weeks on the list,A LONG WAY GONE;by Ishmael Beah;5 weeks on the list,"YOU: THE OWNER’S MANUAL FOR TEENS;by Michael F. Roizen, Mehmet C. Oz and Ellen Rome;28 weeks on the list",THE POWER OF NOW;by Eckhart Tolle;47 weeks on the list,THE DANGEROUS DAYS OF DANIEL X;by James Patterson and Michael Ledwidge;7 weeks on the list,THE NEW PADAWAN;by Eric Stevens;6 weeks on the list,BATS AT THE LIBRARY;written and illustrated by Brian Lies;5 weeks on the list,BOOKS OF EMBER;by Jeanne DuPrau;26 weeks on the list
5,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;6 weeks on the list,THE ROAD;by Cormac McCarthy;53 weeks on the list,,THE CASE AGAINST BARACK OBAMA;by David Freddoso;5 weeks on the list,DREAMS FROM MY FATHER;by Barack Obama;112 weeks on the list,THE SOUTH BEACH DIET SUPERCHARGED;by Arthur Agatston with Joseph Signorile;17 weeks on the list,SOUL WISDOM;by Zhi Gang Sha;9 weeks on the list,KISS MY MATH;by Danica McKellar;5 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;5 weeks on the list,FAIRIES AND MAGICAL CREATURES;by Matthew Reinhart and Robert Sabuda;7 weeks on the list,ARTEMIS FOWL;by Eoin Colfer;107 weeks on the list
6,THE HOST;by Stephenie Meyer;18 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;53 weeks on the list,,THE LIMITS OF POWER;by Andrew Bacevich;4 weeks on the list,SARAH;by Kaylene Johnson;New this week,GOODNIGHT BUSH;by Erich Origen and Gan Golan;10 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;32 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;42 weeks on the list,BATTLE AT TETH;by Kirsten Mayer;6 weeks on the list,TOO MANY TOYS;written and illustrated by David Shannon;New this week,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;2 weeks on the list
7,THE GYPSY MORPH;by Terry Brooks;2 weeks on the list,THE ALCHEMIST;by Paulo Coelho;52 weeks on the list,,FLEECED;by Dick Morris and Eileen McGann;11 weeks on the list,MIKE’S ELECTION GUIDE;by Michael Moore;2 weeks on the list,THE ONE HUNDRED;by Nina Garcia;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;63 weeks on the list,THE INVENTION OF HUGO CABRET;by Brian Selznick;75 weeks on the list,MATH DOESN’T SUCK;by Danica McKellar;5 weeks on the list,GOODNIGHT GOON;written and illustrated by Michael Rex;2 weeks on the list,THE CLIQUE;by Lisi Harrison;2 weeks on the list
8,SILKS;by Dick Francis and Felix Francis;2 weeks on the list,THE KITE RUNNER;by Khaled Hosseini;53 weeks on the list,,THE FIRST BILLION IS THE HARDEST;by T. Boone Pickens;New this week,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;49 weeks on the list,DECEPTIVELY DELICIOUS;by Jessica Seinfeld;28 weeks on the list,"MONEY, AND THE LAW OF ATTRACTION;by Esther and Jerry Hicks;4 weeks on the list",THE CLONE WARS;by Jason Fry;6 weeks on the list,JUST LISTEN;by Sarah Dessen;16 weeks on the list,OLD BEAR;written and illustrated by Kevin Henkes;3 weeks on the list,HARRY POTTER;by J.K. Rowling;199 weeks on the list
9,THE STORY OF EDGAR SAWTELLE;by David Wroblewski;13 weeks on the list,BRIDGE OF SIGHS;by Richard Russo;4 weeks on the list,,FAITH OF MY FATHERS;by John McCain with Mark Salter;25 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;98 weeks on the list,"YES!;by Noah J. Goldstein, Steve J. Martin and Robert B. Cialdini;2 weeks on the list",HUNGRY GIRL;by Lisa Lillien;17 weeks on the list,KENNY AND THE DRAGON;by Tony DiTerlizzi;5 weeks on the list,THE ALCHEMYST;by Michael Scott;2 weeks on the list,BORN TO READ;by Judy Sierra. Illustrated by Marc Brown;New this week,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;192 weeks on the list
10,SMOKE SCREEN;by Sandra Brown;4 weeks on the list,NIGHTS IN RODANTHE;by Nicholas Sparks;5 weeks on the list,,THE REVOLUTION;by Ron Paul;10 weeks on the list,MARLEY AND ME;by John Grogan;26 weeks on the list,THE WINNERS MANUAL;by Jim Tressel with Chris Fabry;5 weeks on the list,REPOSITION YOURSELF;by T. D. Jakes;New this week,GHOSTGIRL;by Tonya Hurley;New this week,RULES;by Cynthia Lord;New this week,TEN LITTLE FINGERS AND TEN LITTLE TOES;by Mem Fox. Illustrated by Helen Oxenbury;New this week,THE HEIR SERIES;by Cinda Williams Chima;3 weeks on the list
