,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,CROSS FIRE;by James Patterson;2 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;75 weeks on the list,,DECISION POINTS;by George W. Bush;3 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;199 weeks on the list",BAREFOOT CONTESSA: HOW EASY IS THAT?;by Ina Garten;5 weeks on the list,RACHAEL RAY'S LOOK AND COOK;by Rachael Ray;4 weeks on the list,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;5 weeks on the list","THE WALKING DEAD, VOL. 13;by Robert Kirkman and Charlie Adlard;New this week","NARUTO, VOL. 49;by Masashi Kishimoto;9 weeks on the list",THE LOST HERO;by Rick Riordan;7 weeks on the list,FALLEN;by Lauren Kate;9 weeks on the list,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;98 weeks on the list
2,THE CONFESSION;by John Grisham;5 weeks on the list,HAPPY EVER AFTER;by Nora Roberts;4 weeks on the list,,AMERICA BY HEART;by Sarah Palin;New this week,INSIDE OF A DOG;by Alexandra Horowitz;8 weeks on the list,GUINNESS WORLD RECORDS 2011;by Ina Garten;11 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;174 weeks on the list,"TROUBLEMAKER, BOOK.2;by Janet Evanovich, Alex Evanovich and Joelle Jones;New this week",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;38 weeks on the list,"TSUBASA: RESERVOIR CHRONICLE, VOL. 28;by Clamp;New this week","JUSTIN BIEBER, FIRST STEP 2 FOREVER;by Justin Bieber;7 weeks on the list",THE BOOK THIEF;by Markus Zusak;168 weeks on the list,LLAMA LLAMA HOLIDAY DRAMA;by Anna Dewdney;6 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;14 weeks on the list
3,"FULL DARK, NO STARS;by Stephen King;3 weeks on the list",THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;36 weeks on the list,,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1;by Mark Twain;6 weeks on the list",JUST KIDS;by Patti Smith;4 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;25 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;488 weeks on the list,"SERENITY: THE SHEPHERD’S TALE;by  Joss Whedon, Zack Whedon and Chris Samnee;4 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;8 weeks on the list","BLACK BUTLER, VOL. 3;by Yana Toboso;5 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;30 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;4 weeks on the list,LEGO STAR WARS;by Simon Beecroft;49 weeks on the list,HARRY POTTER;by J.K. Rowling;235 weeks on the list
4,HELL'S CORNER;by David Baldacci;3 weeks on the list,HOUSE RULES;by Jodi Picoult;3 weeks on the list,,UNBROKEN;by Laura Hillenbrand;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;200 weeks on the list,KARDASHIAN KONFIDENTIAL;edited by Craig Glenday;New this week,"EAT THIS, NOT THAT! 2011;David Zinczenko with Matt Goulding;6 weeks on the list","FABLES - THE DELUXE EDITION BOOK SIX;by Bill Willingham, Mark Buckingham and others;New this week",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;34 weeks on the list,"ALICE IN THE COUNTRY OF HEARTS, VOL. 5;by QuinRose;3 weeks on the list",HARRY POTTER FILM WIZARDRY;by Brian Sibley;6 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;9 weeks on the list,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU;written and illustrated by Nancy Tillman;8 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;177 weeks on the list
5,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;27 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;44 weeks on the list,,LIFE;by Keith Richards with James Fox;5 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;195 weeks on the list,"MY PASSION FOR DESIGN;by Kourtney Kardashian, Kim Kardashian and Khloé Kardashian;2 weeks on the list",CRAZY LOVE;by Francis Chan with Danae Yankoski;6 weeks on the list,"LEGION OF SUPER-HEROES: THE GREAT DARKNESS SAGA (DELUXE EDITION);by Paul Levitz, Keith Giffen and others;New this week",SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;26 weeks on the list,"HETALIA AXIS POWERS, VOL. 1;by Hidekaz Himaruya;10 weeks on the list",CRESCENDO;by Becca Fitzpatrick;7 weeks on the list,PINKALICIOUS AND THE PINK DRINK;written and illustrated by Victoria Kann;12 weeks on the list,FABULOUS FASHION BOUTIQUE;by Jane O’Connor. Illustrated by Robin Preiss Glasser;7 weeks on the list,WARRIORS;by Erin Hunter;94 weeks on the list
6,CRESCENT DAWN;by Clive Cussler and Dirk Cussler;2 weeks on the list,LITTLE BEE;by Chris Cleave;41 weeks on the list,,DECODED;by Jay-Z;2 weeks on the list,STONES INTO SCHOOLS;by Greg Mortenson;5 weeks on the list,A COURSE IN WEIGHT LOSS;by Barbra Streisand;4 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;106 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;10 weeks on the list",SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;19 weeks on the list,"BAKUMAN, VOL. 2;by Takeshi Obata and Tsugumi Ohba;4 weeks on the list",TORMENT;by Lauren Kate;9 weeks on the list,"HUSH, HUSH;by Becca Fitzpatrick;9 weeks on the list",KNUFFLE BUNNY FREE;written and illustrated by Mo Willems;9 weeks on the list,THE IMMORTALS;by Alyson Noël;21 weeks on the list
7,TOWERS OF MIDNIGHT;by Robert Jordan and Brandon Sanderson;4 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;77 weeks on the list,,BROKE;by Glenn Beck and Kevin Balfe;5 weeks on the list,WHERE MEN WIN GLORY;by Jon Krakauer;17 weeks on the list,GOOD EATS 2 (THE MIDDLE YEARS);by Alton Brown;4 weeks on the list,RADICAL;by David Platt;25 weeks on the list,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;16 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;30 weeks on the list,NEGIMA! 28;by Ken Akamatsu;5 weeks on the list,TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;20 weeks on the list,"STEFAN’S DIARIES: VOL. 1, ORIGINS;by   L. J. Smith and Kevin Williamson & Julie Plec;4 weeks on the list",ART AND MAX;written and illustrated by David Wiesner;7 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;173 weeks on the list
8,THE EMPEROR’S TOMB;by Steve Berry;New this week,HALF BROKE HORSES;by Jeannette Walls;12 weeks on the list,,EARTH (THE BOOK);by Jon Stewart and others;10 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;19 weeks on the list,THE ESSENTIAL NEW YORK TIMES COOKBOOK;by Amanda Hesser;2 weeks on the list,SOULPANCAKE;by Rainn Wilson and others;3 weeks on the list,"THE WALKING DEAD, BOOK 6;by Robert Kirkman and Charlie Adlard;5 weeks on the list",SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;32 weeks on the list,"D.GRAY-MAN, VOL. 19;by Katsura Hoshino;4 weeks on the list",THE UNOFFICIAL HARRY POTTER COOKBOOK;by Dinah Bucholz;New this week,THE MAZE RUNNER;by James Dashner;7 weeks on the list,"IT'S CHRISTMAS, DAVID!;written and illustrated by David Shannon;3 weeks on the list",BIG NATE;written and illustrated by Lincoln Peirce;6 weeks on the list
9,FALL OF GIANTS;by Ken Follett;9 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;94 weeks on the list,,CLEOPATRA;by Stacy Schiff;4 weeks on the list,HOLIDAYS ON ICE;by David Sedaris;20 weeks on the list,SIMPLE TIMES;by Denis Leary;4 weeks on the list,"COOK THIS, NOT THAT! EASY AND AWESOME 350-CALORIE MEALS;by David Zinczenko and Matt Goulding;6 weeks on the list","BATMAN AND ROBIN, VOL. 2;by Grant Morrison, Andy Clarke and Cameron Stewart;3 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;54 weeks on the list","BLACK BIRD, VOL. 6;by Kanoko Sakurakoji;8 weeks on the list",PATHFINDER;by Orson Scott Card;New this week,BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;8 weeks on the list,IT’S A BOOK;written and illustrated by Lane Smith;15 weeks on the list,THE 39 CLUES;by various authors;73 weeks on the list
10,THE ATHENA PROJECT;by Brad Thor;New this week,THE ALCHEMIST;by Paulo Coelho;156 weeks on the list,,COLONEL ROOSEVELT;by Edmund Morris;New this week,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;48 weeks on the list",DOUBLE DELICIOUS;by Jessica Seinfeld;5 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;47 weeks on the list",THE EXILE: AN OUTLANDER GRAPHIC NOVEL;by Diana Gabaldon and Hoang Nguyen;10 weeks on the list,PERCY JACKSON & THE OLYMPIANS: THE LIGHTNING THIEF;by Robert Venditti and Attila Futaki;7 weeks on the list,"NINJA GIRLS, VOL. 4;by Hosana Tanaka;2 weeks on the list",LUKA AND THE FIRE OF LIFE;by Salman Rushdie;2 weeks on the list,SAVVY;by Ingrid Law;26 weeks on the list,CAN'T WAIT TILL CHRISTMAS;by Mike Huckabee. Illustrated by Jed Henry;New this week,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;230 weeks on the list
