,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE GUARDIANS;by John Grisham;8 weeks on the list,THE GUARDIANS;by John Grisham;8 weeks on the list,THE OVERSTORY;by Richard Powers;35 weeks on the list,EDUCATED;by Tara Westover;94 weeks on the list,ME;by Elton John;8 weeks on the list,I HEARD YOU PAINT HOUSES;by Charles Brandt;6 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;5 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;34 weeks on the list,THE SERIOUS GOOSE;by Jimmy Kimmel;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;560 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;New this week,THE GIVER OF STARS;by Jojo Moyes;,TALKING TO STRANGERS;by Malcolm Gladwell;,THE MAN WHO SOLVED THE MARKET;by Gregory Zuckerman;,STRANGE PLANET;by Nathan W. Pyle;,THE HOUSE NEXT DOOR;by James Patterson;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,"LET IT SNOW;by John Green, Maureen Johnson and Lauren Myracle;"
2,WHERE THE CRAWDADS SING;by Delia Owens;65 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;66 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;66 weeks on the list,ME;by Elton John;8 weeks on the list,EDUCATED;by Tara Westover;94 weeks on the list,SAPIENS;by Yuval Noah Harari;82 weeks on the list,THE BLUE ZONES KITCHEN;by Dan Buettner;New this week,ALI CROSS;by James Patterson;2 weeks on the list,THE CRAYONS' CHRISTMAS;by Drew Daywalt. Illustrated by Oliver Jeffers;8 weeks on the list,DOG MAN;by Dav Pilkey;119 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;92 weeks on the list,THE GUARDIANS;by John Grisham;,A WARNING;by Anonymous;,ATOMIC HABITS;by James Clear;,GUTS;by Raina Telgemeier;,LEOPARD'S WRATH;by Christine Feehan;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,LOOKING FOR ALASKA;by John Green;
3,THE 19TH CHRISTMAS;by James Patterson and Maxine Paetro;7 weeks on the list,CRISS CROSS;by James Patterson;2 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;29 weeks on the list,SAM HOUSTON AND THE ALAMO AVENGERS;by Brian Kilmeade;5 weeks on the list,SAM HOUSTON AND THE ALAMO AVENGERS;by Brian Kilmeade;5 weeks on the list,JUST MERCY;by Bryan Stevenson;182 weeks on the list,THE PIONEER WOMAN COOKS: THE NEW FRONTIER;by Ree Drummond;7 weeks on the list,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;5 weeks on the list,HOW TO CATCH AN ELF;by Adam Wallace. Illustrated by Andy Elkerton;18 weeks on the list,HARRY POTTER;by J.K. Rowling;559 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;98 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,CATCH AND KILL;by Ronan Farrow;,DARE TO LEAD;by Brené Brown;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,SEA OF GREED;by Clive Cussler and Graham Brown;,A LONG WALK TO WATER;by Linda Sue Park;,LONG WAY DOWN;by Jason Reynolds;
4,CRISS CROSS;by James Patterson;2 weeks on the list,THE INSTITUTE;by Stephen King;13 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;31 weeks on the list,A WARNING;by Anonymous;3 weeks on the list,BECOMING;by Michelle Obama;52 weeks on the list,NO ONE IS TOO SMALL TO MAKE A DIFFERENCE;by Greta Thunberg;4 weeks on the list,I REALLY NEEDED THIS TODAY;by Hoda Kotb with Jane Lorenzini;8 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;35 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;8 weeks on the list",DORK DIARIES;by Rachel Renée Russell;303 weeks on the list,THE HATE U GIVE;by Angie Thomas;145 weeks on the list,A MINUTE TO MIDNIGHT;by David Baldacci;,EDUCATED;by Tara Westover;,THE INFINITE GAME;by Simon Sinek;,DRAMA;by Raina Telgemeier;,YOU DON'T OWN ME;by Mary Higgins Clark and Alafair Burke;,WISH;by Barbara O'Connor;,THE SUN IS ALSO A STAR;by Nicola Yoon;
5,A MINUTE TO MIDNIGHT;by David Baldacci;3 weeks on the list,A MINUTE TO MIDNIGHT;by David Baldacci;3 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;24 weeks on the list,BECOMING;by Michelle Obama;53 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;13 weeks on the list,IMPEACH;by Neal Katyal and Sam Koppelman;2 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;30 weeks on the list,A TALE OF MAGIC...;by Chris Colfer;10 weeks on the list,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS;by Kimberly and James Dean;11 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;27 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;53 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,THE RIDE OF A LIFETIME;by Robert Iger;,WATCHMEN;by Alan Moore. Illustrated by Dave Gibbons;,TOM CLANCY: OATH OF OFFICE;by Marc Cameron;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,TURTLES ALL THE WAY DOWN;by John Green;
6,THE SILENT PATIENT;by Alex Michaelides;12 weeks on the list,BLUE MOON;by Lee Child;6 weeks on the list,THE GREAT ALONE;by Kristin Hannah;11 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;13 weeks on the list,A WARNING;by Anonymous;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;59 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;34 weeks on the list,WONDER;by R.J. Palacio;226 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;16 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;68 weeks on the list,THE FOUNTAINS OF SILENCE;by Ruta Sepetys;10 weeks on the list,TWISTED TWENTY-SIX;by Janet Evanovich;,TRIGGERED;by Donald Trump Jr;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,SMILE;by Raina Telgemeier;,BEAUCHAMP HALL;by Danielle Steel;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
7,BLUE MOON;by Lee Child;6 weeks on the list,TWISTED TWENTY-SIX;by Janet Evanovich;4 weeks on the list,MILK AND HONEY;by Rupi Kaur;159 weeks on the list,THE BODY;by Bill Bryson;8 weeks on the list,THE BOOK OF GUTSY WOMEN;by Hillary Rodham Clinton and Chelsea Clinton;8 weeks on the list,OUTLIERS;by Malcolm Gladwell;303 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;79 weeks on the list",DOG DIARIES HAPPY HOWLIDAYS;by James Patterson with Steven Butler. Illustrated by Richard Watson;2 weeks on the list,CONSTRUCTION SITE ON CHRISTMAS NIGHT;by Sherri Duskey Rinker. Illustrated by A. G. Ford;15 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;520 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;38 weeks on the list",BLUE MOON;by Lee Child;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,OUTLIERS;by Malcolm Gladwell;,GHOSTS;by Raina Telgemeier;,DOCTOR SLEEP;by Stephen King;,CITY OF GHOSTS;by Victoria Schwab;,THE LIBRARIAN OF AUSCHWITZ;by Antonio Iturbe;
8,TWISTED TWENTY-SIX;by Janet Evanovich;4 weeks on the list,THE RISE OF MAGICKS;by Nora Roberts;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;114 weeks on the list,THE BOOK OF GUTSY WOMEN;by Hillary Rodham Clinton and Chelsea Clinton;7 weeks on the list,THE BODY;by Bill Bryson;8 weeks on the list,BORN A CRIME;by Trevor Noah;43 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;156 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;23 weeks on the list,SISTERS FIRST;by Jenna Bush Hager and Barbara Pierce Bush. Illustrated by Ramona Kaulitzki;4 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;21 weeks on the list,THE SECRET COMMONWEALTH;by Philip Pullman;9 weeks on the list,THE RISE OF MAGICKS;by Nora Roberts;,BLOWOUT;by Rachel Maddow;,PRINCIPLES;by Ray Dalio;,SISTERS;by Raina Telgemeier;,DARK SACRED NIGHT;by Michael Connelly;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,DEAR MARTIN;by Nic Stone;
9,THE RISE OF MAGICKS;by Nora Roberts;2 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;11 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;33 weeks on the list,I HEARD YOU PAINT HOUSES;by Charles Brandt;5 weeks on the list,TRIGGERED;by Donald Trump Jr;5 weeks on the list,CALYPSO;by David Sedaris;27 weeks on the list,FIX IT WITH FOOD;by Michael Symon and Douglas Trattner;New this week,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;28 weeks on the list,THE COOL BEAN;by Jory John. Illustrated by Pete Oswald;New this week,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;199 weeks on the list,THE BEAUTIFUL;by Renée Ahdieh;9 weeks on the list,ARMAGEDDON;by Craig Alanson;,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",WHITE BIRD;by R.J. Palacio;,NEVER TELL;by Lisa Gardner;,MALALA: MY STORY OF STANDING UP FOR GIRLS' RIGHTS;by Malala Yousafzai with Patricia McCormick. Adapted by Sarah J. Robbins;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
10,THE INSTITUTE;by Stephen King;13 weeks on the list,THE TESTAMENTS;by Margaret Atwood;12 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;30 weeks on the list,BLOWOUT;by Rachel Maddow;10 weeks on the list,FINDING CHIKA;by Mitch Albom;5 weeks on the list,THE LIBRARY BOOK;by Susan Orlean;10 weeks on the list,NOTHING FANCY;by Alison Roman;7 weeks on the list,TRISTAN STRONG PUNCHES A HOLE IN THE SKY;by Kwame Mbalia;8 weeks on the list,"SOFIA VALDEZ, FUTURE PREZ;by Andrea Beaty. Illustrated by David Roberts;5 weeks on the list",WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;89 weeks on the list,STARSIGHT;by Brandon Sanderson;2 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,THE END IS ALWAYS NEAR;by Dan Carlin;,TRAILBLAZER;by Marc Benioff and Monica Langley;,SUNNY ROLLS THE DICE;by Jennifer L. Holm. Illustrated by Matthew Holm;,WYOMING HEART;by Diana Palmer;,RESTART;by Gordon Korman;,GIRLS OF PAPER AND FIRE;by Natasha Ngan;
