,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,THE MEDICAL EXAMINER;by James Patterson with Maxine Paetro;New this week,THE LATE SHOW;by Michael Connelly;3 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;17 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;50 weeks on the list,"AL FRANKEN, GIANT OF THE SENATE;by Al Franken;10 weeks on the list",THE GLASS CASTLE;by Jeannette Walls;385 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;34 weeks on the list,WONDER;by R.J. Palacio;104 weeks on the list,WHAT DO YOU DO WITH A PROBLEM?;by Kobi Yamada. Illustrated by Mae Besom;14 weeks on the list,HARRY POTTER;by J.K. Rowling;437 weeks on the list,THE HATE U GIVE;by Angie Thomas;23 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,THE BOYS IN THE BOAT;by Daniel James Brown;
2,THE LATE SHOW;by Michael Connelly;3 weeks on the list,CAMINO ISLAND;by John Grisham;9 weeks on the list,MILK AND HONEY;by Rupi Kaur;69 weeks on the list,"AL FRANKEN, GIANT OF THE SENATE;by Al Franken;10 weeks on the list",ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;14 weeks on the list,DUNKIRK;by Joshua Levine;5 weeks on the list,YOU ARE A BADASS;by Jen Sincero;82 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;3 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;10 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;438 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;7 weeks on the list,OUTLIERS;by Malcolm Gladwell;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
3,THE WHISTLER;by John Grisham;20 weeks on the list,THE LYING GAME;by Ruth Ware;2 weeks on the list,READY PLAYER ONE;by Ernest Cline;25 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;54 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;54 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;347 weeks on the list,READY OR NOT!;by Michelle Tam and Henry Fong;New this week,THE DARK PROPHECY;by Rick Riordan;14 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;97 weeks on the list,DESCENDANTS;by Melissa de la Cruz;11 weeks on the list,LORD OF SHADOWS;by Cassandra Clare;11 weeks on the list,GRIT;by Angela Duckworth;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,UNBROKEN;by Laura Hillenbrand;
4,CAMINO ISLAND;by John Grisham;9 weeks on the list,HOUSE OF SPIES;by Daniel Silva;4 weeks on the list,TRULY MADLY GUILTY;by Liane Moriarty;2 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;14 weeks on the list,CONSCIENCE OF A CONSERVATIVE;by Jeff Flake;New this week,ON TYRANNY;by Timothy Snyder;23 weeks on the list,DREAM DIFFERENTLY;by Vince M. Bertram;New this week,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;6 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;31 weeks on the list,THE LAND OF STORIES;by Chris Colfer. Illustrated by Brandon Dorman;37 weeks on the list,ONCE AND FOR ALL;by Sarah Dessen;9 weeks on the list,RED NOTICE;by Bill Browder;,HOMO DEUS;by Yuval Noah Harari;,BUT SERIOUSLY;by John McEnroe;
5,THE GUNSLINGER;by Stephen King;3 weeks on the list,PARADISE VALLEY;by C J. Box;2 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;23 weeks on the list,CONSCIENCE OF A CONSERVATIVE;by Jeff Flake;New this week,DEVIL'S BARGAIN;by Joshua Green;3 weeks on the list,RED NOTICE;by Bill Browder;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;212 weeks on the list,DOG MAN UNLEASHED;by Dav Pilkey;32 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;214 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;78 weeks on the list,MILES MORALES: SPIDER-MAN;by Jason Reynolds;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;",HIDDEN FIGURES;by Margot Lee Shetterly;,PAPI;by David Ortiz with Michael Holley;
6,THE WOMAN IN CABIN 10;by Ruth Ware;28 weeks on the list,INTO THE WATER;by Paula Hawkins;14 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;26 weeks on the list,THE MIRACLE OF DUNKIRK;by Walter Lord;3 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;15 weeks on the list,JUST MERCY;by Bryan Stevenson;72 weeks on the list,EMIGRANT EDGE;by Brian Buffini;New this week,THE MISADVENTURES OF MAX CRUMBLY: MIDDLE SCHOOL MAYHEM;by Rachel Renée Russell;9 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;181 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;21 weeks on the list,CRAZY HOUSE;by James Patterson and Gabrielle Charbonnet;11 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,COACH WOODEN AND ME;by Kareem Abdul-Jabbar;
7,READY PLAYER ONE;by Ernest Cline;2 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;37 weeks on the list,TWO BY TWO;by Nicholas Sparks;New this week,THE BIG LIE;by Dinesh D'Souza;New this week,THE BIG LIE;by Dinesh D'Souza;New this week,OUTLIERS;by Malcolm Gladwell;238 weeks on the list,MAKE YOUR BED;by William H. McRaven;18 weeks on the list,POTTYMOUTH AND STOOPID;by James Patterson and Chris Grabenstein. Illustrated by Stephen Gilpin;8 weeks on the list,LITTLE EXCAVATOR;by Anna Dewdney;3 weeks on the list,DORK DIARIES;by Rachel Renée Russell;218 weeks on the list,SOLO;by Kwame Alexander and Mary Rand Hess;New this week,INVISIBLE INFLUENCE;by Jonah Berger;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",SHAKEN;by Tim Tebow;
8,HOUSE OF SPIES;by Daniel Silva;4 weeks on the list,MRS. FLETCHER;by Tom Perrotta;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;18 weeks on the list,DEVIL'S BARGAIN;by Joshua Green;3 weeks on the list,REDISCOVERING AMERICANISM;by Mark R. Levin;6 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;35 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;138 weeks on the list,DOG MAN;by Dav Pilkey;49 weeks on the list,DRAGONS LOVE TACOS 2;by Adam Rubin and Daniel Salmieri;14 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;20 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;59 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;,SEVEN BRIEF LESSONS ON PHYSICS;by Carlo Rovelli;,I GOT THIS;by Laurie Hernandez;
9,THE LYING GAME;by Ruth Ware;2 weeks on the list,CRIME SCENE;by Jonathan Kellerman and Jesse Kellerman;New this week,THE COUPLE NEXT DOOR;by Shari Lapena;10 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;16 weeks on the list,UNDERSTANDING TRUMP;by Newt Gingrich;8 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;202 weeks on the list,THUG KITCHEN;by the staff of Thug Kitchen;63 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;31 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;108 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;440 weeks on the list,LADY MIDNIGHT;by Cassandra Clare;54 weeks on the list,GET YOUR ------ TOGETHER;by Sarah Knight;,ON TRAILS;by Robert Moor;,TEAMMATE;by David Ross with Don Yaeger;
10,MILK AND HONEY;by Rupi Kaur;30 weeks on the list,MURDER GAMES;by James Patterson and Howard Roughan;6 weeks on the list,THE WHISTLER;by John Grisham;4 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;15 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;16 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;134 weeks on the list",THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;95 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;37 weeks on the list,WE'RE ALL WONDERS;by R.J. Palacio;9 weeks on the list,GIVER QUARTET;by Lois Lowry;146 weeks on the list,THE LAST MAGICIAN;by Lisa Maxwell;3 weeks on the list,SHOE DOG;by Phil Knight;,EVERYTHING ALL AT ONCE;by Bill Nye;,BARBARIAN DAYS;by William Finnegan;
