,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;New this week,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;New this week,THE HELP;by Kathryn Stockett;13 weeks on the list,,,THE HELP;by Kathryn Stockett;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;23 weeks on the list,UNBROKEN;by Laura Hillenbrand;33 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;33 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;23 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;5 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;518 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,GREEN LANTERN: SECRET ORIGIN;by Geoff Johns and Ivan Reis;4 weeks on the list,"THE WALKING DEAD, VOL. 14;by Robert Kirkman and Charlie Adlard;2 weeks on the list","NARUTO, VOL. 51;by Masashi Kishimoto;4 weeks on the list","MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;New this week",THIRTEEN REASONS WHY;by Jay Asher;3 weeks on the list,LEGO HARRY POTTER;by the DK staff;7 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;45 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;,OUTLIERS;by Malcolm Gladwell;,IN THE GARDEN OF BEASTS;by Erik Larson;
2,THE HELP;by Kathryn Stockett;20 weeks on the list,SMOKIN’ SEVENTEEN;by Janet Evanovich;2 weeks on the list,ROOM;by Emma Donoghue;9 weeks on the list,,,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;,IN THE GARDEN OF BEASTS;by Erik Larson;8 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;8 weeks on the list,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;3 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;8 weeks on the list,THE AGING MYTH;by Joseph Chang;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;205 weeks on the list,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;,"BRIGHTEST DAY, VOL. 2;by Geoff Johns and Peter J. Tomasi;8 weeks on the list",BATMAN: RED HOOD - THE LOST DAYS;by Judd Winick and Jeremy Haun;New this week,"VAMPIRE KNIGHT, VOL. 12;by Matsuri Hino;4 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;9 weeks on the list,THE BOOK THIEF;by Markus Zusak;199 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;25 weeks on the list,DORK DIARIES;by Rachel Renée Russell;4 weeks on the list,KNOWING YOUR VALUE;by Mika Brzezinski;,DRIVE;by Daniel H. Pink;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;
3,SMOKIN’ SEVENTEEN;by Janet Evanovich;2 weeks on the list,STATE OF WONDER;by Ann Patchett;4 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;127 weeks on the list,,,SMOKIN’ SEVENTEEN;by Janet Evanovich;,UNBROKEN;by Laura Hillenbrand;23 weeks on the list,BOSSYPANTS;by Tina Fey;13 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;17 weeks on the list,BOSSYPANTS;by Tina Fey;13 weeks on the list,THE 17 DAY DIET;by Mike Moreno;16 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;37 weeks on the list,UNBROKEN;by Laura Hillenbrand;,DARK TOWER: THE GUNSLINGER - THE LITTLE SISTER OF ELURIA;by Robin Furth and Richard Isanove;2 weeks on the list,"COWBOYS AND ALIENS;by Scott M. Rosenberg, Fred Van Lente and others;New this week",THE MAGICIAN KING;by Lev Grossman;7 weeks on the list,SUPER DIAPER BABY 2;written and illustrated by Dav Pilkey;New this week,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;101 weeks on the list,PRESS HERE;by Hervé Tullet;11 weeks on the list,HARRY POTTER;by J.K. Rowling;259 weeks on the list,CAR GUYS VS. BEAN COUNTERS;by Bob Lutz;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,UNBROKEN;by Laura Hillenbrand;
4,WATER FOR ELEPHANTS;by Sara Gruen;23 weeks on the list,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;3 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;75 weeks on the list,,,A CLASH OF KINGS;by George R.R. Martin;,BOSSYPANTS;by Tina Fey;13 weeks on the list,THE GREATER JOURNEY;by David McCullough;6 weeks on the list,OUTLIERS;by Malcolm Gladwell;4 weeks on the list,UNBROKEN;by Laura Hillenbrand;23 weeks on the list,THE DUKAN DIET;by Pierre Dukan;11 weeks on the list,RADICAL;by David Platt;54 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and various;21 weeks on the list,THE COMPLETE PERSEPOLIS;by Marjane Satrapi;5 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 25;by Hiromu Arakawa;4 weeks on the list",THEODORE BOONE: THE ABDUCTION;by John Grisham;4 weeks on the list,MR. POPPER'S PENGUINS;by Richard Atwater and Florence Atwater;5 weeks on the list,SHOULD I SHARE MY ICE CREAM? (AN ELEPHANT AND PIGGIE BOOK);written and illustrated by Mo Willems;3 weeks on the list,FALLEN;by Lauren Kate;3 weeks on the list,GET RICH CLICK!;by Marc Ostrofsky;,"TRIBAL LEADERSHIP;by Dave Logan, John King and Halee Fischer-Wright;",DEMONIC;by Ann Coulter;
5,DEEPER THAN MIDNIGHT;by Lara Adrian;New this week,ONE SUMMER;by David Baldacci;3 weeks on the list,A VISIT FROM THE GOON SQUAD;by Jennifer Egan;15 weeks on the list,,,THE CREED LEGACY;by Linda Lael Miller;,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;3 weeks on the list,MIRACLE OF FREEDOM;by Chris Stewart and Ted Stewart;2 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;226 weeks on the list,LOST IN SHANGRI-LA;by Mitchell Zuckoff;10 weeks on the list,CINCH!;by Cynthia Sass;3 weeks on the list,EAT TO LIVE;by Joel Fuhrman;3 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,THE INFLUENCING MACHINE: BROOKE GLADSTONE ON THE MEDIA;by Brooke Gladstone and Josh Neufeld;4 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;69 weeks on the list,"OURAN HIGH SCHOOL HOST CLUB, VOL. 16;by Bisco Hatori;4 weeks on the list",WHAT HAPPENED TO GOODBYE;by Sarah Dessen;8 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;9 weeks on the list,"NANCY CLANCY, SECRET ADMIRER;by Jane O'Connor. Illustrated by Robin Preiss Glasser;6 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;208 weeks on the list,WE FIRST;by Simon Mainwaring;,TIPPING POINT;by Malcolm Gladwell;,LOST IN SHANGRI-LA;by Mitchell Zuckoff;
6,STATE OF WONDER;by Ann Patchett;4 weeks on the list,THE DEVIL COLONY;by James Rollins;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;108 weeks on the list,,,STATE OF WONDER;by Ann Patchett;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;23 weeks on the list,DEMONIC;by Ann Coulter;4 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;New this week,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;8 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;29 weeks on the list,HUNGRY GIRL 300 UNDER 300;by Lisa Lillien;12 weeks on the list,BOSSYPANTS;by Tina Fey;,"BATMAN & ROBIN, VOL. 3;by Grant Morrison and others;7 weeks on the list",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;64 weeks on the list,"BLEACH, VOL. 35;by Tite Kubo;4 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;4 weeks on the list,ALONG FOR THE RIDE;by Sarah Dessen;13 weeks on the list,LEGO STAR WARS;by Simon Beecroft;79 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;129 weeks on the list,TOUCHPOINTS;by Douglas Conant and Mette Norgaard;,THE BIG SHORT;by Michael Lewis;,THE HEART AND THE FIST;by Eric Greitens;
7,THE CREED LEGACY;by Linda Lael Miller;New this week,SILVER GIRL;by Elin Hilderbrand;2 weeks on the list,ONE DAY;by David Nicholls;18 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,THE GREATER JOURNEY;by David McCullough;6 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;5 weeks on the list,LIFE;by Keith Richards with James Fox;9 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;23 weeks on the list,HOW TO GET OUT OF YOUR OWN WAY;by Tyrese Gibson;3 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;18 weeks on the list,THE GREATER JOURNEY;by David McCullough;,"AMERICAN VAMPIRE, VOL. 2;by Scott Snyder and Rafael Albuquereque;5 weeks on the list","BUFFY THE VAMPIRE SLAYER: SEASON EIGHT, VOL. 8;by Joss Whedon, Georges Jeanty and others;3 weeks on the list","BLUE EXORCIST, VOL. 2;by Kato Kazue;4 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;61 weeks on the list",THE GIRL WHO COULD FLY;by Victoria Forester;3 weeks on the list,SILVERLICIOUS;written and illustrated by Victoria Kann;21 weeks on the list,JUDY MOODY;by Megan McDonald. Illustrated by Peter H. Reynolds;5 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE CHECKLIST MANIFESTO;by Atul Gawande;,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;
8,A GAME OF THRONES;by George R.R. Martin;12 weeks on the list,FOLLY BEACH;by Dorothea Benton Frank;3 weeks on the list,THE ALCHEMIST;by Paulo Coelho;183 weeks on the list,,,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;,LOST IN SHANGRI-LA;by Mitchell Zuckoff;4 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;8 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;171 weeks on the list,THE GREATER JOURNEY;by David McCullough;6 weeks on the list,LOVE WINS;by Rob Bell;16 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;122 weeks on the list,OUTLIERS;by Malcolm Gladwell;,GREEN LANTERN CORPS: REVOLT OF THE ALPHA LANTERNS;by Tony Bedard and others;4 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;85 weeks on the list","BLUE EXORCIST, VOL. 1;by Kazue Kato;11 weeks on the list",THE LOST HERO;by Rick Riordan;38 weeks on the list,THE NINE LIVES OF CHLOE KING;by Liz Braswell;3 weeks on the list,CHARLIE THE RANCH DOG;by Ree Drummond. Illustrated by Diane DeGroat;10 weeks on the list,THE SECRETS OF THE IMMORTAL NICHOLAS FLAMEL;by Michael Scott;14 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AREA 51;by Annie Jacobsen;
9,ONE SUMMER;by David Baldacci;3 weeks on the list,MAINE;by J. Courtney Sullivan;2 weeks on the list,A DOG'S PURPOSE;by W. Bruce Cameron;6 weeks on the list,,,HELL'S CORNER;by David Baldacci;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;8 weeks on the list,LOST IN SHANGRI-LA;by Mitchell Zuckoff;2 weeks on the list,TIPPING POINT;by Malcolm Gladwell;351 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;23 weeks on the list,THE SECRET;by Rhonda Byrne;182 weeks on the list,FORGOTTEN GOD;by Francis Chan with Danae Yankoski;5 weeks on the list,MIRACLE OF FREEDOM;by Chris Stewart and Ted Stewart;,HALO: FALL OF REACH BOOT CAMP;by Brian Reed and Felix Ruiz;2 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;93 weeks on the list,"MAXIMUM RIDE, VOL. 4;by James Patterson and NaRae Lee;10 weeks on the list",UNCOMMON CRIMINALS;by Ally Carter;2 weeks on the list,BEASTLY;by Alex Flinn;20 weeks on the list,WE ARE IN A BOOK!;written and illustrated by Mo Willems;7 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;46 weeks on the list,MONEY CLASS;by Suze Orman;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,ON CHINA;by Henry Kissinger;
10,A CLASH OF KINGS;by George R.R. Martin;4 weeks on the list,CARTE BLANCHE;by Jeffery Deaver;3 weeks on the list,A CLASH OF KINGS;by George R.R. Martin;3 weeks on the list,,,DEEPER THAN MIDNIGHT;by Lara Adrian;,OUTLIERS;by Malcolm Gladwell;4 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;5 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;140 weeks on the list,LIES THAT CHELSEA HANDLER TOLD ME;by Chelsea Handler;8 weeks on the list,PLENTY;by Yotam Ottolenghi;New this week,THE POWER OF NOW;by Eckhart Tolle;102 weeks on the list,DEMONIC;by Ann Coulter;,BLACKEST NIGHT: GREEN LANTERN;by Geoff Johns and Doug Mahnke;16 weeks on the list,GREEN LANTERN: SECRET ORIGIN;by Geoff Johns and Ivan Reis;5 weeks on the list,"BLACK BIRD, VOL. 8;by Kanoko Sakurakoji;7 weeks on the list",DIVERGENT;by Veronica Roth;9 weeks on the list,WHEN YOU REACH ME;by Rebecca Stead;18 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;4 weeks on the list",THE MORTAL INSTRUMENTS;by Cassandra Clare;50 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,LIKEABLE SOCIAL MEDIA;by Dave Kerpen;,SECRET KNOWLEDGE;by David Mamet;
