,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,A TIME FOR MERCY;by John Grisham;2 weeks on the list,A TIME FOR MERCY;by John Grisham;2 weeks on the list,WALK THE WIRE;by David Baldacci;3 weeks on the list,GREENLIGHTS;by Matthew McConaughey;New this week,GREENLIGHTS;by Matthew McConaughey;New this week,WHITE FRAGILITY;by Robin DiAngelo;112 weeks on the list,MODERN COMFORT FOOD;by Ina Garten;3 weeks on the list,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;12 weeks on the list,CREEPY PAIR OF UNDERWEAR;by Aaron Reynolds. Illustrated by Peter Brown;16 weeks on the list,DOG MAN;by Dav Pilkey;165 weeks on the list,THE HATE U GIVE;by Angie Thomas;191 weeks on the list,A TIME FOR MERCY;by John Grisham;,GREENLIGHTS;by Matthew McConaughey;,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;,CLASS ACT;by Jerry Craft;,SPY;by Danielle Steel;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,THE RETURN;by Nicholas Sparks;4 weeks on the list,THE RETURN;by Nicholas Sparks;4 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;New this week,UNTAMED;by Glennon Doyle;33 weeks on the list,UNTAMED;by Glennon Doyle;33 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;14 weeks on the list,DESSERT PERSON;by Claire Saffitz;New this week,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;25 weeks on the list,CREEPY CARROTS!;by Aaron Reynolds. Illustrated by Peter Brown;9 weeks on the list,HARRY POTTER;by J.K. Rowling;605 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;31 weeks on the list,THE SEARCHER;by Tana French;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,NEW KID;by Jerry Craft;,CRISS CROSS;by James Patterson;,A LONG WALK TO WATER;by Linda Sue Park;,THE BOOK THIEF;by Markus Zusak;
3,THE SEARCHER;by Tana French;3 weeks on the list,THE SEARCHER;by Tana French;3 weeks on the list,THE 19TH CHRISTMAS;by James Patterson and Maxine Paetro;2 weeks on the list,CASTE;by Isabel Wilkerson;12 weeks on the list,CASTE;by Isabel Wilkerson;12 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;105 weeks on the list,THIS JUST SPEAKS TO ME;by Hoda Kotb with Jane Lorenzini;2 weeks on the list,WONDER;by R.J. Palacio;271 weeks on the list,COZY;by Jan Brett;New this week,THE TWILIGHT SAGA;by Stephenie Meyer;238 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;20 weeks on the list,THE SENTINEL;by Lee Child and Andrew Child;,CASTE;by Isabel Wilkerson;,DARE TO LEAD;by Brené Brown;,"MY HERO ACADEMIA, VOL. 25;by Kohei Horikoshi;",FINAL OPTION;by Clive Cussler and Boyd Morrison;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,DEAR MARTIN;by Nic Stone;
4,THE EVENING AND THE MORNING;by Ken Follett;6 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;3 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;67 weeks on the list,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;7 weeks on the list,ACCIDENTALLY WES ANDERSON;by Wally Koval;New this week,THE COLOR OF LAW;by Richard Rothstein;26 weeks on the list,BURNOUT;by Emily Nagoski and Amelia Nagoski;New this week,A TALE OF WITCHCRAFT...;by Chris Colfer;4 weeks on the list,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY;by Robb Pearlman. Illustrated by Melanie Demmer;4 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;28 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;25 weeks on the list,THE GUEST LIST;by Lucy Foley;,IS THIS ANYTHING?;by Jerry Seinfeld;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE HORRIFYINGLY HAUNTED HACK-A-WEEN;by Meredith Rusu;,THE GIFT OF LOVE;by Debbie Macomber;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THIS BOOK IS ANTI-RACIST;by Tiffany Jewell. Illustrated by Aurélia Durand;
5,ANXIOUS PEOPLE;by Fredrik Backman;7 weeks on the list,THE EVENING AND THE MORNING;by Ken Follett;6 weeks on the list,LOVECRAFT COUNTRY;by Matt Ruff;9 weeks on the list,ONE VOTE AWAY;by Ted Cruz;4 weeks on the list,ONE VOTE AWAY;by Ted Cruz;4 weeks on the list,JUST MERCY;by Bryan Stevenson;228 weeks on the list,THINK LIKE A MONK;by Jay Shetty;7 weeks on the list,BECOMING MUHAMMAD ALI;by James Patterson and Kwame Alexander;3 weeks on the list,NATALIE PORTMAN'S FABLES;by Natalie Portman. Illustrated by Janna Mattia;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;606 weeks on the list,ALL THIS TIME;by Mikki Daughtry and Rachael Lippincott;4 weeks on the list,THE RETURN;by Nicholas Sparks;,RAGE;by Bob Woodward;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GUTS;by Raina Telgemeier;,THE LAST WIDOW;by Karin Slaughter;,OUT OF MY MIND;by Sharon M. Draper;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
6,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;3 weeks on the list,THE BOOK OF TWO WAYS;by Jodi Picoult;5 weeks on the list,THE INSTITUTE;by Stephen King;8 weeks on the list,ACCIDENTALLY WES ANDERSON;by Wally Koval;New this week,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;7 weeks on the list,WHAT UNITES US;by Dan Rather and Elliot Kirschner;2 weeks on the list,DIDN'T SEE THAT COMING;by Rachel Hollis;4 weeks on the list,REFUGEE;by Alan Gratz;115 weeks on the list,I AM EVERY GOOD THING;by Derrick Barnes. Illustrated by Gordon C. James;4 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;50 weeks on the list,PUNCHING THE AIR;by Ibi Zoboi and Yusef Salaam;7 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;,BORN A CRIME;by Trevor Noah;,MAKE LIFE BEAUTIFUL;by Shea McGee and Syd McGee;,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES;by Ann M. Martin. Illustrated by Katy Farina;,KISS THE GIRLS AND MAKE THEM CRY;by Mary Higgins Clark;,WISH;by Barbara O'Connor;,THEY BOTH DIE AT THE END;by Adam Silvera;
7,MEXICAN GOTHIC;by Silvia Moreno-Garcia;3 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;7 weeks on the list,CIRCE;by Madeline Miller;21 weeks on the list,SHADE;by Pete Souza;10 weeks on the list,IS THIS ANYTHING?;by Jerry Seinfeld;3 weeks on the list,SHADE;by Pete Souza;New this week,FOOD BABE KITCHEN;by Vani Hari;New this week,GLORY;by Kahran and Regis Bethencourt;New this week,I PROMISE;by LeBron James. Illustrated by Nina Mata;11 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;46 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;143 weeks on the list,HEAVEN'S RIVER;by Dennis E. Taylor;,THE MEANING OF MARIAH CAREY;by Mariah Carey with Michaela Angela Davis;,DOESN'T HURT TO ASK;by Trey Gowdy;,MARCH TRILOGY;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,TWISTED TWENTY-SIX;by Janet Evanovich;,MILK BAR: KIDS ONLY;by Christina Tosi;,LONG WAY DOWN;by Jason Reynolds;
8,TROUBLES IN PARADISE;by Elin Hilderbrand;3 weeks on the list,THE VANISHING HALF;by Brit Bennett;21 weeks on the list,THE OVERSTORY;by Richard Powers;66 weeks on the list,IS THIS ANYTHING?;by Jerry Seinfeld;3 weeks on the list,RAGE;by Bob Woodward;6 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;43 weeks on the list,THE HAPPY IN A HURRY COOKBOOK;by Steve and Kathy Doocy;4 weeks on the list,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;27 weeks on the list,THE SPIDER WHO SAVED CHRISTMAS;by Raymond Arroyo. Illustrated by Randy Gallegos;New this week,THE HUNGER GAMES;by Suzanne Collins;253 weeks on the list,THE BLACK KIDS;by Christina Hammonds Reed;3 weeks on the list,TROUBLES IN PARADISE;by Elin Hilderbrand;,BECOMING;by Michelle Obama;,GRIT;by Angela Duckworth;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE FAMILY LAWYER;by James Patterson;,FISH IN A TREE;by Lynda Mullaly Hunt;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,THE BOOK OF TWO WAYS;by Jodi Picoult;5 weeks on the list,LEAVE THE WORLD BEHIND;by Rumaan Alam;3 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;77 weeks on the list,RAGE;by Bob Woodward;6 weeks on the list,BLACKOUT;by Candace Owens;6 weeks on the list,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;23 weeks on the list,THE WORLD OF CRITICAL ROLE: THE HISTORY BEHIND THE EPIC FANTASY;by Liz Marsham and the cast of Critical Role;New this week,LOOK BOTH WAYS;by Jason Reynolds;18 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;253 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;552 weeks on the list,THE LOST BOOK OF THE WHITE;by Cassandra Clare and Wesley Chu;7 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BLACKOUT;by Candace Owens;,OUTLIERS;by Malcolm Gladwell;,"MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",WHISPERING ROCK;by Robyn Carr;,RESTART;by Gordon Korman;,ALL AMERICAN BOYS;by Jason Reynolds and Brendan Kiely;
10,THE VANISHING HALF;by Brit Bennett;21 weeks on the list,TROUBLES IN PARADISE;by Elin Hilderbrand;3 weeks on the list,THIS TENDER LAND;by William Kent Krueger;17 weeks on the list,BATTLE OF BROTHERS;by Robert Lacey;New this week,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;34 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;28 weeks on the list,THE WIM HOF METHOD;by Wim Hof;New this week,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;80 weeks on the list,THE LITTLE GHOST WHO LOST HER BOO!;by Elaine Bickell. Illustrated by Raymond McGrath;New this week,THE BAD GUYS;by Aaron Blabey;100 weeks on the list,DEAR JUSTYCE;by Nic Stone;4 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;,THE IMMORTALITY KEY;by Brian C. Muraresku;,HOW I BUILT THIS;by Guy Raz;,"AVATAR, THE LAST AIRBENDER: THE SEARCH OMNIBUS;by Gene Luen Yang. Illustrated by Gurihiru;",IMMORTAL ANGEL;by Lynsay Sands;,HARBOR ME;by Jacqueline Woodson;,AN EMBER IN THE ASHES;by Sabaa Tahir;
11,LEAVE THE WORLD BEHIND;by Rumaan Alam;3 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;112 weeks on the list,MIDWINTER MURDER;by Agatha Christie;New this week,BLACKOUT;by Candace Owens;6 weeks on the list,DO YOU FEEL LIKE I DO?;by Peter Frampton with Alan Light;New this week,THE NEW JIM CROW;by Michelle Alexander;209 weeks on the list,,,,,,THE EVENING AND THE MORNING;by Ken Follett;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,,THROUGH THE MOON;by Peter Wartman. Illustrated by Xanthe Bouma;,CHRISTMAS KISSES WITH MY COWBOY;by Diana Palmer;,,
12,THE LAST DRUID;by Terry Brooks;New this week,THE MIDNIGHT LIBRARY;by Matt Haig;2 weeks on the list,THE CHAIN;by Adrian McKinty;3 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;25 weeks on the list,A REPUBLIC UNDER ASSAULT;by Tom Fitton;New this week,BORN A CRIME;by Trevor Noah;89 weeks on the list,,,,,,DUNE;by Frank Herbert;,TALKING TO STRANGERS;by Malcolm Gladwell;,,DRAMA;by Raina Telgemeier;,LETHAL GAME;by Christine Feehan;,,
13,WHERE THE CRAWDADS SING;by Delia Owens;110 weeks on the list,THE GUEST LIST;by Lucy Foley;20 weeks on the list,CILKA'S JOURNEY;by Heather Morris;7 weeks on the list,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;3 weeks on the list,TRUMPTY DUMPTY WANTED A CROWN;by John Lithgow;3 weeks on the list,SAPIENS;by Yuval Noah Harari;116 weeks on the list,,,,,,BATTLE GROUND;by Jim Butcher;,BREATH;by James Nestor;,,INVESTIGATORS: TAKE THE PLUNGE;by John Patrick Green;,ONE GOOD DEED;by David Baldacci;,,
14,THE GUEST LIST;by Lucy Foley;19 weeks on the list,THE SILENCE;by Don DeLillo;New this week,THE HANDMAID'S TALE;by Margaret Atwood;135 weeks on the list,A REPUBLIC UNDER ASSAULT;by Tom Fitton;New this week,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;3 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;55 weeks on the list,,,,,,LEAVE THE WORLD BEHIND;by Rumaan Alam;,DISLOYAL;by Michael Cohen;,,SMILE;by Raina Telgemeier;,TOM CLANCY: CODE OF HONOR;by Marc Cameron;,,
15,THE MIDNIGHT LIBRARY;by Matt Haig;2 weeks on the list,THE LAST DRUID;by Terry Brooks;New this week,THE BOOK WOMAN OF TROUBLESOME CREEK;by Kim Michele Richardson;15 weeks on the list,DO YOU FEEL LIKE I DO?;by Peter Frampton with Alan Light;New this week,BATTLE OF BROTHERS;by Robert Lacey;New this week,STAMPED FROM THE BEGINNING;by Ibram X. Kendi;23 weeks on the list,,,,,,INVISIBLE GIRL;by Lisa Jewell;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1;by Koyoharu Gotouge;",A KNIFE IN THE HEART;by William W. Johnstone and J.A. Johnstone;,,
