,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE SCARECROW;by Michael Connelly;New this week,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;4 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;10 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;122 weeks on the list,WHO'S GOT YOUR BACK;by Keith Ferrazzi;New this week,COOK YOURSELF THIN;by the staff of Lifetime Television;4 weeks on the list,DARK TOWER: TREACHERY;by Peter David and Robin Furth;6 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;14 weeks on the list,NEGIMA! 22;by Ken Akamatsu;New this week,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;35 weeks on the list,LOCK AND KEY;by Sarah Dessen;3 weeks on the list,GOLDILICIOUS;written and illustrated by Victoria Kann;New this week,THE TWILIGHT SAGA;by Stephenie Meyer;95 weeks on the list
2,GONE TOMORROW;by Lee Child;2 weeks on the list,THE SHACK;by William P. Young;54 weeks on the list,,OUTLIERS;by Malcolm Gladwell;28 weeks on the list,IN DEFENSE OF FOOD;by Michael Pollan;5 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;18 weeks on the list",NATURALLY THIN;by Bethenny Frankel with Eve Adamson;12 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;12 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 4;by Joss Whedon, Jeph Loeb and Karl Moline;3 weeks on the list",FULLMETAL ALCHEMIST 18;by Hiromu Arakawa;2 weeks on the list,TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;11 weeks on the list,THE BOOK THIEF;by Markus Zusak;90 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;19 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;99 weeks on the list
3,WICKED PREY;by John Sandford;3 weeks on the list,VISION IN WHITE;by Nora Roberts;5 weeks on the list,,HORSE SOLDIERS;by Doug Stanton;3 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;87 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;8 weeks on the list,SUZE ORMAN’S 2009 ACTION PLAN;by Suze Orman;16 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;14 weeks on the list,"COUNTDOWN;by Robert Orci, Alex Kurtzman, Tim Jones and Mike Johnson;7 weeks on the list","NARUTO, VOL. 44;by Masashi Kishimoto;9 weeks on the list",MILES TO GO;by Miley Cyrus;13 weeks on the list,EVERMORE;by Alyson Noël;17 weeks on the list,CRAZY HAIR;written by Neil Gaiman. Illustrated by Dave McKean;New this week,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;40 weeks on the list
4,SHANGHAI GIRLS;by Lisa See;New this week,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;9 weeks on the list,,RESILIENCE;by Elizabeth Edwards;4 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;123 weeks on the list",THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;60 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;36 weeks on the list,"ANITA BLAKE - THE LAUGHING CORPSE BK 1 (ANIMATOR);by Laurell K. Hamilton, Ron Lim, Jess Ruffner-Booth and Ronald Lim;New this week",V FOR VENDETTA;by Alan Moore and David Lloyd;10 weeks on the list,"NARUTO, VOL. 43;by Masashi Kishimoto;11 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;32 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;41 weeks on the list,EXPLORER EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;20 weeks on the list
5,THE 8TH CONFESSION;by James Patterson and Maxine Paetro;5 weeks on the list,MY SISTER’S KEEPER;by Jodi Picoult;36 weeks on the list,,THE GIRLS FROM AMES;by Jeffrey Zaslow;6 weeks on the list,MY STROKE OF INSIGHT;by Jill Bolte Taylor;New this week,EXCUSES BEGONE!;by Wayne W. Dyer;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;413 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;12 weeks on the list,Wolverine: Origin;by Paul Jenkins and Andy Kubert;11 weeks on the list,TSUBASA 21 (RESERVOIR CHRONICLE);by  Clamp;New this week,"ONCE DEAD, TWICE SHY;by Kim Harrison;New this week",THE BOY IN THE STRIPED PAJAMAS;by John Boyne;30 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;81 weeks on the list,THE SECRETS OF THE IMMORTAL NICHOLAS FLAMEL;by Michael Scott;New this week
6,DEAD AND GONE;by Charlaine Harris;4 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;6 weeks on the list,,MY REMARKABLE JOURNEY;by Larry King with Cal Fussman;2 weeks on the list,BLINK;by Malcolm Gladwell;85 weeks on the list,THE G-FREE DIET;by Elisabeth Hasselbeck;4 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;7 weeks on the list,MARVEL ZOMBIES;by Fred Van Lente and Kev Walker;6 weeks on the list,"THE Y (LAST MAN - UNMANNED) V. 1;by Brian K. Vaughan, Pia Guerra and Jose Marzan;5 weeks on the list","NARUTO, VOL. 42;by Masashi Kishimoto;10 weeks on the list",WINGS;by Aprilynne Pike;4 weeks on the list,UP;by Jasmine Jones;2 weeks on the list,FRECKLEFACE STRAWBERRY AND THE DODGEBALL BULLY;by Julianne Moore and LeUyen Pham;4 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;10 weeks on the list
7,CEMETERY DANCE;by Douglas Preston and Lincoln Child;3 weeks on the list,ANGELS AND DEMONS;by Dan Brown;8 weeks on the list,,ALWAYS LOOKING UP;by Michael J. Fox;9 weeks on the list,AMERICAN LION;by Jon Meacham;4 weeks on the list,THE SECRET;by Rhonda Byrne;125 weeks on the list,SKINNY BITCH;by Kim Barnouin;99 weeks on the list,CIVIL WAR;by Mark Millar and Steve McNiven;6 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;11 weeks on the list,"Naruto, Vol. 40;by Masashi Kishimoto;14 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;38 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;19 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;7 weeks on the list,PENDRAGON;by D. J. MacHale;74 weeks on the list
8,FIRST FAMILY;by David Baldacci;6 weeks on the list,TESTIMONY;by Anita Shreve;4 weeks on the list,,LOSING MUM AND PUP;by Christopher Buckley;5 weeks on the list,TIPPING POINT;by Malcolm Gladwell;243 weeks on the list,THANK GOD IT'S MONDAY!;by Roxanne Emmerich;2 weeks on the list,HEALING THE ADDICTED BRAIN;by Harold C. Urschel III;2 weeks on the list,"Y THE LAST MAN DELUXE EDITION BOOK TWO;by Pia Guerra, Goran Parlov and Brian K. Vaughan;3 weeks on the list","THE SANDMAN: PRELUDES AND NOCTURNES;by Neil Gaiman, Sam Kieth, Mike Dringenberg and Malcolm Jones III;3 weeks on the list","Naruto, Vol. 41;by Masashi Kishimoto;13 weeks on the list",BLOODHOUND;by Tamora Pierce;7 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;10 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;33 weeks on the list,NIGHT WORLD;by L. J. Smith;25 weeks on the list
9,THE HOST;by Stephenie Meyer;55 weeks on the list,UNACCUSTOMED EARTH;by Jhumpa Lahiri;8 weeks on the list,,HOW THE MIGHTY FALL;by Jim Collins;2 weeks on the list,THE MIDDLE PLACE;by Kelly Corrigan;23 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;12 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;96 weeks on the list,"HULK V. 2 - RED AND GREEN;by Jeph Loeb, Arthur Adams and Frank Cho;3 weeks on the list",BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;2 weeks on the list,"FRUIT BASKETS, Vol. 22;by Natsuki Takaya;11 weeks on the list",THE AWAKENING;by Kelley Armstrong;5 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY AND THE PERILOUS JOURNEY;by Trenton Lee Stewart. Illustrated by Diana Sudyka;5 weeks on the list,LLAMA LLAMA MISSES MAMA;written and illustrated by Anna Dewdney;5 weeks on the list,VAMPIRE KISSES;by Ellen Schreiber;3 weeks on the list
10,PYGMY;by Chuck Palahniuk;4 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;16 weeks on the list,,THE END OF OVEREATING;by David A. Kessler;5 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;30 weeks on the list,THE NOTICER;by Andy Andrews;3 weeks on the list,HOW NOT TO LOOK OLD;by Charla Krupp;New this week,"UNCANNY X-MEN (MANIFEST DESTINY);by Mike Carey, Michael Ryan, Ed Brubaker, C. B. Cebulski and Andrea Coelho;2 weeks on the list","FABLES, VOL. 1;by Bill Willingham and Lan Medina;5 weeks on the list","Naruto, Vol. 38;by Masashi Kishimoto;8 weeks on the list",AIRHEAD: BEING NIKKI;by Meg Cabot;4 weeks on the list,GLASS;by Ellen Hopkins;8 weeks on the list,DUCK! RABBIT!;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;4 weeks on the list,MAXIMUM RIDE;by James Patterson;56 weeks on the list
