,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,11/22/63;by Stephen King;New this week,11/22/63;by Stephen King;New this week,THE NEXT ALWAYS;by Nora Roberts;2 weeks on the list,,,11/22/63;by Stephen King;,STEVE JOBS;by Walter Isaacson;3 weeks on the list,STEVE JOBS;by Walter Isaacson;3 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;52 weeks on the list,STEVE JOBS;by Walter Isaacson;3 weeks on the list,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;9 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;224 weeks on the list,STEVE JOBS;by Walter Isaacson;,BATMAN: NOEL;by Lee Bermejo;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;23 weeks on the list","POKEMON BLACK AND WHITE, VOL. 4;by Hidenori Kusaka;New this week",THE SON OF NEPTUNE;by Rick Riordan;6 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;22 weeks on the list,IF YOU GIVE A DOG A DONUT;by Laura Numeroff. Illustrated by Felicia Bond;6 weeks on the list,INHERITANCE;by Christopher Paolini;22 weeks on the list,STEVE JOBS;by Walter Isaacson;,MONEYBALL;by Michael Lewis;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
2,THE LITIGATORS;by John Grisham;3 weeks on the list,THE LITIGATORS;by John Grisham;3 weeks on the list,THE HELP;by Kathryn Stockett;32 weeks on the list,,,THE LITIGATORS;by John Grisham;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;7 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;7 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;36 weeks on the list,SEAL TARGET GERONIMO;by Chuck Pfarrer;New this week,NEARING HOME;by Billy Graham;4 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;537 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"ABSOLUTE SANDMAN, VOL. 5;by Neil Gaiman and others;New this week",ALAN MOORE'S NEONOMICON;by Alan Moore and Jacen Burrows;New this week,"CODENAME: SAILOR V, Vol. 1;by Naoko Takeuchi;6 weeks on the list",EVERY THING ON IT;by Shel Silverstein;8 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;13 weeks on the list",HOME FOR CHRISTMAS;by Jan Brett;2 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;64 weeks on the list,BOOMERANG;by Michael Lewis;,OUTLIERS;by Malcolm Gladwell;,BOOMERANG;by Michael Lewis;
3,THE NEXT ALWAYS;by Nora Roberts;2 weeks on the list,ZERO DAY;by David Baldacci;2 weeks on the list,SING YOU HOME;by Jodi Picoult;4 weeks on the list,,,THE NEXT ALWAYS;by Nora Roberts;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;42 weeks on the list,BACK TO WORK;by Bill Clinton;New this week,OUTLIERS;by Malcolm Gladwell;23 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;42 weeks on the list,SPONTANEOUS HAPPINESS;by Andrew Weil;New this week,THE HAPPINESS PROJECT;by Gretchen Rubin;36 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;5 weeks on the list","THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;14 weeks on the list","SAILOR MOON, VOL. 1;by Naoko Takeuchi;7 weeks on the list",CROSSED;by Ally Condie;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;218 weeks on the list,HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;3 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;134 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,THE BIG SHORT;by Michael Lewis;,UNBROKEN;by Laura Hillenbrand;
4,ZERO DAY;by David Baldacci;2 weeks on the list,THE BEST OF ME;by Nicholas Sparks;5 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;125 weeks on the list,,,ZERO DAY;by David Baldacci;,BACK TO WORK;by Bill Clinton;New this week,JACK KENNEDY;by Chris Matthews;2 weeks on the list,MONEYBALL;by Michael Lewis;29 weeks on the list,BACK TO WORK;by Bill Clinton;New this week,PAULA DEEN’S SOUTHERN COOKING BIBLE;by Paula Deen with Melissa Clark;5 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;56 weeks on the list,BACK TO WORK;by Bill Clinton;,JOE THE BARBARIAN: DELUXE EDITION;by Grant Morrison and Sean Murphy;New this week,"AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;10 weeks on the list","BLACK BUTLER, VOL. 7;by Yana Toboso;3 weeks on the list",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;120 weeks on the list,LLAMA LLAMA HOLIDAY DRAMA;by Anna Dewdney;14 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;148 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;
5,THE BEST OF ME;by Nicholas Sparks;5 weeks on the list,THE CHRISTMAS WEDDING;by James Patterson and Richard DiLallo;4 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;141 weeks on the list,,,THE BEST OF ME;by Nicholas Sparks;,SEAL TARGET GERONIMO;by Chuck Pfarrer;New this week,NO HIGHER HONOR;by Condoleezza Rice;2 weeks on the list,____ FINISH FIRST;by Tucker Max;4 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;7 weeks on the list,BAKING WITH THE CAKE BOSS;by Buddy Valastro;2 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;13 weeks on the list,JACK KENNEDY;by Chris Matthews;,THE SIMON AND KIRBY LIBRARY: CRIME;by Joe Simon and Jack Kirby;New this week,THE ODYSSEY;by Gareth Hinds;3 weeks on the list,"RIN-NE, VOL. 7;by Rumiko Takahashi;New this week",THE LOST HERO;by Rick Riordan;54 weeks on the list,MATCHED;by Ally Condie;8 weeks on the list,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;7 weeks on the list,DORK DIARIES;by Rachel Renée Russell;22 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,"I, STEVE;edited by George Beahm;",THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;
6,THE HELP;by Kathryn Stockett;39 weeks on the list,1Q84;by Haruki Murakami;3 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;145 weeks on the list,,,THE HELP;by Kathryn Stockett;,JACK KENNEDY;by Chris Matthews;2 weeks on the list,UNBROKEN;by Laura Hillenbrand;52 weeks on the list,CLEOPATRA;by Stacy Schiff;10 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;2 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;23 weeks on the list,EAT TO LIVE;by Joel Fuhrman;21 weeks on the list,NO HIGHER HONOR;by Condoleezza Rice;,ALAN MOORE'S NEONOMICON;by Alan Moore and Jacen Burrows;New this week,V FOR VENDETTA;by Alan Moore and David Lloyd;67 weeks on the list,"PRINCESS KNIGHT, VOL. 1;by Osamu Tezuka;New this week",THE OUTCASTS;by John Flanagan;2 weeks on the list,WAR HORSE;by Michael Morpurgo;New this week,MOO;by Matthew Van Fleet. Photographs by Brian Stanton;10 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;194 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",DRIVE;by Daniel H. Pink;,THIS IS HERMAN CAIN!;by Herman Cain;
7,UNFINISHED BUSINESS;by Nora Roberts;2 weeks on the list,THE ALLOY OF LAW;by Brandon Sanderson;New this week,THE TIGER'S WIFE;by Téa Obreht;2 weeks on the list,,,THE CHRISTMAS WEDDING;by James Patterson and Richard DiLallo;,UNBROKEN;by Laura Hillenbrand;42 weeks on the list,SEAL TARGET GERONIMO;by Chuck Pfarrer;New this week,THE GLASS CASTLE;by Jeannette Walls;245 weeks on the list,UNBROKEN;by Laura Hillenbrand;42 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;5 weeks on the list,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;9 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"THE WALKING DEAD, BOOK 7;by Robert Kirkman and Charlie Adlard;4 weeks on the list",THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;29 weeks on the list,"BLACK BIRD, VOL. 11;by Kanoko Sakurakoji;2 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;23 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;12 weeks on the list,THE CROWN ON YOUR HEAD;by Nancy Tillman;2 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;226 weeks on the list,ULTIMATE QUESTION 2. 0;by Fred Reichheld with Rob Markey;,TIPPING POINT;by Malcolm Gladwell;,DESTINY OF THE REPUBLIC;by Candice Millard;
8,THE CHRISTMAS WEDDING;by James Patterson and Richard DiLallo;4 weeks on the list,HOTEL VENDOME;by Danielle Steel;2 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;94 weeks on the list,,,1Q84;by Haruki Murakami;,NO HIGHER HONOR;by Condoleezza Rice;2 weeks on the list,BLUE NIGHTS;by Joan Didion;2 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;19 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;New this week,EVERY DAY A FRIDAY;by Joel Osteen;9 weeks on the list,RADICAL;by David Platt;70 weeks on the list,SEAL TARGET GERONIMO;by Chuck Pfarrer;,HARK! A VAGRANT;by Kate Beaton;7 weeks on the list,"THE UNWRITTEN, VOL. 4;by Mike Carey and Peter Gross;3 weeks on the list","SOUL EATER, VOL. 7;by Atsushi Ohkubo;3 weeks on the list",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;7 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;6 weeks on the list,THE ARTIST WHO PAINTED A BLUE HORSE;by Eric Carle;6 weeks on the list,HARRY POTTER;by J.K. Rowling;275 weeks on the list,PRICE OF CIVILIZATION;by Jeffrey D. Sachs;,PROSPER;by Ethan Willis and Randy Garn;,IN THE GARDEN OF BEASTS;by Erik Larson;
9,THE ALLOY OF LAW;by Brandon Sanderson;New this week,THE SNOW ANGEL;by Glenn Beck;3 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;127 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;2 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;New this week,"I, STEVE;edited by George Beahm;3 weeks on the list",BOOMERANG;by Michael Lewis;6 weeks on the list,THE 17 DAY DIET;by Mike Moreno;35 weeks on the list,AWKWARD FAMILY PET PHOTOS;by Mike Bender and Doug Chernack;2 weeks on the list,BLUE NIGHTS;by Joan Didion;,FLASHPOINT;by Geoff Johns and Andy Kubert;2 weeks on the list,BATMAN: HUSH;by Jeph Loeb and Jim Lee;17 weeks on the list,"DOGS, VOL. 6;by Shirow Miwa;New this week",DARTH PAPER STRIKES BACK: AN ORIGAMI YODA BOOK;by Tom Angleberger;12 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;23 weeks on the list,A BAD KITTY CHRISTMAS;by Nick Bruel;New this week,THE MAZE RUNNER;by James Dashner;5 weeks on the list,LEAN STARTUP;by Eric Ries;,THE CHECKLIST MANIFESTO;by Atul Gawande;,CONFIDENCE MEN;by Ron Suskind;
10,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;13 weeks on the list,THE PRAGUE CEMETERY;by Umberto Eco;New this week,ROOM;by Emma Donoghue;28 weeks on the list,,,THE ALLOY OF LAW;by Brandon Sanderson;,CATHERINE THE GREAT;by Robert K. Massie;New this week,BOOMERANG;by Michael Lewis;6 weeks on the list,DRIVE;by Daniel H. Pink;22 weeks on the list,"GOD, IF YOU'RE NOT UP THERE, I'M ____;by Darrell Hammond;New this week",HARRY POTTER PAGE TO SCREEN-THE COMPLETE FILMMAKING JOURNEY;by Bob McCabe;2 weeks on the list,F IN EXAMS;by Richard Benson;New this week,CATHERINE THE GREAT;by Robert K. Massie;,HABIBI;by Craig Thompson;8 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;95 weeks on the list","D. GRAY-MAN, VOL. 21;by Katsura Hoshino;2 weeks on the list",WONDERSTRUCK;by Brian Selznick;9 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;27 weeks on the list,LLAMA LLAMA HOME WITH MAMA;by Anna Dewdney;12 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;72 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,QUEST;by Daniel Yergin;
