,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE DISAPPEARED;by C.J. Box;New this week,THE DISAPPEARED;by C.J. Box;New this week,READY PLAYER ONE;by Ernest Cline;52 weeks on the list,THIS IS ME;by Chrissy Metz;New this week,RUSSIAN ROULETTE;by Michael Isikoff and David Corn;3 weeks on the list,A BRIEF HISTORY OF TIME;by Stephen Hawking;16 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;68 weeks on the list,WONDER;by R.J. Palacio;138 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;10 weeks on the list,DOG MAN;by Dav Pilkey;31 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;4 weeks on the list,READY PLAYER ONE;by Ernest Cline;,HIDDEN FIGURES;by Margot Lee Shetterly;,SKIN IN THE GAME;by Nassim Nicholas Taleb;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
2,RED ALERT;by James Patterson and Marshall Karp;New this week,RED ALERT;by James Patterson and Marshall Karp;New this week,MILK AND HONEY;by Rupi Kaur;103 weeks on the list,A BRIEF HISTORY OF TIME;by Stephen Hawking;6 weeks on the list,THIS IS ME;by Chrissy Metz;New this week,ON TYRANNY;by Timothy Snyder;47 weeks on the list,YOU ARE A BADASS;by Jen Sincero;116 weeks on the list,ARU SHAH AND THE END OF TIME;by Roshani Chokshi;New this week,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;472 weeks on the list,THE HATE U GIVE;by Angie Thomas;57 weeks on the list,THE GREAT ALONE;by Kristin Hannah;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,PRINCIPLES;by Ray Dalio;,ENLIGHTENMENT NOW;by Steven Pinker;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
3,READY PLAYER ONE;by Ernest Cline;19 weeks on the list,ACCIDENTAL HEROES;by Danielle Steel;2 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;26 weeks on the list,RUSSIAN ROULETTE;by Michael Isikoff and David Corn;3 weeks on the list,SECRET EMPIRES;by Peter Schweizer;2 weeks on the list,HORSE SOLDIERS;by Doug Stanton;16 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;5 weeks on the list,THE WILD ROBOT ESCAPES;by Peter Brown;3 weeks on the list,MARLON BUNDO'S A DAY IN THE LIFE OF THE VICE PRESIDENT;by Charlotte Pence. Illustrated by Karen Pence;2 weeks on the list,HARRY POTTER;by J.K. Rowling;471 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;25 weeks on the list,SILENT CHILD;by Sarah A. Denzil;,ALONE;by Michael Korda;,THE CEO NEXT DOOR;by Elena L. Botelho and Kim R. Powell with Tahl Raz;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,SHAKEN;by Tim Tebow;
4,CAMINO ISLAND;by John Grisham;17 weeks on the list,THE GREAT ALONE;by Kristin Hannah;8 weeks on the list,THE LYING GAME;by Ruth Ware;4 weeks on the list,DEAR MADAM PRESIDENT;by Jennifer Palmieri;New this week,DEAR MADAM PRESIDENT;by Jennifer Palmieri;New this week,BEING MORTAL;by Atul Gawande;30 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;236 weeks on the list,AUGGIE & ME;by R.J. Palacio;70 weeks on the list,I'VE LOVED YOU SINCE FOREVER;by Hoda Kotb. Illustrated by Suzie Mason;4 weeks on the list,THE BAD GUYS;by Aaron Blabey;10 weeks on the list,THE HAZEL WOOD;by Melissa Albert;9 weeks on the list,PARADOX BOUND;by Peter Clines;,BORN A CRIME;by Trevor Noah;,CRUSHING IT!;by Gary Vaynerchuk;,LEONARDO DA VINCI;by Walter Isaacson;,TB12 METHOD;by Tom Brady;
5,THE GREAT ALONE;by Kristin Hannah;8 weeks on the list,TO DIE BUT ONCE;by Jacqueline Winspear;New this week,END GAME;by David Baldacci;2 weeks on the list,TIGER WOODS;by Jeff Benedict and Armen Keteyian;New this week,TIGER WOODS;by Jeff Benedict and Armen Keteyian;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;165 weeks on the list",AM I THERE YET?;by Mari Andrew;New this week,THE WILD ROBOT;by Peter Brown;20 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;214 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;112 weeks on the list,NOT IF I SAVE YOU FIRST;by Ally Carter;New this week,RED SPARROW;by Jason Matthews;,THE LAST BLACK UNICORN;by Tiffany Haddish;,DEAR MADAM PRESIDENT;by Jennifer Palmieri;,SAPIENS;by Yuval Noah Harari;,FINDING GOBI;by Dion Leonard with with Craig Borlase;
6,ACCIDENTAL HEROES;by Danielle Steel;2 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;28 weeks on the list,SMALL GREAT THINGS;by Jodi Picoult;6 weeks on the list,SECRET EMPIRES;by Peter Schweizer;2 weeks on the list,EDUCATED;by Tara Westover;6 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;99 weeks on the list,FOOD;by Mark Hyman;5 weeks on the list,"HELLO, UNIVERSE;by Erin Entrada Kelly;7 weeks on the list",SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;43 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;136 weeks on the list,I HAVE LOST MY WAY;by Gayle Forman;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;,THE POWER OF HABIT;by Charles Duhigg;,DON'T BULLSH*T YOURSELF!;by Jon Taffer;,BEING MORTAL;by Atul Gawande;,FIERCE;by Aly Raisman;
7,TO DIE BUT ONCE;by Jacqueline Winspear;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;13 weeks on the list,CAMINO ISLAND;by John Grisham;4 weeks on the list,EDUCATED;by Tara Westover;6 weeks on the list,FAITH;by Jimmy Carter;New this week,JUST MERCY;by Bryan Stevenson;97 weeks on the list,INVESTED;by Danielle Town with Phil Town;New this week,LITTLE LEADERS;by Vashti Harrison;16 weeks on the list,SHE PERSISTED AROUND THE WORLD;by Chelsea Clinton. Illustrated by Alexandra Boiger;4 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;45 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;40 weeks on the list,AGENT IN PLACE;by Mark Greaney;,GRIT;by Angela Duckworth;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE FUTURE OF HUMANITY;by Michio Kaku;,FROM THE OUTSIDE;by Ray Allen with Michael Arkush;
8,TWICE BITTEN;by Lynsay Sands;New this week,BEFORE WE WERE YOURS;by Lisa Wingate;28 weeks on the list,CALL ME BY YOUR NAME;by André Aciman;13 weeks on the list,ON TYRANNY;by Timothy Snyder;15 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;48 weeks on the list,EVICTED;by Matthew Desmond;29 weeks on the list,"THE ROCK, THE ROAD, AND THE RABBI;by Kathie Lee Gifford with Rabbi Jason Sobel;4 weeks on the list",THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;45 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;127 weeks on the list,DORK DIARIES;by Rachel Renée Russell;245 weeks on the list,THUNDERHEAD;by Neal Shusterman;12 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,EDUCATED;by Tara Westover;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THINKING, FAST AND SLOW;by Daniel Kahneman;",BARBARIAN DAYS;by William Finnegan;
9,LITTLE FIRES EVERYWHERE;by Celeste Ng;23 weeks on the list,THE PUNISHMENT SHE DESERVES;by Elizabeth George;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;58 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;5 weeks on the list,FIRE AND FURY;by Michael Wolff;13 weeks on the list,QUIET;by Susan Cain;154 weeks on the list,GIADA'S ITALY;by Giada De Laurentiis;New this week,REFUGEE;by Alan Gratz;7 weeks on the list,ISLANDBORN;by Junot Díaz. Illustrated by Leo Espinosa;3 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;51 weeks on the list,BATMAN: NIGHTWALKER;by Marie Lu;13 weeks on the list,LOOK FOR ME;by Lisa Gardner;,ALEXANDER HAMILTON;by Ron Chernow;,THE POWER OF HABIT;by Charles Duhigg;,THE POWER OF HABIT;by Charles Duhigg;,BECOMING KAREEM;by Kareem Abdul-Jabbar and Raymond Obstfeld;
10,BEFORE WE WERE YOURS;by Lisa Wingate;27 weeks on the list,THE ESCAPE ARTIST;by Brad Meltzer;4 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;43 weeks on the list,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;6 weeks on the list,EVERYTHING HAPPENS FOR A REASON;by Kate Bowler;5 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;110 weeks on the list,THE CEO NEXT DOOR;by Elena L. Botelho and Kim R. Powell with Tahl Raz;2 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;35 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;140 weeks on the list,WHAT WAS . . . ?;by various authors;11 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;72 weeks on the list,THE FINAL EMPIRE;by Brandon Sanderson;,HORSE SOLDIERS;by Doug Stanton;,WHEN;by Daniel H. Pink;,WHEN;by Daniel H. Pink;,I GOT THIS;by Laurie Hernandez;
11,THE WOMAN IN THE WINDOW;by A.J. Finn;13 weeks on the list,THE RISING SEA;by Clive Cussler and Graham Brown;3 weeks on the list,MAGPIE MURDERS;by Anthony Horowitz;New this week,EVERYTHING HAPPENS FOR A REASON;by Kate Bowler;5 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;5 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;418 weeks on the list,,,,,,THE SECRETS SHE KEEPS;by Michael Robotham;,OUTLIERS;by Malcolm Gladwell;,,,
12,THE ESCAPE ARTIST;by Brad Meltzer;4 weeks on the list,AN AMERICAN MARRIAGE;by Tayari Jones;8 weeks on the list,WE WERE THE LUCKY ONES;by Georgia Hunter;13 weeks on the list,FAITH;by Jimmy Carter;New this week,OBAMA;by Pete Souza;16 weeks on the list,OUTLIERS;by Malcolm Gladwell;247 weeks on the list,,,,,,THE ROOSTER BAR;by John Grisham;,GRANT;by Ron Chernow;,,,
13,AN AMERICAN MARRIAGE;by Tayari Jones;8 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;56 weeks on the list,PACHINKO;by Min Jin Lee;11 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;47 weeks on the list,ENLIGHTENMENT NOW;by Steven Pinker;7 weeks on the list,THE SILK ROADS;by Peter Frankopan;7 weeks on the list,,,,,,THE WIFE;by Alafair Burke;,WHEN;by Daniel H. Pink;,,,
14,SAVAGE PRINCE;by Meghan March;New this week,ALTERNATE SIDE;by Anna Quindlen;2 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;55 weeks on the list,FIRE AND FURY;by Michael Wolff;13 weeks on the list,THE LAST BLACK UNICORN;by Tiffany Haddish;16 weeks on the list,THE RADIUM GIRLS;by Kate Moore;4 weeks on the list,,,,,,THE GRAY MAN;by Mark Greaney;,HOMO DEUS;by Yuval Noah Harari;,,,
15,RED SPARROW;by Jason Matthews;6 weeks on the list,THE BISHOP'S PAWN;by Steve Berry;2 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;42 weeks on the list,KILLING THE DEEP STATE;by Jerome R. Corsi;New this week,PRETTY MESS;by Erika Jayne;New this week,DODGE CITY;by Tom Clavin;4 weeks on the list,,,,,,ORIGIN;by Dan Brown;,SKIN IN THE GAME;by Nassim Nicholas Taleb;,,,
