,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,A MINUTE TO MIDNIGHT;by David Baldacci;New this week,A MINUTE TO MIDNIGHT;by David Baldacci;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;64 weeks on the list,A WARNING;by Anonymous;New this week,A WARNING;by Anonymous;New this week,I HEARD YOU PAINT HOUSES;by Charles Brandt;4 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;28 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;32 weeks on the list,THE CRAYONS' CHRISTMAS;by Drew Daywalt. Illustrated by Oliver Jeffers;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;558 weeks on the list,THE HATE U GIVE;by Angie Thomas;143 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;,TALKING TO STRANGERS;by Malcolm Gladwell;,THE MAN WHO SOLVED THE MARKET;by Gregory Zuckerman;,STRANGE PLANET;by Nathan W. Pyle;,THE HOUSE NEXT DOOR;by James Patterson;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,"LET IT SNOW;by John Green, Maureen Johnson and Lauren Myracle;"
2,THE GUARDIANS;by John Grisham;6 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;64 weeks on the list,THE GREAT ALONE;by Kristin Hannah;9 weeks on the list,TRIGGERED;by Donald Trump Jr;3 weeks on the list,TRIGGERED;by Donald Trump Jr;3 weeks on the list,SAPIENS;by Yuval Noah Harari;80 weeks on the list,THE PIONEER WOMAN COOKS: THE NEW FRONTIER;by Ree Drummond;5 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;33 weeks on the list,SISTERS FIRST;by Jenna Bush Hager and Barbara Pierce Bush. Illustrated by Ramona Kaulitzki;2 weeks on the list,DOG MAN;by Dav Pilkey;117 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;51 weeks on the list,THE GUARDIANS;by John Grisham;,A WARNING;by Anonymous;,ATOMIC HABITS;by James Clear;,GUTS;by Raina Telgemeier;,LEOPARD'S WRATH;by Christine Feehan;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,LOOKING FOR ALASKA;by John Green;
3,WHERE THE CRAWDADS SING;by Delia Owens;63 weeks on the list,THE GUARDIANS;by John Grisham;6 weeks on the list,THE OVERSTORY;by Richard Powers;33 weeks on the list,ME;by Elton John;6 weeks on the list,ME;by Elton John;6 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;57 weeks on the list,I REALLY NEEDED THIS TODAY;by Hoda Kotb with Jane Lorenzini;6 weeks on the list,LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;New this week,CONSTRUCTION SITE ON CHRISTMAS NIGHT;by Sherri Duskey Rinker. Illustrated by A. G. Ford;13 weeks on the list,FOLK OF THE AIR;by Holly Black;New this week,THE FOUNTAINS OF SILENCE;by Ruta Sepetys;8 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,CATCH AND KILL;by Ronan Farrow;,DARE TO LEAD;by Brené Brown;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,SEA OF GREED;by Clive Cussler and Graham Brown;,A LONG WALK TO WATER;by Linda Sue Park;,LONG WAY DOWN;by Jason Reynolds;
4,TWISTED TWENTY-SIX;by Janet Evanovich;2 weeks on the list,TWISTED TWENTY-SIX;by Janet Evanovich;2 weeks on the list,THE CHEF;by James Patterson and Max DiLallo;3 weeks on the list,SAM HOUSTON AND THE ALAMO AVENGERS;by Brian Kilmeade;3 weeks on the list,BECOMING;by Michelle Obama;50 weeks on the list,BORN A CRIME;by Trevor Noah;41 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;297 weeks on the list,A TALE OF MAGIC...;by Chris Colfer;8 weeks on the list,"SOFIA VALDEZ, FUTURE PREZ;by Andrea Beaty. Illustrated by David Roberts;3 weeks on the list",HARRY POTTER;by J.K. Rowling;557 weeks on the list,THE SECRET COMMONWEALTH;by Philip Pullman;8 weeks on the list,A MINUTE TO MIDNIGHT;by David Baldacci;,EDUCATED;by Tara Westover;,THE INFINITE GAME;by Simon Sinek;,DRAMA;by Raina Telgemeier;,YOU DON'T OWN ME;by Mary Higgins Clark and Alafair Burke;,WISH;by Barbara O'Connor;,THE SUN IS ALSO A STAR;by Nicola Yoon;
5,BLUE MOON;by Lee Child;4 weeks on the list,BLUE MOON;by Lee Child;4 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;27 weeks on the list,BECOMING;by Michelle Obama;51 weeks on the list,SAM HOUSTON AND THE ALAMO AVENGERS;by Brian Kilmeade;3 weeks on the list,NO ONE IS TOO SMALL TO MAKE A DIFFERENCE;by Greta Thunberg;2 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;154 weeks on the list,WONDER;by R.J. Palacio;224 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;6 weeks on the list",DORK DIARIES;by Rachel Renée Russell;301 weeks on the list,CALL DOWN THE HAWK;by Maggie Stiefvater;3 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,THE RIDE OF A LIFETIME;by Robert Iger;,WATCHMEN;by Alan Moore. Illustrated by Dave Gibbons;,TOM CLANCY: OATH OF OFFICE;by Marc Cameron;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,TURTLES ALL THE WAY DOWN;by John Green;
6,TOM CLANCY: CODE OF HONOR;by Marc Cameron;New this week,TOM CLANCY: CODE OF HONOR;by Marc Cameron;New this week,EVERY BREATH;by Nicholas Sparks;6 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;11 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;11 weeks on the list,JUST MERCY;by Bryan Stevenson;180 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;29 weeks on the list",REFUGEE;by Alan Gratz;80 weeks on the list,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS;by Kimberly and James Dean;9 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;66 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;96 weeks on the list,TWISTED TWENTY-SIX;by Janet Evanovich;,TRIGGERED;by Donald Trump Jr;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,SMILE;by Raina Telgemeier;,BEAUCHAMP HALL;by Danielle Steel;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
7,THE GREAT ALONE;by Kristin Hannah;21 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;9 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;29 weeks on the list,EDUCATED;by Tara Westover;92 weeks on the list,FINDING CHIKA;by Mitch Albom;3 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;72 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;3 weeks on the list",THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;3 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;212 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;25 weeks on the list,WAYWARD SON;by Rainbow Rowell;9 weeks on the list,BLUE MOON;by Lee Child;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,OUTLIERS;by Malcolm Gladwell;,GHOSTS;by Raina Telgemeier;,DOCTOR SLEEP;by Stephen King;,CITY OF GHOSTS;by Victoria Schwab;,THE LIBRARIAN OF AUSCHWITZ;by Antonio Iturbe;
8,THE DUTCH HOUSE;by Ann Patchett;9 weeks on the list,THE NIGHT FIRE;by Michael Connelly;5 weeks on the list,RUN AWAY;by Harlan Coben;2 weeks on the list,FINDING CHIKA;by Mitch Albom;3 weeks on the list,EDUCATED;by Tara Westover;92 weeks on the list,OUTLIERS;by Malcolm Gladwell;301 weeks on the list,MAKE YOUR BED;by William H. McRaven;79 weeks on the list,TRISTAN STRONG PUNCHES A HOLE IN THE SKY;by Kwame Mbalia;6 weeks on the list,DASHER;by Matt Tavares;2 weeks on the list,ARC OF A SCYTHE;by Neal Shusterman;3 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;90 weeks on the list,THE RISE OF MAGICKS;by Nora Roberts;,BLOWOUT;by Rachel Maddow;,PRINCIPLES;by Ray Dalio;,SISTERS;by Raina Telgemeier;,DARK SACRED NIGHT;by Michael Connelly;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,DEAR MARTIN;by Nic Stone;
9,THE NIGHT FIRE;by Michael Connelly;5 weeks on the list,THE INSTITUTE;by Stephen King;11 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;31 weeks on the list,THE BODY;by Bill Bryson;6 weeks on the list,THE BODY;by Bill Bryson;6 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;227 weeks on the list",NOTHING FANCY;by Alison Roman;5 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;21 weeks on the list,HOW TO CATCH AN ELF;by Adam Wallace. Illustrated by Andy Elkerton;16 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;27 weeks on the list,FRANKLY IN LOVE;by David Yoon;8 weeks on the list,ARMAGEDDON;by Craig Alanson;,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",WHITE BIRD;by R.J. Palacio;,NEVER TELL;by Lisa Gardner;,MALALA: MY STORY OF STANDING UP FOR GIRLS' RIGHTS;by Malala Yousafzai with Patricia McCormick. Adapted by Sarah J. Robbins;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
10,THE GIVER OF STARS;by Jojo Moyes;6 weeks on the list,"OLIVE, AGAIN;by Elizabeth Strout;6 weeks on the list",THE WOMAN IN THE WINDOW;by A.J. Finn;33 weeks on the list,WITH ALL DUE RESPECT;by Nikki R. Haley;2 weeks on the list,WITH ALL DUE RESPECT;by Nikki R. Haley;2 weeks on the list,CALYPSO;by David Sedaris;25 weeks on the list,DARE TO LEAD;by Brené Brown;40 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;26 weeks on the list,THE PIGEON HAS TO GO TO SCHOOL!;by Mo Willems;20 weeks on the list,THE BAD GUYS;by Aaron Blabey;54 weeks on the list,THE BEAUTIFUL;by Renée Ahdieh;7 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,THE END IS ALWAYS NEAR;by Dan Carlin;,TRAILBLAZER;by Marc Benioff and Monica Langley;,SUNNY ROLLS THE DICE;by Jennifer L. Holm. Illustrated by Matthew Holm;,WYOMING HEART;by Diana Palmer;,RESTART;by Gordon Korman;,GIRLS OF PAPER AND FIRE;by Natasha Ngan;
11,"OLIVE, AGAIN;by Elizabeth Strout;5 weeks on the list",THE WATER DANCER;by Ta-Nehisi Coates;9 weeks on the list,NINE PERFECT STRANGERS;by Liane Moriarty;8 weeks on the list,THE PLOT AGAINST THE PRESIDENT;by Lee Smith;2 weeks on the list,BLOWOUT;by Rachel Maddow;8 weeks on the list,GRIT;by Angela Duckworth;61 weeks on the list,,,,,,THE STARLESS SEA;by Erin Morgenstern;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",SEASON OF LOVE;by Debbie Macomber;,,
