,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE CAST;by Danielle Steel;New this week,THE CAST;by Danielle Steel;New this week,INTO THE WATER;by Paula Hawkins;3 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;New this week,HOW TO CHANGE YOUR MIND;by Michael Pollan;New this week,SAPIENS;by Yuval Noah Harari;New this week,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;4 weeks on the list,WONDER;by R.J. Palacio;145 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;9 weeks on the list,RED QUEEN;by Victoria Aveyard;18 weeks on the list,THE HATE U GIVE;by Angie Thomas;64 weeks on the list,THE OUTSIDER;by Stephen King;,I'LL BE GONE IN THE DARK;by Michelle McNamara;,MEASURE WHAT MATTERS;by John Doerr;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,SHOE DOG;by Phil Knight;
2,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;3 weeks on the list,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;3 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;64 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;2 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;2 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;7 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;75 weeks on the list,"HELLO, UNIVERSE;by Erin Entrada Kelly;14 weeks on the list",THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;134 weeks on the list,DOG MAN;by Dav Pilkey;38 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;11 weeks on the list,NORSE MYTHOLOGY;by Neil Gaiman;,BORN A CRIME;by Trevor Noah;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,MEN IN BLAZERS PRESENT ENCYCLOPEDIA BLAZERTANNICA;by Roger Bennett and Michael Davies;
3,BY INVITATION ONLY;by Dorothea Benton Frank;New this week,THE FALLEN;by David Baldacci;5 weeks on the list,MILK AND HONEY;by Rupi Kaur;110 weeks on the list,A HIGHER LOYALTY;by James Comey;5 weeks on the list,A HIGHER LOYALTY;by James Comey;5 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;3 weeks on the list,YOU ARE A BADASS;by Jen Sincero;123 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;7 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;36 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;3 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;32 weeks on the list,THE FALLEN;by David Baldacci;,A HIGHER LOYALTY;by James Comey;,PRINCIPLES;by Ray Dalio;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,I'M KEITH HERNANDEZ;by Keith Hernandez;
4,PRINCESS;by James Patterson and Rees Jones;New this week,BY INVITATION ONLY;by Dorothea Benton Frank;New this week,THE SUN AND HER FLOWERS;by Rupi Kaur;33 weeks on the list,BARRACOON;by Zora Neale Hurston;2 weeks on the list,BARRACOON;by Zora Neale Hurston;2 weeks on the list,SHOE DOG;by Phil Knight;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;243 weeks on the list,REFUGEE;by Alan Gratz;13 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;37 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;479 weeks on the list,BOYING UP;by Mayim Bialik;2 weeks on the list,READY PLAYER ONE;by Ernest Cline;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,SHOE DOG;by Phil Knight;,THE ORDER OF TIME;by Carlo Rovelli;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
5,THE FALLEN;by David Baldacci;5 weeks on the list,THE HIGH TIDE CLUB;by Mary Kay Andrews;2 weeks on the list,CRAZY RICH ASIANS;by Kevin Kwan;4 weeks on the list,THREE DAYS IN MOSCOW;by Bret Baier and Catherine Whitney;New this week,THREE DAYS IN MOSCOW;by Bret Baier and Catherine Whitney;New this week,THE COLOR OF LAW;by Richard Rothstein;3 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;6 weeks on the list",THE WILD ROBOT;by Peter Brown;27 weeks on the list,HOW TO BABYSIT A GRANDMA;by Jean Reagan. Illustrated by Lee Wildish;14 weeks on the list,HARRY POTTER;by J.K. Rowling;478 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;4 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;,CALYPSO;by David Sedaris;,I LOVE CAPITALISM!;by Ken Langone;,LEONARDO DA VINCI;by Walter Isaacson;,THE IF IN LIFE;by Rashad Jennings with Margot Starbuck;
6,THE MIDNIGHT LINE;by Lee Child;13 weeks on the list,TWISTED PREY;by John Sandford;4 weeks on the list,PRINCESS;by James Patterson and Rees Jones;New this week,SAPIENS;by Yuval Noah Harari;22 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;12 weeks on the list,BEING MORTAL;by Atul Gawande;37 weeks on the list,MAKE YOUR BED;by William H. McRaven;46 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;26 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;221 weeks on the list,COURT OF THORNS AND ROSES;by Sarah J. Maas;10 weeks on the list,THE FATES DIVIDE;by Veronica Roth;6 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,BEING MORTAL;by Atul Gawande;,THE BOYS IN THE BOAT;by Daniel James Brown;
7,TWISTED PREY;by John Sandford;4 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;35 weeks on the list,TWO KINDS OF TRUTH;by Michael Connelly;3 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;12 weeks on the list,ROBIN;by Dave Itzkoff;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;172 weeks on the list",EVERYBODY ALWAYS;by Bob Goff;5 weeks on the list,ENDLING: THE LAST;by Katherine Applegate. Illustrated by Max Kostenko;3 weeks on the list,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;3 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;119 weeks on the list,THE HAZEL WOOD;by Melissa Albert;16 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,THE SOUL OF AMERICA;by Jon Meacham;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",SHAKEN;by Tim Tebow;
8,THE HIGH TIDE CLUB;by Mary Kay Andrews;2 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;35 weeks on the list,READY PLAYER ONE;by Ernest Cline;59 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;48 weeks on the list,EDUCATED;by Tara Westover;13 weeks on the list,JUST MERCY;by Bryan Stevenson;104 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;12 weeks on the list,THE WILD ROBOT ESCAPES;by Peter Brown;10 weeks on the list,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;New this week,THE PENDERWICKS;by Jeanne Birdsall;3 weeks on the list,LOVE & LUCK;by Jenna Evans Welch;2 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;,EDUCATED;by Tara Westover;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE POWER OF HABIT;by Charles Duhigg;,UPON FURTHER REVIEW;by Mike Pesca;
9,LITTLE FIRES EVERYWHERE;by Celeste Ng;30 weeks on the list,WARLIGHT;by Michael Ondaatje;2 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;50 weeks on the list,ROBIN;by Dave Itzkoff;New this week,WAR ON PEACE;by Ronan Farrow;4 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;359 weeks on the list,PRINCIPLES;by Ray Dalio;25 weeks on the list,ARU SHAH AND THE END OF TIME;by Roshani Chokshi;7 weeks on the list,AN ELEPHANT AND PIGGIE BIGGIE!;by Mo Willems;4 weeks on the list,DORK DIARIES;by Rachel Renée Russell;252 weeks on the list,ASH PRINCESS;by Laura Sebastian;4 weeks on the list,SHELTER IN PLACE;by Nora Roberts;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,THE PERFECTIONISTS;by Simon Winchester;,BARBARIAN DAYS;by William Finnegan;
10,THE GREAT ALONE;by Kristin Hannah;15 weeks on the list,THE CROOKED STAIRCASE;by Dean Koontz;2 weeks on the list,SMALL GREAT THINGS;by Jodi Picoult;13 weeks on the list,EDUCATED;by Tara Westover;13 weeks on the list,I LOVE CAPITALISM!;by Ken Langone;New this week,EVICTED;by Matthew Desmond;36 weeks on the list,PICK THREE;by Randi Zuckerberg;New this week,CALLING ALL MINDS;by Temple Grandin with Betsy Lerner;New this week,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;11 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;471 weeks on the list,I HAVE LOST MY WAY;by Gayle Forman;8 weeks on the list,THE GREAT ALONE;by Kristin Hannah;,SAPIENS;by Yuval Noah Harari;,GRIT;by Angela Duckworth;,WHY WE SLEEP;by Matthew Walker;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
