,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,INTO THE WATER;by Paula Hawkins;4 weeks on the list,INTO THE WATER;by Paula Hawkins;4 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;16 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;4 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;4 weeks on the list,ON TYRANNY;by Timothy Snyder;13 weeks on the list,MAKE YOUR BED;by William H. McRaven;8 weeks on the list,THE DARK PROPHECY;by Rick Riordan;4 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;87 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;428 weeks on the list,LORD OF SHADOWS;by Cassandra Clare;New this week,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,PAPI;by David Ortiz with Michael Holley;
2,DRAGON TEETH;by Michael Crichton;New this week,DRAGON TEETH;by Michael Crichton;New this week,THE WOMAN IN CABIN 10;by Ruth Ware;7 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;5 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;5 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;43 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;24 weeks on the list,WONDER;by R.J. Palacio;94 weeks on the list,DRAGONS LOVE TACOS 2;by Adam Rubin and Daniel Salmieri;4 weeks on the list,HARRY POTTER;by J.K. Rowling;427 weeks on the list,CRAZY HOUSE;by James Patterson and Gabrielle Charbonnet;New this week,WOMEN WHO WORK;by Ivanka Trump;,HIDDEN FIGURES;by Margot Lee Shetterly;,THE SECRETS OF MY LIFE;by Caitlyn Jenner with Buzz Bissinger;
3,THE HANDMAID'S TALE;by Margaret Atwood;10 weeks on the list,NO MIDDLE NAME;by Lee Child;2 weeks on the list,MILK AND HONEY;by Rupi Kaur;59 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;44 weeks on the list,THE VANISHING AMERICAN ADULT;by Ben Sasse;2 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;25 weeks on the list,YOU ARE A BADASS;by Jen Sincero;72 weeks on the list,DOG MAN UNLEASHED;by Dav Pilkey;22 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;24 weeks on the list,DESCENDANTS;by Melissa de la Cruz;New this week,THE HATE U GIVE;by Angie Thomas;13 weeks on the list,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,COACH WOODEN AND ME;by Kareem Abdul-Jabbar;
4,16TH SEDUCTION;by James Patterson and Maxine Paetro;4 weeks on the list,16TH SEDUCTION;by James Patterson and Maxine Paetro;4 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;13 weeks on the list,THE VANISHING AMERICAN ADULT;by Ben Sasse;2 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;44 weeks on the list,THE BETTER ANGELS OF OUR NATURE;by Steven Pinker;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;202 weeks on the list,DOG MAN;by Dav Pilkey;39 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;171 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;68 weeks on the list,GIRLING UP;by Mayim Bialik;3 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,TEAMMATE;by David Ross with Don Yaeger;
5,THE FIX;by David Baldacci;6 weeks on the list,THE FIX;by David Baldacci;6 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;74 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;6 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;6 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;194 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;85 weeks on the list,THE WILD ROBOT;by Peter Brown;10 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;205 weeks on the list,COURT OF THORNS AND ROSES;by Sarah J. Maas;4 weeks on the list,"EVERYTHING, EVERYTHING;by Nicola Yoon;49 weeks on the list",GRIT;by Angela Duckworth;,SAPIENS;by Yuval Noah Harari;,THE BOYS IN THE BOAT;by Daniel James Brown;
6,NIGHT SCHOOL;by Lee Child;10 weeks on the list,"SAME BEACH, NEXT YEAR;by Dorothea Benton Frank;2 weeks on the list",ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;8 weeks on the list,ON TYRANNY;by Timothy Snyder;9 weeks on the list,SHATTERED;by Jonathan Allen and Amie Parnes;6 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;337 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;128 weeks on the list,THE HIDDEN ORACLE;by Rick Riordan;40 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;23 weeks on the list,5TH WAVE;by Rick Yancey;16 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;29 weeks on the list,ORIGINALS;by Adam Grant;,THE RADIUM GIRLS;by Kate Moore;,SHOE DOG;by Phil Knight;
7,NO MIDDLE NAME;by Lee Child;2 weeks on the list,TESTIMONY;by Scott Turow;2 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;5 weeks on the list,SHATTERED;by Jonathan Allen and Amie Parnes;6 weeks on the list,THE AMERICAN SPIRIT;by David McCullough;6 weeks on the list,ORIGINALS;by Adam Grant;13 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;4 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;21 weeks on the list,WE'RE ALL WONDERS;by R.J. Palacio;7 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;88 weeks on the list,ALEX AND ELIZA;by Melissa de la Cruz;7 weeks on the list,UNSHAKABLE;by Tony Robbins with Peter Mallouk;,BEHAVE;by Robert M. Sapolsky;,BALLPLAYER;by Chipper Jones with Carroll Rogers Walton;
8,THE WOMAN IN CABIN 10;by Ruth Ware;18 weeks on the list,THE FROZEN HOURS;by Jeff Shaara;New this week,COMMONWEALTH;by Ann Patchett;4 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;16 weeks on the list,THIS FIGHT IS OUR FIGHT;by Elizabeth Warren;6 weeks on the list,EVICTED;by Matthew Desmond;7 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;3 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;34 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;133 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;430 weeks on the list,LADY MIDNIGHT;by Cassandra Clare;45 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THINKING, FAST AND SLOW;by Daniel Kahneman;",THE CUBS WAY;by Tom Verducci;
9,LILAC GIRLS;by Martha Hall Kelly;12 weeks on the list,GOLDEN PREY;by John Sandford;5 weeks on the list,ALL THE MISSING GIRLS;by Megan Miranda;9 weeks on the list,THE OPERATOR;by Robert O'Neill;5 weeks on the list,THE OPERATOR;by Robert O'Neill;5 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;132 weeks on the list",THE WHOLE30 COOKBOOK;by Melissa Hartwig;13 weeks on the list,AUGGIE & ME;by R.J. Palacio;39 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;36 weeks on the list",DORK DIARIES;by Rachel Renée Russell;209 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;52 weeks on the list,AMERICAN KINGPIN;by Nick Bilton;,THE GENE;by Siddhartha Mukherjee;,THE PUSH;by Tommy Caldwell;
10,MILK AND HONEY;by Rupi Kaur;21 weeks on the list,AGAINST ALL ODDS;by Danielle Steel;4 weeks on the list,THE WRONG SIDE OF GOODBYE;by Michael Connelly;2 weeks on the list,THE BETTER ANGELS OF OUR NATURE;by Steven Pinker;2 weeks on the list,CHURCHILL AND ORWELL;by Thomas E. Ricks;New this week,THE PERFECT HORSE;by Elizabeth Letts;New this week,TOOLS OF TITANS;by Tim Ferriss;16 weeks on the list,CAMP HALF-BLOOD CONFIDENTIAL;by Rick Riordan;3 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;101 weeks on the list",SUMMONER TRILOGY;by Taran Matharu;3 weeks on the list,STAR WARS: REBEL RISING;by Beth Revis;4 weeks on the list,SHOE DOG;by Phil Knight;,DRAWDOWN;by Paul Hawken;,RETURN OF THE KING;by Brian Windhorst and Dave McMenamin;
