,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE SHADOW OF YOUR SMILE;by Mary Higgins Clark;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;43 weeks on the list,,OPRAH;by Kitty Kelley;New this week,CONSERVATIVE VICTORY;by Sean Hannity;3 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;5 weeks on the list,HUNGRY GIRL 1-2-3;by Lisa Lillien;3 weeks on the list,TWILIGHT;by Mark Cotta Vaz;5 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;6 weeks on the list,"ROSARIO   VAMPIRE: SEASON II, VOL. 1;by Akihisa Ikeda;2 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;84 weeks on the list,THE BOOK THIEF;by Markus Zusak;136 weeks on the list,LEGO STAR WARS;by Simon Beecroft;18 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;145 weeks on the list
2,THE HELP;by Kathryn Stockett;55 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;4 weeks on the list,,THE BIG SHORT;by Michael Lewis;5 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;16 weeks on the list",HOME COOKING WITH TRISHA YEARWOOD;by Trisha Yearwood with Gwen Yearwood and Beth Yearwood Bernard;2 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;7 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;7 weeks on the list,THE LOSERS: BOOK ONE;by Andy Diggle and Jock;3 weeks on the list,"NARUTO, VOL. 47;by Masashi Kishimoto;11 weeks on the list",CATCHING FIRE;by Suzanne Collins;33 weeks on the list,IF I STAY;by Gayle Forman;2 weeks on the list,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;66 weeks on the list
3,CHANGES;by Jim Butcher;2 weeks on the list,THE LAST SONG;by Nicholas Sparks;12 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;6 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;168 weeks on the list,MIKE AND MIKE'S RULES FOR SPORTS AND LIFE;by Mike Greenberg and Mike Golic with Andrew Chaikivsky;2 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;16 weeks on the list","BATMAN AND ROBIN, VOL. 1;by Grant Morrison, Frank Quitely and Philip Tan;New this week","THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;15 weeks on the list","THE GENTLEMEN’S ALLIANCE, VOL.11;by Arina Tanemura;2 weeks on the list",RULES OF ATTRACTION;by Simone Elkeles;New this week,MOVERS AND FAKERS;by Lisi Harrison;2 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;24 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;141 weeks on the list
4,CAUGHT;by Harlan Coben;4 weeks on the list,LITTLE BEE;by Chris Cleave;9 weeks on the list,,2010 TAKE BACK AMERICA;by Dick Morris and Eileen McGann;New this week,"EAT, PRAY, LOVE;by Elizabeth Gilbert;167 weeks on the list",GIADA AT HOME;by Giada De Laurentiis;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;142 weeks on the list,CAPTAIN AMERICA: REBORN;by Ed Brubaker and Bryan Hitch;2 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;New this week,"YU-GI-OH! R, VOL. 4;by Kazuki Takahashi and Akira Ito;2 weeks on the list",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;3 weeks on the list,L.A. CANDY;by Lauren Conrad;15 weeks on the list,MY GARDEN;written and illustrated by Kevin Henkes;7 weeks on the list,THE 39 CLUES;by various authors;41 weeks on the list
5,EVERY LAST ONE;by Anna Quindlen;New this week,THE HOST;by Stephenie Meyer;New this week,,THIS TIME TOGETHER;by Carol Burnett;2 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;77 weeks on the list,BRINGING UP GIRLS;by James Dobson;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;456 weeks on the list,DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;11 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;24 weeks on the list","DOGS, VOL. 3;by Shirow Miwa;New this week","WILL GRAYSON, WILL GRAYSON;by John Green and David Levithan;2 weeks on the list",THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;64 weeks on the list,THE QUIET BOOK;by Deborah Underwood. Illustrated by Renata Liwska;New this week,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;6 weeks on the list
6,HOUSE RULES;by Jodi Picoult;7 weeks on the list,A RELIABLE WIFE;by Robert Goolrick;15 weeks on the list,,THE PACIFIC;by Hugh Ambrose;7 weeks on the list,THE BLIND SIDE;by Michael Lewis;29 weeks on the list,THE DAILY CARROT PRINCIPLE;by Adrian Gostick and Chester Elton;New this week,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;13 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;58 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;60 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;12 weeks on the list",FALLEN;by Lauren Kate;19 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;53 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;111 weeks on the list,DARKEST POWERS;by Kelley Armstrong;2 weeks on the list
7,MATTERHORN;by Karl Marlantes;4 weeks on the list,ALEX CROSS’S ‘TRIAL’;by James Patterson and Richard DiLallo;2 weeks on the list,,THE BRIDGE;by David Remnick;2 weeks on the list,BLINK;by Malcolm Gladwell;131 weeks on the list,EAT THE COOKIE ... BUY THE SHOES;by Joyce Meyer;New this week,THE BELLY FAT CURE;by Jorge Cruise;13 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;27 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6;by Joss Whedon, Jane Espenson and others;7 weeks on the list","INUYASHA, VOL. 47;by Rumiko Takahashi;New this week",THIRTEEN REASONS WHY;by Jay Asher;59 weeks on the list,LETTERS TO GOD;by Patrick Doughtie and John Perry;2 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;22 weeks on the list,MAXIMUM RIDE;by James Patterson;61 weeks on the list
8,WRECKED;by Carol Higgins Clark;New this week,LOOK AGAIN;by Lisa Scottoline;10 weeks on the list,,COURAGE AND CONSEQUENCE;by Karl Rove;6 weeks on the list,THE LOST CITY OF Z;by David Grann;12 weeks on the list,JAMIE'S FOOD REVOLUTION;by Jamie Oliver;4 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;90 weeks on the list,WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;20 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;52 weeks on the list,"VAMPIRE KNIGHT, VOL. 9;by Matsuri Hino;10 weeks on the list",BEFORE I FALL;by Lauren Oliver;7 weeks on the list,CLASSY;by Derek Blasberg;New this week,WADDLE!;written and illustrated by Rufus Butler Seder;30 weeks on the list,WARRIORS;by Erin Hunter;84 weeks on the list
9,A MIGHTY FORTRESS;by David Weber;New this week,SARAH’S KEY;by Tatiana de Rosnay;62 weeks on the list,,"WHEN I STOP TALKING, YOU'LL KNOW I'M DEAD;by Jerry Weintraub with Rich Cohen;New this week",TIPPING POINT;by Malcolm Gladwell;289 weeks on the list,A FUNNY THING HAPPENED ON THE WAY TO THE FUTURE;by Michael J. Fox;New this week,EVERYDAY FOOD: FRESH FLAVOR FAST;by the Martha Stewart Living staff;5 weeks on the list,"THE INVINCIBLE IRON MAN, VOL. 1;by Matt Fraction and Salvador Larroca;6 weeks on the list","FABLES, VOL. 13;by Bill Willingham and Matthew Sturges;10 weeks on the list","SOUL EATER, VOL. 2;by Atsushi Ohkubo;7 weeks on the list",THE TIME PIRATE;by Ted Bell;New this week,SAVVY;by Ingrid Law;4 weeks on the list,"SKIPPYJON JONES, LOST IN SPICE;by Judy Schachner;20 weeks on the list",FABLEHAVEN;by Brandon Mull;12 weeks on the list
10,THE WALK;by Richard Paul Evans;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;45 weeks on the list,,"CHANGE YOUR BRAIN, CHANGE YOUR BODY;by Daniel G. Amen;6 weeks on the list",MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;New this week,GOD NEVER BLINKS;by Regina Brett;New this week,"WHAT'S NEW, CUPCAKE?;by Karen Tack and Alan Richardson;New this week",HALO: HELLJUMPER;by Peter David and Eric Nguyen;5 weeks on the list,"HELLBOY, VOL. 9;by Mike Mignola and Duncan Fegredo;3 weeks on the list","BLEACH, VOL. 30;by Tite Kubo;6 weeks on the list",SWEET LITTLE LIES;by Lauren Conrad;11 weeks on the list,THE UNDERNEATH;by Kathi Appelt. Illustrated by David Small;9 weeks on the list,LMNO PEAS;by Keith Baker;2 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;85 weeks on the list
