,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,YEAR ONE;by Nora Roberts;New this week,ORIGIN;by Dan Brown;10 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;10 weeks on the list,LEONARDO DA VINCI;by Walter Isaacson;8 weeks on the list,LEONARDO DA VINCI;by Walter Isaacson;8 weeks on the list,COLLUSION;by Luke Harding;4 weeks on the list,THE PIONEER WOMAN COOKS: COME AND GET IT!;by Ree Drummond;7 weeks on the list,WONDER;by R.J. Palacio;122 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;75 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;456 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;9 weeks on the list,CAPITAL GAINES;by Chip Gaines;,LEONARDO DA VINCI;by Walter Isaacson;,TB12 METHOD;by Tom Brady;
2,ORIGIN;by Dan Brown;10 weeks on the list,THE ROOSTER BAR;by John Grisham;7 weeks on the list,DARKER;by E.L. James;2 weeks on the list,GRANT;by Ron Chernow;9 weeks on the list,GRANT;by Ron Chernow;9 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;90 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;52 weeks on the list,AUGGIE & ME;by R.J. Palacio;54 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;119 weeks on the list",HARRY POTTER;by J.K. Rowling;455 weeks on the list,THE HATE U GIVE;by Angie Thomas;41 weeks on the list,TRIBE OF MENTORS;by Timothy Ferriss;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,BASKETBALL (AND OTHER THINGS);by Shea Serrano. Illustrated by Arturo Torres;
3,THE ROOSTER BAR;by John Grisham;7 weeks on the list,YEAR ONE;by Nora Roberts;New this week,MILK AND HONEY;by Rupi Kaur;87 weeks on the list,LET TRUMP BE TRUMP;by Corey R. Lewandowski and David N. Bossie;New this week,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS;by Brian Kilmeade and Don Yaeger;7 weeks on the list,BEING MORTAL;by Atul Gawande;14 weeks on the list,THE HOW NOT TO DIE COOKBOOK;by Michael Greger with Gene Stone;New this week,LITTLE LEADERS;by Vashti Harrison;New this week,HOW TO CATCH AN ELF;by Adam Wallace. Illustrated by Andy Elkerton;5 weeks on the list,DOG MAN;by Dav Pilkey;15 weeks on the list,THE BOOK OF DUST: LA BELLE SAUVAGE;by Philip Pullman;8 weeks on the list,PRINCIPLES;by Ray Dalio;,ENDURANCE;by Scott Kelly;,RELENTLESS;by Julian Edelman with Tom E. Curran;
4,DARKER;by E.L. James;2 weeks on the list,THE PEOPLE VS. ALEX CROSS;by James Patterson;3 weeks on the list,IT;by Stephen King;17 weeks on the list,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS;by Brian Kilmeade and Don Yaeger;7 weeks on the list,OBAMA;by Pete Souza;5 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;403 weeks on the list,YOU ARE A BADASS;by Jen Sincero;100 weeks on the list,THE MAGIC MISFITS;by Neil Patrick Harris;3 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;43 weeks on the list",DORK DIARIES;by Rachel Renée Russell;229 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;24 weeks on the list,DISCIPLINE EQUALS FREEDOM;by Jocko Willink;,SAPIENS;by Yuval Noah Harari;,FIERCE;by Aly Raisman;
5,THE MIDNIGHT LINE;by Lee Child;5 weeks on the list,THE MIDNIGHT LINE;by Lee Child;5 weeks on the list,READY PLAYER ONE;by Ernest Cline;36 weeks on the list,OBAMA;by Pete Souza;5 weeks on the list,LET TRUMP BE TRUMP;by Corey R. Lewandowski and David N. Bossie;New this week,EVICTED;by Matthew Desmond;14 weeks on the list,TRIBE OF MENTORS;by Timothy Ferriss;3 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;48 weeks on the list,HERE WE ARE;by Oliver Jeffers;4 weeks on the list,MAGNUS CHASE AND THE GODS OF ASGARD;by Rick Riordan;10 weeks on the list,RENEGADES;by Marissa Meyer;5 weeks on the list,THE UNDOING PROJECT;by Michael Lewis;,THE UNDOING PROJECT;by Michael Lewis;,SHOE DOG;by Phil Knight;
6,THE PEOPLE VS. ALEX CROSS;by James Patterson;3 weeks on the list,ARTEMIS;by Andy Weir;4 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;36 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;31 weeks on the list,KILLING ENGLAND;by Bill O'Reilly and Martin Dugard;12 weeks on the list,ON TYRANNY;by Timothy Snyder;41 weeks on the list,THE WISDOM OF SUNDAYS;by Oprah Winfrey;8 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;11 weeks on the list,PETE THE CAT SAVES CHRISTMAS;by Eric Litwin. Illustrated by James Dean;21 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;96 weeks on the list,WONDER WOMAN: WARBRINGER;by Leigh Bardugo;13 weeks on the list,SOAR!;by T.D. Jakes;,END OF ALZHEIMER'S;by Dale Bredesen;,THE BOYS IN THE BOAT;by Daniel James Brown;
7,END GAME;by David Baldacci;4 weeks on the list,END GAME;by David Baldacci;4 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;40 weeks on the list,KILLING ENGLAND;by Bill O'Reilly and Martin Dugard;12 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;32 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;136 weeks on the list,THE WHOLE30 FAST & EASY;by Melissa Hartwig;New this week,MINECRAFT: THE ISLAND;by Max Brooks;19 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;28 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;457 weeks on the list,WARCROSS;by Marie Lu;12 weeks on the list,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,BEING MORTAL;by Atul Gawande;,RUN FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;
8,THE SUN AND HER FLOWERS;by Rupi Kaur;10 weeks on the list,TOM CLANCY POWER AND EMPIRE;by Marc Cameron;2 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;86 weeks on the list,BOBBY KENNEDY;by Chris Matthews;6 weeks on the list,BOBBY KENNEDY;by Chris Matthews;6 weeks on the list,THE SILK ROADS;by Peter Frankopan;2 weeks on the list,CAPITAL GAINES;by Chip Gaines;8 weeks on the list,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;24 weeks on the list,PRESS HERE;by Hervé Tullet;253 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;31 weeks on the list,FAR FROM THE TREE;by Robin Benway;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;",QUIET;by Susan Cain;,SHAKEN;by Tim Tebow;
9,ARTEMIS;by Andy Weir;4 weeks on the list,HARDCORE TWENTY-FOUR;by Janet Evanovich;4 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;35 weeks on the list,"PROMISE ME, DAD;by Joe Biden;4 weeks on the list","PROMISE ME, DAD;by Joe Biden;4 weeks on the list","THINKING, FAST AND SLOW;by Daniel Kahneman;150 weeks on the list",MAKE YOUR BED;by William H. McRaven;31 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;35 weeks on the list,EVERYTHING IS MAMA;by Jimmy Fallon. Illustrated by Miguel Ordóñez;9 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;290 weeks on the list,THE LANGUAGE OF THORNS;by Leigh Bardugo. Illustrated by Sara Kipin;10 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE FIRST MAJOR;by John Feinstein;
10,THE DEMON CROWN;by James Rollins;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;12 weeks on the list,PACHINKO;by Min Jin Lee;New this week,THE LAST BLACK UNICORN;by Tiffany Haddish;New this week,SISTERS FIRST;by Jenna Bush Hager and Barbara Pierce Bush. Illustrated by Ramona Kaulitzki;7 weeks on the list,THE UNDOING PROJECT;by Michael Lewis;6 weeks on the list,PRINCIPLES;by Ray Dalio;10 weeks on the list,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;3 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;198 weeks on the list,WHAT WAS . . . ?;by various authors;4 weeks on the list,FIERCE;by Aly Raisman;4 weeks on the list,THE SILK ROADS;by Peter Frankopan;,WHY WE SLEEP;by Matthew Walker;,ALI: A LIFE;by Jonathan Eig;
