,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE NEW GIRL;by Daniel Silva;New this week,THE NEW GIRL;by Daniel Silva;New this week,THE ADVENTURE ZONE: MURDER ON THE ROCKPORT LIMITED!;by Clint McElroy et al. Illustrated by Carey Pietsch;New this week,EDUCATED;by Tara Westover;74 weeks on the list,EDUCATED;by Tara Westover;74 weeks on the list,BORN A CRIME;by Trevor Noah;23 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;20 weeks on the list",DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;15 weeks on the list,THE PIGEON HAS TO GO TO SCHOOL!;by Mo Willems;3 weeks on the list,DOG MAN;by Dav Pilkey;99 weeks on the list,THE HATE U GIVE;by Angie Thomas;125 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,RANGE;by David Epstein;
2,WHERE THE CRAWDADS SING;by Delia Owens;45 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;46 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;9 weeks on the list,AMERICAN CARNAGE;by Tim Alberta;New this week,AMERICAN CARNAGE;by Tim Alberta;New this week,"THEY CALLED US ENEMY;by George Takei, Justin Eisinger and Steven Scott. Illustrated by Harmony Becker;New this week",THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;136 weeks on the list,WONDER;by R.J. Palacio;206 weeks on the list,MOON'S FIRST FRIENDS;by Susanna Leonard Hill. Illustrated by Elisa Paganelli;3 weeks on the list,HARRY POTTER;by J.K. Rowling;539 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;33 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;,BECOMING;by Michelle Obama;,ATOMIC HABITS;by James Clear;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,THE SIXTH MAN;by Andre Iguodala with Carvell Wallace;
3,THE NICKEL BOYS;by Colson Whitehead;New this week,THE NICKEL BOYS;by Colson Whitehead;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;46 weeks on the list,THREE WOMEN;by Lisa Taddeo;2 weeks on the list,THE PIONEERS;by David McCullough;11 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;13 weeks on the list,YOU ARE A BADASS;by Jen Sincero;181 weeks on the list,REFUGEE;by Alan Gratz;64 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;45 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;540 weeks on the list,"AVATAR, THE LAST AIRBENDER: THE RISE OF KYOSHI;by F.C. Yee with Michael Dante DiMartino;New this week",UNDER CURRENTS;by Nora Roberts;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,BAD BLOOD;by John Carreyrou;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,THE BOYS IN THE BOAT;by Daniel James Brown;
4,THE ADVENTURE ZONE: MURDER ON THE ROCKPORT LIMITED!;by Clint McElroy et al. Illustrated by Carey Pietsch;New this week,UNDER CURRENTS;by Nora Roberts;2 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;11 weeks on the list,JUSTICE ON TRIAL;by Mollie Hemingway and Carrie Severino;2 weeks on the list,BECOMING;by Michelle Obama;36 weeks on the list,SAPIENS;by Yuval Noah Harari;62 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;67 weeks on the list",POPULARMMOS PRESENTS ENTER THE MINE;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;7 weeks on the list,"SORRY, GROWN-UPS, YOU CAN'T GO TO SCHOOL!;by Christina Geist. Illustrated by Tim Bowers;New this week",CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;180 weeks on the list,WILDER GIRLS;by Rory Power;2 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,BORN A CRIME;by Trevor Noah;,RANGE;by David Epstein;,BEING MORTAL;by Atul Gawande;,SHOE DOG;by Phil Knight;
5,UNDER CURRENTS;by Nora Roberts;2 weeks on the list,SUMMER OF '69;by Elin Hilderbrand;5 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;20 weeks on the list,THE PIONEERS;by David McCullough;11 weeks on the list,THREE WOMEN;by Lisa Taddeo;2 weeks on the list,JUST MERCY;by Bryan Stevenson;162 weeks on the list,DARE TO LEAD;by Brené Brown;26 weeks on the list,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;16 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;194 weeks on the list,THE BAD GUYS;by Aaron Blabey;40 weeks on the list,"GHOSTS OF THE SHADOW MARKET;by Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link and Robin Wasserman;7 weeks on the list",THRAWN: TREASON;by Timothy Zahn;,SAPIENS;by Yuval Noah Harari;,OUTLIERS;by Malcolm Gladwell;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,FOR THE GOOD OF THE GAME;by Bud Selig with Phil Rogers;
6,WINDOW ON THE BAY;by Debbie Macomber;New this week,WINDOW ON THE BAY;by Debbie Macomber;New this week,THE UNDERGROUND RAILROAD;by Colson Whitehead;6 weeks on the list,BECOMING;by Michelle Obama;36 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;9 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;54 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;279 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;14 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;59 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;511 weeks on the list,THE REST OF THE STORY;by Sarah Dessen;7 weeks on the list,SUMMER OF '69;by Elin Hilderbrand;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",IF THESE WALLS COULD TALK;by Jerry Remy and Nick Cafardo;
7,SUMMER OF '69;by Elin Hilderbrand;5 weeks on the list,EVVIE DRAKE STARTS OVER;by Linda Holmes;4 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;59 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;9 weeks on the list,JUSTICE ON TRIAL;by Mollie Hemingway and Carrie Severino;2 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;39 weeks on the list,MAKE YOUR BED;by William H. McRaven;71 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;10 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;14 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;84 weeks on the list,ON THE COME UP;by Angie Thomas;24 weeks on the list,ONE GOOD DEED;by David Baldacci;,THREE WOMEN;by Lisa Taddeo;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,WOLFPACK;by Abby Wambach;
8,THE RECKONING;by John Grisham;23 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;7 weeks on the list,THE RECKONING;by John Grisham;5 weeks on the list,BORN A CRIME;by Trevor Noah;53 weeks on the list,AMERICA'S RELUCTANT PRINCE;by Steven M. Gillon;2 weeks on the list,CALYPSO;by David Sedaris;7 weeks on the list,EVERYTHING IS F*CKED;by Mark Manson;10 weeks on the list,ARU SHAH AND THE SONG OF DEATH;by Roshani Chokshi;12 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;281 weeks on the list,GIVER QUARTET;by Lois Lowry;155 weeks on the list,THE POET X;by Elizabeth Acevedo;16 weeks on the list,THE NEW GIRL;by Daniel Silva;,AMERICAN CARNAGE;by Tim Alberta;,GRIT;by Angela Duckworth;,WHY WE SLEEP;by Matthew Walker;,FLY GIRLS;by Keith O'Brien;
9,EVVIE DRAKE STARTS OVER;by Linda Holmes;3 weeks on the list,BACKLASH;by Brad Thor;4 weeks on the list,THE OVERSTORY;by Richard Powers;15 weeks on the list,SAPIENS;by Yuval Noah Harari;78 weeks on the list,HOWARD STERN COMES AGAIN;by Howard Stern;10 weeks on the list,OUTLIERS;by Malcolm Gladwell;283 weeks on the list,STAY SEXY AND DON'T GET MURDERED;by Karen Kilgariff and Georgia Hardstark;8 weeks on the list,BLENDED;by Sharon M. Draper;15 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;279 weeks on the list,DORK DIARIES;by Rachel Renée Russell;294 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;83 weeks on the list,WHISPER NETWORK;by Chandler Baker;,"EVIL HAS A NAME;by Paul Holes, Jim Clemente and Peter McDonnell;",PRINCIPLES;by Ray Dalio;,THE POWER OF HABIT;by Charles Duhigg;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
10,BEFORE WE WERE YOURS;by Lisa Wingate;45 weeks on the list,MRS. EVERYTHING;by Jennifer Weiner;6 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;17 weeks on the list,AMERICA'S RELUCTANT PRINCE;by Steven M. Gillon;2 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;12 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;10 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;24 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;75 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;162 weeks on the list",WINGS OF FIRE;by Tui T. Sutherland;50 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;72 weeks on the list,MISSING MOLLY;by Natalie Barelli;,I CAN'T MAKE THIS UP;by Kevin Hart with Neil Strauss;,RADICAL CANDOR;by Kim Scott;,QUIET;by Susan Cain;,BALLPARK;by Paul Goldberger;
11,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;45 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;23 weeks on the list,THE OUTSIDER;by Stephen King;7 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;13 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;14 weeks on the list,GRIT;by Angela Duckworth;47 weeks on the list,,,,,,AGE OF LEGEND;by Michael J. Sullivan;,JUSTICE ON TRIAL;by Mollie Hemingway and Carrie Severino;,,,
12,SHAMED;by Linda Castillo;New this week,THE CHAIN;by Adrian McKinty;2 weeks on the list,GOOD OMENS;by Neil Gaiman and Terry Pratchett;7 weeks on the list,"THEY CALLED US ENEMY;by George Takei, Justin Eisinger and Steven Scott. Illustrated by Harmony Becker;New this week",THE BRITISH ARE COMING;by Rick Atkinson;10 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;43 weeks on the list,,,,,,"THE DEEP, DEEP SNOW;by Brian Freeman;",THE PIONEERS;by David McCullough;,,,
13,SOLD ON A MONDAY;by Kristina McMorris;New this week,LOST AND FOUND;by Danielle Steel;4 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;95 weeks on the list,JUST MERCY;by Bryan Stevenson;12 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;9 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;62 weeks on the list,,,,,,STAN LEE'S ALLIANCES: A TRICK OF LIGHT;by Stan Lee and Kat Rosenfield;,RANGE;by David Epstein;,,,
14,CITY OF GIRLS;by Elizabeth Gilbert;7 weeks on the list,SHAMED;by Linda Castillo;New this week,THE WEDDING PARTY;by Jasmine Guillory;New this week,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;12 weeks on the list,THE MAN WHO SOLD AMERICA;by Joy-Ann Reid;4 weeks on the list,BEING MORTAL;by Atul Gawande;93 weeks on the list,,,,,,BEFORE WE WERE YOURS;by Lisa Wingate;,MIDNIGHT IN CHERNOBYL;by Adam Higginbotham;,,,
15,LITTLE FIRES EVERYWHERE;by Celeste Ng;43 weeks on the list,RED METAL;by Mark Greaney and Hunter Ripley Rawlings IV;New this week,THEN SHE WAS GONE;by Lisa Jewell;19 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;3 weeks on the list,DAPPER DAN: MADE IN HARLEM;by Daniel R. Day with Mikael Awake;2 weeks on the list,WHY WE SLEEP;by Matthew Walker;22 weeks on the list,,,,,,DARK AGE;by Pierce Brown;,BAD BLOOD;by John Carreyrou;,,,
