,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;3 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;3 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;3 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;4 weeks on the list,YES WE (STILL) CAN;by Dan Pfeiffer;New this week,KITCHEN CONFIDENTIAL;by Anthony Bourdain;38 weeks on the list,FAIL UNTIL YOU DON'T;by Bobby Bones;New this week,WONDER;by R.J. Palacio;150 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;14 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;52 weeks on the list,THE HATE U GIVE;by Angie Thomas;69 weeks on the list,SOMETHING IN THE WATER;by Catherine Steadman;,KITCHEN CONFIDENTIAL;by Anthony Bourdain;,BAD BLOOD;by John Carreyrou;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,SHOE DOG;by Phil Knight;
2,THE PERFECT COUPLE;by Elin Hilderbrand;New this week,THE PERFECT COUPLE;by Elin Hilderbrand;New this week,CRAZY RICH ASIANS;by Kevin Kwan;9 weeks on the list,YES WE (STILL) CAN;by Dan Pfeiffer;New this week,CALYPSO;by David Sedaris;4 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;12 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;9 weeks on the list,POPULARMMOS PRESENTS A HOLE NEW WORLD;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;New this week,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;226 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;484 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;16 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;,CALYPSO;by David Sedaris;,PRINCIPLES;by Ray Dalio;,SAPIENS;by Yuval Noah Harari;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
3,THE OUTSIDER;by Stephen King;5 weeks on the list,THE OUTSIDER;by Stephen King;5 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;69 weeks on the list,CALYPSO;by David Sedaris;4 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;7 weeks on the list,SAPIENS;by Yuval Noah Harari;6 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;17 weeks on the list,REFUGEE;by Alan Gratz;18 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;139 weeks on the list,DOG MAN;by Dav Pilkey;43 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;37 weeks on the list,THE OUTSIDER;by Stephen King;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,OUTLIERS;by Malcolm Gladwell;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,BELIEVE IT;by Nick Foles with Joshua Cooley;
4,THE ROOSTER BAR;by John Grisham;15 weeks on the list,TOM CLANCY LINE OF SIGHT;by Mike Maden;2 weeks on the list,INTO THE WATER;by Paula Hawkins;8 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;20 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;6 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;8 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;11 weeks on the list",THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;12 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;41 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;124 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;49 weeks on the list,THE SINGULARITY TRAP;by Dennis E. Taylor;,MAPS OF MEANING;by Jordan B. Peterson;,THE POWER OF HABIT;by Charles Duhigg;,THE POWER OF HABIT;by Charles Duhigg;,THE BOYS IN THE BOAT;by Daniel James Brown;
5,THE COTTAGES ON SILVER BEACH;by RaeAnne Thayne;New this week,SHELTER IN PLACE;by Nora Roberts;4 weeks on the list,LESS;by Andrew Sean Greer;5 weeks on the list,EDUCATED;by Tara Westover;18 weeks on the list,TRUMP'S AMERICA;by Newt Gingrich;3 weeks on the list,OUTLIERS;by Malcolm Gladwell;258 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;80 weeks on the list,"HELLO, UNIVERSE;by Erin Entrada Kelly;19 weeks on the list",AN ELEPHANT AND PIGGIE BIGGIE!;by Mo Willems;9 weeks on the list,I SURVIVED;by Lauren Tarshis;42 weeks on the list,LONG WAY DOWN;by Jason Reynolds;15 weeks on the list,BRIEF CASES;by Jim Butcher;,BORN A CRIME;by Trevor Noah;,SHOE DOG;by Phil Knight;,"FIRST, WE MAKE THE BEAST BEAUTIFUL;by Sarah Wilson;",I'M KEITH HERNANDEZ;by Keith Hernandez;
6,SHELTER IN PLACE;by Nora Roberts;4 weeks on the list,THE DEATH OF MRS. WESTAWAY;by Ruth Ware;4 weeks on the list,MILK AND HONEY;by Rupi Kaur;115 weeks on the list,BAD BLOOD;by John Carreyrou;5 weeks on the list,EDUCATED;by Tara Westover;18 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;6 weeks on the list,YOU ARE A BADASS;by Jen Sincero;128 weeks on the list,THE WILD ROBOT;by Peter Brown;32 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;41 weeks on the list,HARRY POTTER;by J.K. Rowling;483 weeks on the list,LEGENDARY;by Stephanie Garber;4 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;,EDUCATED;by Tara Westover;,MEASURE WHAT MATTERS;by John Doerr;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,MEN IN BLAZERS PRESENT ENCYCLOPEDIA BLAZERTANNICA;by Roger Bennett and Michael Davies;
7,TOM CLANCY LINE OF SIGHT;by Mike Maden;2 weeks on the list,WHEN LIFE GIVES YOU LULULEMONS;by Lauren Weisberger;3 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;38 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;53 weeks on the list,BAD BLOOD;by John Carreyrou;3 weeks on the list,JUST MERCY;by Bryan Stevenson;109 weeks on the list,THE PLANT PARADOX COOKBOOK;by Steven R. Gundry;5 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;31 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;233 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;8 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;9 weeks on the list,YEAR ONE;by Nora Roberts;,THE POWER OF HABIT;by Charles Duhigg;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",LEONARDO DA VINCI;by Walter Isaacson;,BARBARIAN DAYS;by William Finnegan;
8,WHEN LIFE GIVES YOU LULULEMONS;by Lauren Weisberger;3 weeks on the list,THERE THERE;by Tommy Orange;3 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;55 weeks on the list,BORN TRUMP;by Emily Jane Fox;New this week,LINCOLN'S LAST TRIAL;by Dan Abrams and David Fisher;3 weeks on the list,SHOE DOG;by Phil Knight;8 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;248 weeks on the list,ENDLING: THE LAST;by Katherine Applegate. Illustrated by Max Kostenko;8 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;16 weeks on the list,DORK DIARIES;by Rachel Renée Russell;257 weeks on the list,THE HAZEL WOOD;by Melissa Albert;21 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,BAD BLOOD;by John Carreyrou;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,BEING MORTAL;by Atul Gawande;,BASKETBALL (AND OTHER THINGS);by Shea Serrano. Illustrated by Arturo Torres;
9,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;3 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;40 weeks on the list,THE ROOSTER BAR;by John Grisham;New this week,THE SOUL OF AMERICA;by Jon Meacham;7 weeks on the list,THE SUN DOES SHINE;by Anthony Ray Hinton with Lara Love Hardin;3 weeks on the list,#NEVERAGAIN;by David Hogg and Lauren Hogg;New this week,EVERYBODY ALWAYS;by Bob Goff;10 weeks on the list,THE CROSSOVER;by Kwame Alexander;23 weeks on the list,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;7 weeks on the list,WHAT WAS . . . ?;by various authors;12 weeks on the list,SAVE THE DATE;by Morgan Matson;3 weeks on the list,SHELTER IN PLACE;by Nora Roberts;,I'LL BE GONE IN THE DARK;by Michelle McNamara;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE RISE AND FALL OF THE DINOSAURS;by Steve Brusatte;,SHAKEN;by Tim Tebow;
10,SHARP OBJECTS;by Gillian Flynn;4 weeks on the list,THE FALLEN;by David Baldacci;10 weeks on the list,SHARP OBJECTS;by Gillian Flynn;43 weeks on the list,SAPIENS;by Yuval Noah Harari;27 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;59 weeks on the list,BEING MORTAL;by Atul Gawande;42 weeks on the list,"FIRST, WE MAKE THE BEAST BEAUTIFUL;by Sarah Wilson;New this week",ARU SHAH AND THE END OF TIME;by Roshani Chokshi;12 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;131 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;476 weeks on the list,FURYBORN;by Claire Legrand;4 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,THINGS THAT MATTER;by Charles Krauthammer;,RADICAL CANDOR;by Kim Scott;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THINGS THAT MAKE WHITE PEOPLE UNCOMFORTABLE;by Michael Bennett and Dave Zirin;
