,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,AMERICAN DIRT;by Jeanine Cummins;New this week,AMERICAN DIRT;by Jeanine Cummins;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;38 weeks on the list,A VERY STABLE GENIUS;by Philip Rucker and Carol Leonnig;New this week,A VERY STABLE GENIUS;by Philip Rucker and Carol Leonnig;New this week,JUST MERCY;by Bryan Stevenson;189 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;12 weeks on the list",DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;42 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;22 weeks on the list,DOG MAN;by Dav Pilkey;126 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;3 weeks on the list,THE LAST WISH;by Andrzej Sapkowski;,TALKING TO STRANGERS;by Malcolm Gladwell;,LEADERSHIP STRATEGY AND TACTICS;by Jocko Willink;,GUTS;by Raina Telgemeier;,VENDETTA IN DEATH;by J.D. Robb;,A LONG WALK TO WATER;by Linda Sue Park;,DEAR MARTIN;by Nic Stone;
2,WHERE THE CRAWDADS SING;by Delia Owens;72 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;73 weeks on the list,THE OUTSIDER;by Stephen King;10 weeks on the list,PROFILES IN CORRUPTION;by Peter Schweizer;New this week,PROFILES IN CORRUPTION;by Peter Schweizer;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;66 weeks on the list,LEADERSHIP STRATEGY AND TACTICS;by Jocko Willink;2 weeks on the list,WONDER;by R.J. Palacio;232 weeks on the list,LOVE FROM THE CRAYONS;by Drew Daywalt and Oliver Jeffers;3 weeks on the list,HARRY POTTER;by J.K. Rowling;566 weeks on the list,THE HATE U GIVE;by Angie Thomas;152 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,A VERY STABLE GENIUS;by Philip Rucker and Carol Leonnig;,ATOMIC HABITS;by James Clear;,STRANGE PLANET;by Nathan W. Pyle;,THE BOY;by Tami Hoag;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,LONG WAY DOWN;by Jason Reynolds;
3,LOST;by James Patterson and James O. Born;2 weeks on the list,LOST;by James Patterson and James O. Born;2 weeks on the list,ONE GOOD DEED;by David Baldacci;New this week,EDUCATED;by Tara Westover;101 weeks on the list,EDUCATED;by Tara Westover;101 weeks on the list,SAPIENS;by Yuval Noah Harari;89 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;299 weeks on the list,THE FIERCE 44;by the staff of The Undefeated. Illustrated by Robert Ball;New this week,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;219 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;567 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;8 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;,BECOMING;by Michelle Obama;,DARE TO LEAD;by Brené Brown;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,THE FIRST LADY;by James Patterson and Brendan DuBois;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE BOOK THIEF;by Markus Zusak;
4,THE SILENT PATIENT;by Alex Michaelides;19 weeks on the list,SUCH A FUN AGE;by Kiley Reid;4 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;36 weeks on the list,JUST MERCY;by Bryan Stevenson;22 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;20 weeks on the list,BORN A CRIME;by Trevor Noah;50 weeks on the list,ATOMIC HABITS;by James Clear;12 weeks on the list,REFUGEE;by Alan Gratz;83 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;27 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;109 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;99 weeks on the list,BLOOD OF ELVES;by Andrzej Sapkowski;,EDUCATED;by Tara Westover;,THE RIDE OF A LIFETIME;by Robert Iger;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,PIECES OF HER;by Karin Slaughter;,OUT OF MY MIND;by Sharon M. Draper;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
5,THE GUARDIANS;by John Grisham;15 weeks on the list,DEAR EDWARD;by Ann Napolitano;3 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;73 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;20 weeks on the list,BECOMING;by Michelle Obama;59 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;77 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;163 weeks on the list,ALI CROSS;by James Patterson;9 weeks on the list,THE SERIOUS GOOSE;by Jimmy Kimmel;8 weeks on the list,THE BAD GUYS;by Aaron Blabey;62 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;105 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,PRINCIPLES;by Ray Dalio;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,CUT AND RUN;by Fern Michaels;,THE UNTEACHABLES;by Gordon Korman;,THE LOST;by Natasha Preston;
6,LITTLE FIRES EVERYWHERE;by Celeste Ng;50 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;34 weeks on the list,THE OVERSTORY;by Richard Powers;42 weeks on the list,BECOMING;by Michelle Obama;60 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;20 weeks on the list,OUTLIERS;by Malcolm Gladwell;310 weeks on the list,7-DAY APPLE CIDER VINEGAR CLEANSE;by J.J. Smith;5 weeks on the list,A TALE OF MAGIC...;by Chris Colfer;17 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;15 weeks on the list",WINGS OF FIRE;by Tui T. Sutherland;75 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;60 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,CATCH AND KILL;by Ronan Farrow;,OUTLIERS;by Malcolm Gladwell;,DRAMA;by Raina Telgemeier;,SILENT NIGHT;by Danielle Steel;,I AM MALALA;by Malala Yousafzai with Patricia McCormick;,LOOKING FOR ALASKA;by John Green;
7,DEAR EDWARD;by Ann Napolitano;3 weeks on the list,THE GUARDIANS;by John Grisham;15 weeks on the list,THE RIVER MURDERS;by James Patterson and James O. Born;3 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;24 weeks on the list,TIGHTROPE;by Nicholas D. Kristof and Sheryl WuDunn;2 weeks on the list,WHY WE SLEEP;by Matthew Walker;40 weeks on the list,THE BLUE ZONES KITCHEN;by Dan Buettner;7 weeks on the list,LITTLE LEADERS;by Vashti Harrison;27 weeks on the list,"SOFIA VALDEZ, FUTURE PREZ;by Andrea Beaty. Illustrated by David Roberts;10 weeks on the list",DORK DIARIES;by Rachel Renée Russell;310 weeks on the list,INFINITY SON;by Adam Silvera;2 weeks on the list,SUCH A FUN AGE;by Kiley Reid;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE INFINITE GAME;by Simon Sinek;,WATCHMEN;by Alan Moore. Illustrated by Dave Gibbons;,HUCKLEBERRY LAKE;by Catherine Anderson;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THE LIBRARIAN OF AUSCHWITZ;by Antonio Iturbe;
8,SUCH A FUN AGE;by Kiley Reid;4 weeks on the list,A LONG PETAL OF THE SEA;by Isabel Allende;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;40 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;8 weeks on the list,THE AGE OF ENTITLEMENT;by Christopher Caldwell;New this week,TO SHAKE THE SLEEPING SELF;by Jedidiah Jenkins;2 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;83 weeks on the list",LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;5 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;299 weeks on the list,TRULY DEVIOUS;by Maureen Johnson;New this week,THE FOUNTAINS OF SILENCE;by Ruta Sepetys;16 weeks on the list,THE GUARDIANS;by John Grisham;,PROFILES IN CORRUPTION;by Peter Schweizer;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE COMING STORM;by Nora Roberts;,RESTART;by Gordon Korman;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,AGENCY;by William Gibson;New this week,THE DUTCH HOUSE;by Ann Patchett;18 weeks on the list,SWORD OF DESTINY;by Andrzej Sapkowski;New this week,SAPIENS;by Yuval Noah Harari;91 weeks on the list,WHY WE CAN'T SLEEP;by Ada Calhoun;2 weeks on the list,NO ONE IS TOO SMALL TO MAKE A DIFFERENCE;by Greta Thunberg;11 weeks on the list,YOU ARE A BADASS;by Jen Sincero;204 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;41 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;165 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;92 weeks on the list,THE NIGHT COUNTRY;by Melissa Albert;3 weeks on the list,SWORD OF DESTINY;by Andrzej Sapkowski;,BORN A CRIME;by Trevor Noah;,RANGE;by David Epstein;,NEW KID;by Jerry Craft;,THE BEST OF US;by Robyn Carr;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,JUST MERCY;by Bryan Stevenson;
10,THE OUTSIDER;by Stephen King;15 weeks on the list,AGENCY;by William Gibson;New this week,THE WIVES;by Tarryn Fisher;4 weeks on the list,THE AGE OF ENTITLEMENT;by Christopher Caldwell;New this week,RUNNING AGAINST THE DEVIL;by Rick Wilson;2 weeks on the list,BEING MORTAL;by Atul Gawande;113 weeks on the list,TINY HABITS;by B.J. Fogg;3 weeks on the list,LOOK BOTH WAYS;by Jason Reynolds;6 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;35 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;206 weeks on the list,WAYWARD SON;by Rainbow Rowell;16 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,SAPIENS;by Yuval Noah Harari;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",SISTERS;by Raina Telgemeier;,THE MALTA EXCHANGE;by Steve Berry;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,THE SUN IS ALSO A STAR;by Nicola Yoon;
