,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,LEVERAGE IN DEATH;by J.D. Robb;New this week,LEVERAGE IN DEATH;by J.D. Robb;New this week,CRAZY RICH ASIANS;by Kevin Kwan;20 weeks on the list,SAPIENS;by Yuval Noah Harari;38 weeks on the list,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;New this week,SAPIENS;by Yuval Noah Harari;17 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;22 weeks on the list",WONDER;by R.J. Palacio;161 weeks on the list,THE DAY YOU BEGIN;by Jacqueline Woodson. Illustrated by Rafael López;2 weeks on the list,DOG MAN;by Dav Pilkey;54 weeks on the list,THE HATE U GIVE;by Angie Thomas;80 weeks on the list,CRAZY RICH ASIANS;by Kevin Kwan;,EDUCATED;by Tara Westover;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,FLY GIRLS;by Keith O'Brien;
2,CRAZY RICH ASIANS;by Kevin Kwan;13 weeks on the list,IN HIS FATHER'S FOOTSTEPS;by Danielle Steel;New this week,CHINA RICH GIRLFRIEND;by Kevin Kwan;7 weeks on the list,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;New this week,THE RESTLESS WAVE;by John McCain and Mark Salter;6 weeks on the list,GRIT;by Angela Duckworth;3 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;91 weeks on the list,REFUGEE;by Alan Gratz;29 weeks on the list,TURNING PAGES;by Sonia Sotomayor. Illustrated by Lulu Delacre;New this week,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;8 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;27 weeks on the list,SHARP OBJECTS;by Gillian Flynn;,BORN A CRIME;by Trevor Noah;,DOPESICK;by Beth Macy;,DOPESICK;by Beth Macy;,SHOE DOG;by Phil Knight;
3,IN HIS FATHER'S FOOTSTEPS;by Danielle Steel;New this week,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;14 weeks on the list,RICH PEOPLE PROBLEMS;by Kevin Kwan;5 weeks on the list,EDUCATED;by Tara Westover;29 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;7 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;19 weeks on the list,YOU ARE A BADASS;by Jen Sincero;139 weeks on the list,THE WILD ROBOT;by Peter Brown;43 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;237 weeks on the list,HARRY POTTER;by J.K. Rowling;494 weeks on the list,LONG WAY DOWN;by Jason Reynolds;26 weeks on the list,SOMETHING IN THE WATER;by Catherine Steadman;,UNHINGED;by Omarosa Manigault Newman;,PRINCIPLES;by Ray Dalio;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,UNBROKEN;by Laura Hillenbrand;
4,DARK SENTINEL;by Christine Feehan;New this week,TEXAS RANGER;by James Patterson and Andrew Bourelle;4 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;New this week,SMALL FRY;by Lisa Brennan-Jobs;New this week,EDUCATED;by Tara Westover;29 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;49 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;20 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;41 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;8 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;135 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;60 weeks on the list,THE OUTSIDER;by Stephen King;,THE POWER OF HABIT;by Charles Duhigg;,GRIT;by Angela Duckworth;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,BELIEVE IT;by Nick Foles with Joshua Cooley;
5,DEPTH OF WINTER;by Craig Johnson;New this week,DEPTH OF WINTER;by Craig Johnson;New this week,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;14 weeks on the list,THE RESTLESS WAVE;by John McCain and Mark Salter;6 weeks on the list,EVERY DAY IS EXTRA;by John Kerry;New this week,KILLERS OF THE FLOWER MOON;by David Grann;23 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;259 weeks on the list,MINECRAFT: THE CRASH;by Tracey Baptiste;9 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;244 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;495 weeks on the list,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;6 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;,CALYPSO;by David Sedaris;,OUTLIERS;by Malcolm Gladwell;,AWARE;by Daniel Siegel;,ENDURE;by Alex Hutchinson;
6,CHINA RICH GIRLFRIEND;by Kevin Kwan;5 weeks on the list,THE FALL OF GONDOLIN;by J.R.R. Tolkien;2 weeks on the list,LESS;by Andrew Sean Greer;16 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;7 weeks on the list,SMALL FRY;by Lisa Brennan-Jobs;New this week,BLACK KLANSMAN;by Ron Stallworth;6 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;28 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;21 weeks on the list,DREAMERS;by Yuyi Morales;New this week,THREE DARK CROWNS;by Kendare Blake;New this week,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;9 weeks on the list,READY PLAYER ONE;by Ernest Cline;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,FEARLESS;by Doug Pederson with Dan Pompei;
7,FIELD OF BONES;by J.A. Jance;New this week,THE OUTSIDER;by Stephen King;16 weeks on the list,SHARP OBJECTS;by Gillian Flynn;54 weeks on the list,EVERY DAY IS EXTRA;by John Kerry;New this week,UNHINGED;by Omarosa Manigault Newman;4 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;9 weeks on the list,MAKE YOUR BED;by William H. McRaven;59 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;46 weeks on the list,BE KIND;by Pat Zietlow Miller. Illustrated by Jen Hill;7 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;484 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;48 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,BEING MORTAL;by Atul Gawande;,THE BOYS IN THE BOAT;by Daniel James Brown;
8,RICH PEOPLE PROBLEMS;by Kevin Kwan;4 weeks on the list,DARK SENTINEL;by Christine Feehan;New this week,THE HANDMAID'S TALE;by Margaret Atwood;80 weeks on the list,THE CODDLING OF THE AMERICAN MIND;by Greg Lukianoff and Jonathan Haidt;New this week,THE CODDLING OF THE AMERICAN MIND;by Greg Lukianoff and Jonathan Haidt;New this week,SHOE DOG;by Phil Knight;17 weeks on the list,UNFU*K YOURSELF;by Gary John Bishop;2 weeks on the list,AMAL UNBOUND;by Aisha Saeed;2 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;149 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;2 weeks on the list,PEOPLE KILL PEOPLE;by Ellen Hopkins;New this week,WHAT ALICE FORGOT;by Liane Moriarty;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,RED NOTICE;by Bill Browder;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",UNNECESSARY ROUGHNESS;by Jose Baez with George Willis;
9,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;New this week,WHERE THE CRAWDADS SING;by Delia Owens;New this week,MILK AND HONEY;by Rupi Kaur;126 weeks on the list,UNHINGED;by Omarosa Manigault Newman;4 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;70 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;437 weeks on the list,EVERYBODY ALWAYS;by Bob Goff;21 weeks on the list,THE BELOVED WORLD OF SONIA SOTOMAYOR;by Sonia Sotomayor;New this week,HOW TO BABYSIT A GRANDMA;by Jean Reagan. Illustrated by Lee Wildish;15 weeks on the list,THE BAD GUYS;by Aaron Blabey;19 weeks on the list,THE HAZEL WOOD;by Melissa Albert;32 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,BAD BLOOD;by John Carreyrou;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",TANGLED TREE;by David Quammen;,ASTROBALL;by Ben Reiter;
10,SHARP OBJECTS;by Gillian Flynn;15 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;51 weeks on the list,THE DARK BETWEEN STARS;by Atticus;New this week,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;61 weeks on the list,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;8 weeks on the list",JUST MERCY;by Bryan Stevenson;120 weeks on the list,THE PLANT PARADOX COOKBOOK;by Steven R. Gundry;14 weeks on the list,THE CROSSOVER;by Kwame Alexander;30 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;143 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;61 weeks on the list,THUNDERHEAD;by Neal Shusterman;19 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,"ENGLISH HISTORY MADE BRIEF, IRREVERENT, AND PLEASURABLE;by Lacey Baldwin Smith;",WINNERS TAKE ALL;by Anand Giridharadas;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,12;by Casey Sherman and Dave Wedge;
