,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Indigenous Americans,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,SEE ME;by Nicholas Sparks;New this week,SEE ME;by Nicholas Sparks;New this week,THE MARTIAN;by Andy Weir;51 weeks on the list,,,HUMANS OF NEW YORK: STORIES;by Brandon Stanton;New this week,HUMANS OF NEW YORK: STORIES;by Brandon Stanton;New this week,THE BOYS IN THE BOAT;by Daniel James Brown;73 weeks on the list,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;4 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;51 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;175 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 3;by Robert Kirkman and Charlie Adlard;New this week","NARUTO, VOL. 72;by Masashi Kishimoto;2 weeks on the list",THE SWORD OF SUMMER;by Rick Riordan;2 weeks on the list,THE SWORD OF SUMMER;by Rick Riordan;2 weeks on the list,MAX;by Boaz Yakin and Sheldon Lettich;10 weeks on the list,THE DAY THE CRAYONS CAME HOME;by Drew Daywalt. Illustrated by Oliver Jeffers;9 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;221 weeks on the list,THE ROSE SOCIETY;by Marie Lu;New this week,THE AMAZING BOOK IS NOT ON FIRE;by Dan Howell and Phil Lester;New this week,PAPER TOWNS;by John Green;10 weeks on the list,DO UNTO ANIMALS;by Tracey Stewart;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,WHY NOT ME?;by Mindy Kaling;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,M TRAIN;by Patti Smith;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,THE WRIGHT BROTHERS;by David McCullough;,I'LL NEVER WRITE MY MEMOIRS;by Grace Jones as told to Paul Morley;,THE PIONEER WOMAN COOKS: DINNERTIME;by Ree Drummond;,SECRET GARDEN;illustrated by Johanna Basford;,A COMMON STRUGGLE;by Patrick J. Kennedy and Stephen Fried;,WHY NOT ME?;by Mindy Kaling;,BURY MY HEART AT WOUNDED KNEE;by Dee Brown;,WHY NOT ME?;by Mindy Kaling;,ROSEMARY;by Kate Clifford Larson;,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE POWER OF I AM;by Joel Osteen;,BEING MORTAL;by Atul Gawande;,THE BOYS IN THE BOAT;by Daniel James Brown;,HUMANS OF NEW YORK: STORIES;by Brandon Stanton;
2,THE MARTIAN;by Andy Weir;21 weeks on the list,THE SURVIVOR;by Vince Flynn and Kyle Mills;2 weeks on the list,THE ALCHEMIST;by Paulo Coelho;376 weeks on the list,,,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;4 weeks on the list,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;4 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;20 weeks on the list,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;11 weeks on the list,THE POWER OF I AM;by Joel Osteen;2 weeks on the list,KILLING AND DYING;by Adrian Tomine;2 weeks on the list,DRAMA;by Raina Telgemeier;116 weeks on the list,"DEADMAN WONDERLAND, VOL. 11;by Jinsei Katoka and Kazuma Kondou;New this week",THE KEEPER;by David Baldacci;6 weeks on the list,WONDER;by R.J. Palacio;10 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;10 weeks on the list,PETE THE CAT: FIVE LITTLE PUMPKINS;by James Dean;7 weeks on the list,HARRY POTTER;by J.K. Rowling;343 weeks on the list,THE AMAZING BOOK IS NOT ON FIRE;by Dan Howell and Phil Lester;New this week,THE ROSE SOCIETY;by Marie Lu;New this week,THE 5TH WAVE;by Rick Yancey;9 weeks on the list,ANIMAL WISE;by Virginia Morell;,THE COURAGE TO ACT;by Ben S. Bernanke;,BINGE;by Tyler Oakley;,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;,MY LIFE ON THE ROAD;by Gloria Steinem;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,100 DEADLY SKILLS;by Clint Emerson;,DEAD WAKE;by Erik Larson;,STYLED;by Emily Henderson and Angelin Borsics;,THE 20/20 DIET;by Phil McGraw;,ENCHANTED FOREST;illustrated by Johanna Basford;,FURIOUSLY HAPPY;by Jenny Lawson;,BINGE;by Tyler Oakley;,THE HEART OF EVERYTHING THAT IS;by Bob Drury and Tom Clavin;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,A MORE PERFECT UNION;by Ben Carson with Candy Carson;,JUST MERCY;by Bryan Stevenson;,THE WITCHES;by Stacy Schiff;,THE WRIGHT BROTHERS;by David McCullough;,ABOVE THE LINE;by Urban Meyer with Wayne Coffey;,A WALK IN THE WOODS;by Bill Bryson;
3,THE SURVIVOR;by Vince Flynn and Kyle Mills;2 weeks on the list,THE MURDER HOUSE;by James Patterson and David Ellis;3 weeks on the list,MEMORY MAN;by David Baldacci;5 weeks on the list,,,A MORE PERFECT UNION;by Ben Carson with Candy Carson;2 weeks on the list,A MORE PERFECT UNION;by Ben Carson with Candy Carson;2 weeks on the list,YES PLEASE;by Amy Poehler;7 weeks on the list,10% HAPPIER;by Dan Harris;13 weeks on the list,BIG MAGIC;by Elizabeth Gilbert;4 weeks on the list,CONVERGENCE;by Jeff King and others;New this week,"LUMBERJANES, VOL. 2;by Noelle Stevenson, Grace Ellis and Brooke Allen;New this week","TOKYO GHOUL, VOL. 1;by Sui Ishida;18 weeks on the list",HITLER'S LAST DAYS;by Bill O'Reilly;8 weeks on the list,THE ISLE OF THE LOST;by Melissa de la Cruz;9 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;10 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;121 weeks on the list,THE SELECTION;by Kiera Cass;54 weeks on the list,ICE LIKE FIRE;by Sara Raasch;New this week,CARRY ON;by Rainbow Rowell;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;10 weeks on the list,THE HORSE;by Wendy Williams;,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;,M TRAIN;by Patti Smith;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,THE ART OF MEMOIR;by Mary Karr;,THE ORGANIZED MIND;by Daniel J. Levitin;,BRIDGE OF SPIES;by Giles Whittell;,INTO THIN AIR;by Jon Krakauer;,FACE PAINT;by Lisa Eldridge;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,LOST OCEAN;illustrated by Johanna Basford;,BEING MORTAL;by Atul Gawande;,FURIOUSLY HAPPY;by Jenny Lawson;,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,HOW TO TALK SO KIDS WILL LISTEN AND LISTEN SO KIDS WILL TALK;by Adele Faber and Elaine Mazlish;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE NEW JIM CROW;by Michelle Alexander;,FERVENT;by Priscilla Shirer;,DO UNTO ANIMALS;by Tracey Stewart;,I FEEL LIKE GOING ON;by Ray Lewis with Daniel Paisner;,DEEP SOUTH;by Paul Theroux;
4,THE MURDER HOUSE;by James Patterson and David Ellis;3 weeks on the list,A KNIGHT OF THE SEVEN KINGDOMS;by George R. R. Martin;2 weeks on the list,GREY;by E. L. James;18 weeks on the list,,,M TRAIN;by Patti Smith;2 weeks on the list,M TRAIN;by Patti Smith;2 weeks on the list,VOICES FROM CHERNOBYL;by Svetlana Alexievich. Translated by Keith Gessen;New this week,WHY NOT ME?;by Mindy Kaling;5 weeks on the list,THE 20/20 DIET;by Phil McGraw;18 weeks on the list,THE JOKER: ENDGAME;by Various;3 weeks on the list,"SAGA, VOL. 5;by Brian K. Vaughan and Fiona Staples;5 weeks on the list","TOKYO GHOUL, VOL. 2;by Sui Ishida;9 weeks on the list",THE FINISHER;by David Baldacci;9 weeks on the list,THE PRINCESS IN BLACK AND THE PERFECT PRINCESS PARTY;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;New this week,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;10 weeks on the list,THE RABBIT WHO WANTS TO FALL ASLEEP;by Carl-Johan Forssen Ehrlin. Illustrated by Irina Maununen;3 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;4 weeks on the list,CARRY ON;by Rainbow Rowell;2 weeks on the list,BLACK WIDOW: FOREVER RED;by Margaret Stohl;New this week,LOOKING FOR ALASKA;by John Green;10 weeks on the list,BEYOND WORDS;by Carl Safina;,THE SCHOOL OF GREATNESS;by Lewis Howes;,A COMMON STRUGGLE;by Patrick J. Kennedy and Stephen Fried;,JUST MERCY;by Bryan Stevenson;,THE RAP YEAR BOOK;by Shea Serrano and Arturo Torres;,FIND ME UNAFRAID;by Kennedy Odede and Jessica Posner;,THE DEVIL'S CHESSBOARD;by David Talbot;,INTO THE WILD;by Jon Krakauer;,POLISH YOUR POISE WITH MADAME CHIC;by Jennifer L. Scott;,THE FOOD LAB;by J. Kenji Lopez-Alt;,CREATIVE HAVEN CREATIVE CATS COLORING BOOK;Illustrated by Marjorie Sarnat;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,YES PLEASE;by Amy Poehler;,BORN TO RUN;by Christopher McDougall;,DARING GREATLY;by Brené Brown;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE OTHER WES MOORE;by Wes Moore;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,QUIET;by Susan Cain;,UNBROKEN;by Laura Hillenbrand;,WILD;by Cheryl Strayed;
5,FOREIGN AFFAIRS;by Stuart Woods;New this week,CITY ON FIRE;by Garth Risk Hallberg;New this week,A BRIEF HISTORY OF SEVEN KILLINGS;by Marlon James;New this week,,,WHY NOT ME?;by Mindy Kaling;5 weeks on the list,A COMMON STRUGGLE;by Patrick J. Kennedy and Stephen Fried;2 weeks on the list,ONE NATION;by Ben Carson with Candy Carson;7 weeks on the list,THE LAST OF THE PRESIDENT'S MEN;by Bob Woodward;New this week,RISING STRONG;by Brené Brown;8 weeks on the list,"THE WALKING DEAD, BOOK 12;by Robert Kirkman and Charlie Adlard;2 weeks on the list","BATMAN ETERNAL, VOL. 3;by Scott Snyder and others;New this week","KAMISAMA KISS, VOL. 19;by Julietta Suzuki;2 weeks on the list",WONDER;by R.J. Palacio;10 weeks on the list,AUGGIE & ME;by R.J. Palacio;9 weeks on the list,GOOSEBUMPS MOVIE NOVEL;Edited by R. L. Stine;New this week,WHAT PET SHOULD I GET?;by Dr. Seuss;12 weeks on the list,THE MAZE RUNNER;by James Dashner;158 weeks on the list,SIX OF CROWS;by Leigh Bardugo;3 weeks on the list,SIX OF CROWS;by Leigh Bardugo;3 weeks on the list,ME AND EARL AND THE DYING GIRL;by Jesse Andrews;10 weeks on the list,THE DOGIST;by Elias Weiss Friedman;,GOOD PROFIT;by Charles G. Koch;,FURIOUSLY HAPPY;by Jenny Lawson;,WORKING STIFF;by Judy Melinek and T. J. Mitchell;,RECLAIMING CONVERSATION;by Sherry Turkle;,BEYOND MEASURE;by Vicki Abeles;,SPYMISTRESS;by William Stevenson;,THE INVENTION OF NATURE;by Andrea Wulf;,HOME;by Ellen DeGeneres;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,THE OFFICIAL A GAME OF THRONES COLORING BOOK;various illustrators;,THE BRAIN FOG FIX;by Mike Dow;,SELP-HELF;by Miranda Sings;,CRAZY HORSE AND CUSTER;by Stephen Ambrose;,F*CK FEELINGS;by Michael I. Bennett and Sarah Bennett;,THE FIVE LOVE LANGUAGES OF CHILDREN;by Gary D. Chapman and Ross Campbell;,THE COURAGE TO ACT;by Ben S. Bernanke;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,FOR THE LOVE;by Jen Hatmaker;,THE POWER OF HABIT;by Charles Duhigg;,MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;,MY SOUTHERN JOURNEY;by Rick Bragg;
6,THE GIRL IN THE SPIDER'S WEB;by David Lagercrantz;7 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;76 weeks on the list,GRAY MOUNTAIN;by John Grisham;9 weeks on the list,,,A COMMON STRUGGLE;by Patrick J. Kennedy and Stephen Fried;2 weeks on the list,WHY NOT ME?;by Mindy Kaling;5 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;305 weeks on the list,SPYMISTRESS;by William Stevenson;2 weeks on the list,WAKE UP HAPPY;by Michael Strahan with Veronica Chambers;New this week,"STEP ASIDE, POPS;by Kate Beaton;5 weeks on the list",EL DEAFO;by Cece Bell;40 weeks on the list,"YU-GI-OH! 5D’S, VOL. 8;by Masahiro Hikokubo and Masashi Sato;2 weeks on the list",,CRENSHAW;by Katherine Applegate;4 weeks on the list,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;10 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;55 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;344 weeks on the list,,FANGIRL;by Rainbow Rowell;10 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;10 weeks on the list,WHAT THE DOG KNOWS;by Cat Warren;,PRIMED TO PERFORM;by Neel Doshi;,YES PLEASE;by Amy Poehler;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,ONCE IN A GREAT CITY;by David Maraniss;,NEUROTRIBES;by Steve Silberman;,SPY SECRETS THAT CAN SAVE YOUR LIFE;by Jason Hanson;,DEAD MOUNTAIN;by Donnie Eichar;,LOVE STYLE LIFE;by Garance Doré;,MY KITCHEN YEAR;by Ruth Reichl;,CREATIVE HAVEN ART NOUVEAU ANIMAL DESIGNS COLORING BOOK;Illustrated by Marty Noble;,BRAIN MAKER;by David Perlmutter with Kristin Loberg;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,,ACCIDENTAL SAINTS;by Nadia Bolz-Weber;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,THE LAST OF THE PRESIDENT'S MEN;by Bob Woodward;,NEGROLAND;by Margo Jefferson;,JESUS CALLING;by Sarah Young;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FAST GIRL;by Suzy Favor Hamilton with Sarah Tomlinson;,HUMANS OF NEW YORK;by Brandon Stanton;
7,MAKE ME;by Lee Child;6 weeks on the list,THE GIRL IN THE SPIDER'S WEB;by David Lagercrantz;7 weeks on the list,ORPHAN TRAIN;by Christina Baker Kline;97 weeks on the list,,,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;14 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;14 weeks on the list,A WALK IN THE WOODS;by Bill Bryson;103 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;91 weeks on the list,GOOD PROFIT;by Charles G. Koch;New this week,"BATMAN, VOL. 7;by Scott Snyder and Greg Capullo;4 weeks on the list","ZEN PENCILS, VOL. 2;by Gavin Aung Than;New this week","ASSASSINATION CLASSROOM, VOL. 6;by Yusei Matsui;2 weeks on the list",,THE MARVELS;by Brian Selznick;4 weeks on the list,THE PRINCESS IN BLACK;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;10 weeks on the list,HAPPY!;by Pharrell Williams;2 weeks on the list,DESCENDANTS;by various authors;9 weeks on the list,,ELEANOR AND PARK;by Rainbow Rowell;10 weeks on the list,AN ABUNDANCE OF KATHERINES;by John Green;8 weeks on the list,THE WORLD ACCORDING TO BOB;by James Bowen;,ABOVE THE LINE;by Urban Meyer with Wayne Coffey;,WILDFLOWER;by Drew Barrymore;,ORANGE IS THE NEW BLACK;by Piper Kerman;,RAZZLE DAZZLE;by Michael Riedel;,THEY SAY / I SAY;by Gerald Graff and Cathy Birkenstein;,"LIAR, TEMPTRESS, SOLDIER, SPY;by Karen Abbott;",PACIFIC;by Simon Winchester;,BECOMING;by Cindy Crawford with Katherine O'Leary;,THUG KITCHEN;by the staff of Thug Kitchen;,MINECRAFT: CONSTRUCTION HANDBOOK;by Matthew Needler;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,,RECLAIMING CONVERSATION;by Sherry Turkle;,BECOMING NICOLE;by Amy Ellis Nutt;,GOVERNMENT ZERO;by Michael Savage;,CITIZEN;by Claudia Rankine;,WHERE I AM;by Billy Graham;,WORKING STIFF;by Judy Melinek and T. J. Mitchell;,RAW;by Colin Cowherd;,THE SWEET LIFE IN PARIS;by David Lebovitz;
8,PRETTY GIRLS;by Karin Slaughter;3 weeks on the list,GO SET A WATCHMAN;by Harper Lee;14 weeks on the list,MY BRILLIANT FRIEND;by Elena Ferrante;7 weeks on the list,,,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;11 weeks on the list,THE LAST OF THE PRESIDENT'S MEN;by Bob Woodward;New this week,QUIET;by Susan Cain;113 weeks on the list,A MORE PERFECT UNION;by Ben Carson with Candy Carson;2 weeks on the list,AGENTS OF BABYLON;by David Jeremiah;2 weeks on the list,THE BEST AMERICAN COMICS 2015;edited by Jonathan Lethem;2 weeks on the list,SISTERS;by Raina Telgemeier;59 weeks on the list,"NORAGAMI, VOL. 7;by Adachitoka;New this week",,I AM MALALA;by Malala Yousafzai with Patricia McCormick;9 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;8 weeks on the list,PRESS HERE;by Hervé Tullet;214 weeks on the list,GIVER QUARTET;by Lois Lowry;98 weeks on the list,,THE REST OF US JUST LIVE HERE;by Patrick Ness;2 weeks on the list,THE FAULT IN OUR STARS;by John Green;9 weeks on the list,DOG SONGS;by Mary Oliver;,#GIRLBOSS;by Sophia Amoruso;,FORTUNATE SON;by John Fogerty with Jimmy McDonough;,RED NOTICE;by Bill Browder;,THE SONG MACHINE;by John Seabrook;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,THE PENTAGON'S BRAIN;by Annie Jacobsen;,IN THE HEART OF THE SEA;by Nathaniel Philbrick;,THE KINFOLK HOME;by Nathan Williams;,JACQUES PEPIN: HEART AND SOUL IN THE KITCHEN;by Jacques Pepin;,THE OFFICIAL OUTLANDER  COLORING BOOK;various illustrators;,FAST GIRL;by Suzy Favor Hamilton with Sarah Tomlinson;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,,THE FIVE LOVE LANGUAGES OF CHILDREN;by Gary D. Chapman and Ross Campbell;,THE GLASS CASTLE;by Jeannette Walls;,SAVING CAPITALISM;by Robert B. Reich;,BLACK MAN IN A WHITE COAT;by Damon Tweedy;,IMAGINE HEAVEN;by John Burke;,DAVID AND GOLIATH;by Malcolm Gladwell;,GOTTA GIVE THE PEOPLE WHAT THEY WANT;by Jalen Rose;,THE OREGON TRAIL;by Rinker Buck;
9,THE GIRL ON THE TRAIN;by Paula Hawkins;40 weeks on the list,THE GIRL ON THE TRAIN;by Paula Hawkins;40 weeks on the list,BIG LITTLE LIES;by Liane Moriarty;10 weeks on the list,,,THE LAST OF THE PRESIDENT'S MEN;by Bob Woodward;New this week,UNFAITHFUL MUSIC AND DISAPPEARING INK;by Elvis Costello;New this week,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;6 weeks on the list,FURIOUSLY HAPPY;by Jenny Lawson;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;125 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;76 weeks on the list,SMILE;by Raina Telgemeier;175 weeks on the list,"FOOD WARS!, VOL. 8;by Yuto Tsukuda and Shun Saeki;2 weeks on the list",,IT'S YOUR WORLD;by Chelsea Clinton;4 weeks on the list,COUNTING BY 7s;by Holly Goldberg Sloan;9 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;87 weeks on the list,DORK DIARIES;by Rachel Renée Russell;138 weeks on the list,,"EVERYTHING, EVERYTHING;by Nicola Yoon;7 weeks on the list",WHERE SHE WENT;by Gayle Forman;3 weeks on the list,"CRUSOE, THE CELEBRITY DACHSHUND;by Ryan Beauchesne;",THE POWER OF HABIT;by Charles Duhigg;,HUNGER MAKES ME A MODERN GIRL;by Carrie Brownstein;,SISTERS IN LAW;by Linda Hirshman;,THE YEAR OF LEAR:  SHAKESPEARE IN 1606;by James Shapiro;,THE PRIZE;by Dale Russakoff;,DOUBLE CROSS;by Ben Macintyre;,DEEP DOWN DARK;by Hector Tobar;,LOVABLE LIVABLE HOME;by Sherry Petersik and John Petersik;,ZERO BELLY COOKBOOK;by David Zinczenko;,PLAYER'S HANDBOOK;by Wizards RPG Team;,KEEP MOVING;by Dick Van Dyke;,BOSSYPANTS;by Tina Fey;,,"IF SOMEONE SAYS ""YOU COMPLETE ME,"" RUN!;by Whoopi Goldberg;",THE SEVEN PRINCIPLES FOR MAKING MARRIAGE WORK;by John Gottman and Nan Silver;,ONE NATION;by Ben Carson with Candy Carson;,THE BEAST SIDE;by D. Watkins;,DESTINY;by T. D. Jakes;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,FIND A WAY;by Diana Nyad;,PACIFIC;by Simon Winchester;
10,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;57 weeks on the list,MAKE ME;by Lee Child;6 weeks on the list,EVERYTHING I NEVER TOLD YOU;by Celeste Ng;19 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;74 weeks on the list,FURIOUSLY HAPPY;by Jenny Lawson;4 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;93 weeks on the list",SWEET JUDY BLUE EYES;by Judy Collins;New this week,THE FOOD LAB;by J. Kenji Lopez-Alt;2 weeks on the list,BABA YAGA’S ASSISTANT;by Marika McCoola and Emily Carroll;9 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;23 weeks on the list,"ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;7 weeks on the list",,THE STORY OF DIVA AND FLEA;by Mo Willems. Illustrated by Tony DiTerlizzi;New this week,THE CARE AND KEEPING OF YOU 2;by Cara Natterson. Illustrated by Josee Masse;5 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;6 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;63 weeks on the list,,RED QUEEN;by Victoria Aveyard;10 weeks on the list,IF I STAY;by Gayle Forman;3 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,OUTLIERS;by Malcolm Gladwell;,DAYS OF OUR LIVES: 50 YEARS;by Greg Meng;,TANGLED VINES;by Frances Dinkelspiel;,HOW WE GOT TO NOW;by Steven Johnson;,THE REPUBLIC OF IMAGINATION;by Azar Nafisi;,RED NOTICE;by Bill Browder;,ASTORIA;by Peter Stark;,KATE SPADE NEW YORK: ALL IN GOOD TASTE;by Kate Spade New York;,BRUNCH AT BOBBY'S;by Bobby Flay with Stephanie Banjour and Sally Jackson;,MONSTER MANUAL;by Wizards RPG Team;,THE SHIFT;by Theresa Brown;,"IF SOMEONE SAYS ""YOU COMPLETE ME,"" RUN!;by Whoopi Goldberg;",,THE SEVEN PRINCIPLES FOR MAKING MARRIAGE WORK;by John Gottman and Nan Silver;,THE HAPPIEST BABY ON THE BLOCK;by Harvey Karp;,LIGHTS OUT;by Ted Koppel;,GIVE US THE BALLOT;by Ari Berman;,ACCIDENTAL SAINTS;by Nadia Bolz-Weber;,BRIEF CANDLE IN THE DARK;by Richard Dawkins;,BRADY VS MANNING;by Gary Myers;,HOW TO SURVIVE ANYTHING;by Tim MacWelch and the editors of Outdoor Life;
