,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE CASUAL VACANCY;by J. K. Rowling;New this week,THE CASUAL VACANCY;by J. K. Rowling;New this week,FIFTY SHADES OF GREY;by E. L. James;29 weeks on the list,,,THE CASUAL VACANCY;by J. K. Rowling;,NO EASY DAY;by Mark Owen with Kevin Maurer;4 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;4 weeks on the list,OUTLIERS;by Malcolm Gladwell;69 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;4 weeks on the list,WHEAT BELLY;by William Davis;25 weeks on the list,EAT TO LIVE;by Joel Fuhrman;64 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;,"GREEN LANTERN CORPS, VOL. 1;by Peter J. Tomasi and others;New this week","AVATAR, THE LAST AIRBENDER - THE PROMISE, PART 3;by Gene Luen Yang and others;New this week","NARUTO, VOL. 58;by Masashi Kishimoto;3 weeks on the list",CONFESSIONS OF A MURDER SUSPECT;by James Patterson and Maxine Paetro;New this week,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;17 weeks on the list,PETE THE CAT SAVES CHRISTMAS;by Eric Litwin. Illustrated by James Dean;New this week,THE HUNGER GAMES;by Suzanne Collins;110 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,OUTLIERS;by Malcolm Gladwell;,NO EASY DAY;by Mark Owen with Kevin Maurer;
2,FIFTY SHADES OF GREY;by E. L. James;31 weeks on the list,WINTER OF THE WORLD;by Ken Follett;2 weeks on the list,FIFTY SHADES DARKER;by E. L. James;26 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,WAGING HEAVY PEACE;by Neil Young;New this week,WAGING HEAVY PEACE;by Neil Young;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;98 weeks on the list,INTO THE FIRE;by Dakota Meyer and Bing West;New this week,GUINNESS WORLD RECORDS 2013;;3 weeks on the list,"THE CHEW;by the staff of ""The Chew"";New this week",WAGING HEAVY PEACE;by Neil Young;,"100 BULLETS: DELUXE EDITION, BOOK THREE;Brian Azzarello and Edward Risso;New this week","STAR TREK, THE NEXT GENERATION/DOCTOR WHO: ASSIMILATION 2;by Scott and David Tipton;New this week","YOTSUBA&!, VOL. 11;by Kiyohiko Azuma;3 weeks on the list",LINCOLN'S LAST DAYS;by Bill O'Reilly and Dwight Jon Zimmerman;6 weeks on the list,DIVERGENT;by Veronica Roth;31 weeks on the list,LLAMA LLAMA TIME TO SHARE;by Anna Dewdney;4 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;194 weeks on the list,STEVE JOBS;by Walter Isaacson;,ADMIRED;by Mark C. Thompson and Bonita S. Thompson;,THE PRICE OF POLITICS;by Bob Woodward;
3,FIFTY SHADES DARKER;by E. L. James;31 weeks on the list,GONE GIRL;by Gillian Flynn;17 weeks on the list,FIFTY SHADES FREED;by E. L. James;26 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,MUGGED;by Ann Coulter;New this week,JOSEPH ANTON;by Salman Rushdie;2 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;22 weeks on the list,MUGGED;by Ann Coulter;New this week,DARING GREATLY;by Brené Brown;3 weeks on the list,"STRAIGHT TALK, NO CHASER;by Steve Harvey with Denene Millner;New this week",JOSEPH ANTON;by Salman Rushdie;,WORLD OF WARCRAFT: PEARL OF PANDARIA;by Micky Neilson and Sean Galloway;New this week,"AMULET: PRINCE OF THE ELVES, VOL. 5;by Kazu Kibuishi;6 weeks on the list","SAILOR MOON, VOL. 7;by Naoko Takeuchi;3 weeks on the list",DODGER;by Terry Pratchett;New this week,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;19 weeks on the list,LADYBUG GIRL AND THE BUG SQUAD;by David Soman and Jacky Davis;18 weeks on the list,DORK DIARIES;by Rachel Renée Russell;52 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BOOMERANG;by Michael Lewis;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,FIFTY SHADES FREED;by E. L. James;30 weeks on the list,A WANTED MAN;by Lee Child;3 weeks on the list,BARED TO YOU;by Sylvia Day;16 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,INTO THE FIRE;by Dakota Meyer and Bing West;New this week,THE PRICE OF POLITICS;by Bob Woodward;3 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;2 weeks on the list,THE PRICE OF POLITICS;by Bob Woodward;3 weeks on the list,SUPER IMMUNITY;by Joel Fuhrman;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;270 weeks on the list,THE PRICE OF POLITICS;by Bob Woodward;,ARE YOU MY MOTHER?;by Alison Bechdel;22 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;35 weeks on the list,"OMAMORI HIMARI, VOL. 0;by Milan Matra;New this week",INSURGENT;by Veronica Roth;22 weeks on the list,THE BOOK THIEF;by Markus Zusak;264 weeks on the list,OLIVIA AND THE FAIRY PRINCESSES;by Ian Falconer;5 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;35 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,TIPPING POINT;by Malcolm Gladwell;,OBAMA'S AMERICA;by Dinesh D'Souza;
5,GONE GIRL;by Gillian Flynn;17 weeks on the list,THE TIME KEEPER;by Mitch Albom;4 weeks on the list,CLOUD ATLAS;by David Mitchell;9 weeks on the list,,,WINTER OF THE WORLD;by Ken Follett;,THE PRICE OF POLITICS;by Bob Woodward;3 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;4 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;82 weeks on the list,UNBROKEN;by Laura Hillenbrand;88 weeks on the list,"CHANGE YOUR WORDS, CHANGE YOUR LIFE;by Joyce Meyer;3 weeks on the list",WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;581 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;,"AQUAMAN, VOL. 1;by Geoff Johns and Ivan Reis;3 weeks on the list",DRAMA;by Raina Telgemeier;4 weeks on the list,"ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 2;by QuinRose;4 weeks on the list",THE FAULT IN OUR STARS;by John Green;38 weeks on the list,MATCHED;by Ally Condie;51 weeks on the list,CHARLIE AND THE CHRISTMAS KITTY;by Ree Drummond. Illustrated by Diane deGroat;New this week,ORIGAMI YODA;by Tom Angleberger. Illustrated;8 weeks on the list,"HOW WILL YOU MEASURE YOUR LIFE?;by Clayton M. Christensen, James Allworth and Karen Dillon;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AMATEUR;by Edward Klein;
6,WINTER OF THE WORLD;by Ken Follett;2 weeks on the list,THIS IS HOW YOU LOSE HER;by Junot Díaz;3 weeks on the list,THE HARBINGER;by Jonathan Cahn;39 weeks on the list,,,GONE GIRL;by Gillian Flynn;,JOSEPH ANTON;by Salman Rushdie;2 weeks on the list,MUGGED;by Ann Coulter;New this week,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;2 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;53 weeks on the list,THE HUNGER FIX;by Pam Peeke with Mariska van Aalst;2 weeks on the list,THE UNTETHERED SOUL;by Michael A. Singer;8 weeks on the list,MUGGED;by Ann Coulter;,"BATMAN: YEAR ONE, DELUXE EDITION;by Frank Miller and David Mazzucchelli;3 weeks on the list",BATMAN: NIGHT OF THE OWLS;by Scott Snyder and others;16 weeks on the list,"HIGURASHI WHEN THEY CRY, MASSACRE ARC, VOL. 1;by  Ryukishi07;New this week",SECONDS AWAY;by Harlan Coben;2 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;64 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;52 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;6 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,UNBROKEN;by Laura Hillenbrand;
7,A WANTED MAN;by Lee Child;3 weeks on the list,LOW PRESSURE;by Sandra Brown;2 weeks on the list,THE BEST OF ME;by Nicholas Sparks;8 weeks on the list,,,A WANTED MAN;by Lee Child;,HOW CHILDREN SUCCEED;by Paul Tough;4 weeks on the list,ONE LAST STRIKE;by Tony La Russa with Rick Hummel;New this week,THE SWERVE;by Stephen Greenblatt;4 weeks on the list,THE WORST HARD TIME;by Timothy Egan;New this week,NOW EAT THIS! ITALIAN;by Rocco DiSpirito;New this week,UNGLUED;by Lysa TerKeurst;8 weeks on the list,ONE LAST STRIKE;by Tony La Russa with Rick Hummel;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;65 weeks on the list",NINJAGO: TOMB OF THE FANGPYRE;by Greg Farshtey;6 weeks on the list,"MILES EDGEWORTH, ACE ATTORNEY INVESTIGATIONS, VOL. 2;by Kenji Kuroda;New this week",WONDER;by R.J. Palacio;27 weeks on the list,LOOKING FOR ALASKA;by John Green;10 weeks on the list,MOSSY;by Jan Brett;2 weeks on the list,THE MAZE RUNNER;by James Dashner;42 weeks on the list,$100 STARTUP;by Chris Guillebeau;,DRIVE;by Daniel H. Pink;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
8,BARED TO YOU;by Sylvia Day;17 weeks on the list,ZOO;by James Patterson and Michael Ledwidge;4 weeks on the list,GUILTY WIVES;by James Patterson and David Ellis;2 weeks on the list,,,THE TIME KEEPER;by Mitch Albom;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;52 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;53 weeks on the list,BOOMERANG;by Michael Lewis;4 weeks on the list,THE SIGNAL AND THE NOISE;by Nate Silver;New this week,DIVINE HEALING HANDS;by Zhi Gang Sha;2 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;25 weeks on the list",KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,DR. STRANGE: SEASON ONE;by Greg Pak and Emma Rios;3 weeks on the list,SMILE;by Raina Telgemeier;34 weeks on the list,FAIRY TAIL 21;by Hiro Mashima;New this week,UNDER WILDWOOD;by Colin Meloy. Illustrated by Carson Ellis;New this week,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;146 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;22 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;266 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THREE SIMPLE STEPS;by Trevor Blake;,OATH;by Jeffrey Toobin;
9,THE TIME KEEPER;by Mitch Albom;4 weeks on the list,TELEGRAPH AVENUE;by Michael Chabon;3 weeks on the list,THE ALCHEMIST;by Paulo Coelho;238 weeks on the list,,,FALL OF GIANTS;by Ken Follett;,THE SIGNAL AND THE NOISE;by Nate Silver;New this week,INTO THE FIRE;by Dakota Meyer and Bing West;New this week,BOSSYPANTS;by Tina Fey;39 weeks on the list,WILD;by Cheryl Strayed;28 weeks on the list,THE 17 DAY DIET;by Mike Moreno;72 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;82 weeks on the list,INTO THE FIRE;by Dakota Meyer and Bing West;,BATMAN: EARTH ONE;by Geoff Johns and Gary Frank;10 weeks on the list,"THE MANHATTAN PROJECTS, VOL. 1;by Jonathan Hickman and Nick Pitarra;2 weeks on the list","ONE PIECE, VOL. 64;by Eiichiro Oda;3 weeks on the list",THE DEMIGOD DIARIES;by Rick Riordan;7 weeks on the list,THE LOST HERO;by Rick Riordan;26 weeks on the list,GOLDILOCKS AND THE THREE DINOSAURS;by Mo Willems;4 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;66 weeks on the list,LEAN STARTUP;by Eric Ries;,THE CHECKLIST MANIFESTO;by Atul Gawande;,DOUBLE CROSS;by Ben Macintyre;
10,RAPTURE;by J.R. Ward;New this week,RAPTURE;by J.R. Ward;New this week,GABRIEL’S INFERNO;by Sylvain Reynard;4 weeks on the list,,,BARED TO YOU;by Sylvia Day;,UNBROKEN;by Laura Hillenbrand;88 weeks on the list,LISTENING IN;selected by Ted Widmer;New this week,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;New this week,WAGING HEAVY PEACE;by Neil Young;New this week,HAPPIER AT HOME;by Gretchen Rubin;4 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;18 weeks on the list,LISTENING IN;selected by Ted Widmer;,THE JUDAS COIN;by Walt Simonson;2 weeks on the list,"WASTELAND VOLUME 7, UNDER THE GOD;by Antony Johnston and Justin Greenwood;New this week","JACK FROST, VOL. 6;by JinHo Ko;New this week",THE RAVEN BOYS;by Maggie Stiefvater;2 weeks on the list,WILDWOOD;by Colin Meloy;New this week,BEAR HAS A STORY TO TELL;by Philip C. Stead. Illustrated by Erin E. Stead;3 weeks on the list,KANE CHRONICLES;by Rick Riordan;18 weeks on the list,NEW NEW DEAL;by Michael Grunwald;,MONEYBALL;by Michael Lewis;,REVENGE OF GEOGRAPHY;by Robert D. Kaplan;
