,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,CROSS THE LINE;by James Patterson;New this week,CROSS THE LINE;by James Patterson;New this week,A MAN CALLED OVE;by Fredrik Backman;48 weeks on the list,,,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;11 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;11 weeks on the list,THOMAS JEFFERSON AND THE TRIPOLI PIRATES;by Brian Kilmeade and Don Yaeger;6 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;18 weeks on the list,COOKING FOR JEFFREY;by Ina Garten;5 weeks on the list,"DANTDM: TRAYAURUS AND THE ENCHANTED CRYSTAL;by Dan Middleton, Doreen Mulryan and Mike Love;5 weeks on the list",GHOSTS;by Raina Telgemeier;11 weeks on the list,"THE LEGEND OF ZELDA: LEGENDARY EDITION, VOL. 1;by Akira Himekawa;4 weeks on the list",THE HAMMER OF THOR;by Rick Riordan;8 weeks on the list,THE HAMMER OF THOR;by Rick Riordan;8 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;68 weeks on the list,GIVE PLEASE A CHANCE;by Bill O'Reilly and James Patterson;2 weeks on the list,HARRY POTTER;by J.K. Rowling;401 weeks on the list,THE CELLAR;by Natasha Preston;3 weeks on the list,HEARTLESS;by Marissa Meyer;3 weeks on the list,FIVE NIGHTS AT FREDDY'S: THE SILVER EYES;by Scott Cawthon and Kira Breed-Wrisley;9 weeks on the list,LET ME TELL YOU ABOUT JASPER ...;by Dana Perino;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,FILTHY RICH;by James Patterson and John Connolly with Tim Malloy;,BORN A CRIME;by Trevor Noah;,GRIT;by Angela Duckworth;,ROGUE HEROES;by Ben Macintyre;,"ATLAS OBSCURA;by Joshua Foer, Dylan Thuras and Ella Morton;",DOMINO;by the editors of domino;,COOKING FOR JEFFREY;by Ina Garten;,VOLO'S GUIDE TO MONSTERS;by Wizards RPG Team;,MEDICAL MEDIUM LIFE-CHANGING FOODS;by Anthony William;,SCRAPPY LITTLE NOBODY;by Anna Kendrick;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,LOVE WARRIOR;by Glennon Doyle Melton;,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;,BORN A CRIME;by Trevor Noah;,SHAKEN;by Tim Tebow;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,SHAKEN;by Tim Tebow;,"ATLAS OBSCURA;by Joshua Foer, Dylan Thuras and Ella Morton;"
2,THE WHISTLER;by John Grisham;5 weeks on the list,THE WHISTLER;by John Grisham;5 weeks on the list,THE GIRL ON THE TRAIN;by Paula Hawkins;20 weeks on the list,,,SETTLE FOR MORE;by Megyn Kelly;2 weeks on the list,SETTLE FOR MORE;by Megyn Kelly;2 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;59 weeks on the list,THANK YOU FOR BEING LATE;by Thomas L. Friedman;New this week,APPETITES;by Anthony Bourdain with Laurie Woolever;5 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;232 weeks on the list,DRAMA;by Raina Telgemeier;172 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;73 weeks on the list",THE HIDDEN ORACLE;by Rick Riordan;30 weeks on the list,THE HIDDEN ORACLE;by Rick Riordan;30 weeks on the list,SERAFINA AND THE BLACK CLOAK;by Robert Beatty;20 weeks on the list,"TAKE HEART, MY CHILD;by Ainsley Earhardt with Kathryn Cristaldi. Illustrated by Jaime Kim;2 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;402 weeks on the list,THE CROWN'S GAME;by Evelyn Skye;New this week,COURAGE TO SOAR;by Simone Biles with Michelle Burford;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;68 weeks on the list,THE LION IN THE LIVING ROOM;by Abigail Tucker;,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,SETTLE FOR MORE;by Megyn Kelly;,JUST MERCY;by Bryan Stevenson;,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",DONOVAN;by William Stephenson and Richard Dunlop;,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,APPETITES;by Anthony Bourdain with Laurie Woolever;,STRESS RELIEF COLORING BOOK;by the Adult Coloring Book Designs staff;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,SUPERFICIAL;by Andy Cohen;,UNINVITED;by Lysa TerKeurst;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,SETTLE FOR MORE;by Megyn Kelly;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,A LIFE WELL PLAYED;by Arnold Palmer;,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;
3,TURBO TWENTY-THREE;by Janet Evanovich;2 weeks on the list,TURBO TWENTY-THREE;by Janet Evanovich;2 weeks on the list,MILK AND HONEY;by Rupi Kaur;33 weeks on the list,,,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;6 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;6 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;138 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;11 weeks on the list,YOU ARE A BADASS;by Jen Sincero;46 weeks on the list,THE BEST AMERICAN COMICS 2016;edited by Roz Chast and Bill Kartalopoulos;8 weeks on the list,MARCH TRILOGY;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;2 weeks on the list,"BLACK BUTLER, VOL. 23;by Yana Toboso;New this week",THE SWORD OF SUMMER;by Rick Riordan;52 weeks on the list,DOG MAN;by Dav Pilkey;13 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;64 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;67 weeks on the list,DORK DIARIES;by Rachel Renée Russell;183 weeks on the list,SIX OF CROWS;by Leigh Bardugo;5 weeks on the list,DAN AND PHIL GO OUTSIDE;by Dan Howell and Phil Lester;4 weeks on the list,RED QUEEN;by Victoria Aveyard;25 weeks on the list,DOUG THE PUG;by Leslie Mosier;,BUILDING THE INTERNET OF THINGS;by Maciej Kranz;,BORN TO RUN;by Bruce Springsteen;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,THE DAILY SHOW (THE BOOK);by Chris Smith;,THING EXPLAINER;by Randall Munroe;,THE SECRET WAR;by Max Hastings;,INTO THE WILD;by Jon Krakauer;,TABLE MANNERS;by Jeremiah Tower. Illustrated by Libby VanderPloeg;,MEDICAL MEDIUM LIFE-CHANGING FOODS;by Anthony William;,HARRY POTTER COLORING BOOK;by various illustrators;,THE TRUTH ABOUT CANCER;by Ty M. Bollinger;,BORN A CRIME;by Trevor Noah;,LOVE WARRIOR;by Glennon Doyle Melton;,LUCKY BASTARD;by Joe Buck;,HILLBILLY ELEGY;by J.D. Vance;,THE NEW JIM CROW;by Michelle Alexander;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,SAPIENS;by Yuval Noah Harari;,COURAGE TO SOAR;by Simone Biles with Michelle Burford;,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;
4,NO MAN'S LAND;by David Baldacci;2 weeks on the list,TWO BY TWO;by Nicholas Sparks;8 weeks on the list,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;32 weeks on the list,,,OUR REVOLUTION;by Bernie Sanders;2 weeks on the list,OUR REVOLUTION;by Bernie Sanders;2 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;131 weeks on the list,JAMES MADISON;by Lynne Cheney;New this week,BUILDING THE INTERNET OF THINGS;by Maciej Kranz;New this week,HOLLOW CITY;by Ransom Riggs and Cassandra Jean;4 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;181 weeks on the list","TOKYO GHOUL, VOL. 9;by Sui Ishida;6 weeks on the list",RETURN TO THE ISLE OF THE LOST;by Melissa de la Cruz;13 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;18 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;68 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;12 weeks on the list",RUSH REVERE;by Rush Limbaugh with Kathryn Adams Limbaugh;21 weeks on the list,THE NOVICE;by Taran Matharu;New this week,SCYTHE;by Neal Shusterman;New this week,ALL THE BRIGHT PLACES;by Jennifer Niven;7 weeks on the list,SECRET SERVICE DOGS;by Maria Goodavage;,GRIT;by Angela Duckworth;,SCRAPPY LITTLE NOBODY;by Anna Kendrick;,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;,SAPIENS;by Yuval Noah Harari;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE GHOST ARMY OF WORLD WAR II;by Rick Beyer and Elizabeth Seyles;,DEAD WAKE;by Erik Larson;,THE RESIDENCE;by Kate Andersen Brower;,SKINNYTASTE FAST AND SLOW;by Gina Homolka with Heather K. Jones;,THE LEGO IDEAS BOOK;by Daniel Lipkowitz;,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;,DARING GREATLY;by Brené Brown;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,OUR REVOLUTION;by Bernie Sanders;,JUST MERCY;by Bryan Stevenson;,UNINVITED;by Lysa TerKeurst;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BOYS IN THE BOAT;by Daniel James Brown;,HUMANS OF NEW YORK: STORIES;by Brandon Stanton;
5,NIGHT SCHOOL;by Lee Child;3 weeks on the list,NO MAN'S LAND;by David Baldacci;2 weeks on the list,"IN A DARK, DARK WOOD;by Ruth Ware;27 weeks on the list",,,THANK YOU FOR BEING LATE;by Thomas L. Friedman;New this week,THANK YOU FOR BEING LATE;by Thomas L. Friedman;New this week,THE GODFATHER NOTEBOOK;by Francis Ford Coppola;New this week,SAPIENS;by Yuval Noah Harari;6 weeks on the list,THE CASE OF BEASTS;by Mark Salisbury;New this week,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;22 weeks on the list,SMILE;by Raina Telgemeier;233 weeks on the list,"ONE–PUNCH MAN, VOL. 9;by ONE and Yusuke Murata;4 weeks on the list",BROWN GIRL DREAMING;by Jacqueline Woodson;2 weeks on the list,WONDER;by R.J. Palacio;68 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;68 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;112 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;62 weeks on the list,DUMPLIN';by Julie Murphy;New this week,THE SUN IS ALSO A STAR;by Nicola Yoon;4 weeks on the list,LOOKING FOR ALASKA;by John Green;63 weeks on the list,SUSIE'S SENIOR DOGS;by Erin Stanton;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",SUPERFICIAL;by Andy Cohen;,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;,THE CASE OF BEASTS;by Mark Salisbury;,THE SIGNAL AND THE NOISE;by Nate Silver;,SECRET SERVICE DOGS;by Maria Goodavage;,PACIFIC;by Simon Winchester;,MODERN CIVILITY;by Cynthia W. Lett;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,PLAYER'S HANDBOOK;by Wizards RPG Team;,BEING MORTAL;by Atul Gawande;,THE DAILY SHOW (THE BOOK);by Chris Smith;,WHY NOT ME?;by Mindy Kaling;,THE GLASS CASTLE;by Jeannette Walls;,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,MARCH TRILOGY;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,"THINK BETTER, LIVE BETTER;by Joel Osteen;",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,GUNSLINGER;by Jeff Pearlman;,THE HOTEL ON PLACE VENDOME;by Tilar J. Mazzeo;
6,THE CHEMIST;by Stephenie Meyer;3 weeks on the list,NIGHT SCHOOL;by Lee Child;3 weeks on the list,ARRIVAL;by Ted Chiang;2 weeks on the list,,,HILLBILLY ELEGY;by J.D. Vance;18 weeks on the list,SCRAPPY LITTLE NOBODY;by Anna Kendrick;2 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;329 weeks on the list,SETTLE FOR MORE;by Megyn Kelly;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;181 weeks on the list,FIGHT CLUB 2;by Chuck Palahniuk and Cameron Stewart;22 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 3;by Robert Kirkman and Charlie Adlard;35 weeks on the list","ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;64 weeks on the list",,THE SWORD OF SUMMER;by Rick Riordan;47 weeks on the list,PERCY JACKSON'S GREEK GODS;by Rick Riordan. Illustrated by John Rocco;20 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;61 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;26 weeks on the list,,STAR WARS: AHSOKA;by E. K. Johnston;7 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;17 weeks on the list,BEING A DOG;by Alexandra Horowitz;,DESIGNING YOUR LIFE;by Bill Burnett and Dave Evans;,BORN A CRIME;by Trevor Noah;,SISTERS IN LAW;by Linda Hirshman;,SPQR;by Mary Beard;,THE GIFT OF FAILURE;by Jessica Lahey;,A MAN CALLED INTREPID;by William Stevenson;,THE INVENTION OF NATURE;by Andrea Wulf;,UNMENTIONABLE;by Therese Oneill;,THUG KITCHEN;by the staff of Thug Kitchen;,SECRET GARDEN;illustrated by Johanna Basford;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,IN SUCH GOOD COMPANY;by Carol Burnett;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,STRANGERS IN THEIR OWN LAND;by Arlie Russell Hochschild;,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,THE BROKEN WAY;by Ann Voskamp;,BEING MORTAL;by Atul Gawande;,LUCKY BASTARD;by Joe Buck;,HUMANS OF NEW YORK;by Brandon Stanton;
7,THE GIRL ON THE TRAIN;by Paula Hawkins;92 weeks on the list,SMALL GREAT THINGS;by Jodi Picoult;7 weeks on the list,15TH AFFAIR;by James Patterson and Maxine Paetro;3 weeks on the list,,,SCRAPPY LITTLE NOBODY;by Anna Kendrick;2 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;18 weeks on the list,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;5 weeks on the list,KATHY GRIFFIN'S CELEBRITY RUN-INS;by Kathy Griffin;New this week,ALTON BROWN:  EVERYDAYCOOK;by Alton Brown;4 weeks on the list,MOEBIUS LIBRARY: THE WORLD OF EDENA;by Jean (Moebius) Giraud;3 weeks on the list,SISTERS;by Raina Telgemeier;110 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;46 weeks on the list",,PAX;Sara Pennypacker. Illustrated by Jon Klassen;40 weeks on the list,THE WAR THAT SAVED MY LIFE;by Kimberly Brubaker Bradley;17 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;13 weeks on the list,THE MAZE RUNNER;by James Dashner;186 weeks on the list,,MOON CHOSEN;by P. C. Cast;6 weeks on the list,NERVE;by Jeanne Ryan;20 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,THE POWER OF HABIT;by Charles Duhigg;,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;,DREAMLAND;by Sam Quinones;,THE GODFATHER NOTEBOOK;by Francis Ford Coppola;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,BARBARIAN DAYS;by William Finnegan;,STONED;by Aja Raden;,ALTON BROWN:  EVERYDAYCOOK;by Alton Brown;,MARVEL ENCYCLOPEDIA;by Matt Forbeck;,THE GRAIN BRAIN WHOLE LIFE PLAN;by David Perlmutter with Kristin Loberg;,KATHY GRIFFIN'S CELEBRITY RUN-INS;by Kathy Griffin;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,HUNGRY HEART;by Jennifer Weiner;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THEY CAN'T KILL US ALL;by Wesley Lowery;,THE POWER OF NOW;by Eckhart Tolle;,THE POWER OF HABIT;by Charles Duhigg;,SHOE DOG;by Phil Knight;,PACIFIC;by Simon Winchester;
8,TWO BY TWO;by Nicholas Sparks;8 weeks on the list,THE WRONG SIDE OF GOODBYE;by Michael Connelly;4 weeks on the list,THE SELLOUT;by Paul Beatty;5 weeks on the list,,,BORN TO RUN;by Bruce Springsteen;9 weeks on the list,BORN TO RUN;by Bruce Springsteen;9 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;112 weeks on the list",SUPERFICIAL;by Andy Cohen;2 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;105 weeks on the list,THE UNBEATABLE SQUIRREL GIRL BEATS UP THE MARVEL UNIVERSE!;by Ryan North and Erica Henderson;3 weeks on the list,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;64 weeks on the list,NARUTO: THE SEVENTH HOKAGE AND THE SCARLET SPRING;by Masashi Kishimoto;9 weeks on the list,,RETURN TO THE ISLE OF THE LOST;by Melissa de la Cruz;18 weeks on the list,I AM MALALA;by Malala Yousafzai with Patricia McCormick;22 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;179 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;414 weeks on the list,,GLASS SWORD;by Victoria Aveyard;35 weeks on the list,THE CABIN;by Natasha Preston;11 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,SHOE DOG;by Phil Knight;,THE DAILY SHOW (THE BOOK);by Chris Smith;,AL CAPONE;by Deirdre Bair;,SPEAKING AMERICAN;by Josh Katz;,ON WRITING;by Stephen King;,THE LAST GOODNIGHT;by Howard Blum;,THE WRIGHT BROTHERS;by David McCullough;,HOW TO TIE A SCARF;by the staff of Potter Style;,THE FOOD LAB;by J. Kenji Lopez-Alt;,MONSTER MANUAL;by Wizards RPG Team;,BELLEVUE;by David Oshinsky;,YUGE!;by G. B. Trudeau;,HUNGRY HEART;by Jennifer Weiner;,H IS FOR HAWK;by Helen Macdonald;,THE NEW JIM CROW;by Michelle Alexander;,MARCH: BOOK THREE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,PRESENT OVER PERFECT;by Shauna Niequist;,WHAT IF?;by Randall Munroe;,WON FOR THE AGES;by the staff of the Chicago Tribune;,BARBARIAN DAYS;by William Finnegan;
9,THE WRONG SIDE OF GOODBYE;by Michael Connelly;4 weeks on the list,ODESSA SEA;by Clive Cussler and Dirk Cussler;2 weeks on the list,THE ALCHEMIST;by Paulo Coelho;416 weeks on the list,,,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;26 weeks on the list,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;32 weeks on the list,WE SHOULD ALL BE FEMINISTS;by Chimamanda Ngozi Adichie;6 weeks on the list,SCRAPPY LITTLE NOBODY;by Anna Kendrick;2 weeks on the list,SKINNYTASTE FAST AND SLOW;by Gina Homolka with Heather K. Jones;7 weeks on the list,SNOW WHITE;by Matt Phelan;7 weeks on the list,MARCH: BOOK THREE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;8 weeks on the list,"BLUE EXORCIST, VOL. 1;by Kazue Kato;20 weeks on the list",,THE MISADVENTURES OF MAX CRUMBLY: LOCKER HERO;by Rachel Renée Russell;17 weeks on the list,COUNTING BY 7s;by Holly Goldberg Sloan;34 weeks on the list,CHARLIE THE CHOO-CHOO;by Beryl Evans. Illustrated by Ned Dameron;New this week,I SURVIVED;by Lauren Tarshis;26 weeks on the list,,THREE DARK CROWNS;by Kendare Blake;7 weeks on the list,A MONSTER CALLS;by Patrick Ness. Illustrated by Jim Kay;16 weeks on the list,NO BETTER FRIEND;by Robert Weintraub;,OUTLIERS;by Malcolm Gladwell;,NOT DEAD YET;by Phil Collins;,THE COURT AND THE WORLD;by Stephen Breyer;,FRANTUMAGLIA;by Elena Ferrante;,MATHEMATICAL MINDSETS;by Jo Boaler;,THE SECRET HISTORY OF WORLD WAR II;by Neil Kagan and Stephen G. Hyslop;,WILD;by Cheryl Strayed;,JOHN DERIAN PICTURE BOOK;by John Derian;,DEEP RUN ROOTS;by Vivian Howard;,ENCHANTED FOREST;illustrated by Johanna Basford;,ON LIVING;by Kerry Egan;,WHY NOT ME?;by Mindy Kaling;,HEMINGWAY IN LOVE;by A. E. Hotchner;,"CARRY ON, WARRIOR;by Glennon Doyle Melton;",WHITE TRASH;by Nancy Isenberg;,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;,THE WITCHES;by Stacy Schiff;,QUIET;by Susan Cain;,THE AMERICAN FISHERMAN;by Willie Robertson and William Doyle;,THE WRIGHT BROTHERS;by David McCullough;
10,A MAN CALLED OVE;by Fredrik Backman;27 weeks on the list,THE CHEMIST;by Stephenie Meyer;3 weeks on the list,THE MAGIC STRINGS OF FRANKIE PRESTO;by Mitch Albom;4 weeks on the list,,,SUPERFICIAL;by Andy Cohen;2 weeks on the list,BORN A CRIME;by Trevor Noah;2 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;25 weeks on the list,BORN A CRIME;by Trevor Noah;2 weeks on the list,THE FOOD LAB;by J. Kenji Lopez-Alt;11 weeks on the list,NATHAN HALE’S HAZARDOUS TALES: ALAMO ALL–STARS;by Nathan Hale;28 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;104 weeks on the list","ASSASSINATION CLASSROOM, VOL. 1;by Yusei Matsui;21 weeks on the list",,WOMEN IN SCIENCE;by Rachel Ignotofsky;8 weeks on the list,GREENGLASS HOUSE;by Kate Milford. Illustrated by Jaime Zollars.;2 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;145 weeks on the list,TALES FROM THE SHADOWHUNTER ACADEMY;by Cassandra Clare and others;10 weeks on the list,,CHILDREN OF EDEN;by Joey Graceffa;7 weeks on the list,AN EMBER IN THE ASHES;by Sabaa Tahir;5 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,TOGETHER IS BETTER;by Simon Sinek;,TESTIMONY;by Robbie Robertson;,AMERICAN HEIRESS;by Jeffrey Toobin;,ABSOLUTELY ON MUSIC;by Haruki Murakami and Seiji Ozawa;,WEAPONS OF MATH DESTRUCTION;by Cathy O'Neil;,THE PIGEON TUNNEL;by John le Carré;,THE OREGON TRAIL;by Rinker Buck;,AMERICAN DREAMER;by Tommy Hilfiger with Peter Knobler;,CRAVINGS;by Chrissy Teigen with Adeena Sussman;,THE WILD UNKNOWN TAROT DECK AND GUIDEBOOK;by Kim Krans;,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;",MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,H IS FOR HAWK;by Helen Macdonald;,HOW TO LOVE;by Thich Nhat Hanh. Illustrated by Jason DeAntonis;,JUST MERCY;by Bryan Stevenson;,HIDDEN FIGURES;by Margot Lee Shetterly;,ON LIVING;by Kerry Egan;,"WELCOME TO THE UNIVERSE;by Neil deGrasse Tyson, Michael A. Strauss and J. Richard Gott;",RUN FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;,LION;by Saroo Brierley;
