,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Indigenous Americans,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,THE GIRL IN THE SPIDER'S WEB;by David Lagercrantz;New this week,THE GIRL IN THE SPIDER'S WEB;by David Lagercrantz;New this week,THE MARTIAN;by Andy Weir;45 weeks on the list,,,A WALK IN THE WOODS;by Bill Bryson;3 weeks on the list,PLUNDER AND DECEIT;by Mark R. Levin;5 weeks on the list,A WALK IN THE WOODS;by Bill Bryson;97 weeks on the list,JIMMY STEWART;by Michael Munn;New this week,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;45 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;169 weeks on the list,"THE WALKING DEAD, VOL. 24;by Robert Kirkman and Charlie Adlard;New this week","ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;New this week",THE COPPER GAUNTLET;by Holly Black and Cassandra Clare;New this week,WONDER;by R.J. Palacio;4 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;4 weeks on the list,THE DAY THE CRAYONS CAME HOME;by Drew Daywalt. Illustrated by Oliver Jeffers;3 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;27 weeks on the list,PAPER TOWNS;by John Green;4 weeks on the list,"EVERYTHING, EVERYTHING;by Nicola Yoon;New this week",PAPER TOWNS;by John Green;4 weeks on the list,VOICES IN THE OCEAN;by Susan Casey;,OUTLIERS;by Malcolm Gladwell;,DOWN THE RABBIT HOLE;by Holly Madison;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE BILLION DOLLAR SPY;by David E. Hoffman;,THE WRIGHT BROTHERS;by David McCullough;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,SECRET GARDEN;illustrated by Johanna Basford;,BEING MORTAL;by Atul Gawande;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,THE HEART OF EVERYTHING THAT IS;by Bob Drury and Tom Clavin;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,THE GLASS CASTLE;by Jeannette Walls;,PLUNDER AND DECEIT;by Mark R. Levin;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,IT IS ABOUT ISLAM;by Glenn Beck;,THE WRIGHT BROTHERS;by David McCullough;,THE BOYS IN THE BOAT;by Daniel James Brown;,WILD;by Cheryl Strayed;
2,THE MARTIAN;by Andy Weir;15 weeks on the list,PURITY;by Jonathan Franzen;New this week,GREY;by E. L. James;12 weeks on the list,,,IT IS ABOUT ISLAM;by Glenn Beck;3 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;8 weeks on the list,IT IS ABOUT ISLAM;by Glenn Beck;3 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;85 weeks on the list,RISING STRONG;by Brené Brown;2 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;70 weeks on the list,FUN HOME;by Alison Bechdel;38 weeks on the list,"ONE-PUNCH MAN, VOL. 2;by ONE and Yusuke Murata;New this week",SERAFINA AND THE BLACK CLOAK;by Robert Beatty;4 weeks on the list,THE ISLE OF THE LOST;by Melissa de la Cruz;3 weeks on the list,MAX;by Boaz Yakin and Sheldon Lettich;4 weeks on the list,WHAT PET SHOULD I GET?;by Dr. Seuss;6 weeks on the list,THRONE OF GLASS;by Sarah J. Maas;4 weeks on the list,UNTIL FRIDAY NIGHT;by Abbi Glines;2 weeks on the list,ELEANOR AND PARK;by Rainbow Rowell;4 weeks on the list,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;4 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;",YOU'RE NEVER WEIRD ON THE INTERNET (ALMOST);by Felicia Day;,JUST MERCY;by Bryan Stevenson;,BAD FEMINIST;by Roxane Gay;,HOW TO READ LITERATURE LIKE A PROFESSOR;by Thomas C. Foster;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,DEAD WAKE;by Erik Larson;,THE FRENCH BEAUTY SOLUTION;by Mathilde Thomas;,THUG KITCHEN;by the staff of Thug Kitchen;,ENCHANTED FOREST;illustrated by Johanna Basford;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,SELP-HELF;by Miranda Sings;,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,JUST MERCY;by Bryan Stevenson;,FOR THE LOVE;by Jen Hatmaker;,BEING MORTAL;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;,A WALK IN THE WOODS;by Bill Bryson;
3,THE GIRL ON THE TRAIN;by Paula Hawkins;34 weeks on the list,GO SET A WATCHMAN;by Harper Lee;8 weeks on the list,THE STORY OF THE LOST CHILD;by Elena Ferrante;New this week,,,THE BOYS IN THE BOAT;by Daniel James Brown;68 weeks on the list,EXCEPTIONAL;by Dick Cheney and Liz Cheney;New this week,THE BOYS IN THE BOAT;by Daniel James Brown;67 weeks on the list,_____ MY DAD SAYS;by Justin Halpern;39 weeks on the list,I CAN SEE CLEARLY NOW;by Wayne W. Dyer;6 weeks on the list,NATHAN HALE’S HAZARDOUS TALES: THE UNDERGROUND ABDUCTOR;by Nathan Hale;18 weeks on the list,DRAMA;by Raina Telgemeier;110 weeks on the list,"TOKYO GHOUL, VOL. 2;by Sui Ishida;3 weeks on the list",WONDER;by R.J. Palacio;4 weeks on the list,AUGGIE & ME;by R.J. Palacio;3 weeks on the list,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;4 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;115 weeks on the list,THE MAZE RUNNER;by James Dashner;152 weeks on the list,SIDE EFFECTS MAY VARY;by Julie Murphy;New this week,RED QUEEN;by Victoria Aveyard;4 weeks on the list,ME AND EARL AND THE DYING GIRL;by Jesse Andrews;4 weeks on the list,BEYOND WORDS;by Carl Safina;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,THE LAST LOVE SONG;by Tracy Daugherty;,THEY SAY / I SAY;by Gerald Graff and Cathy Birkenstein;,AVENUE OF SPIES;by Alex Kershaw;,INTO THE WILD;by Jon Krakauer;,THE RESIDENCE;by Kate Andersen Brower;,BRAIN MAKER;by David Perlmutter with Kristin Loberg;,CREATIVE HAVEN CREATIVE CATS COLORING BOOK;Illustrated by Marjorie Sarnat;,BLACKOUT;by Sarah Hepola;,YOU'RE NEVER WEIRD ON THE INTERNET (ALMOST);by Felicia Day;,BORN TO RUN;by Christopher McDougall;,DARING GREATLY;by Brené Brown;,HOW TO TALK SO KIDS WILL LISTEN AND LISTEN SO KIDS WILL TALK;by Adele Faber and Elaine Mazlish;,IT IS ABOUT ISLAM;by Glenn Beck;,THE NEW JIM CROW;by Michelle Alexander;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,QUIET;by Susan Cain;,MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;,THE OREGON TRAIL;by Rinker Buck;
4,PURITY;by Jonathan Franzen;New this week,STAR WARS: AFTERMATH;by Chuck Wendig;New this week,THE ALCHEMIST;by Paulo Coelho;370 weeks on the list,,,EXCEPTIONAL;by Dick Cheney and Liz Cheney;New this week,THE WRIGHT BROTHERS;by David McCullough;18 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;14 weeks on the list,LYNDON JOHNSON AND THE AMERICAN DREAM;by Doris Kearns Goodwin;New this week,FOR THE LOVE;by Jen Hatmaker;3 weeks on the list,THE SCULPTOR;by Scott McCloud;27 weeks on the list,SMILE;by Raina Telgemeier;169 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;12 weeks on the list",HITLER'S LAST DAYS;by Bill O'Reilly;4 weeks on the list,PERCY JACKSON'S GREEK HEROES;by Rick Riordan. Illustrated by John Rocco;3 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;4 weeks on the list,LLAMA LLAMA GRAM AND GRANDPA;by Anna Dewdney;New this week,TIFFANY ACHING ADVENTURES;by Terry Pratchett;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;3 weeks on the list,WE ALL LOOKED UP;by Tommy Wallach;4 weeks on the list,THE BOOK THIEF;by Markus Zusak;4 weeks on the list,TELL ME WHERE IT HURTS;by Nick Trout;,ELON MUSK;by Ashlee Vance;,SICK IN THE HEAD;by Judd Apatow;,ORANGE IS THE NEW BLACK;by Piper Kerman;,MARK TWAIN: MAN IN WHITE;by Michael Shelden;,"EVERYTHING'S AN ARGUMENT;by Andrea A. Lunsford, John J. Ruszkiewicz and Keith Walters;",OUR MAN IN CHARLESTON;by Christopher Dickey;,BARBARIAN DAYS;by William Finnegan;,"HOW TO BE PARISIAN WHEREVER YOU ARE;by Anne Berest, Audrey Diwan, Caroline de Maigret and Sophie Mas;",THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,CREATIVE HAVEN ART NOUVEAU ANIMAL DESIGNS COLORING BOOK;Illustrated by Marty Noble;,THE BLUE ZONES SOLUTION;by Dan Buettner;,SICK IN THE HEAD;by Judd Apatow;,SHORT NIGHTS OF THE SHADOW CATCHER;by Timothy Egan;,LOVE DOES;by Bob Goff;,ETCHED IN SAND;by Regina Calcaterra;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE OTHER WES MOORE;by Wes Moore;,JESUS CALLING;by Sarah Young;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BARBARIAN DAYS;by William Finnegan;,BARBARIAN DAYS;by William Finnegan;
5,UNDERCOVER;by Danielle Steel;New this week,X;by Sue Grafton;2 weeks on the list,BIG LITTLE LIES;by Liane Moriarty;4 weeks on the list,,,PLUNDER AND DECEIT;by Mark R. Levin;5 weeks on the list,BEING MORTAL;by Atul Gawande;48 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;299 weeks on the list,A WORLD UNDONE;by G. J. Meyer;New this week,CHANGE YOUR THOUGHTS - CHANGE YOUR LIFE;by Wayne W. Dyer;New this week,IN SEARCH OF LOST TIME: SWANN'S WAY;by Marcel Proust. Adapted and illustrated by Stéphane Heuet. Translated by Arthur Goldhammer;9 weeks on the list,PERSEPOLIS;by Marjane Satrapi;57 weeks on the list,"NARUTO, VOL. 71;by Masashi Kishimoto;5 weeks on the list",THE ISLE OF THE LOST;by Melissa de la Cruz;3 weeks on the list,THE COPPER GAUNTLET;by Holly Black and Cassandra Clare;New this week,COUNTING BY 7s;by Holly Goldberg Sloan;4 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;49 weeks on the list,DESCENDANTS;by various authors;3 weeks on the list,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;New this week,ANOTHER DAY;by David Levithan;New this week,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;4 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,THE POWER OF HABIT;by Charles Duhigg;,BOSSYPANTS;by Tina Fey;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,THE SECRET HISTORY OF WONDER WOMAN;by Jill Lepore;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,A SPY AMONG FRIENDS;by Ben Macintyre;,THE ASTRONAUT WIVES CLUB;by Lily Koppel;,HOW TO TIE A SCARF;by the staff of Potter Style;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,MONSTER MANUAL;by Wizards RPG Team;,MY LOBOTOMY;by Howard Dully and Charles Fleming;,BOSSYPANTS;by Tina Fey;,INDEPENDENCE LOST;by Kathleen DuVal;,H IS FOR HAWK;by Helen Macdonald;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,UNBROKEN;by Laura Hillenbrand;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,THE ROAD TO CHARACTER;by David Brooks;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,YES!;by Daniel Bryan and Craig Tello;,NINE LIVES;by Dan Baum;
6,THE SOLOMON CURSE;by Clive Cussler and Russell Blake;New this week,THE GIRL ON THE TRAIN;by Paula Hawkins;34 weeks on the list,GRAY MOUNTAIN;by John Grisham;3 weeks on the list,,,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;8 weeks on the list,ENDZONE;by John U. Bacon;New this week,OUTLIERS;by Malcolm Gladwell;203 weeks on the list,EXCEPTIONAL;by Dick Cheney and Liz Cheney;New this week,THE POWER OF INTENTION;by Wayne W. Dyer;New this week,THE THRILLING ADVENTURES OF LOVELACE AND BABBAGE;by Sydney Padua;20 weeks on the list,AMERICAN BORN CHINESE;by Gene Luen Yang;3 weeks on the list,"ATTACK ON TITAN, VOL. 1;by Hajime Isayama;112 weeks on the list",,BROWN GIRL DREAMING;by Jacqueline Woodson;4 weeks on the list,THE PRINCESS IN BLACK;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;4 weeks on the list,WAITING;by Kevin Henkes;New this week,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;57 weeks on the list,,FANGIRL;by Rainbow Rowell;4 weeks on the list,LOOKING FOR ALASKA;by John Green;4 weeks on the list,WHAT THE DOG KNOWS;by Cat Warren;,MONEY: MASTER THE GAME;by Tony Robbins;,YES PLEASE;by Amy Poehler;,BRINGING ADAM HOME;by Les Standiford with Joe Matthews;,THE LIVES OF THE MUSES;by Francine Prose;,THE OPPOSITE OF LONELINESS;by Marina Keegan;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,THE STORM OF THE CENTURY;by Al Roker;,RED;by Jacky Colliss Harvey;,THE BLUE ZONES SOLUTION;by Dan Buettner;,PLAYER'S HANDBOOK;by Wizards RPG Team;,THE SPIRIT CATCHES YOU AND YOU FALL DOWN;by Anne Fadiman;,YES PLEASE;by Amy Poehler;,,THE SEVEN PRINCIPLES FOR MAKING MARRIAGE WORK;by John Gottman and Nan Silver;,THE ASTRONAUT WIVES CLUB;by Lily Koppel;,JUST MERCY;by Bryan Stevenson;,CITIZEN;by Claudia Rankine;,DESTINY;by T. D. Jakes;,ELON MUSK;by Ashlee Vance;,SABAN;by Monte Burke;,THE LOST ART OF READING NATURE'S SIGNS;by Tristan Gooley;
7,STAR WARS: AFTERMATH;by Chuck Wendig;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;70 weeks on the list,EVERYTHING I NEVER TOLD YOU;by Celeste Ng;14 weeks on the list,,,ENDZONE;by John U. Bacon;New this week,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;12 weeks on the list,YES PLEASE;by Amy Poehler;New this week,DEAD WAKE;by Erik Larson;26 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;119 weeks on the list,ANN TENNA;by Marisa Acocella Marchetto;New this week,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;57 weeks on the list","ATTACK ON TITAN, VOL. 16;by Hajime Isayama;2 weeks on the list",,HITLER'S LAST DAYS;by Bill O'Reilly;4 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;4 weeks on the list,PETE THE CAT: FIVE LITTLE PUMPKINS;by James Dean;New this week,GIVER QUARTET;by Lois Lowry;93 weeks on the list,,P. S. I STILL LOVE YOU;by Jenny Han;4 weeks on the list,REALLY PROFESSIONAL INTERNET PERSON;by Jenn McAllister;2 weeks on the list,WAR OF THE WHALES;by Joshua Horwitz;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,TINSELTOWN;by William J. Mann;,DYLAN GOES ELECTRIC!;by Elijah Wald;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,THE GOOD SPY;by Kai Bird;,ASTORIA;by Peter Stark;,AUDREY AT HOME;by Luca Dotti;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,HACKS FOR MINECRAFTERS;by Megan Miller;,EAT TO LIVE;by Joel Fuhrman;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,,CITIZEN;by Claudia Rankine;,H IS FOR HAWK;by Helen Macdonald;,THE NEW JIM CROW;by Michelle Alexander;,WARRIORS DON'T CRY;by Melba Pattillo Beals;,THE POWER OF NOW;by Eckhart Tolle;,DAVID AND GOLIATH;by Malcolm Gladwell;,FRIDAY NIGHT LIGHTS;by H. G. Bissinger;,PIRATE HUNTERS;by Robert Kurson;
8,X;by Sue Grafton;2 weeks on the list,UNDERCOVER;by Danielle Steel;New this week,MY BRILLIANT FRIEND;by Elena Ferrante;New this week,,,THE WRIGHT BROTHERS;by David McCullough;18 weeks on the list,NEUROTRIBES;by Steve Silberman;2 weeks on the list,JUST MERCY;by Bryan Stevenson;3 weeks on the list,THE LAST FOUNDING FATHER;by Harlow Giles Unger;New this week,WISHES FULFILLED;by Wayne W. Dyer;New this week,"THOR: GODDESS OF THUNDER, VOL. 1;by Jason Aaron and Russell Dauterman;4 weeks on the list",THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;18 weeks on the list,"IS IT WRONG TO TRY TO PICK UP GIRLS IN A DUNGEON?, VOL. 2;by Fujino Omori and Kunieda;2 weeks on the list",,FISH IN A TREE;by Lynda Mullaly Hunt;4 weeks on the list,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;4 weeks on the list,YOU'RE HERE FOR A REASON;by Nancy Tillman;New this week,JOURNEY TO STAR WARS: THE FORCE AWAKENS;by the Lucasfilm Press staff;New this week,,SAINT ANYTHING;by Sarah Dessen;4 weeks on the list,THE FAULT IN OUR STARS;by John Green;4 weeks on the list,THE SECOND-CHANCE DOG;by Jon Katz;,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;,A WORK IN PROGRESS;by Connor Franta;,LYING IN WAIT;by Ann Rule;,THE MOCKINGBIRD NEXT DOOR;by Marja Mills;,THE GIFT OF FAILURE;by Jessica Lahey;,"LIAR, TEMPTRESS, SOLDIER, SPY;by Karen Abbott;",IN THE KINGDOM OF ICE;by Hampton Sides;,THE REASON FOR FLOWERS;by Stephen Buchmann;,FRANKLIN BARBECUE;by Aaron Franklin and Jordan Mackay;,MINECRAFT: CONSTRUCTION HANDBOOK;by Matthew Needler and Phil Southam;,THE HORMONE RESET DIET;by Sara Gottfried;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,,PRIMATES OF PARK AVENUE;by Wednesday Martin;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,BOUNDARIES;by Henry Cloud and John Townsend;,MY LOBOTOMY;by Howard Dully and Charles Fleming;,THE BEST TEAM MONEY CAN BUY;by Molly Knight;,THE HUNTING AND GATHERING SURVIVAL MANUAL;by Tim MacWelch;
9,DARK GHOST;by Christine Feehan;New this week,THE SOLOMON CURSE;by Clive Cussler and Russell Blake;New this week,EDGE OF ETERNITY;by Ken Follett;New this week,,,BEING MORTAL;by Atul Gawande;46 weeks on the list,ON THE MOVE;by Oliver Sacks;2 weeks on the list,ONE NATION;by Ben Carson with Candy Carson;New this week,RELENTLESS STRIKE;by Sean Naylor;New this week,THE GIFTS OF IMPERFECTION;by Brené Brown;58 weeks on the list,BABA YAGA’S ASSISTANT;by Marika McCoola and Emily Carroll;4 weeks on the list,"THE UNBEATABLE SQUIRREL GIRL, VOL. 1;by Ryan North and Erica Henderson;New this week","MONSTER MUSUME, VOL. 7;by Okayado;4 weeks on the list",,FUZZY MUD;by Louis Sachar;3 weeks on the list,THE FINISHER;by David Baldacci;4 weeks on the list,PRESS HERE;by Hervé Tullet;208 weeks on the list,HARRY POTTER;by J.K. Rowling;337 weeks on the list,,AN EMBER IN THE ASHES;by Sabaa Tahir;New this week,THIRTEEN REASONS WHY;by Jay Asher;New this week,A WOLF CALLED ROMEO;by Nick Jans;,"TEAM OF TEAMS;by Stanley McChrystal with Tantum Collins, David Silverman and Chris Fussell;",DEAN & ME (A LOVE STORY);by Jerry Lewis and James Kaplan;,MISSOULA;by Jon Krakauer;,ON WRITING;by Stephen King;,THANK YOU FOR ARGUING;by Jay Heinrichs;,RED NOTICE;by Bill Browder;,SHADOW DIVERS;by Robert Kurson;,MADEMOISELLE;by Rhonda K. Garelick;,GOOD AND CHEAP;by Leanne Brown;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;",AGING BACKWARDS;by Miranda Esmonde-White;,DEAN & ME (A LOVE STORY);by Jerry Lewis and James Kaplan;,,BAD FEMINIST;by Roxane Gay;,THE SEVEN PRINCIPLES FOR MAKING MARRIAGE WORK;by John Gottman and Nan Silver;,THE BILLION DOLLAR SPY;by David E. Hoffman;,MARCH: BOOK TWO;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,THE SPIRIT CATCHES YOU AND YOU FALL DOWN;by Anne Fadiman;,VOICES IN THE OCEAN;by Susan Casey;,"IT'S GOOD TO BE GRONK;by Rob ""Gronk"" Gronkowski with Jason Rosenhaus;",UGANDA BE KIDDING ME;by Chelsea Handler;
10,GO SET A WATCHMAN;by Harper Lee;8 weeks on the list,THE NATURE OF THE BEAST;by Louise Penny;2 weeks on the list,READY PLAYER ONE;by Ernest Cline;11 weeks on the list,,,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;12 weeks on the list,DEAD WAKE;by Erik Larson;26 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;101 weeks on the list,MORE GLIMPSES OF HEAVEN;by Trudy Harris;New this week,SELP-HELF;by Miranda Sings;7 weeks on the list,SECONDS;by Bryan Lee O'Malley;55 weeks on the list,"EMPOWERED, VOL. 9;by Adam Warren;New this week","YU-GI-OH! ZEXAL, VOL. 7;by Shin Yoshida and Naohito Miyoshi;New this week",,I AM MALALA;by Malala Yousafzai with Patricia McCormick;3 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;3 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;205 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;373 weeks on the list,,ALL THE BRIGHT PLACES;by Jennifer Niven;4 weeks on the list,THE 5TH WAVE;by Rick Yancey;3 weeks on the list,ELEPHANT COMPANY;by Vicki Constantine Croke;,THIS CHANGES EVERYTHING;by Naomi Klein;,IT'S A LONG STORY;by Willie Nelson with David Ritz;,HOPE;by Amanda Berry and Gina DeJesus with Mary Jordan and Kevin Sullivan;,HOLD STILL;by Sally Mann;,BRAINSTORM;by Daniel J. Siegel;,OPERATION PAPERCLIP;by Annie Jacobsen;,PIRATE HUNTERS;by Robert Kurson;,MY PARIS DREAM;by Kate Betts;,THE SKINNYTASTE COOKBOOK;by Gina Homolka with Heather K. Jones;,"MINECRAFT: ESSENTIAL HANDBOOK;Stephanie Milton with Paul Soares, Jr. and Jordan Maron;",GUT;by Giulia Enders. Illustrations by Jill Enders;,HYPERBOLE AND A HALF;by Allie Brosh;,,HOW TO LOVE;by Thich Nhat Hanh. Illustrated by Jason DeAntonis;,THE GIFT OF FAILURE;by Jessica Lahey;,A FULL LIFE;by Jimmy Carter;,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;,THE GRATITUDE DIARIES;by Janice Kaplan;,THE SPIRIT CATCHES YOU AND YOU FALL DOWN;by Anne Fadiman;,"WHEN THE GAME WAS OURS;by Larry Bird, Earvin ""Magic"" Johnson and Jackie MacMullan;",THE ULTIMATE SURVIVAL MANUAL;by Rich Johnson and the editors of Outdoor Life;
