,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Business,Food and Diet,Politics and American History,Science,Sports and Fitness
1,CARNAL CURIOSITY;by Stuart Woods;New this week,I'VE GOT YOU UNDER MY SKIN;by Mary Higgins Clark;2 weeks on the list,SHADOW SPELL;by Nora Roberts;3 weeks on the list,,,FLASH BOYS;by Michael Lewis;2 weeks on the list,FLASH BOYS;by Michael Lewis;2 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;178 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;133 weeks on the list,THE DOCTOR'S DIET;by Travis Stork;11 weeks on the list,"JUSTICE LEAGUE, VOL. 4;by Geoff Johns and Ivan Reis;New this week","SAGA, VOL. 3;by Brian K. Vaughan and Fiona Staples;3 weeks on the list","NARUTO, VOL. 65;by Masashi Kishimoto;2 weeks on the list",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE PIGEON NEEDS A BATH!;by Mo Willems;2 weeks on the list,DIVERGENT;by Veronica Roth;25 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,LEAN IN;by Sheryl Sandberg with Nell Scovell;,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;,TWELVE YEARS A SLAVE;by Solomon Northup;,DAVID AND GOLIATH;by Malcolm Gladwell;,WHERE NOBODY KNOWS YOUR NAME;by John Feinstein;
2,THE FIXED TRILOGY;by Laurelin Paige;4 weeks on the list,KEEP QUIET;by Lisa Scottoline;New this week,ORPHAN TRAIN;by Christina Baker Kline;34 weeks on the list,,,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;111 weeks on the list,FACE THE MUSIC;by Paul Stanley;New this week,PROOF OF HEAVEN;by Eben Alexander;77 weeks on the list,FLASH BOYS;by Michael Lewis;2 weeks on the list,TOTAL BODY TRANSFORMATION;by Michelle Bridges;New this week,"BATMAN ’66, VOL. 1;by Jeff Parker and Richard Case;New this week","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;127 weeks on the list","CRIMSON SPELL, VOL. 3;by Ayano Yamane;New this week",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;42 weeks on the list,THE MAZE RUNNER;by James Dashner;79 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,THRIVE;by Arianna Huffington;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;,THE FUTURE OF THE MIND;by Michio Kaku;,SHOWTIME;by Jeff Pearlman;
3,MISSING YOU;by Harlan Coben;4 weeks on the list,CARNAL CURIOSITY;by Stuart Woods;New this week,KING AND MAXWELL;by David Baldacci;3 weeks on the list,,,FACE THE MUSIC;by Paul Stanley;New this week,THRIVE;by Arianna Huffington;3 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;104 weeks on the list,UPSTAIRS AT THE WHITE HOUSE;by J. B. West with Mary Lynn Kotz;2 weeks on the list,MIRACLES NOW;by Gabrielle Bernstein;New this week,HELLBOY: THE FIRST 20 YEARS;by Mike Mignola;4 weeks on the list,"THE WALKING DEAD, VOL. 20;by Robert Kirkman and Charlie Adlard;5 weeks on the list",SWORD ART ONLINE: AINCRAD;by Reki Kawahara and Tamako Nakamura;2 weeks on the list,BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,FANCY NANCY AND THE WEDDING OF THE CENTURY;by Jane O'Connor. Illustrated by Robin Preiss Glasser;New this week,THE HUNGER GAMES;by Suzanne Collins;190 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE HUNGRY GIRL DIET;by Lisa Lillien;,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;,QUIET;by Susan Cain;,CYCLE OF LIES;by Juliet Macur;
4,NYPD RED 2;by James Patterson and Marshall Karp;3 weeks on the list,THE GOLDFINCH;by Donna Tartt;25 weeks on the list,THE ALCHEMIST;by Paulo Coelho;299 weeks on the list,,,LOVE LIFE;by Rob Lowe;New this week,BIG TENT;edited by Mallory Factor and Elizabeth Factor;New this week,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;New this week,TWELVE YEARS A SLAVE;by Solomon Northup;27 weeks on the list,STORYSCAPING;by Gaston Legorburu and Darren McColl;New this week,"FEAR AGENT: LIBRARY EDITION, VOL. 2;by Rick Remender, Tony Moore and others;3 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;62 weeks on the list","BLEACH, VOL. 60;by Tite Kubo;2 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;132 weeks on the list",SEA BREEZE;by Abbi Glines;5 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,SUCCESS THROUGH STILLNESS;by Russell Simmons with Chris Morrow;,"THE DANIEL PLAN;by Rick Warren, Daniel Amen, Mark Hyman and others;",UNBROKEN;by Laura Hillenbrand;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE RISE OF SUPERMAN;by Steven Kotler;
5,I'VE GOT YOU UNDER MY SKIN;by Mary Higgins Clark;2 weeks on the list,NYPD RED 2;by James Patterson and Marshall Karp;3 weeks on the list,WHISKEY BEACH;by Nora Roberts;2 weeks on the list,,,10% HAPPIER;by Dan Harris;5 weeks on the list,10% HAPPIER;by Dan Harris;5 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;14 weeks on the list,LOVE LIFE;by Rob Lowe;New this week,FOUR BLOOD MOONS;by John Hagee;12 weeks on the list,"SPIDER-MAN: FAMILY BUSINESS;by Mark Waid, James Robinson and Gabriele Dell’Otto;New this week",THE HARLEM HELLFIGHTERS;by Max Brooks and Caanan White;2 weeks on the list,WOLF CHILDREN: AME AND YUKI;by Mamoru Hosoda and Yu;2 weeks on the list,THE ICKABOG;by J.K. Rowling;26 weeks on the list,LOCOMOTIVE;by Brian Floca;11 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;135 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,THE WOLF OF WALL STREET;by Jordan Belfort;,WHEAT BELLY;by William Davis;,DUTY;by Robert M. Gates;,A SHORT GUIDE TO A LONG LIFE;by David B. Agus with Kristin Loberg;,A NICE LITTLE PLACE ON THE NORTH SIDE;by George Will;
6,SHADOW SPELL;by Nora Roberts;3 weeks on the list,MISSING YOU;by Harlan Coben;4 weeks on the list,ME BEFORE YOU;by Jojo Moyes;37 weeks on the list,,,THRIVE;by Arianna Huffington;3 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;29 weeks on the list,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;17 weeks on the list,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;53 weeks on the list,"AMERICAN VAMPIRE, VOL. 6;by Scott Snyder, Rafael Albuquerque and others;2 weeks on the list","SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;58 weeks on the list","ATTACK ON TITAN, VOL. 1;by Hajime Isayama;44 weeks on the list",WONDER;by R.J. Palacio;295 weeks on the list,DUCK AND GOOSE GO TO THE BEACH;by Tad Hills;New this week,DAUGHTER OF SMOKE AND BONE;by Laini Taylor;New this week,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,THE END OF DIETING;by Joel Fuhrman;,THINGS THAT MATTER;by Charles Krauthammer;,THE POWER OF HABIT;by Charles Duhigg;,BECOMING A SUPPLE LEOPARD;by Kelly Starrett and Glen Cordoza;
7,KEEP QUIET;by Lisa Scottoline;New this week,THE INVENTION OF WINGS;by Sue Monk Kidd;14 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;109 weeks on the list,,,KILLING JESUS;by Bill O'Reilly and Martin Dugard;29 weeks on the list,"CREATIVITY, INC;by Ed Catmull with Amy Wallace;New this week",BRAIN ON FIRE;by Susannah Cahalan;32 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;29 weeks on the list,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;29 weeks on the list,"NOAH;by Darren Aronofsky, Ari Handel and Niko Henrichon;2 weeks on the list","THE WALKING DEAD, VOL. 19;by Robert Kirkman and Charlie Adlard;17 weeks on the list","MAGI: THE LABYRINTH OF MAGIC, VOL. 5;by Shinobu Ohtaka;New this week",REFUGEE;by Alan Gratz;129 weeks on the list,JOURNEY;by Aaron Becker;22 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;273 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,OUTLIERS;by Malcolm Gladwell;,HOW CAN IT BE GLUTEN FREE COOKBOOK;by The Editors at America's Test Kitchen;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE SIXTH EXTINCTION;by Elizabeth Kolbert;,PETE ROSE;by Kostya Kennedy;
8,ORPHAN TRAIN;by Christina Baker Kline;12 weeks on the list,THE KING;by J. R. Ward;2 weeks on the list,AMERICANAH;by Chimamanda Ngozi Adichie;6 weeks on the list,,,UPSTAIRS AT THE WHITE HOUSE;by J. B. West with Mary Lynn Kotz;2 weeks on the list,THE DIVIDE;by Matt Taibbi;New this week,QUIET;by Susan Cain;63 weeks on the list,"CREATIVITY, INC;by Ed Catmull with Amy Wallace;New this week",THE HUNGRY GIRL DIET;by Lisa Lillien;3 weeks on the list,"BATMAN, VOL. 3;by Scott Snyder and Greg Capullo;18 weeks on the list","JUSTICE LEAGUE, VOL. 3;by Geoff Johns and Ivan Reis;New this week","ATTACK ON TITAN, VOL. 2;by Hajime Isayama;25 weeks on the list",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;18 weeks on the list,HEROES OF OLYMPUS;by Rick Riordan;67 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,THE HARD THING ABOUT HARD THINGS;by Ben Horowitz;,SUPER SHRED;by Ian K. Smith;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,EVERY SHOT COUNTS;by Mark Broadie;
9,THE GOLDFINCH;by Donna Tartt;25 weeks on the list,IN PARADISE;by Peter Matthiessen;New this week,FOUR FRIENDS;by Robyn Carr;3 weeks on the list,,,"CREATIVITY, INC;by Ed Catmull with Amy Wallace;New this week",LOVE LIFE;by Rob Lowe;New this week,ORANGE IS THE NEW BLACK;by Piper Kerman;39 weeks on the list,UNBROKEN;by Laura Hillenbrand;167 weeks on the list,THE GIFTS OF IMPERFECTION;by Brené Brown;29 weeks on the list,"A GAME OF THRONES, VOL. 3;by Daniel Abraham and Tommy Patterson;5 weeks on the list","GREEN ARROW, VOL. 4;by Jeff Lemire and Andrea Sorrentino;2 weeks on the list","FAIRY TAIL, VOL. 36;by Hiro Mashima;3 weeks on the list",GROUND ZERO;by Alan Gratz;10 weeks on the list,PRESS HERE;by Hervé Tullet;136 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;91 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,THE PROMISE OF A PENCIL;by Adam Braun with Carlye Adler;,THE OH SHE GLOWS COOKBOOK;by Angela Liddon;,CALL TO ACTION;by Jimmy Carter;,THE GIRLS OF ATOMIC CITY;by Denise Kiernan;,HIS OWNSELF;by Dan Jenkins;
10,THE HUSBAND'S SECRET;by Liane Moriarty;34 weeks on the list,MISS JULIA'S MARVELOUS MAKEOVER;by Ann B. Ross;New this week,THE BURGESS BOYS;by Elizabeth Strout;New this week,,,THE DIVIDE;by Matt Taibbi;New this week,CALL TO ACTION;by Jimmy Carter;3 weeks on the list,OUTLIERS;by Malcolm Gladwell;149 weeks on the list,10% HAPPIER;by Dan Harris;5 weeks on the list,THE BODY BOOK;by Cameron Diaz with Sandra Bark;14 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;109 weeks on the list","SAGA, VOL. 2;by Brian K. Vaughan and Fiona Staples;26 weeks on the list",ALICE IN THE COUNTRY OF CLOVER: NIGHTMARE;by QuinRose and Yobu;New this week,WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,HOW TO BABYSIT A GRANDMA;by Jean Reagan. Illustrated by Lee Wildish;New this week,LEGEND;by Marie Lu;10 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,OVERWHELMED;by Brigid Schulte;,PRACTICAL PALEO;by Diane Sanfilippo;,MY PROMISED LAND;by Ari Shavit;,THE RISE OF SUPERMAN;by Steven Kotler;,TRAINING FOR THE NEW ALPINISM;by Steve House and Scott Johnson.;
