,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE ORDER;by Daniel Silva;New this week,THE ORDER;by Daniel Silva;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;63 weeks on the list,TOO MUCH AND NEVER ENOUGH;by Mary L. Trump;New this week,TOO MUCH AND NEVER ENOUGH;by Mary L. Trump;New this week,WHITE FRAGILITY;by Robin DiAngelo;98 weeks on the list,ATOMIC HABITS;by James Clear;36 weeks on the list,LITTLE LEADERS;by Vashti Harrison;38 weeks on the list,ANTIRACIST BABY;by Ibram X. Kendi. Illustrated by Ashley Lukashevsky;New this week,THE HUNGER GAMES;by Suzanne Collins;239 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;17 weeks on the list,THE SANDMAN;by Neil Gaiman and Dirk Maggs;,TOO MUCH AND NEVER ENOUGH;by Mary L. Trump;,ATOMIC HABITS;by James Clear;,THE ADVENTURE ZONE: PETALS TO THE METAL;by Clint McElroy et al. Illustrated by Carey Pietsch;,THE GUARDIANS;by John Grisham;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,DEAR MARTIN;by Nic Stone;
2,PEACE TALKS;by Jim Butcher;New this week,PEACE TALKS;by Jim Butcher;New this week,THEN SHE WAS GONE;by Lisa Jewell;53 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;17 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;20 weeks on the list,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;9 weeks on the list,TRIXIE & KATYA'S GUIDE TO MODERN WOMANHOOD;by Trixie Mattel and Katya Zamolodchikova;New this week,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;11 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;22 weeks on the list",HARRY POTTER;by J.K. Rowling;591 weeks on the list,THE HATE U GIVE;by Angie Thomas;177 weeks on the list,PEACE TALKS;by Jim Butcher;,WHITE FRAGILITY;by Robin DiAngelo;,THE BIGGEST BLUFF;by Maria Konnikova;,NEW KID;by Jerry Craft;,DESOLATION ROAD;by Christine Feehan;,A LONG WALK TO WATER;by Linda Sue Park;,WE WERE LIARS;by E. Lockhart;
3,THE VANISHING HALF;by Brit Bennett;7 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;98 weeks on the list,THE NICKEL BOYS;by Colson Whitehead;3 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;12 weeks on the list,THE ROOM WHERE IT HAPPENED;by John Bolton;4 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;12 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;15 weeks on the list",WONDER;by R.J. Palacio;257 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;243 weeks on the list,THE BAD GUYS;by Aaron Blabey;87 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;130 weeks on the list,THE GUEST LIST;by Lucy Foley;,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;,DARE TO LEAD;by Brené Brown;,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES;by Ann M. Martin. Illustrated by Katy Farina;,THE WARNING;by James Patterson and Robison Wells;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE BOOK THIEF;by Markus Zusak;
4,28 SUMMERS;by Elin Hilderbrand;5 weeks on the list,THE VANISHING HALF;by Brit Bennett;7 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;65 weeks on the list,THE ROOM WHERE IT HAPPENED;by John Bolton;4 weeks on the list,UNTAMED;by Glennon Doyle;19 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;111 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;37 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;66 weeks on the list,THE DAY YOU BEGIN;by Jacqueline Woodson. Illustrated by Rafael López;19 weeks on the list,DOG MAN;by Dav Pilkey;151 weeks on the list,HAWK;by James Patterson;2 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BREATH;by James Nestor;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GUTS;by Raina Telgemeier;,REDEMPTION;by David Baldacci;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,ALL AMERICAN BOYS;by Jason Reynolds and Brendan Kiely;
5,WHERE THE CRAWDADS SING;by Delia Owens;97 weeks on the list,28 SUMMERS;by Elin Hilderbrand;5 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;48 weeks on the list,UNTAMED;by Glennon Doyle;19 weeks on the list,BEGIN AGAIN;by Eddie S. Glaude Jr.;3 weeks on the list,JUST MERCY;by Bryan Stevenson;214 weeks on the list,YOU ARE A BADASS;by Jen Sincero;215 weeks on the list,REFUGEE;by Alan Gratz;103 weeks on the list,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;14 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;592 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;20 weeks on the list,THE VANISHING HALF;by Brit Bennett;,THE ROOM WHERE IT HAPPENED;by John Bolton;,OUTLIERS;by Malcolm Gladwell;,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,SUMMER AT LAKE HAVEN;by Raeanne Thayne;,BROWN GIRL DREAMING;by Jacqueline Woodson;,THIS BOOK IS ANTI-RACIST;by Tiffany Jewell. Illustrated by Aurélia Durand;
6,THE GUEST LIST;by Lucy Foley;7 weeks on the list,SEX AND VANITY;by Kevin Kwan;3 weeks on the list,LADY IN THE LAKE;by Laura Lippman;2 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;64 weeks on the list,ME AND WHITE SUPREMACY;by Layla F. Saad;9 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;195 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;188 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;66 weeks on the list,THE WORLD NEEDS MORE PURPLE PEOPLE;by Kristen Bell and Benjamin Hart. Illustrated by Daniel Wiseman;7 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;33 weeks on the list,THE BETROTHED;by Kiera Cass;11 weeks on the list,THE ORDER;by Daniel Silva;,UNTAMED;by Glennon Doyle;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","AVATAR, THE LAST AIRBENDER: THE PROMISE OMNIBUS;by Bryan Konietzko, Michael Dante DiMartino and Gene Luen Yang. Illustrated by Gurihiru;",THE OUTSIDER;by Stephen King;,FISH IN A TREE;by Lynda Mullaly Hunt;,LONG WAY DOWN;by Jason Reynolds;
7,SEX AND VANITY;by Kevin Kwan;3 weeks on the list,THE GUEST LIST;by Lucy Foley;7 weeks on the list,CAJUN JUSTICE;by James Patterson and Tucker Axum;New this week,BEGIN AGAIN;by Eddie S. Glaude Jr.;3 weeks on the list,A VERY PUNCHABLE FACE;by Colin Jost;New this week,STAMPED FROM THE BEGINNING;by Ibram X. Kendi;9 weeks on the list,GET OUT OF YOUR HEAD;by Jennie Allen;23 weeks on the list,LOOK BOTH WAYS;by Jason Reynolds;13 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;80 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;231 weeks on the list,CLAP WHEN YOU LAND;by Elizabeth Acevedo;11 weeks on the list,THE SUMMER HOUSE;by James Patterson and Brendan DuBois;,ALEXANDER HAMILTON;by Ron Chernow;,GRIT;by Angela Duckworth;,BECOMING BRIANNA;by Terri Libenson;,A SLICE OF HEAVEN;by Sherryl Woods;,THE CROSSOVER;by Kwame Alexander;,ALL THE BRIGHT PLACES;by Jennifer Niven;
8,A WALK ALONG THE BEACH;by Debbie Macomber;New this week,CAMINO WINDS;by John Grisham;12 weeks on the list,THIS TENDER LAND;by William Kent Krueger;4 weeks on the list,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;9 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;94 weeks on the list,BORN A CRIME;by Trevor Noah;75 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;316 weeks on the list,WINGS OF FIRE: LEGENDS: DRAGONSLAYER;by Tui T. Sutherland;19 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;15 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;540 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;80 weeks on the list,28 SUMMERS;by Elin Hilderbrand;,HOW TO DESTROY AMERICA IN THREE EASY STEPS;by Ben Shapiro;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",ACT;by Kayla Miller;,BLUE MOON;by Lee Child;,GHOST BOYS;by Jewell Parker Rhodes;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,THE GUARDIANS;by John Grisham;24 weeks on the list,UTOPIA AVENUE;by David Mitchell;New this week,BEFORE WE WERE YOURS;by Lisa Wingate;61 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;7 weeks on the list,BECOMING;by Michelle Obama;84 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;30 weeks on the list,BE THE BRIDGE;by Latasha Morrison;3 weeks on the list,ALI CROSS;by James Patterson;27 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;309 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;42 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;120 weeks on the list,PRETTY THINGS;by Janelle Brown;,BECOMING;by Michelle Obama;,TRAFFIC SECRETS;by Russell Brunson;,MARCH: BOOK THREE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,TWENTY-ONE WISHES;by Debbie Macomber;,RESTART;by Gordon Korman;,JUST MERCY;by Bryan Stevenson;
10,LITTLE FIRES EVERYWHERE;by Celeste Ng;75 weeks on the list,A WALK ALONG THE BEACH;by Debbie Macomber;New this week,BEACH READ;by Emily Henry;8 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;21 weeks on the list,EDUCATED;by Tara Westover;126 weeks on the list,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?;by Beverly Daniel Tatum;7 weeks on the list,RELATIONSHIP GOALS;by Michael Todd;12 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;38 weeks on the list,"SOFIA VALDEZ, FUTURE PREZ;by Andrea Beaty. Illustrated by David Roberts;11 weeks on the list",I SURVIVED;by Lauren Tarshis;58 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;24 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,TALKING TO STRANGERS;by Malcolm Gladwell;,THE RIDE OF A LIFETIME;by Robert Iger;,MARCH: BOOK TWO;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,THE DARK SIDE;by Danielle Steel;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,SIX OF CROWS;by Leigh Bardugo;
