,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;4 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;4 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;4 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;5 weeks on the list,CALYPSO;by David Sedaris;5 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;39 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;10 weeks on the list,WONDER;by R.J. Palacio;151 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;15 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;30 weeks on the list,THE HATE U GIVE;by Angie Thomas;70 weeks on the list,SOMETHING IN THE WATER;by Catherine Steadman;,KITCHEN CONFIDENTIAL;by Anthony Bourdain;,BAD BLOOD;by John Carreyrou;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,SHOE DOG;by Phil Knight;
2,ALL WE EVER WANTED;by Emily Giffin;New this week,ALL WE EVER WANTED;by Emily Giffin;New this week,CRAZY RICH ASIANS;by Kevin Kwan;10 weeks on the list,CALYPSO;by David Sedaris;5 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;8 weeks on the list,SAPIENS;by Yuval Noah Harari;7 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;81 weeks on the list,POPULARMMOS PRESENTS A HOLE NEW WORLD;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;2 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;227 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;53 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;17 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;,CALYPSO;by David Sedaris;,PRINCIPLES;by Ray Dalio;,SAPIENS;by Yuval Noah Harari;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
3,THE WOMAN IN THE WINDOW;by A.J. Finn;16 weeks on the list,THE OUTSIDER;by Stephen King;6 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;70 weeks on the list,EDUCATED;by Tara Westover;19 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;7 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;7 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;12 weeks on the list",REFUGEE;by Alan Gratz;19 weeks on the list,AN ELEPHANT AND PIGGIE BIGGIE!;by Mo Willems;10 weeks on the list,HARRY POTTER;by J.K. Rowling;484 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;50 weeks on the list,THE OUTSIDER;by Stephen King;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,OUTLIERS;by Malcolm Gladwell;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,BELIEVE IT;by Nick Foles with Joshua Cooley;
4,THE PERFECT COUPLE;by Elin Hilderbrand;2 weeks on the list,THE PERFECT COUPLE;by Elin Hilderbrand;2 weeks on the list,LESS;by Andrew Sean Greer;6 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;21 weeks on the list,EDUCATED;by Tara Westover;19 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;13 weeks on the list,YOU ARE A BADASS;by Jen Sincero;129 weeks on the list,"HELLO, UNIVERSE;by Erin Entrada Kelly;20 weeks on the list",THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;140 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;485 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;38 weeks on the list,THE SINGULARITY TRAP;by Dennis E. Taylor;,MAPS OF MEANING;by Jordan B. Peterson;,THE POWER OF HABIT;by Charles Duhigg;,THE POWER OF HABIT;by Charles Duhigg;,THE BOYS IN THE BOAT;by Daniel James Brown;
5,THE ROOSTER BAR;by John Grisham;16 weeks on the list,SHELTER IN PLACE;by Nora Roberts;5 weeks on the list,THE ROOSTER BAR;by John Grisham;2 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;8 weeks on the list,BELIEVE IT;by Nick Foles with Joshua Cooley;New this week,HILLBILLY ELEGY;by J.D. Vance;9 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;18 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;32 weeks on the list,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;8 weeks on the list,DOG MAN;by Dav Pilkey;44 weeks on the list,LONG WAY DOWN;by Jason Reynolds;16 weeks on the list,BRIEF CASES;by Jim Butcher;,BORN A CRIME;by Trevor Noah;,SHOE DOG;by Phil Knight;,"FIRST, WE MAKE THE BEAST BEAUTIFUL;by Sarah Wilson;",I'M KEITH HERNANDEZ;by Keith Hernandez;
6,THE OUTSIDER;by Stephen King;6 weeks on the list,TOM CLANCY LINE OF SIGHT;by Mike Maden;3 weeks on the list,SHARP OBJECTS;by Gillian Flynn;44 weeks on the list,MEDIUM RAW;by Anthony Bourdain;New this week,TRUMP'S AMERICA;by Newt Gingrich;4 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;427 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;249 weeks on the list,THE WILD ROBOT;by Peter Brown;33 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;17 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;125 weeks on the list,FUGITIVE SIX;by Pittacus Lore;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;,EDUCATED;by Tara Westover;,MEASURE WHAT MATTERS;by John Doerr;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,MEN IN BLAZERS PRESENT ENCYCLOPEDIA BLAZERTANNICA;by Roger Bennett and Michael Davies;
7,THE FALLEN;by David Baldacci;10 weeks on the list,THE DEATH OF MRS. WESTAWAY;by Ruth Ware;5 weeks on the list,MILK AND HONEY;by Rupi Kaur;116 weeks on the list,SAPIENS;by Yuval Noah Harari;28 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;60 weeks on the list,OUTLIERS;by Malcolm Gladwell;259 weeks on the list,MAKE YOUR BED;by William H. McRaven;51 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;13 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;234 weeks on the list,I SURVIVED;by Lauren Tarshis;43 weeks on the list,THE HAZEL WOOD;by Melissa Albert;22 weeks on the list,YEAR ONE;by Nora Roberts;,THE POWER OF HABIT;by Charles Duhigg;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",LEONARDO DA VINCI;by Walter Isaacson;,BARBARIAN DAYS;by William Finnegan;
8,TRUTH OR DARE;by Fern Michaels;New this week,THERE THERE;by Tommy Orange;4 weeks on the list,INTO THE WATER;by Paula Hawkins;9 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;54 weeks on the list,BAD BLOOD;by John Carreyrou;4 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;New this week,THE PLANT PARADOX COOKBOOK;by Steven R. Gundry;6 weeks on the list,ENDLING: THE LAST;by Katherine Applegate. Illustrated by Max Kostenko;9 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;132 weeks on the list",FIVE NIGHTS AT FREDDY'S;by Scott Cawthon and Kira Breed-Wrisley;New this week,LEGENDARY;by Stephanie Garber;5 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,BAD BLOOD;by John Carreyrou;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,BEING MORTAL;by Atul Gawande;,BASKETBALL (AND OTHER THINGS);by Shea Serrano. Illustrated by Arturo Torres;
9,IRON AND MAGIC;by Ilona Andrews;New this week,WHEN LIFE GIVES YOU LULULEMONS;by Lauren Weisberger;4 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;39 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;7 weeks on the list,THE PLOT TO DESTROY DEMOCRACY;by Malcolm Nance;New this week,JUST MERCY;by Bryan Stevenson;110 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;15 weeks on the list,THE CROSSOVER;by Kwame Alexander;24 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;New this week,DORK DIARIES;by Rachel Renée Russell;258 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;10 weeks on the list,SHELTER IN PLACE;by Nora Roberts;,I'LL BE GONE IN THE DARK;by Michelle McNamara;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE RISE AND FALL OF THE DINOSAURS;by Steve Brusatte;,SHAKEN;by Tim Tebow;
10,SHARP OBJECTS;by Gillian Flynn;5 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;41 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;56 weeks on the list,BAD BLOOD;by John Carreyrou;6 weeks on the list,YES WE (STILL) CAN;by Dan Pfeiffer;2 weeks on the list,BEING MORTAL;by Atul Gawande;43 weeks on the list,EVERYBODY ALWAYS;by Bob Goff;11 weeks on the list,ARU SHAH AND THE END OF TIME;by Roshani Chokshi;13 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;42 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;9 weeks on the list,"MY PLAIN JANE;by Cynthia Hand, Brodi Ashton and Jodi Meadows;New this week",THEN SHE WAS GONE;by Lisa Jewell;,THINGS THAT MATTER;by Charles Krauthammer;,RADICAL CANDOR;by Kim Scott;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THINGS THAT MAKE WHITE PEOPLE UNCOMFORTABLE;by Michael Bennett and Dave Zirin;
