,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Indigenous Americans,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;16 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;35 weeks on the list,GONE GIRL;by Gillian Flynn;37 weeks on the list,,,UNBROKEN;by Laura Hillenbrand;186 weeks on the list,YES PLEASE;by Amy Poehler;10 weeks on the list,UNBROKEN;by Laura Hillenbrand;23 weeks on the list,UNBROKEN;by Laura Hillenbrand;205 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;10 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;35 weeks on the list,SISTERS;by Raina Telgemeier;20 weeks on the list,UNOFFICIAL HATSUNE MIX;by KEI;4 weeks on the list,UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE BOOK WITH NO PICTURES;by B.J. Novak;14 weeks on the list,THE MAZE RUNNER;by James Dashner;117 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,HOW TO TELL IF YOUR CAT IS PLOTTING TO KILL YOU;by Matthew Inman;,MONEY: MASTER THE GAME;by Tony Robbins;,YES PLEASE;by Amy Poehler;,LYING IN WAIT;by Ann Rule;,AS YOU WISH;by Cary Elwes with Joe Layden;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,DEEP DOWN DARK;Héctor Tobar;,DIY NAIL ART;by Catherine Rodgers;,MAKE IT AHEAD!;by Ina Garten;,MINECRAFT: CONSTRUCTION HANDBOOK;by Matthew Needler and Phil Southam;,STARVATION HEIGHTS;by Gregg Olsen;,YES PLEASE;by Amy Poehler;,THE HEART OF EVERYTHING THAT IS;by Bob Drury and Tom Clavin;,THE ANDY COHEN DIARIES;by Andy Cohen;,THERE WAS A LITTLE GIRL;by Brooke Shields;,UNBROKEN;by Laura Hillenbrand;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,WHAT I KNOW FOR SURE;by Oprah Winfrey;,WHAT IF?;by Randall Munroe;,UNBROKEN;by Laura Hillenbrand;,WILD;by Cheryl Strayed;
2,GONE GIRL;by Gillian Flynn;110 weeks on the list,GRAY MOUNTAIN;by John Grisham;11 weeks on the list,THE MARTIAN;by Andy Weir;10 weeks on the list,,,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;46 weeks on the list,KILLING PATTON;by Bill O'Reilly and Martin Dugard;15 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;61 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;60 weeks on the list,MONEY: MASTER THE GAME;by Tony Robbins;7 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;137 weeks on the list,SMILE;by Raina Telgemeier;134 weeks on the list,"ASSASSINATION CLASSROOM, VOL. 1;by Yusei Matsui;4 weeks on the list",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;80 weeks on the list,DIVERGENT;by Veronica Roth;63 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,THE GRUMPY GUIDE TO LIFE;by Grumpy Cat staff;,THE INNOVATORS;by Walter Isaacson;,THE ANDY COHEN DIARIES;by Andy Cohen;,STARVATION HEIGHTS;by Gregg Olsen;,THE BEATLES LYRICS;by Hunter Davies;,"WITHOUT YOU, THERE IS NO US;by Suki Kim;",ALAN TURING: THE ENIGMA;by Andrew Hodges;,IN THE KINGDOM OF ICE;by Hampton Sides;,THE WOMAN I WANTED TO BE;by Diane Von Furstenberg;,THUG KITCHEN;by the staff of Thug Kitchen;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;",SOUL MIND BODY SCIENCE SYSTEM;by Zhi Gang Sha and Rulin Xiu;,THE ANDY COHEN DIARIES;by Andy Cohen;,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;,KILLING PATTON;by Bill O'Reilly and Martin Dugard;,THE NEW JIM CROW;by Michelle Alexander;,SMALL VICTORIES;by Anne Lamott;,BEING MORTAL;by Atul Gawande;,THE BOYS IN THE BOAT;by Daniel James Brown;,HUMANS OF NEW YORK;by Brandon Stanton;
3,BIG LITTLE LIES;by Liane Moriarty;17 weeks on the list,HOPE TO DIE;by James Patterson;6 weeks on the list,ORPHAN TRAIN;by Christina Baker Kline;72 weeks on the list,,,WILD;by Cheryl Strayed;94 weeks on the list,WHAT IF?;by Randall Munroe;18 weeks on the list,WILD;by Cheryl Strayed;93 weeks on the list,WILD;by Cheryl Strayed;125 weeks on the list,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;15 weeks on the list,HERE;by Richard McGuire;4 weeks on the list,"SAGA, VOL. 4;by Brian K. Vaughan and Fiona Staples;3 weeks on the list","ATTACK ON TITAN: NO REGRETS, VOL. 2;by Gun Snark, Hikaru Suruga and Hajime Isayama;9 weeks on the list",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,PRESS HERE;by Hervé Tullet;173 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;304 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,I COULD PEE ON THIS;by Francesco Marciuliano;,OUTLIERS;by Malcolm Gladwell;,NOT THAT KIND OF GIRL;by Lena Dunham;,THE SEARCH FOR ANNE PERRY;by Joanne Drayton;,HOW WE GOT TO NOW;by Steven Johnson;,F IN EXAMS;by Richard Benson;,A SPY AMONG FRIENDS;by Ben Macintyre;,"DON'T GIVE UP, DON'T GIVE IN;by Louis Zamperini and David Rensin;",HOW TO TIE A SCARF;by the staff of Potter Style;,THE SKINNYTASTE COOKBOOK;by Gina Homolka with Heather K. Jones;,THE LEGO IDEAS BOOK;by Daniel Lipkowitz;,ESSENTIAL OILS FOR BEGINNERS;by the staff of Althea Press;,NOT THAT KIND OF GIRL;by Lena Dunham;,SHORT NIGHTS OF THE SHADOW CATCHER;by Timothy Egan;,DARING GREATLY;by Brené Brown;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,41;by George W. Bush;,JUST MERCY;by Bryan Stevenson;,KILLING JESUS;by Bill O'Reilly and Martin Dugard;,THE INNOVATORS;by Walter Isaacson;,YOU CAN'T MAKE THIS UP;by Al Michaels with L. Jon Wertheim;,PREPARE FOR ANYTHING (Outdoor Life);by Tim MacWelch;
4,DIE AGAIN;by Tess Gerritsen;New this week,THE ESCAPE;by David Baldacci;7 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;136 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;33 weeks on the list,BEING MORTAL;by Atul Gawande;13 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;32 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;50 weeks on the list,MAKE IT AHEAD!;by Ina Garten;10 weeks on the list,SECONDS;by Bryan Lee O'Malley;25 weeks on the list,"THE WALKING DEAD, VOL. 22;by Robert Kirkman and Charlie Adlard;8 weeks on the list","NARUTO, VOL. 68;by Masashi Kishimoto;5 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;60 weeks on the list,HEROES OF OLYMPUS;by Rick Riordan;86 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,GOOD DOG;by the editors of Garden and Gun Magazine;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",JETER UNFILTERED;by Derek Jeter with Anthony Bozza;,DOC;by Jack Olsen;,THE SECRET HISTORY OF WONDER WOMAN;by Jill Lepore;,LETTERS OF NOTE;compiled by Shaun Usher;,WORTHY FIGHTS;by Leon Panetta with Jim Newton;,THE WILD TRUTH;by Carine McCandless;,"WOMEN IN CLOTHES;by Sheila Heti, Heidi Julavits, Leanne Shapton & 639 Others;",PLENTY MORE;by Yotam Ottolenghi;,"MINECRAFT: ESSENTIAL HANDBOOK;Stephanie Milton with Paul Soares, Jr. and Jordan Maron;",THE SOUND OF A WILD SNAIL EATING;by Elisabeth Tova Bailey;,AS YOU WISH;by Cary Elwes with Joe Layden;,BURY MY HEART AT WOUNDED KNEE;by Dee Brown;,GRACE'S GUIDE;by Grace Helbig;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,CITIZEN;by Claudia Rankine;,"DON'T GIVE UP, DON'T GIVE IN;by Louis Zamperini and David Rensin;",IN THE KINGDOM OF ICE;by Hampton Sides;,JETER UNFILTERED;by Derek Jeter with Anthony Bozza;,LOST IN TRANSLATION;by Ella Frances Sanders;
5,GRAY MOUNTAIN;by John Grisham;11 weeks on the list,DIE AGAIN;by Tess Gerritsen;New this week,THE ALCHEMIST;by Paulo Coelho;337 weeks on the list,,,YES PLEASE;by Amy Poehler;10 weeks on the list,41;by George W. Bush;8 weeks on the list,A BRIEF HISTORY OF TIME;by Stephen Hawking;6 weeks on the list,YES PLEASE;by Amy Poehler;10 weeks on the list,"THE WORLD OF ICE AND FIRE;by George R. R. Martin, Elio M. García Jr. and Linda Antonsson;10 weeks on the list",ROBERT MOSES: THE MASTER BUILDER OF NEW YORK CITY;by Pierre Christin and Olivier Balez;2 weeks on the list,"SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;79 weeks on the list","DEADMAN WONDERLAND, VOL. 6;by Jinsei Kataoka and Kazuma Kondou;New this week",THE ICKABOG;by J.K. Rowling;26 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;170 weeks on the list",THE SELECTION;by Kiera Cass;21 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,GRUMPY CAT;by Grumpy Cat staff;,THE POWER OF HABIT;by Charles Duhigg;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,JUST MERCY;by Bryan Stevenson;,THE WES ANDERSON COLLECTION;by Matt Zoller Seitz;,THE SMARTEST KIDS IN THE WORLD;by Amanda Ripley;,THE GOOD SPY;by Kai Bird;,INTO THE WILD;by Jon Krakauer;,MAKE UP;by Michelle Phan;,FOOD;by Jim Gaffigan;,MINECRAFT: REDSTONE HANDBOOK;by Nick Farwell. Edited by Jane Riordan and Stephanie Milton;,ON IMMUNITY;by Eula Biss;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,IN GERONIMO'S FOOTSTEPS;by Corine Sombrun and Harlyn Geronimo;,BAD FEMINIST;by Roxane Gay;,DARTH VADER AND SON;by Jeffrey Brown;,DREAMERS AND DECEIVERS;by Glenn Beck with Kevin Balfe;,STRONG INSIDE;by Andrew Maraniss;,THE 13TH GIFT;by Joanne Huist Smith;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,THE KEEPER;by Tim Howard with Ali Benjamin;,THE HUNTING AND GATHERING SURVIVAL MANUAL;by Tim MacWelch;
6,THE ESCAPE;by David Baldacci;7 weeks on the list,REVIVAL;by Stephen King;8 weeks on the list,DARK PLACES;by Gillian Flynn;75 weeks on the list,,,KILLING PATTON;by Bill O'Reilly and Martin Dugard;15 weeks on the list,UNBROKEN;by Laura Hillenbrand;189 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;74 weeks on the list,KILLING PATTON;by Bill O'Reilly and Martin Dugard;15 weeks on the list,THUG KITCHEN;by the staff of Thug Kitchen;13 weeks on the list,SUPERMAN UNCHAINED: DELUXE EDITION;by Scott Snyder and Jim Lee;3 weeks on the list,"SAGA, VOL. 3;by Brian K. Vaughan and Fiona Staples;26 weeks on the list","SWORD ART ONLINE: FAIRY DANCE, VOL. 2;by Reki Kawahara and Tsubasa Haduki;3 weeks on the list",WONDER;by R.J. Palacio;295 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;50 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;219 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,A STREET CAT NAMED BOB;by James Bowen;,ZERO TO ONE;by Peter Thiel with Blake Masters;,SO ANYWAY . . .;by John Cleese;,ORANGE IS THE NEW BLACK;by Piper Kerman;,BOOM!;by Tom Brokaw;,WHAT WE SEE WHEN WE READ;by Peter Mendelsund;,"LIAR, TEMPTRESS, SOLDIER, SPY;by Karen Abbott;",ADRIFT;by Steven Callahan;,"HOW TO BE PARISIAN WHEREVER YOU ARE;by Anne Berest, Audrey Diwan, Caroline de Maigret and Sophie Mas;",THE PIONEER WOMAN COOKS: A YEAR OF HOLIDAYS;by Ree Drummond;,POKEMON: ESSENTIAL HANDBOOK;by Cris Silvestri and the staff of Scholastic;,DR. MUTTER'S MARVELS;by Cristin O'Keefe Aptowicz;,SO ANYWAY . . .;by John Cleese;,NATION TO NATION;edited by Suzan Shown Harjo;,TINY BEAUTIFUL THINGS;by Cheryl Strayed;,YOU HAVE TO F*****G EAT;by Adam Mansbach. Illustrated by Owen Brozman;,THINGS THAT MATTER;by Charles Krauthammer;,MAYOR FOR LIFE;by Marion Barry Jr. and Omar Tyree;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,QUIET;by Susan Cain;,SPORTS ILLUSTRATED NFL QUARTERBACK;by the editors of Sports Illustrated;,POCKET ATLAS OF REMOTE ISLANDS;by Judith Schalansky;
7,THE BURNING ROOM;by Michael Connelly;9 weeks on the list,THE ASSASSINATION OPTION;by W. E. B. Griffin and William E. Butterworth IV;New this week,SHARP OBJECTS;by Gillian Flynn;38 weeks on the list,,,NOT THAT KIND OF GIRL;by Lena Dunham;14 weeks on the list,NOT THAT KIND OF GIRL;by Lena Dunham;14 weeks on the list,OUTLIERS;by Malcolm Gladwell;184 weeks on the list,TWO OLD FOOLS ON A CAMEL;by Victoria Twead;3 weeks on the list,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;18 weeks on the list,"THE GRAVEYARD BOOK, VOL. 1;by Neil Gaiman, P. Craig Russell and others;15 weeks on the list","SAGA, VOL. 2;by Brian K. Vaughan and Fiona Staples;41 weeks on the list","NORAGAMI, VOL. 1;by Adachitoka;6 weeks on the list",REFUGEE;by Alan Gratz;129 weeks on the list,THE PIGEON NEEDS A BATH!;by Mo Willems;31 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;3 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,UNDERWATER PUPPIES;by Seth Casteel;,HOW WE GOT TO NOW;by Steven Johnson;,THERE WAS A LITTLE GIRL;by Brooke Shields;,FOXCATCHER;by Mark Schultz with David Thomas;,LETTERS OF NOTE;compiled by Shaun Usher;,THE BEST AMERICAN INFOGRAPHICS 2014;by Gareth Cook;,SPYMISTRESS;by William Stevenson;,ASTORIA;by Peter Stark;,A YEAR IN THE LIFE OF DOWNTON ABBEY;by Jessica Fellowes;,THE PIONEER WOMAN COOKS: FOOD FROM MY FRONTIER;by Ree Drummond;,PLAYER'S HANDBOOK;by Wizards RPG Team;,THE CHECKLIST MANIFESTO;by Atul Gawande;,FOOD;by Jim Gaffigan;,CODE TALKER;by Chester Nez with Judith Schiess Avila;,THIS IS THE STORY OF A HAPPY MARRIAGE;by Ann Patchett;,VADER'S LITTLE PRINCESS;by Jeffrey Brown;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,TWELVE YEARS A SLAVE;by Solomon Northup;,PRAYER;by Timothy Keller;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE TERRIBLE AND WONDERFUL REASONS WHY I RUN LONG DISTANCES;by The Oatmeal;,LONELY PLANET'S BEST IN TRAVEL 2015;by editors at Lonely Planet;
8,HOPE TO DIE;by James Patterson;6 weeks on the list,TOM CLANCY FULL FORCE AND EFFECT;by Mark Greaney;5 weeks on the list,THE STORIED LIFE OF A. J. FIKRY;by Gabrielle Zevin;4 weeks on the list,,,BEING MORTAL;by Atul Gawande;13 weeks on the list,DEEP DOWN DARK;Héctor Tobar;3 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;49 weeks on the list,A SHORT HISTORY OF THE WORLD;by Christopher Lascelles;3 weeks on the list,THE SKINNYTASTE COOKBOOK;by Gina Homolka with Heather K. Jones;10 weeks on the list,THE TRUTH IS A CAVE IN THE BLACK MOUNTAINS;by Neil Gaiman and Eddie Campbell;24 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;124 weeks on the list,"CITRUS, VOL. 1;by Saburouta;New this week",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;9 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;162 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,REALLY IMPORTANT STUFF MY DOG HAS TAUGHT ME;by Cynthia L. Copeland;,FLASH BOYS;by Michael Lewis;,NEIL PATRICK HARRIS: CHOOSE YOUR OWN AUTOBIOGRAPHY;by Neil Patrick Harris with David Javerbaum;,PRACTICE TO DECEIVE;by Ann Rule;,BAD FEMINIST;by Roxane Gay;,"1,339 QUITE INTERESTING FACTS TO MAKE YOUR JAW DROP;by John Lloyd, John Mitchinson and James Harkin;",OPERATION PAPERCLIP;by Annie Jacobsen;,A HOUSE IN THE SKY;by Amanda Lindhout and Sara Corbett;,BETTER THAN BEAUTY;by Helen Valentine and Alice Thompson;,THE BULLETPROOF DIET;by Dave Asprey;,HACKS FOR MINECRAFTERS;by Megan Miller;,EBOLA;by David Quammen;,THE GRUMPY GUIDE TO LIFE;by Grumpy Cat staff;,SONG OF DEWEY BEARD;by Philip Burnham;,THE EMPATHY EXAMS;by Leslie Jamison;,THE DEATH OF SANTINI;by Pat Conroy;,NO HERO;by Mark Owen with Kevin Maurer;,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;,UNWRAPPING THE GREATEST GIFT;by Ann Voskamp;,THE POWER OF HABIT;by Charles Duhigg;,THE GOLF BOOK;by Chris Millard;,WALKING HOME;by Sonia Choquette;
9,THE PACT;by Karina Halle;New this week,RAIN ON THE DEAD;by Jack Higgins;New this week,THE ROSIE PROJECT;by Graeme Simsion;19 weeks on the list,,,41;by George W. Bush;8 weeks on the list,"DON'T GIVE UP, DON'T GIVE IN;by Louis Zamperini and David Rensin;New this week",10% HAPPIER;by Dan Harris;New this week,NOT THAT KIND OF GIRL;by Lena Dunham;10 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;86 weeks on the list,THE BEST AMERICAN COMICS 2014;by Scott McCloud and others;12 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;75 weeks on the list","HE'S MY ONLY VAMPIRE, VOL. 1;by Aya Shouoto;2 weeks on the list",GROUND ZERO;by Alan Gratz;10 weeks on the list,THE ANIMALS' SANTA;by Jan Brett;7 weeks on the list,SPIRIT ANIMALS;by various authors;6 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,TOP DOG;by Maria Goodavage;,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;,BOSSYPANTS;by Tina Fey;,EMPIRE OF SIN;by Gary Krist;,"HISTORY OF THE WORLD IN 1,000 OBJECTS;by editors of Dorling Kindersley;",THE PROMISE OF A PENCIL;by Adam Braun with Carlye Adler;,WASHINGTON'S SPIES;by Alexander Rose;,THE RIVER OF DOUBT;by Candice Millard;,VOGUE AND THE METROPOLITAN MUSEUM OF ART COSTUME INSTITUTE;by Hamish Bowles;,PLENTY;by Yotam Ottolenghi;,MONSTER MANUAL;by Wizards RPG Team;,THE HOT ZONE;by Richard Preston;,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;,AN INFINITY OF NATIONS;by Michael Witgen;,CITIZEN;by Claudia Rankine;,THIS IS THE STORY OF A HAPPY MARRIAGE;by Ann Patchett;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;,DEAR WHITE PEOPLE;by Justin Simien. Illustrated by Ian O'Phelan;,LIVE ORIGINAL;by Sadie Robertson with Beth Clark;,HOW WE GOT TO NOW;by Steven Johnson;,SPORTS ILLUSTRATED FOOTBALL'S GREATEST;by the editors of Sports Illustrated;,NATIONAL GEOGRAPHIC STUNNING PHOTOGRAPHS;by Annie Griffiths;
10,EYES ONLY;by Fern Michaels;New this week,LEAVING TIME;by Jodi Picoult;12 weeks on the list,AMERICANAH;by Chimamanda Ngozi Adichie;34 weeks on the list,,,WHAT IF?;by Randall Munroe;15 weeks on the list,HUMANS OF NEW YORK;by Brandon Stanton;27 weeks on the list,ALAN TURING: THE ENIGMA;by Andrew Hodges;New this week,ALAN TURING: THE ENIGMA;by Andrew Hodges;New this week,WHAT I KNOW FOR SURE;by Oprah Winfrey;13 weeks on the list,THE GIGANTIC BEARD THAT WAS EVIL;by Stephen Collins;2 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;40 weeks on the list,"MASTER KEATON, VOL. 1;by Naoki Urasawa, Hokusei Katsushika and Takashi Nagasaki;New this week",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,ONCE UPON AN ALPHABET;by Oliver Jeffers;7 weeks on the list,DORK DIARIES;by Rachel Renée Russell;119 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,A DOG NAMED LEAF;by Allen Anderson with Linda Anderson;,THIS CHANGES EVERYTHING;by Naomi Klein;,UNIVERSAL TONE;by Carlos Santana and Ashley Kahn;,MY BELOVED WORLD;by Sonia Sotomayor;,WHEN BOOKS WENT TO WAR;by Molly Guptill Manning;,THE ORGANIZED MIND;by Daniel J. Levitin;,GOOD HUNTING;by Jack Devine with Vernon Loeb;,LAST TRAIN TO PARADISE;by Les Standiford;,MADEMOISELLE;by Rhonda K. Garelick;,MEXICO: THE COOKBOOK;by Margarita Carrillo Arronte;,GUINNESS WORLD RECORDS 2015 GAMER'S EDITION;by the Guinness World Records editors;,WHERE DOES IT HURT?;by Jonathan Bush with Stephen Baker;,BOSSYPANTS;by Tina Fey;,VOICES OF THE WINDS;by Margot Edmonds and Ella E. Clark;,ASSHOLES;by Aaron James;,THE WILD TRUTH;by Carine McCandless;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,THE OTHER WES MOORE;by Wes Moore;,RAINBOW IN THE CLOUD;by Maya Angelou;,UNDENIABLE;by Bill Nye;,MR. HOCKEY;by Gordie Howe;,AMERICA'S GREAT HIKING TRAILS;by Karen Berger; photography by Bart Smith;
