,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,FREEDOM;by Jonathan Franzen;2 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;64 weeks on the list,,THE GRAND DESIGN;by Stephen Hawking and Leonard Mlodinow;New this week,"EAT, PRAY, LOVE;by Elizabeth Gilbert;188 weeks on the list",THE POWER;by Rhonda Byrne;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;163 weeks on the list,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;5 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;27 weeks on the list,"BLEACH,  VOL. 32;by Tite Kubo;2 weeks on the list",CLOCKWORK ANGEL;by Cassandra Clare;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;157 weeks on the list,MY MOMMY HUNG THE MOON;by Jamie Lee Curtis.  Illustrated by Laura Cornell;New this week,THE HUNGER GAMES;by Suzanne Collins;3 weeks on the list
2,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;16 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;25 weeks on the list,,CRIMES AGAINST LIBERTY;by David Limbaugh;3 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;189 weeks on the list,TRUE PREP;by Lisa Birnbach with Chip Kidd;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;477 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;9 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;23 weeks on the list,"MAXIMUM RIDE, VOL. 3;by James Patterson and NaRae Lee;4 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;19 weeks on the list",BEEZUS AND RAMONA;by Beverly Cleary. Illustrated by Tracy Dockray;14 weeks on the list,IT’S A BOOK;written and illustrated by Lane Smith;5 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;166 weeks on the list
3,NO MERCY;by Sherrilyn Kenyon;New this week,LITTLE BEE;by Chris Cleave;30 weeks on the list,,A JOURNEY;by Tony Blair;2 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;184 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;26 weeks on the list,RADICAL;by David Platt;14 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;27 weeks on the list,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;15 weeks on the list,"ALICE IN THE COUNTRY OF HEARTS, VOL. 4;by Quinrose and Hoshino Soumei;2 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;14 weeks on the list,RADIANCE;by Alyson Noël;2 weeks on the list,THE ODIOUS OGRE;by Norton Juster. Illustrated by Jules Feiffer;New this week,THE 39 CLUES;by various authors;62 weeks on the list
4,GETTING TO HAPPY;by Terry McMillan;New this week,HALF BROKE HORSES;by Jeannette Walls;New this week,,_____ MY DAD SAYS;by Justin Halpern;19 weeks on the list,OPEN;by Andre Agassi;5 weeks on the list,THIS IS WHY YOU'RE FAT (AND HOW TO GET THIN FOREVER);by Jackie Warner;7 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;34 weeks on the list,"DARK TOWER: THE BATTLE OF JERICHO HILL;by Peter David, Robin Furth and Jae Lee;4 weeks on the list",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;19 weeks on the list,"BUTTERFLIES, FLOWERS, VOL. 4;by Yuki Yoshihara;New this week",LINGER;by Maggie Stiefvater;9 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;85 weeks on the list,HEADS;written and illustrated by Matthew Van Fleet;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;87 weeks on the list
5,THE HELP;by Kathryn Stockett;76 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;33 weeks on the list,,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;New this week,WHERE MEN WIN GLORY;by Jon Krakauer;7 weeks on the list,GUNN'S GOLDEN RULES;by Tim Gunn with Ada Calhoun;New this week,NOW EAT THIS!;by Rocco DiSpirito;13 weeks on the list,BLACKEST NIGHT: GREEN LANTERN;by Geoff Johns and Doug Mahnke;9 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;8 weeks on the list,"RASETSU, VOL. 6;by Chika Shiomi;New this week",HALO;by Alexandra Adornetto;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;73 weeks on the list,LEGO STAR WARS;by Simon Beecroft;38 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;162 weeks on the list
6,THE POSTCARD KILLERS;by James Patterson and Liza Marklund;4 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;66 weeks on the list,,OUTLIERS;by Malcolm Gladwell;94 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;98 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;14 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;95 weeks on the list,TWILIGHT;by Mark Cotta Vaz;26 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;21 weeks on the list,"THE LEGEND OF ZELDA, VOL. 10;by Akira Himekawa;New this week",DORK DIARIES;written and illustrated by Rachel Renée Russell;23 weeks on the list,SHIVER;by Maggie Stiefvater;14 weeks on the list,LATE FOR SCHOOL;by Steve Martin. Illustrated by C.F. Payne;New this week,PRETTY LITTLE LIARS;by Sara Shepard;27 weeks on the list
7,LOST EMPIRE;by Clive Cussler with Grant Blackwood;2 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;83 weeks on the list,,THE BIG SHORT;by Michael Lewis;26 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;22 weeks on the list,CAKE POPS BY BAKERELLA;by Angie Dudley;New this week,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;37 weeks on the list",SIEGE;by Brian Michael Bendis and Olivier Coipel;7 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;New this week","BAKUMAN, VOL. 1;by Tsugumi Ohba and Takeshi Obata;6 weeks on the list",MONSTER HIGH;by Lisi Harrison;2 weeks on the list,THE FALLEN AND LEVIATHAN;by Thomas E. Sniegoski;8 weeks on the list,BUZZ BOY AND FLY GUY;written and illustrated by Tedd Arnold;New this week,GUARDIANS OF GA’HOOLE;by Kathryn Lasky;New this week
8,APE HOUSE;by Sara Gruen;New this week,FORD COUNTY;by John Grisham;4 weeks on the list,,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;12 weeks on the list,TOO BIG TO FAIL;by Andrew Ross Sorkin;New this week,THE SECRET;by Rhonda Byrne;174 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;76 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;4 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;43 weeks on the list","SHAMAN KING, VOL. 30;by Hiroyuki Takei;New this week",UNRAVELED;by Gena Showalter;2 weeks on the list,SAVVY;by Ingrid Law;19 weeks on the list,BATS AT THE BALLGAME;written and illustrated by Brian Lies;4 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;106 weeks on the list
9,ZERO HISTORY;by William Gibson;New this week,THE ALCHEMIST;by Paulo Coelho;145 weeks on the list,,BOB DYLAN IN AMERICA;by Sean Wilentz;New this week,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;37 weeks on the list","GOOD BOSS, BAD BOSS;by Robert I. Sutton;New this week","THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;16 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;76 weeks on the list,"THE WALKING DEAD, VOL. 12;by Robert Kirkman and Charlie Adlard;6 weeks on the list","TEGAMI BACHI, LETTER BEE, VOL. 3;by Hiroyuki Asada;New this week",THEODORE BOONE: KID LAWYER;by John Grisham;14 weeks on the list,THE MAZE RUNNER;by James Dashner;2 weeks on the list,ZEN GHOSTS;written and illustrated by Jon J Muth;2 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;36 weeks on the list
10,DARK PERIL;by Christine Feehan;2 weeks on the list,THE LACUNA;by Barbara Kingsolver;8 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;29 weeks on the list,TRAVELING WITH POMEGRANATES;by Sue Monk Kidd and Ann Kidd Taylor;New this week,BABY LOVE;by Norah O'Donnell and Geoff Tracy;New this week,SKINNY ITALIAN;by Teresa Giudice with Heather Maclean;4 weeks on the list,LOCKE AND KEY: CROWN OF SHADOWS;by Joe Hill and Gabriel Rodriguez;3 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;78 weeks on the list,"NARUTO, VOL. 48;by Masashi Kishimoto;15 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;5 weeks on the list,"AERIE AND RECKONING (THE FALLEN, BOOK 2);by Thomas E. Sniegoski;8 weeks on the list",HOW ROCKET LEARNED TO READ;written and illustrated by Tad Hills;7 weeks on the list,PRIVATE;by Kate Brian;7 weeks on the list
