,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,ORIGIN;by Dan Brown;3 weeks on the list,ORIGIN;by Dan Brown;3 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;3 weeks on the list,LEONARDO DA VINCI;by Walter Isaacson;New this week,LEONARDO DA VINCI;by Walter Isaacson;New this week,THE GLASS CASTLE;by Jeannette Walls;396 weeks on the list,THE WISDOM OF SUNDAYS;by Oprah Winfrey;New this week,WONDER;by R.J. Palacio;115 weeks on the list,THROUGH YOUR EYES;by Ainsley Earhardt. Illustrated by Ji-Hyuk Kim;New this week,HARRY POTTER;by J.K. Rowling;448 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;2 weeks on the list,CAPITAL GAINES;by Chip Gaines;,LEONARDO DA VINCI;by Walter Isaacson;,BASKETBALL (AND OTHER THINGS);by Shea Serrano. Illustrated by Arturo Torres;
2,DEEP FREEZE;by John Sandford;New this week,DEEP FREEZE;by John Sandford;New this week,IT;by Stephen King;10 weeks on the list,KILLING ENGLAND;by Bill O'Reilly and Martin Dugard;5 weeks on the list,KILLING ENGLAND;by Bill O'Reilly and Martin Dugard;5 weeks on the list,SAME KIND OF DIFFERENT AS ME;by Ron Hall and Denver Moore with Lynn Vincent;108 weeks on the list,CAPITAL GAINES;by Chip Gaines;New this week,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;17 weeks on the list,EVERYTHING IS MAMA;by Jimmy Fallon. Illustrated by Miguel Ordóñez;2 weeks on the list,DORK DIARIES;by Rachel Renée Russell;222 weeks on the list,THE BOOK OF DUST: LA BELLE SAUVAGE;by Philip Pullman;New this week,DISCIPLINE EQUALS FREEDOM;by Jocko Willink;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,TB12 METHOD;by Tom Brady;
3,THE SUN AND HER FLOWERS;by Rupi Kaur;3 weeks on the list,UNCOMMON TYPE;by Tom Hanks;New this week,MILK AND HONEY;by Rupi Kaur;80 weeks on the list,GRANT;by Ron Chernow;2 weeks on the list,GRANT;by Ron Chernow;2 weeks on the list,BEING MORTAL;by Atul Gawande;7 weeks on the list,DISCIPLINE EQUALS FREEDOM;by Jocko Willink;New this week,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;4 weeks on the list,PETE THE CAT: FIVE LITTLE PUMPKINS;by James Dean;20 weeks on the list,DOG MAN;by Dav Pilkey;8 weeks on the list,THE HATE U GIVE;by Angie Thomas;34 weeks on the list,PRINCIPLES;by Ray Dalio;,END OF ALZHEIMER'S;by Dale Bredesen;,ALI: A LIFE;by Jonathan Eig;
4,IT;by Stephen King;11 weeks on the list,SLEEPING BEAUTIES;by Stephen King and Owen King;4 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;28 weeks on the list,WHAT HAPPENED;by Hillary Clinton;6 weeks on the list,WHAT HAPPENED;by Hillary Clinton;6 weeks on the list,NUDGE;by Richard H. Thaler and Cass R. Sunstein;3 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;45 weeks on the list,AUGGIE & ME;by R.J. Palacio;47 weeks on the list,CREEPY PAIR OF UNDERWEAR;by Aaron Reynolds. Illustrated by Peter Brown;7 weeks on the list,MAGNUS CHASE AND THE GODS OF ASGARD;by Rick Riordan;3 weeks on the list,DEAR MARTIN;by Nic Stone;New this week,BLUE OCEAN SHIFT;by W. Chan Kim and Renée Mauborgne;,ENDURANCE;by Scott Kelly;,THE BOYS IN THE BOAT;by Daniel James Brown;
5,THE SNOWMAN;by Jo Nesbo;2 weeks on the list,FAIRYTALE;by Danielle Steel;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;37 weeks on the list,ENDURANCE;by Scott Kelly;New this week,ENDURANCE;by Scott Kelly;New this week,ON TYRANNY;by Timothy Snyder;34 weeks on the list,FOOD CAN FIX IT;by Mehmet Oz with Ted Spiker;3 weeks on the list,THE DARK PROPHECY;by Rick Riordan;25 weeks on the list,MALALA'S MAGIC PENCIL;by Malala Yousafzai. Illustrated by Kerascoet;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;449 weeks on the list,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;New this week,THE FOUR;by Scott Galloway;,SAPIENS;by Yuval Noah Harari;,THE FIRST MAJOR;by John Feinstein;
6,FAIRYTALE;by Danielle Steel;2 weeks on the list,A COLUMN OF FIRE;by Ken Follett;6 weeks on the list,THE COUPLE NEXT DOOR;by Shari Lapena;21 weeks on the list,WE'RE GOING TO NEED MORE WINE;by Gabrielle Union;New this week,THE DANGEROUS CASE OF DONALD TRUMP;edited by Bandy X. Lee;3 weeks on the list,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;7 weeks on the list,END OF ALZHEIMER'S;by Dale Bredesen;6 weeks on the list,THE WAR I FINALLY WON;by Kimberly Brubaker Bradley;3 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;21 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;89 weeks on the list,THE LANGUAGE OF THORNS;by Leigh Bardugo. Illustrated by Sara Kipin;4 weeks on the list,THE POWER OF MOMENTS;by Chip Heath and Dan Heath;,BEING MORTAL;by Atul Gawande;,RELENTLESS;by Julian Edelman with Tom E. Curran;
7,THE CUBAN AFFAIR;by Nelson DeMille;5 weeks on the list,MANHATTAN BEACH;by Jennifer Egan;3 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;34 weeks on the list,THE DANGEROUS CASE OF DONALD TRUMP;edited by Bandy X. Lee;3 weeks on the list,WE'RE GOING TO NEED MORE WINE;by Gabrielle Union;New this week,ALEXANDER HAMILTON;by Ron Chernow;85 weeks on the list,YOU ARE A BADASS;by Jen Sincero;93 weeks on the list,THE PURLOINING OF PRINCE OLEOMARGARINE;by Mark Twain and Philip Stead. Illustrated by Erin Stead;4 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;191 weeks on the list,I SURVIVED;by Lauren Tarshis;34 weeks on the list,SUN WARRIOR;by P. C. Cast;New this week,SOAR!;by T.D. Jakes;,SOONISH;by Kelly Weinersmith and Zach Weinersmith;,SHOE DOG;by Phil Knight;
8,DON'T LET GO;by Harlan Coben;4 weeks on the list,DON'T LET GO;by Harlan Coben;4 weeks on the list,BEHIND CLOSED DOORS;by B. A. Paris;7 weeks on the list,WE WERE EIGHT YEARS IN POWER;by Ta-Nehisi Coates;3 weeks on the list,WE WERE EIGHT YEARS IN POWER;by Ta-Nehisi Coates;3 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;159 weeks on the list,BRAVING THE WILDERNESS;by Brené Brown;6 weeks on the list,THE WILD ROBOT;by Peter Brown;15 weeks on the list,PRINCESSES WEAR PANTS;by Savannah Guthrie and Allison Oppenheim. Illustrated by Eva Byrne;6 weeks on the list,SPY SCHOOL;by Stuart Gibbs;5 weeks on the list,ONE DARK THRONE;by Kendare Blake;5 weeks on the list,NUDGE;by Richard H. Thaler and Cass R. Sunstein;,WHY WE SLEEP;by Matthew Walker;,THE CHICAGO CUBS;by Rich Cohen;
9,UNCOMMON TYPE;by Tom Hanks;New this week,THE GIRL WHO TAKES AN EYE FOR AN EYE;by David Lagercrantz;6 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;29 weeks on the list,SOONISH;by Kelly Weinersmith and Zach Weinersmith;New this week,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;25 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;143 weeks on the list",RHETT AND LINK'S BOOK OF MYTHICALITY;by Rhett McLaughlin and Link Neal;2 weeks on the list,LAUGH OUT LOUD;by James Patterson and Chris Grabenstein. Illustrated by Jeff Ebbeler;7 weeks on the list,AFTER THE FALL;by Dan Santat;3 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;24 weeks on the list,WONDER WOMAN: WARBRINGER;by Leigh Bardugo;8 weeks on the list,BE FIERCE;by Gretchen Carlson;,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;,BARBARIAN DAYS;by William Finnegan;
10,A COLUMN OF FIRE;by Ken Follett;6 weeks on the list,IT DEVOURS!;by Joseph Fink and Jeffrey Cranor;New this week,THE SNOWMAN;by Jo Nesbo;New this week,HILLBILLY ELEGY;by J.D. Vance;65 weeks on the list,SOONISH;by Kelly Weinersmith and Zach Weinersmith;New this week,ROGUE HEROES;by Ben Macintyre;5 weeks on the list,MAKE YOUR BED;by William H. McRaven;27 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;41 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;108 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;3 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;18 weeks on the list,HIT REFRESH;by Satya Nadella with Greg Shaw and Jill Tracie Nichols;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",STRONGER;by Jeff Bauman with Bret Witter;
