,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,FIFTY SHADES OF GREY;by E. L. James;5 weeks on the list,LOVER REBORN;by J. R. Ward;New this week,LOVING;by Karen Kingsbury;New this week,,,LOVER REBORN;by J. R. Ward;,THE BIG MISS;by Hank Haney;New this week,DRIFT;by Rachel Maddow;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;72 weeks on the list,THE BIG MISS;by Hank Haney;New this week,WEEKNIGHTS WITH GIADA;by Giada De Laurentiis;New this week,"WHAT DO YOU WANT TO DO BEFORE YOU DIE?;Ben Nemtin, Dave Lingwood, Duncan Penn and Jonnie Penn;New this week",DRIFT;by Rachel Maddow;,A GAME OF THRONES;by George R.R. Martin;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;38 weeks on the list","SPICE AND WOLF, VOL. 6;by Isuna Hasekura;New this week",CHOMP;by Carl Hiaasen;New this week,DIVERGENT;by Veronica Roth;5 weeks on the list,THE LORAX;by Dr. Seuss;7 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;84 weeks on the list,,,
2,FIFTY SHADES DARKER;by E. L. James;5 weeks on the list,GUILTY WIVES;by James Patterson and David Ellis;New this week,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;6 weeks on the list,,,GUILTY WIVES;by James Patterson and David Ellis;,DRIFT;by Rachel Maddow;New this week,THE BIG MISS;by Hank Haney;New this week,BOSSYPANTS;by Tina Fey;13 weeks on the list,DRIFT;by Rachel Maddow;New this week,THE PIONEER WOMAN COOKS;by Ree Drummond;3 weeks on the list,THE MAGIC;by Rhonda Byrne;4 weeks on the list,THE BIG MISS;by Hank Haney;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;51 weeks on the list",NINJAGO: MASK OF THE SENSEI;by Greg Farshtey and Paulo Herique;5 weeks on the list,"POKEMON BLACK AND WHITE, VOL. 6;by Hidenori Kusaka;New this week",THE FAULT IN OUR STARS;by John Green;12 weeks on the list,THE BOOK THIEF;by Markus Zusak;238 weeks on the list,THE EASTER EGG;by Jan Brett;18 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;168 weeks on the list,,,
3,GUILTY WIVES;by James Patterson and David Ellis;New this week,BETRAYAL;by Danielle Steel;New this week,ZERO DAY;by David Baldacci;New this week,,,THE LUCKY ONE;by Nicholas Sparks;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;62 weeks on the list,IMAGINE;by Jonah Lehrer;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;56 weeks on the list,WILD;by Cheryl Strayed;2 weeks on the list,THE BLOOD SUGAR SOLUTION;by Mark Hyman;5 weeks on the list,THE HUNGER GAMES TRIBUTE GUIDE;by Emily Seife;8 weeks on the list,IMAGINE;by Jonah Lehrer;,"THE WALKING DEAD, BOOK 2;by Robert Kirkman and Charlie Adlard;8 weeks on the list","THE WALKING DEAD, VOL. 3;by Robert Kirkman and Cliff Rathburn;6 weeks on the list","PANDORA HEARTS, VOL. 9;by Jun Mochizuki;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;43 weeks on the list,MATCHED;by Ally Condie;28 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;26 weeks on the list",BIG NATE;written and illustrated by Lincoln Peirce;52 weeks on the list,,,
4,LOVER REBORN;by J. R. Ward;New this week,STAY CLOSE;by Harlan Coben;2 weeks on the list,THE LUCKY ONE;by Nicholas Sparks;18 weeks on the list,,,LOVING;by Karen Kingsbury;,THE POWER OF HABIT;by Charles Duhigg;5 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;5 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;8 weeks on the list,STEVE JOBS;by Walter Isaacson;23 weeks on the list,WISHES FULFILLED;by Wayne W. Dyer;5 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;244 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,"THE WALKING DEAD, BOOK 3;by Robert Kirkman and Charlie Adlard;8 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;112 weeks on the list","IS THIS A ZOMBIE?, VOL. 1;by Shinichi Kimura;New this week",THE SON OF NEPTUNE;by Rick Riordan;26 weeks on the list,A WORLD WITHOUT HEROES;by Brandon Mull;7 weeks on the list,PRESS HERE;by Hervé Tullet;41 weeks on the list,THE 39 CLUES;by various authors;100 weeks on the list,,,
5,FIFTY SHADES FREED;by E. L. James;4 weeks on the list,ELEGY FOR EDDIE;by Jacqueline Winspear;New this week,THE HELP;by Kathryn Stockett;52 weeks on the list,,,BETRAYAL;by Danielle Steel;,WILD;by Cheryl Strayed;2 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;13 weeks on the list,OUTLIERS;by Malcolm Gladwell;43 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;5 weeks on the list,LET IT GO;by T. D. Jakes;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;555 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;11 weeks on the list","THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;27 weeks on the list","NARUTO, VOL. 55;by Masashi Kishimoto;4 weeks on the list",THE KANE CHRONICLES SURVIVAL GUIDE;by Rick Riordan;2 weeks on the list,TORN;by Amanda Hocking;4 weeks on the list,FANCY NANCY AND THE MERMAID BALLET;by Jane O'Connor. Illustrated by Robin Preiss Glasser;8 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;244 weeks on the list,,,
6,THE LUCKY ONE;by Nicholas Sparks;7 weeks on the list,LONE WOLF;by Jodi Picoult;5 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;145 weeks on the list,,,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;,IMAGINE;by Jonah Lehrer;2 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;27 weeks on the list,MOONWALKING WITH EINSTEIN;by Joshua Foer;5 weeks on the list,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;8 weeks on the list,THE WORLD OF THE HUNGER GAMES;by Kate Egan;2 weeks on the list,THE HUNGER GAMES;by Kate Egan;8 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,"THE WALKING DEAD, BOOK 7;by Robert Kirkman and Charlie Adlard;12 weeks on the list",NINJAGO: THE CHALLENGE OF SAMUKAI;by Greg Farshtey and Paulo Herique;4 weeks on the list,"THE MELANCHOLY OF SUZUMIYA HARUHI-CHAN, VOL. 5;by Nagaru Tanigawa;New this week",THE INVENTION OF HUGO CABRET;by Brian Selznick;107 weeks on the list,SWITCHED;by Amanda Hocking;13 weeks on the list,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;23 weeks on the list,GALLAGHER GIRLS;by Ally Carter;11 weeks on the list,,,
7,LOVING;by Karen Kingsbury;New this week,KILL SHOT;by Vince Flynn;8 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;95 weeks on the list,,,THE AFFAIR;by Lee Child;,STEVE JOBS;by Walter Isaacson;23 weeks on the list,WILD;by Cheryl Strayed;2 weeks on the list,LADY ALMINA AND THE REAL DOWNTON ABBEY;by The Countess of Carnarvon;11 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;62 weeks on the list,THE 17 DAY DIET COOKBOOK;by Mike Moreno;New this week,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;7 weeks on the list",KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"THE WALKING DEAD, BOOK 6;by Robert Kirkman and Charlie Adlard;17 weeks on the list",HEALTH CARE REFORM;by Jonathan Gruber;7 weeks on the list,"SAILOR MOON, VOL. 4;by Naoko Takeuchi;3 weeks on the list",SEEDS OF REBELLION;by Brandon Mull;3 weeks on the list,WAR HORSE;by Michael Morpurgo;21 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;17 weeks on the list,THE MAZE RUNNER;by James Dashner;16 weeks on the list,,,
8,BETRAYAL;by Danielle Steel;New this week,THE THIEF;by Clive Cussler and Justin Scott;4 weeks on the list,THE TIGER'S WIFE;by Téa Obreht;22 weeks on the list,,,STAY CLOSE;by Harlan Coben;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;27 weeks on the list,STEVE JOBS;by Walter Isaacson;23 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;11 weeks on the list,UNBROKEN;by Laura Hillenbrand;62 weeks on the list,THE 17 DAY DIET;by Mike Moreno;50 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;56 weeks on the list,WILD;by Cheryl Strayed;,"THE WALKING DEAD, BOOK 4;by Robert Kirkman and Charlie Adlard;3 weeks on the list","THE WALKING DEAD, VOL. 4;by Robert Kirkman and Charlie Adlard;New this week",A BRIDE'S STORY;by Kaoru Mori;New this week,THE LEGO IDEAS BOOK;by Daniel Lipkowitz;22 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;33 weeks on the list",AND THEN IT’S SPRING;by Julie Fogliano. Illustrated by Erin E. Stead;4 weeks on the list,HARRY POTTER;by J.K. Rowling;287 weeks on the list,,,
9,STAY CLOSE;by Harlan Coben;2 weeks on the list,PRIVATE GAMES;by James Patterson and Mark Sullivan;7 weeks on the list,THE HARBINGER;by Jonathan Cahn;13 weeks on the list,,,I’LL WALK ALONE;by Mary Higgins Clark;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;13 weeks on the list,UNBROKEN;by Laura Hillenbrand;72 weeks on the list,THE HUNGER PAINS;by The Harvard Lampoon;2 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;27 weeks on the list,DYING TO BE ME;by Anita Moorjani;4 weeks on the list,EAT TO LIVE;by Joel Fuhrman;38 weeks on the list,STEVE JOBS;by Walter Isaacson;,X-MEN: SEASON ONE;by Dennis Hopeless and Jamie McKelvie;2 weeks on the list,"THE WALKING DEAD, VOL. 15;by Robert Kirkman and Charlie Adlard;14 weeks on the list","BUNNY DROP, VOL. 5;by Yumi Unita;New this week",WONDER;by R.J. Palacio;3 weeks on the list,DELIRIUM;by Lauren Oliver;5 weeks on the list,"IT'S A BIG WORLD, LITTLE PIG!;by Kristi Yamaguchi. Illustrated by Tim Bowers;4 weeks on the list",INHERITANCE;by Christopher Paolini;42 weeks on the list,,,
10,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;32 weeks on the list,DEFENDING JACOB;by William Landay;9 weeks on the list,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;5 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,UNBROKEN;by Laura Hillenbrand;62 weeks on the list,QUIET;by Susan Cain;10 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;33 weeks on the list,IMAGINE;by Jonah Lehrer;2 weeks on the list,THE DUKAN DIET COOKBOOK;by Pierre Dukan;New this week,CRAZY LOVE;by Francis Chan with Danae Yankoski;72 weeks on the list,UNBROKEN;by Laura Hillenbrand;,AVENGERS: THE CHILDREN'S CRUSADE;by Allan Heinberg and Jim Cheung;New this week,"THE WALKING DEAD, VOL. 5;by Robert Kirkman and Charlie Adlard;New this week","BAMBOO BLADE, VOL. 12;by Masahiro Totsuka;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;19 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;42 weeks on the list,PENNY AND HER SONG;by Kevin Henkes;2 weeks on the list,CHRONICLES OF NICK;by Sherrilyn Kenyon;3 weeks on the list,,,
11,DEFENDING JACOB;by William Landay;9 weeks on the list,A DANCE WITH DRAGONS;by George R. R. Martin;35 weeks on the list,A GAME OF THRONES;by George R.R. Martin;29 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;8 weeks on the list,SOLDIER DOGS;by Maria Goodavage;New this week,TIPPING POINT;by Malcolm Gladwell;381 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;13 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;,FORKS OVER KNIVES;edited by Gene Stone;,BOSSYPANTS;by Tina Fey;,,,,,,,,,,
12,A GAME OF THRONES;by George R.R. Martin;25 weeks on the list,FORCE OF NATURE;by C. J. Box;2 weeks on the list,THE WEIRD SISTERS;by Eleanor Brown;8 weeks on the list,,,ELEGY FOR EDDIE;by Jacqueline Winspear;,BOSSYPANTS;by Tina Fey;43 weeks on the list,THE RIGHTEOUS MIND;by Jonathan Haidt;2 weeks on the list,THE GRAND DESIGN;by Stephen Hawking and Leonard Mlodinow;5 weeks on the list,ESCAPE FROM CAMP 14;by Blaine Harden;New this week,WHEAT BELLY;by William Davis;,THE RESOLUTION FOR MEN;by Stephen and Alex Kendrick with Randy Alcorn;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,,,,,,,,,,
13,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;30 weeks on the list,11/22/63;by Stephen King;21 weeks on the list,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;15 weeks on the list,,,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;55 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;23 weeks on the list",BLINK;by Malcolm Gladwell;201 weeks on the list,AUSCHWITZ;by Miklos Nyiszli;33 weeks on the list,10 POUNDS IN 10 DAYS;by Jackie Warner;,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;,QUIET;by Susan Cain;,,,,,,,,,,
14,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;22 weeks on the list,PHANTOM;by Ted Bell;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;147 weeks on the list,,,DEAD RECKONING;by Charlaine Harris;,QUIET;by Susan Cain;10 weeks on the list,AMERITOPIA;by Mark R. Levin;11 weeks on the list,BORN TO RUN;by Christopher McDougall;53 weeks on the list,BOSSYPANTS;by Tina Fey;52 weeks on the list,THE LEAN;by Kathy Freston;,STEAL LIKE AN ARTIST;by Austin Kleon;,SOLDIER DOGS;by Maria Goodavage;,,,,,,,,,,
15,A PERFECT STORM;by Lori Foster;New this week,THE EXPATS;by Chris Pavone;3 weeks on the list,CLARA AND MR. TIFFANY;by Susan Vreeland;New this week,,,ZERO DAY;by David Baldacci;,SOLDIER DOGS;by Maria Goodavage;New this week,BRINGING UP BÉBÉ;by Pamela Druckerman;8 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;210 weeks on the list,QUIET;by Susan Cain;10 weeks on the list,THE START-UP OF YOU;by Reid Hoffman and Ben Casnocha;,THE RESOLUTION FOR WOMEN;by Priscilla Shirer;,THE VOW;by Kim and Krickitt Carpenter with Dana Wilkerson;,,,,,,,,,,
