,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,LITTLE FIRES EVERYWHERE;by Celeste Ng;60 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;83 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;48 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;6 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;6 weeks on the list,"WOW, NO THANK YOU;by Samantha Irby;New this week","THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;22 weeks on the list",THE WIZENARD SERIES: SEASON ONE;by Wesley King. Created by Kobe Bryant;New this week,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;21 weeks on the list,DOG MAN;by Dav Pilkey;136 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;5 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,GUTS;by Raina Telgemeier;,WINDOW ON THE BAY;by Debbie Macomber;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,ALL THE BRIGHT PLACES;by Jennifer Niven;
2,WHERE THE CRAWDADS SING;by Delia Owens;82 weeks on the list,VALENTINE;by Elizabeth Wetmore;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;50 weeks on the list,UNTAMED;by Glennon Doyle;4 weeks on the list,UNTAMED;by Glennon Doyle;4 weeks on the list,SAPIENS;by Yuval Noah Harari;99 weeks on the list,THE GIFTS OF IMPERFECTION;by Brené Brown;76 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;51 weeks on the list,HOW TO CATCH THE EASTER BUNNY;by Adam Wallace and Andy Elkerton;4 weeks on the list,HARRY POTTER;by J.K. Rowling;576 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;115 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,TALKING TO STRANGERS;by Malcolm Gladwell;,THE ULTIMATE RETIREMENT GUIDE FOR 50+;by Suze Orman;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,LONG ROAD TO MERCY;by David Baldacci;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
3,VALENTINE;by Elizabeth Wetmore;New this week,AMERICAN DIRT;by Jeanine Cummins;11 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;83 weeks on the list,FRONT ROW AT THE TRUMP SHOW;by Jonathan Karl;New this week,MORE MYSELF;by Alicia Keys with Michelle Burford;New this week,JUST MERCY;by Bryan Stevenson;199 weeks on the list,GET OUT OF YOUR HEAD;by Jennie Allen;10 weeks on the list,WINGS OF FIRE: LEGENDS: DRAGONSLAYER;by Tui T. Sutherland;5 weeks on the list,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!;by Jory John. Illustrated by Pete Oswald;4 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;577 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;13 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,THE SPLENDID AND THE VILE;by Erik Larson;,DARE TO LEAD;by Brené Brown;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,LIAR LIAR;by James Patterson and Candice Fox;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE BOOK THIEF;by Markus Zusak;
4,TEXAS OUTLAW;by James Patterson and Andrew Bourelle;New this week,THE BOY FROM THE WOODS;by Harlan Coben;3 weeks on the list,NORMAL PEOPLE;by Sally Rooney;7 weeks on the list,MORE MYSELF;by Alicia Keys with Michelle Burford;New this week,FRONT ROW AT THE TRUMP SHOW;by Jonathan Karl;New this week,THE GREAT INFLUENZA;by John M. Barry;4 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;173 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;52 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;12 weeks on the list,SHATTER ME;by Tahereh Mafi;4 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;18 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;,BECOMING;by Michelle Obama;,OUTLIERS;by Malcolm Gladwell;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,CELTIC EMPIRE;by Clive Cussler and Dirk Cussler;,A LONG WALK TO WATER;by Linda Sue Park;,THE TWIN;by Natasha Preston;
5,THE BOY FROM THE WOODS;by Harlan Coben;3 weeks on the list,TEXAS OUTLAW;by James Patterson and Andrew Bourelle;New this week,THEN SHE WAS GONE;by Lisa Jewell;38 weeks on the list,THE FIRST TIME;by Colton Underwood;New this week,EDUCATED;by Tara Westover;111 weeks on the list,BORN A CRIME;by Trevor Noah;60 weeks on the list,THE ODD 1S OUT: THE FIRST SEQUEL;by James Rallison;3 weeks on the list,WONDER;by R.J. Palacio;242 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;67 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;294 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;70 weeks on the list,THE EYES OF DARKNESS;by Dean Koontz;,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;,DARK TOWERS;by David Enrich;,NEW KID;by Jerry Craft;,BLESSING IN DISGUISE;by Danielle Steel;,WISH;by Barbara O'Connor;,"FIVE NIGHTS AT FREDDY’S: FAZBEAR FRIGHTS: FETCH;by Scott Cawthon, Andrea Waggener and Carly Anne West;"
6,AMERICAN DIRT;by Jeanine Cummins;11 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;44 weeks on the list,THE OVERSTORY;by Richard Powers;52 weeks on the list,EDUCATED;by Tara Westover;111 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;16 weeks on the list,SAY NOTHING;by Patrick Radden Keefe;6 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;309 weeks on the list,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;9 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;27 weeks on the list,THE BAD GUYS;by Aaron Blabey;72 weeks on the list,THE HATE U GIVE;by Angie Thomas;162 weeks on the list,THE STAND;by Stephen King;,EDUCATED;by Tara Westover;,CAPITAL AND IDEOLOGY;by Thomas Piketty;,DRAMA;by Raina Telgemeier;,THE BIG KAHUNA;by Janet Evanovich and Peter Evanovich;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,LONG WAY DOWN;by Jason Reynolds;
7,THE SILENT PATIENT;by Alex Michaelides;29 weeks on the list,THE GLASS HOTEL;by Emily St. John Mandel;2 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;46 weeks on the list,"WOW, NO THANK YOU;by Samantha Irby;New this week",THE FIRST TIME;by Colton Underwood;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;76 weeks on the list,ATOMIC HABITS;by James Clear;22 weeks on the list,ALI CROSS;by James Patterson;19 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;17 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;216 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;4 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,DEADLIEST ENEMY;by Michael T. Osterholm and Mark Olshaker;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",INVESTIGATORS;by John Patrick Green;,LONGING FOR YESTERDAY;by Debbie Macomber;,RESTART;by Gordon Korman;,DEAR MARTIN;by Nic Stone;
8,THE GIVER OF STARS;by Jojo Moyes;21 weeks on the list,THE MIRROR & THE LIGHT;by Hilary Mantel;4 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;80 weeks on the list,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;9 weeks on the list,BECOMING;by Michelle Obama;69 weeks on the list,THE FIFTH RISK;by Michael Lewis;7 weeks on the list,DARING GREATLY;by Brené Brown;80 weeks on the list,A TALE OF MAGIC...;by Chris Colfer;22 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;306 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;526 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;9 weeks on the list,SMOKE BITTEN;by Patricia Briggs;,SAPIENS;by Yuval Noah Harari;,LEADERSHIP STRATEGY AND TACTICS;by Jocko Willink;,SMILE;by Raina Telgemeier;,AMBUSH;by James Patterson and James O. Born;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,THE SUN IS ALSO A STAR;by Nicola Yoon;
9,IN FIVE YEARS;by Rebecca Serle;4 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;25 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;35 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;4 weeks on the list,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;9 weeks on the list,A WOMAN OF NO IMPORTANCE;by Sonia Purnell;New this week,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;37 weeks on the list,IF WE WERE GIANTS;by Dave Matthews and Clete Barrett Smith;5 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;301 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;56 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;109 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE RIDE OF A LIFETIME;by Robert Iger;,STRANGE PLANET;by Nathan W. Pyle;,THE NIGHT WINDOW;by Dean Koontz;,THE CROSSOVER;by Kwame Alexander;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
10,THE DUTCH HOUSE;by Ann Patchett;26 weeks on the list,THE NIGHT WATCHMAN;by Louise Erdrich;2 weeks on the list,THE OUTSIDER;by Stephen King;20 weeks on the list,BECOMING;by Michelle Obama;70 weeks on the list,THE OFFICE;by Andy Greene;2 weeks on the list,OUTLIERS;by Malcolm Gladwell;320 weeks on the list,FIND YOUR PATH;by Carrie Underwood with Eve Adamson;5 weeks on the list,REFUGEE;by Alan Gratz;92 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;17 weeks on the list",DORK DIARIES;by Rachel Renée Russell;317 weeks on the list,YES NO MAYBE SO;by Becky Albertalli and Aisha Saeed;6 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,BORN A CRIME;by Trevor Noah;,GRIT;by Angela Duckworth;,GHOSTS;by Raina Telgemeier;,CHASING CASSANDRA;by Lisa Kleypas;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,LOVELY WAR;by Julie Berry;
