,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE SEARCH;by Nora Roberts;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;55 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;10 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;179 weeks on the list",WOMEN FOOD AND GOD;by Geneen Roth;17 weeks on the list,THE TWILIGHT SAGA: ECLIPSE;by Mark Cotta Vaz;2 weeks on the list,TWILIGHT;by Mark Cotta Vaz;17 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;18 weeks on the list,"OURAN HIGH SCHOOL HOST CLUB, VOL. 14;by Bisco Hatori;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;10 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;2 weeks on the list,THE VERY FAIRY PRINCESS: HERE COMES THE FLOWER GIRL!;by Julie Andrews and Emma Walton Hamilton. Illustrated by Christine Davenier;8 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;153 weeks on the list
2,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;7 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;16 weeks on the list,,MEDIUM RAW;by Anthony Bourdain;5 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;180 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;5 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;468 weeks on the list,"BATWOMAN: ELEGY;by Greg Rucka, J. H. Williams and J. G. Jones;New this week",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;14 weeks on the list,"NARUTO, VOL. 48;by Masashi Kishimoto;6 weeks on the list",CATCHING FIRE;by Suzanne Collins;45 weeks on the list,BEEZUS AND RAMONA;by Beverly Cleary. Illustrated by Tracy Dockray;5 weeks on the list,LEGO STAR WARS;by Simon Beecroft;29 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;157 weeks on the list
3,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;2 weeks on the list,LITTLE BEE;by Chris Cleave;21 weeks on the list,,COMING BACK STRONGER;by Drew Brees with Chris Fabry;New this week,MY HORIZONTAL LIFE;by Chelsea Handler;89 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;95 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;154 weeks on the list,COVER RUN: THE DC COMICS ART OF ADAM HUGHES;by Adam Hughes;2 weeks on the list,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;6 weeks on the list,"ONE PIECE, VOL. 54;by Eiichiro Oda;New this week",THEODORE BOONE: KID LAWYER;by John Grisham;7 weeks on the list,THE BOOK THIEF;by Markus Zusak;148 weeks on the list,OOH LA LA! IT'S BEAUTY DAY;by Jane O’Connor. Illustrated by Robin Preiss Glasser;3 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;18 weeks on the list
4,SIZZLING SIXTEEN;by Janet Evanovich;3 weeks on the list,"UNDER THE DOME, PART 1;by Stephen King;New this week",,SLIDING INTO HOME;by Kendra Wilkinson;New this week,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;28 weeks on the list",THE SECRET;by Rhonda Byrne;165 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;86 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;19 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;5 weeks on the list","THE LAST AIRBENDER (9780345518552);by Dave Roman, Joon Choi and Alison Wilgus;New this week",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;5 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;65 weeks on the list,STAR WARS;by Rufus Butler Seder;9 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;78 weeks on the list
5,THE HELP;by Kathryn Stockett;67 weeks on the list,SWIMSUIT;by James Patterson and Maxine Paetro;4 weeks on the list,,THE BIG SHORT;by Michael Lewis;17 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;175 weeks on the list,COME TO WIN;by Venus Williams with Kelly E. Carter;New this week,SKINNY BITCH;by Kim Barnouin;143 weeks on the list,ARKHAM ASYLUM: MADNESS;by Sam Kieth;2 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;10 weeks on the list,"VAMPIRE KNIGHT, VOL. 10;by Matsuri Hino;6 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;96 weeks on the list,PINKALICIOUS AND THE PINK DRINK;written and illustrated by Victoria Kann;7 weeks on the list,LADYBUG GIRL AT THE BEACH;by David Soman and Jacky Davis. Illustrated by David Soman;8 weeks on the list,THE IMMORTALS;by Alyson Noël;17 weeks on the list
6,THE OVERTON WINDOW;by Glenn Beck;4 weeks on the list,BEST FRIENDS FOREVER;by Jennifer Weiner;10 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;18 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;13 weeks on the list,SWITCH;by Chip Heath and Dan Heath;20 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;25 weeks on the list,"BATMAN AND ROBIN, VOL. 1;by Grant Morrison, Frank Quitely and Philip Tan;13 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;71 weeks on the list,"BLACK BUTLER, VOL. 2;by Yana Toboso;8 weeks on the list",INFINITY (CHRONICLES OF NICK);by Sherrilyn Kenyon;7 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;76 weeks on the list,"CITY DOG, COUNTRY FROG;by Mo Willems. Illustrated by Jon J Muth;5 weeks on the list",GALLAGHER GIRLS;by Ally Carter;5 weeks on the list
7,THE PASSAGE;by Justin Cronin;5 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;24 weeks on the list,,WAR;by Sebastian Junger;9 weeks on the list,RESILIENCE;by Elizabeth Edwards;2 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;73 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;25 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;70 weeks on the list,BATMAN: R. I. P.;by Grant Morrison and Tony Daniel;3 weeks on the list,"SHAMAN KING, VOL. 29;by Hiroyuki Takei;New this week",DORK DIARIES;written and illustrated by Rachel Renée Russell;15 weeks on the list,SHIVER;by Maggie Stiefvater;6 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;38 weeks on the list,THE 39 CLUES;by various authors;53 weeks on the list
8,FOREIGN INFLUENCE;by Brad Thor;2 weeks on the list,ONE DAY;by David Nicholls;3 weeks on the list,,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;3 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;46 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;26 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;28 weeks on the list",WILSON;by Daniel Clowes;8 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;34 weeks on the list","BLACK BUTLER, VOL. 1;by Yana Toboso;19 weeks on the list",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;15 weeks on the list,"THE FORBIDDEN GAME (THE HUNTER, THE CHASE, THE KILL);by L. J. Smith;4 weeks on the list",THE LION AND THE MOUSE;by Jerry Pinkney;36 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;97 weeks on the list
9,THE LION;by Nelson DeMille;5 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;57 weeks on the list,,HOME TEAM;by Sean Payton and Ellis Henican;2 weeks on the list,TIPPING POINT;by Malcolm Gladwell;301 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;60 weeks on the list","THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;10 weeks on the list",THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;34 weeks on the list,"HELLBOY, VOL. 10;by Michael Mignola and others;New this week","NANA, VOL. 21;by Ai Yazawa;New this week",FALLEN;by Lauren Kate;31 weeks on the list,SCAT;by Carl Hiaasen;11 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;117 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;30 weeks on the list
10,THE ISLAND;by Elin Hilderbrand;New this week,A RELIABLE WIFE;by Robert Goolrick;27 weeks on the list,,OUTLIERS;by Malcolm Gladwell;85 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;142 weeks on the list,REWORK;by Jason Fried and David Heinemeier Hansson;5 weeks on the list,RADICAL;by David Platt;5 weeks on the list,DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;16 weeks on the list,"CHEW, VOL. 2;by John Layman and Rob Guillory;3 weeks on the list","STEPPING ON ROSES, VOL. 2;by Rinko Ueda;New this week",THE CARRIE DIARIES;by Candace Bushnell;10 weeks on the list,SAVVY;by Ingrid Law;15 weeks on the list,CAN I PLAY TOO?;written and illustrated by Mo Willems;3 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;48 weeks on the list
