,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,HIDEAWAY;by Nora Roberts;New this week,WHERE THE CRAWDADS SING;by Delia Owens;91 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;56 weeks on the list,UNTAMED;by Glennon Doyle;12 weeks on the list,UNTAMED;by Glennon Doyle;12 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;91 weeks on the list,RELATIONSHIP GOALS;by Michael Todd;5 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;4 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;58 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;232 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;10 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,GUTS;by Raina Telgemeier;,BLUE MOON;by Lee Child;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,THE BOOK THIEF;by Markus Zusak;
2,FAIR WARNING;by Michael Connelly;New this week,HIDEAWAY;by Nora Roberts;New this week,NORMAL PEOPLE;by Sally Rooney;15 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;10 weeks on the list,PLAGUE OF CORRUPTION;by Judy Mikovits and Kent Heckenlively;4 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;12 weeks on the list,MEDICAL MEDIUM CLEANSE TO HEAL;by Anthony William;5 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;59 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;236 weeks on the list,HARRY POTTER;by J.K. Rowling;584 weeks on the list,THE HATE U GIVE;by Angie Thomas;170 weeks on the list,CAMINO WINDS;by John Grisham;,BECOMING;by Michelle Obama;,"HUSTLE HARDER, HUSTLE SMARTER;by Curtis ""50 Cent"" Jackson;",NEW KID;by Jerry Craft;,SHADOW FLIGHT;by Christine Feehan;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,ALL THE BRIGHT PLACES;by Jennifer Niven;
3,WHERE THE CRAWDADS SING;by Delia Owens;90 weeks on the list,FAIR WARNING;by Michael Connelly;New this week,THEN SHE WAS GONE;by Lisa Jewell;46 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;5 weeks on the list,BECOMING;by Michelle Obama;77 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;188 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;8 weeks on the list",WONDER;by R.J. Palacio;250 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;20 weeks on the list,DOG MAN;by Dav Pilkey;144 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;123 weeks on the list,IF IT BLEEDS;by Stephen King;,TALKING TO STRANGERS;by Malcolm Gladwell;,THE RIDE OF A LIFETIME;by Robert Iger;,BECOMING BRIANNA;by Terri Libenson;,LITTLE FIRES EVERYWHERE;by Celeste Ng;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
4,CAMINO WINDS;by John Grisham;5 weeks on the list,CAMINO WINDS;by John Grisham;5 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;58 weeks on the list,PLAGUE OF CORRUPTION;by Judy Mikovits and Kent Heckenlively;4 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;14 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;84 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;30 weeks on the list",REFUGEE;by Alan Gratz;96 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;75 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;585 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;13 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,FORTITUDE;by Dan Crenshaw;,GRIT;by Angela Duckworth;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,EVERY BREATH;by Nicholas Sparks;,A LONG WALK TO WATER;by Linda Sue Park;,TURTLES ALL THE WAY DOWN;by John Green;
5,LITTLE FIRES EVERYWHERE;by Celeste Ng;68 weeks on the list,IF IT BLEEDS;by Stephen King;6 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;91 weeks on the list,BECOMING;by Michelle Obama;78 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;13 weeks on the list,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;2 weeks on the list,LIMITLESS;by Jim Kwik;2 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;60 weeks on the list,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;12 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;534 weeks on the list,CLAP WHEN YOU LAND;by Elizabeth Acevedo;4 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,THE SPLENDID AND THE VILE;by Erik Larson;,DARE TO LEAD;by Brené Brown;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,THE CHEF;by James Patterson and Max DiLallo;,WISH;by Barbara O'Connor;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
6,BIG SUMMER;by Jennifer Weiner;4 weeks on the list,BIG SUMMER;by Jennifer Weiner;4 weeks on the list,CIRCE;by Madeline Miller;6 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;14 weeks on the list,BREATH;by James Nestor;New this week,JUST MERCY;by Bryan Stevenson;207 weeks on the list,ATOMIC HABITS;by James Clear;29 weeks on the list,WINGS OF FIRE: LEGENDS: DRAGONSLAYER;by Tui T. Sutherland;13 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;35 weeks on the list,THE BAD GUYS;by Aaron Blabey;80 weeks on the list,THE BETROTHED;by Kiera Cass;4 weeks on the list,THE TERMINAL LIST;by Jack Carr;,EDUCATED;by Tara Westover;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",STRANGE PLANET;by Nathan W. Pyle;,LOST AND FOUND;by Danielle Steel;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,LONG WAY DOWN;by Jason Reynolds;
7,NORMAL PEOPLE;by Sally Rooney;9 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;19 weeks on the list,THIS TENDER LAND;by William Kent Krueger;New this week,BREATH;by James Nestor;New this week,EDUCATED;by Tara Westover;119 weeks on the list,A WOMAN OF NO IMPORTANCE;by Sonia Purnell;9 weeks on the list,THE FATBURN FIX;by Catherine Shanahan;New this week,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;36 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;43 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;224 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;26 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,WHITE FRAGILITY;by Robin DiAngelo;,OUTLIERS;by Malcolm Gladwell;,SISTERS;by Raina Telgemeier;,DEEP HARBOR;by Fern Michaels;,THE WILD ROBOT;by Peter Brown;,THE SUN IS ALSO A STAR;by Nicola Yoon;
8,AMERICAN DIRT;by Jeanine Cummins;19 weeks on the list,WALK THE WIRE;by David Baldacci;6 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;54 weeks on the list,EDUCATED;by Tara Westover;119 weeks on the list,HOLLYWOOD PARK;by Mikel Jollett;New this week,UNORTHODOX;by Deborah Feldman;10 weeks on the list,GET OUT OF YOUR HEAD;by Jennie Allen;16 weeks on the list,A TALE OF MAGIC...;by Chris Colfer;30 weeks on the list,ALL ARE WELCOME;by Alexandra Penfold and Suzanne Kaufman;12 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;38 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;21 weeks on the list,BIG SUMMER;by Jennifer Weiner;,BORN A CRIME;by Trevor Noah;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,DRAMA;by Raina Telgemeier;,THE ORACLE;by Clive Cussler and Robin Burcell;,THE MIRACULOUS JOURNEY OF EDWARD TULANE;by Kate DiCamillo. Illustrated by Bagram Ibatoulline;,JUST MERCY;by Bryan Stevenson;
9,WRATH OF POSEIDON;by Clive Cussler and Robin Burcell;New this week,ALL ADULTS HERE;by Emma Straub;4 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;43 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;12 weeks on the list,AMERICAN CRUSADE;by Pete Hegseth;2 weeks on the list,BORN A CRIME;by Trevor Noah;68 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;45 weeks on the list,CLEAN GETAWAY;by Nic Stone;5 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;308 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;88 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;17 weeks on the list,WALK THE WIRE;by David Baldacci;,SAPIENS;by Yuval Noah Harari;,THIS IS NOT A FASHION STORY;by Danielle Bernstein with Emily Siegel;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,BACKLASH;by Brad Thor;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;
10,WALK THE WIRE;by David Baldacci;6 weeks on the list,THE 20TH VICTIM;by James Patterson and Maxine Paetro;4 weeks on the list,BEACH READ;by Emily Henry;2 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;2 weeks on the list,ME AND WHITE SUPREMACY;by Layla F. Saad;2 weeks on the list,SAPIENS;by Yuval Noah Harari;107 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;181 weeks on the list,TRISTAN STRONG PUNCHES A HOLE IN THE SKY;by Kwame Mbalia;12 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;312 weeks on the list,COURT OF THORNS AND ROSES;by Sarah J. Maas;13 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;77 weeks on the list,THE 20TH VICTIM;by James Patterson and Maxine Paetro;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE PRICE OF PEACE;by Zachary D. Carter;,"JACKY HA-HA;by James Patterson and Chris Grabenstein, adapted by Adam Rau and Betty C. Tang;",SINS OF THE FATHERS;by J.A. Jance;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,DEAR MARTIN;by Nic Stone;
