,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,FIFTY SHADES OF GREY;by E. L. James;23 weeks on the list,GONE GIRL;by Gillian Flynn;9 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;21 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,WILD;by Cheryl Strayed;16 weeks on the list,WILD;by Cheryl Strayed;16 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;14 weeks on the list,WILD;by Cheryl Strayed;20 weeks on the list,WHEAT BELLY;by William Davis;17 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;10 weeks on the list,WILD;by Cheryl Strayed;,BATMAN: EARTH ONE;by Geoff Johns and Gary Frank;4 weeks on the list,BATMAN: NIGHT OF THE OWLS;by Scott Snyder and others;10 weeks on the list,"NARUTO, VOL. 57;by Masashi Kishimoto;4 weeks on the list",INSURGENT;by Veronica Roth;14 weeks on the list,DIVERGENT;by Veronica Roth;23 weeks on the list,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE;by William Joyce. Illustrated by William Joyce and Joe Bluhm;7 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;102 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
2,FIFTY SHADES DARKER;by E. L. James;23 weeks on the list,ODD APOCALYPSE;by Dean Koontz;New this week,FIFTY SHADES DARKER;by E. L. James;18 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,UNBROKEN;by Laura Hillenbrand;80 weeks on the list,UNBROKEN;by Laura Hillenbrand;90 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;74 weeks on the list,DOUBLE CROSS;by Ben Macintyre;New this week,THE BLOOD SUGAR SOLUTION;by Mark Hyman;20 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;262 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;85 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;21 weeks on the list","ALICE IN THE COUNTRY OF HEARTS, VOL. 1;by Quinrose and Soumei Hoshino;New this week",THE FAULT IN OUR STARS;by John Green;30 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;11 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;44 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;186 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,TIPPING POINT;by Malcolm Gladwell;,AMATEUR;by Edward Klein;
3,FIFTY SHADES FREED;by E. L. James;22 weeks on the list,WHERE WE BELONG;by Emily Giffin;2 weeks on the list,FIFTY SHADES FREED;by E. L. James;18 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,DOUBLE CROSS;by Ben Macintyre;New this week,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;45 weeks on the list,OUTLIERS;by Malcolm Gladwell;61 weeks on the list,UNBROKEN;by Laura Hillenbrand;80 weeks on the list,THE 17 DAY DIET;by Mike Moreno;64 weeks on the list,EAT TO LIVE;by Joel Fuhrman;56 weeks on the list,UNBROKEN;by Laura Hillenbrand;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;12 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;29 weeks on the list,"ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 1;by  QuinRose and Mamenosuke Fujimaru;3 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;61 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;9 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;14 weeks on the list,DORK DIARIES;by Rachel Renée Russell;44 weeks on the list,IMAGINE;by Jonah Lehrer;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,GONE GIRL;by Gillian Flynn;9 weeks on the list,FRIENDS FOREVER;by Danielle Steel;2 weeks on the list,BARED TO YOU;by Sylvia Day;8 weeks on the list,,,GONE GIRL;by Gillian Flynn;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;44 weeks on the list,DOUBLE CROSS;by Ben Macintyre;New this week,THE GLASS CASTLE;by Jeannette Walls;282 weeks on the list,HOW TO BE A WOMAN;by Caitlin Moran;3 weeks on the list,THE SKINNY RULES;by Bob Harper with Greg Critser;12 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;573 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"BATMAN: YEAR ONE, DELUXE EDITION;by Frank Miller and David Mazzucchelli;2 weeks on the list","SCALPED, VOL. 9;by Jason Aaron and R.M. Guera;New this week","BLACK BUTLER, VOL. 10;by Yana Toboso;2 weeks on the list","THE LAND OF STORIES, THE WISHING SPELL;by Chris Colfer. Illustrated by Brandon Dorman;3 weeks on the list",THE BOOK THIEF;by Markus Zusak;256 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;28 weeks on the list,KANE CHRONICLES;by Rick Riordan;14 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",VISION;by Gordon D'Angelo;,COWARDS;by Glenn Beck and Kevin Balfe;
5,ODD APOCALYPSE;by Dean Koontz;New this week,BLACK LIST;by Brad Thor;2 weeks on the list,11/22/63;by Stephen King;2 weeks on the list,,,ODD APOCALYPSE;by Dean Koontz;,IN THE GARDEN OF BEASTS;by Erik Larson;49 weeks on the list,AMATEUR;by Edward Klein;12 weeks on the list,1493;by Charles C. Mann;2 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;45 weeks on the list,TEACH YOUR CHILDREN WELL;by Madeline Levine;New this week,THE HAPPINESS PROJECT;by Gretchen Rubin;74 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"THE COMPLETE MAUS, A SURVIVOR'S TALE;by Art Spiegelman;New this week",BATMAN: YEAR ONE;by Frank Miller and David Mazzucchelli;4 weeks on the list,"HIGHSCHOOL OF THE DEAD, VOL. 7;by Daisuke Sato;2 weeks on the list",MIDDLE SCHOOL: GET ME OUT OF HERE!;by James Patterson and Chris Tebbetts;13 weeks on the list,MATCHED;by Ally Condie;46 weeks on the list,WE ARE IN A BOOK!;written and illustrated by Mo Willems;11 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;259 weeks on the list,MOBILE WAVE;by Michael Saylor;,DRIVE;by Daniel H. Pink;,AMERICAN SON;by Marco Rubio;
6,BARED TO YOU;by Sylvia Day;9 weeks on the list,THE FALLEN ANGEL;by Daniel Silva;3 weeks on the list,THE NIGHT CIRCUS;by Erin Morgenstern;5 weeks on the list,,,BARED TO YOU;by Sylvia Day;,HOW TO BE A WOMAN;by Caitlin Moran;3 weeks on the list,STEVE JOBS;by Walter Isaacson;40 weeks on the list,HOW TO BE A WOMAN;by Caitlin Moran;3 weeks on the list,STEVE JOBS;by Walter Isaacson;41 weeks on the list,DARTH VADER AND SON;by Jeffrey Brown;5 weeks on the list,TINY BEAUTIFUL THINGS;by Cheryl Strayed;4 weeks on the list,DOUBLE CROSS;by Ben Macintyre;,GET JIRO!;by Anthony Bourdain and Joel Rose;5 weeks on the list,BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;4 weeks on the list,"VAMPIRE KNIGHT, VOL. 14;by Matsuri Hino;3 weeks on the list",WONDER;by R.J. Palacio;20 weeks on the list,BRAVE: THE JUNIOR NOVELIZATION;adapted by Irene Trimble;9 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;16 weeks on the list,THE MAZE RUNNER;by James Dashner;34 weeks on the list,THE PRICE OF INEQUALITY;by Joseph E. Stiglitz;,THE CHECKLIST MANIFESTO;by Atul Gawande;,IT WORKED FOR ME;by Colin Powell with Tony Koltz;
7,WHERE WE BELONG;by Emily Giffin;2 weeks on the list,THE LIGHT BETWEEN OCEANS;by M. L. Stedman;New this week,THE ALCHEMIST;by Paulo Coelho;230 weeks on the list,,,WHERE WE BELONG;by Emily Giffin;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;67 weeks on the list,DREAM TEAM;by Jack McCallum;4 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;90 weeks on the list,LET'S PRETEND THIS NEVER HAPPENED;by Jenny Lawson;16 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;21 weeks on the list,YOU'RE STRONGER THAN YOU THINK;by Les Parrott;New this week,OUTLIERS;by Malcolm Gladwell;,"LOCKE & KEY, VOL. 5;by Joe Hill and Gabriel Rodriguez;2 weeks on the list","THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;7 weeks on the list","SOUL EATER NOT!, VOL. 1;by Atsushi Ohkubo;2 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;44 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;138 weeks on the list,ROCKET WRITES A STORY;by Tad Hills;2 weeks on the list,ARTEMIS FOWL;by Eoin Colfer;119 weeks on the list,UNINTENDED CONSEQUENCES;by Edward Conard;,MONEYBALL;by Michael Lewis;,THE GREAT DESTROYER;by David Limbaugh;
8,ALL SUMMER LONG;by Susan Mallery;New this week,"I, MICHAEL BENNETT;by James Patterson and Michael Ledwidge;4 weeks on the list",A DISCOVERY OF WITCHES;by Deborah Harkness;11 weeks on the list,,,BIG SKY MOUNTAIN;by Linda Lael Miller;,STEVE JOBS;by Walter Isaacson;41 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;21 weeks on the list,BOSSYPANTS;by Tina Fey;31 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;80 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;22 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;43 weeks on the list,AMATEUR;by Edward Klein;,BATGIRL: THE DARKEST REFLECTION;by Gail Simone and Ardian Syaf;3 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;56 weeks on the list","SAILOR MOON, VOL. 6;by Naoko Takeuchi;4 weeks on the list",BETWEEN THE LINES;by Jodi Picoult and Samantha van Leer;6 weeks on the list,THE LOST HERO;by Rick Riordan;18 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;7 weeks on the list,FALLEN;by Lauren Kate;18 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THE BIG SHORT;by Michael Lewis;,THE PRESIDENTS CLUB;by Nancy Gibbs and Michael Duffy;
9,BIG SKY MOUNTAIN;by Linda Lael Miller;New this week,SHADOW OF NIGHT;by Deborah Harkness;4 weeks on the list,MAINE;by J. Courtney Sullivan;10 weeks on the list,,,FRIENDS FOREVER;by Danielle Steel;,AMATEUR;by Edward Klein;12 weeks on the list,RED INK;by David Wessel;New this week,A STOLEN LIFE;by Jaycee Dugard;5 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;23 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;39 weeks on the list,THE MAGIC;by Rhonda Byrne;18 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;,PARKER: THE SCORE;by Darwyn Cooke;2 weeks on the list,"AVATAR: THE LAST AIRBENDER, PART 2;by Gene Luen Yang and others;10 weeks on the list","BLEACH, VOL. 43;by Tite Kubo;4 weeks on the list",CHOMP;by Carl Hiaasen;16 weeks on the list,LOOKING FOR ALASKA;by John Green;4 weeks on the list,PRESS HERE;by Hervé Tullet;59 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;264 weeks on the list,$100 STARTUP;by Chris Guillebeau;,HOW WE DECIDE;by Jonah Lehrer;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
10,FRIENDS FOREVER;by Danielle Steel;2 weeks on the list,A DANCE WITH DRAGONS;by George R. R. Martin;52 weeks on the list,CLOUD ATLAS;by David Mitchell;New this week,,,THE LITIGATORS;by John Grisham;,THE GLASS CASTLE;by Jeannette Walls;26 weeks on the list,I HATE EVERYONE...STARTING WITH ME;by Joan Rivers;5 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;228 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;64 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;117 weeks on the list,STEAL LIKE AN ARTIST;by Austin Kleon;6 weeks on the list,1493;by Charles C. Mann;,ARE YOU MY MOTHER?;by Alison Bechdel;14 weeks on the list,BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;24 weeks on the list,"DURARARA!!, VOL. 3;by Ryohgo Narita;2 weeks on the list",SERAPHINA;by Rachel Hartman;3 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;57 weeks on the list,THE DUCKLING GETS A COOKIE!?;by Mo Willems;17 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;69 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,RICH AND THE REST OF US;by Tavis Smiley and Cornel West;,BARACK OBAMA;by David Maraniss;
