,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,FORTUNE AND GLORY;by Janet Evanovich;New this week,FORTUNE AND GLORY;by Janet Evanovich;New this week,THEN SHE WAS GONE;by Lisa Jewell;69 weeks on the list,CLANLANDS;by Sam Heughan and Graham McTavish;New this week,CLANLANDS;by Sam Heughan and Graham McTavish;New this week,WHITE FRAGILITY;by Robin DiAngelo;114 weeks on the list,MODERN COMFORT FOOD;by Ina Garten;5 weeks on the list,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;14 weeks on the list,5 MORE SLEEPS 'TIL CHRISTMAS;by Jimmy Fallon. Illustrated by Rich Deas;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;608 weeks on the list,THE HATE U GIVE;by Angie Thomas;193 weeks on the list,A TIME FOR MERCY;by John Grisham;,GREENLIGHTS;by Matthew McConaughey;,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;,CLASS ACT;by Jerry Craft;,SPY;by Danielle Steel;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,A TIME FOR MERCY;by John Grisham;4 weeks on the list,A TIME FOR MERCY;by John Grisham;4 weeks on the list,THE 19TH CHRISTMAS;by James Patterson and Maxine Paetro;4 weeks on the list,GREENLIGHTS;by Matthew McConaughey;3 weeks on the list,GREENLIGHTS;by Matthew McConaughey;3 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;16 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;49 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;27 weeks on the list,I DISSENT;by Debbie Levy. Illustrated by Elizabeth Baddeley;8 weeks on the list,DOG MAN;by Dav Pilkey;167 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;33 weeks on the list,THE SEARCHER;by Tana French;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,NEW KID;by Jerry Craft;,CRISS CROSS;by James Patterson;,A LONG WALK TO WATER;by Linda Sue Park;,THE BOOK THIEF;by Markus Zusak;
3,THE SENTINEL;by Lee Child and Andrew Child;2 weeks on the list,THE SENTINEL;by Lee Child and Andrew Child;2 weeks on the list,WALK THE WIRE;by David Baldacci;5 weeks on the list,THE BEST OF ME;by David Sedaris;New this week,THE BEST OF ME;by David Sedaris;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;107 weeks on the list,THINK LIKE A MONK;by Jay Shetty;9 weeks on the list,WONDER;by R.J. Palacio;273 weeks on the list,THE COUCH POTATO;by Jory John. Illustrated by Pete Oswald;New this week,HARRY POTTER;by J.K. Rowling;607 weeks on the list,INSTANT KARMA;by Marissa Meyer;New this week,THE SENTINEL;by Lee Child and Andrew Child;,CASTE;by Isabel Wilkerson;,DARE TO LEAD;by Brené Brown;,"MY HERO ACADEMIA, VOL. 25;by Kohei Horikoshi;",FINAL OPTION;by Clive Cussler and Boyd Morrison;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,DEAR MARTIN;by Nic Stone;
4,THE RETURN;by Nicholas Sparks;6 weeks on the list,THE RETURN;by Nicholas Sparks;6 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;3 weeks on the list,CASTE;by Isabel Wilkerson;14 weeks on the list,CASTE;by Isabel Wilkerson;14 weeks on the list,SHADE;by Pete Souza;3 weeks on the list,DIDN'T SEE THAT COMING;by Rachel Hollis;6 weeks on the list,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;29 weeks on the list,CONSTRUCTION SITE ON CHRISTMAS NIGHT;by Sherri Duskey Rinker. Illustrated by A. G. Ford;18 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;240 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;145 weeks on the list,THE GUEST LIST;by Lucy Foley;,IS THIS ANYTHING?;by Jerry Seinfeld;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE HORRIFYINGLY HAUNTED HACK-A-WEEN;by Meredith Rusu;,THE GIFT OF LOVE;by Debbie Macomber;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THIS BOOK IS ANTI-RACIST;by Tiffany Jewell. Illustrated by Aurélia Durand;
5,THE EVENING AND THE MORNING;by Ken Follett;8 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;5 weeks on the list,THE INSTITUTE;by Stephen King;10 weeks on the list,SHADE;by Pete Souza;12 weeks on the list,UNTAMED;by Glennon Doyle;35 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;28 weeks on the list,ATOMIC HABITS;by James Clear;50 weeks on the list,REFUGEE;by Alan Gratz;117 weeks on the list,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY;by Robb Pearlman. Illustrated by Melanie Demmer;6 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;48 weeks on the list,ALL THIS TIME;by Mikki Daughtry and Rachael Lippincott;6 weeks on the list,THE RETURN;by Nicholas Sparks;,RAGE;by Bob Woodward;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GUTS;by Raina Telgemeier;,THE LAST WIDOW;by Karin Slaughter;,OUT OF MY MIND;by Sharon M. Draper;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
6,THE SEARCHER;by Tana French;5 weeks on the list,THREE WOMEN DISAPPEAR;by James Patterson and Shan Serafin;2 weeks on the list,THIS TENDER LAND;by William Kent Krueger;19 weeks on the list,UNTAMED;by Glennon Doyle;35 weeks on the list,SHADE;by Pete Souza;14 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;45 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;24 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;82 weeks on the list,THE SPIDER WHO SAVED CHRISTMAS;by Raymond Arroyo. Illustrated by Randy Gallegos;3 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;52 weeks on the list,KINGDOM OF THE WICKED;by Kerri Maniscalco;2 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;,BORN A CRIME;by Trevor Noah;,MAKE LIFE BEAUTIFUL;by Shea McGee and Syd McGee;,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES;by Ann M. Martin. Illustrated by Katy Farina;,KISS THE GIRLS AND MAKE THEM CRY;by Mary Higgins Clark;,WISH;by Barbara O'Connor;,THEY BOTH DIE AT THE END;by Adam Silvera;
7,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;5 weeks on the list,THE VANISHING HALF;by Brit Bennett;23 weeks on the list,CIRCE;by Madeline Miller;23 weeks on the list,OBAMA;by Pete Souza;19 weeks on the list,OBAMA;by Pete Souza;25 weeks on the list,THE TRUTHS WE HOLD;by Kamala Harris;7 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;326 weeks on the list,A TALE OF WITCHCRAFT...;by Chris Colfer;6 weeks on the list,I PROMISE;by LeBron James. Illustrated by Nina Mata;13 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;254 weeks on the list,DEAR JUSTYCE;by Nic Stone;6 weeks on the list,HEAVEN'S RIVER;by Dennis E. Taylor;,THE MEANING OF MARIAH CAREY;by Mariah Carey with Michaela Angela Davis;,DOESN'T HURT TO ASK;by Trey Gowdy;,MARCH TRILOGY;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,TWISTED TWENTY-SIX;by Janet Evanovich;,MILK BAR: KIDS ONLY;by Christina Tosi;,LONG WAY DOWN;by Jason Reynolds;
8,THE VANISHING HALF;by Brit Bennett;23 weeks on the list,THE EVENING AND THE MORNING;by Ken Follett;8 weeks on the list,MISS BENSON'S BEETLE;by Rachel Joyce;New this week,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;9 weeks on the list,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;9 weeks on the list,CONVERSATIONS WITH RBG;by Jeffrey Rosen;New this week,BURNOUT;by Emily Nagoski and Amelia Nagoski;3 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;81 weeks on the list,I AM EVERY GOOD THING;by Derrick Barnes. Illustrated by Gordon C. James;6 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;30 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;22 weeks on the list,TROUBLES IN PARADISE;by Elin Hilderbrand;,BECOMING;by Michelle Obama;,GRIT;by Angela Duckworth;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE FAMILY LAWYER;by James Patterson;,FISH IN A TREE;by Lynda Mullaly Hunt;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,WHITE IVY;by Susie Yang;New this week,THE WONDER BOY OF WHISTLE STOP;by Fannie Flagg;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;137 weeks on the list,BLACKOUT;by Candace Owens;8 weeks on the list,BLACKOUT;by Candace Owens;8 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;30 weeks on the list,THE PRACTICE;by Seth Godin;New this week,BECOMING MUHAMMAD ALI;by James Patterson and Kwame Alexander;5 weeks on the list,HOW TO CATCH A TURKEY;by Adam Wallace. Illustrated by Andy Elkerton;6 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;90 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;123 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BLACKOUT;by Candace Owens;,OUTLIERS;by Malcolm Gladwell;,"MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",WHISPERING ROCK;by Robyn Carr;,RESTART;by Gordon Korman;,ALL AMERICAN BOYS;by Jason Reynolds and Brendan Kiely;
10,ANXIOUS PEOPLE;by Fredrik Backman;9 weeks on the list,THE BOOK OF TWO WAYS;by Jodi Picoult;7 weeks on the list,COMFORT & JOY;by Kristin Hannah;New this week,ELEANOR;by David Michaelis;New this week,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;36 weeks on the list,JUST MERCY;by Bryan Stevenson;230 weeks on the list,"HEROES' FEAST: THE OFFICIAL DUNGEONS & DRAGONS COOKBOOK;by Kyle Newman, Jon Peterson and Michael Witwer, with recipes by Adam Ried;2 weeks on the list","FOOD NETWORK MAGAZINE: THE BIG, FUN KIDS COOKBOOK;by Food Network Magazine;6 weeks on the list",THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;254 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;104 weeks on the list,THE LOST BOOK OF THE WHITE;by Cassandra Clare and Wesley Chu;9 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;,THE IMMORTALITY KEY;by Brian C. Muraresku;,HOW I BUILT THIS;by Guy Raz;,"AVATAR, THE LAST AIRBENDER: THE SEARCH OMNIBUS;by Gene Luen Yang. Illustrated by Gurihiru;",IMMORTAL ANGEL;by Lynsay Sands;,HARBOR ME;by Jacqueline Woodson;,AN EMBER IN THE ASHES;by Sabaa Tahir;
