,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,FIRST FAMILY;by David Baldacci;New this week,THE SHACK;by William P. Young;49 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;5 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;117 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;13 weeks on the list",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;31 weeks on the list,DARK TOWER: TREACHERY;by Peter David and Robin Furth;New this week,WATCHMEN;by Alan Moore and Dave Gibbons;9 weeks on the list,"NARUTO, VOL. 43;by Masashi Kishimoto;6 weeks on the list",TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;6 weeks on the list,EVERMORE;by Alyson Noël;12 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;14 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;90 weeks on the list
2,TEA TIME FOR THE TRADITIONALLY BUILT;by Alexander McCall Smith;New this week,7TH HEAVEN;by James Patterson and Maxine Paetro;3 weeks on the list,,OUTLIERS;by Malcolm Gladwell;23 weeks on the list,THE MIDDLE PLACE;by Kelly Corrigan;18 weeks on the list,THE ULTIMATE DEPRESSION SURVIVAL GUIDE;by Martin D. Weiss;2 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;2 weeks on the list,"JUSTICE SOCIETY OF AMERICA (THY KINGDOM COME, PART 3);by Geoff Johns, Alex Ross and Dale Eaglesham;New this week","COUNTDOWN;by Robert Orci, Alex Kurtzman, Tim Jones and Mike Johnson;2 weeks on the list","NARUTO, VOL. 44;by Masashi Kishimoto;4 weeks on the list",BLOODHOUND;by Tamora Pierce;2 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;25 weeks on the list,LADYBUG GIRL AND BUMBLEBEE BOY;by David Soman and Jacky Davis. Illustrated by David Soman.;8 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;15 weeks on the list
3,LOITERING WITH INTENT;by Stuart Woods;New this week,CITY OF THIEVES;by David Benioff;4 weeks on the list,,COLUMBINE;by Dave Cullen;3 weeks on the list,THE SOLOIST;by Steve Lopez;6 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;55 weeks on the list,NATURALLY THIN;by Bethenny Frankel with Eve Adamson;7 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;9 weeks on the list,Wolverine: Origin;by Paul Jenkins and Andy Kubert;6 weeks on the list,"NARUTO, VOL. 42;by Masashi Kishimoto;5 weeks on the list",MILES TO GO;by Miley Cyrus;8 weeks on the list,THE BOOK THIEF;by Markus Zusak;85 weeks on the list,THE VERY HUNGRY CATERPILLAR;written and illustrated by Eric Carle;6 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;35 weeks on the list
4,JUST TAKE MY HEART;by Mary Higgins Clark;3 weeks on the list,UNACCUSTOMED EARTH;by Jhumpa Lahiri;3 weeks on the list,,ALWAYS LOOKING UP;by Michael J. Fox;4 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;82 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;3 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;408 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;7 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;6 weeks on the list,"Naruto, Vol. 41;by Masashi Kishimoto;8 weeks on the list",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;30 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;5 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;76 weeks on the list,WARRIORS;by Erin Hunter;69 weeks on the list
5,THE PERFECT POISON;by Amanda Quick;New this week,ANGELS AND DEMONS;by Dan Brown;3 weeks on the list,,THE GIRLS FROM AMES;by Jeffrey Zaslow;New this week,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;25 weeks on the list,10-10-10;by Suzy Welch;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;91 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;7 weeks on the list,"THE Y (LAST MAN - UNMANNED) V. 1;by Brian K. Vaughan, Pia Guerra and Jose Marzan;2 weeks on the list","Naruto, Vol. 40;by Masashi Kishimoto;9 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;27 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;14 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;2 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;5 weeks on the list
6,THE HOST;by Stephenie Meyer;50 weeks on the list,FIREFLY LANE;by Kristin Hannah;16 weeks on the list,,MOMMYWOOD;by Tori Spelling with Hilary Liftin;2 weeks on the list,TIPPING POINT;by Malcolm Gladwell;238 weeks on the list,B IS FOR BEER;by Tom Robbins;New this week,SKINNY BITCH;by Kim Barnouin;94 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;9 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;3 weeks on the list",CHIBI VAMPIRE 13;by Yuna Kagesaki;2 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;33 weeks on the list,GLASS;by Ellen Hopkins;3 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;28 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;94 weeks on the list
7,LOOK AGAIN;by Lisa Scottoline;2 weeks on the list,THE ELEGANCE OF THE HEDGEHOG;by Muriel Barbery;15 weeks on the list,,HOUSE OF CARDS;by William D. Cohan;7 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;118 weeks on the list",THE SECRET;by Rhonda Byrne;120 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;47 weeks on the list,BATMAN (THE RETURN OF HUSH);by Paul Dini and Dustin Nguyen;3 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;7 weeks on the list,"FRUIT BASKETS, Vol. 22;by Natsuki Takaya;7 weeks on the list",IF I STAY;by Gayle Forman;2 weeks on the list,TWEAK;by Nic Sheff;13 weeks on the list,BLUEBERRY GIRL;by Neil Gaiman. Illustrated by  Charles Vess;5 weeks on the list,NIGHT WORLD;by L. J. Smith;20 weeks on the list
8,DEADLOCK;by Iris Johansen;New this week,LOVE THE ONE YOU'RE WITH;by Emily Giffin;New this week,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;28 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;28 weeks on the list,THINK LIKE A CHAMPION;by Donald J. Trump with Meredith McIver;New this week,TWILIGHT;by Mark Cotta Vaz;28 weeks on the list,ALL-STAR SUPERMAN;by Grant Morrison and Frank Quitely;6 weeks on the list,"FABLES, VOL. 1;by Bill Willingham and Lan Medina;2 weeks on the list","Naruto, Vol. 39;by Masashi Kishimoto;9 weeks on the list",FADE;by Lisa McMann;11 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;36 weeks on the list,TEN LITTLE FINGERS AND TEN LITTLE TOES;by Mem Fox. Illustrated by Helen Oxenbury;17 weeks on the list,WICKED LOVELY;by Melissa Marr;New this week
9,LONG LOST;by Harlan Coben;4 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;11 weeks on the list,,THE YANKEE YEARS;by Joe Torre and Tom Verducci;12 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;131 weeks on the list,THE DEEN FAMILY COOKBOOK;by Paula Deen with Melissa Clark;3 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;67 weeks on the list,WELCOME TO THE JUNGLE (THE DRESDEN FILES);by Ardian Syaf and Jim Butcher;3 weeks on the list,WOLVERINE (WEAPON X);by Barry Windsor-Smith;2 weeks on the list,"VAMPIRE NIGHT, Vol. 6;by Matsuri Hino;6 weeks on the list",WINTERGIRLS;by Laurie Halse Anderson;6 weeks on the list,THE SUMMONING;by Kelley Armstrong;4 weeks on the list,CAT;written by Matthew Van Fleet and photographed by Brian Stanton.;11 weeks on the list,MAXIMUM RIDE;by James Patterson;51 weeks on the list
10,TURN COAT;by Jim Butcher;3 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;4 weeks on the list,,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;38 weeks on the list",DREAMS FROM MY FATHER;by Barack Obama;145 weeks on the list,IN PRAISE OF STAY-AT-HOME MOMS;by Laura Schlessinger;3 weeks on the list,THE BLUE ZONES;by Dan Buettner;New this week,MARVEL ZOMBIES;by Fred Van Lente and Kev Walker;2 weeks on the list,"THE Y LAST MAN BK. 2 (CYCLES);by Brian K. Vaughan, Pia Guerra and Jose Marzan;New this week","Naruto, Vol. 38;by Masashi Kishimoto;6 weeks on the list",BASEBALL GREAT;by Tim Green;4 weeks on the list,SLAM;by Nick Hornby;24 weeks on the list,THE COMPOSER IS DEAD;by Lemony Snicket. Illustrated by Carson Ellis. Music by Nathaniel Stookey;8 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;208 weeks on the list
11,THE ASSOCIATE;by John Grisham;13 weeks on the list,MY SISTER’S KEEPER;by Jodi Picoult;31 weeks on the list,,A LITTLE BIT WICKED;by Kristin Chenoweth with Joni Rodgers;2 weeks on the list,GOD IS NOT GREAT;by Christopher Hitchens;3 weeks on the list,MARTHA STEWART’S ENCYCLOPEDIA OF CRAFTS;by Martha Stewart and editors of Martha Stewart Living;,A NEW EARTH;by Eckhart Tolle;,,,,,,,
12,HANDLE WITH CARE;by Jodi Picoult;8 weeks on the list,CERTAIN GIRLS;by Jennifer Weiner;3 weeks on the list,,MIGHT AS WELL LAUGH ABOUT IT NOW;by Marie Osmond with Marcia Wilkie;4 weeks on the list,"THE FORGOTTEN MAN: GRAPHIC EDITION;by Amity Shlaes, Paul Rivoche and Chuck Dixon;24 weeks on the list",FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;,"THE BIGGEST LOSER 30-DAY JUMP START;by Cheryl Forberg, Melissa Roberson, Lisa Wheeler and others;",,,,,,,
13,THE HELP;by Kathryn Stockett;5 weeks on the list,AMERICAN WIFE;by Curtis Sittenfeld;11 weeks on the list,,A LION CALLED CHRISTIAN;by  Anthony Bourke and John Rendall;7 weeks on the list,SAME KIND OF DIFFERENT AS ME;by Ron Hall and Denver Moore with Lynn Vincent;28 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THE BIGGEST LOSER FAMILY COOKBOOK;by Devin Alexander and The Biggest Loser Experts and Cast with Melissa Roberson;,,,,,,,
14,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;32 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;New this week,,THE LOST CITY OF Z;by David Grann;9 weeks on the list,BLINK;by Malcolm Gladwell;80 weeks on the list,NEVER GIVE UP!;by Joyce Meyer;,SUZE ORMAN’S 2009 ACTION PLAN;by Suze Orman;,,,,,,,
15,FATALLY FLAKY;by Diane Mott Davidson;3 weeks on the list,THE ALCHEMIST;by Paulo Coelho;84 weeks on the list,,PRICELESS MEMORIES;by Bob Barker with Digby Diehl;2 weeks on the list,THE AUDACITY OF HOPE;by Barack Obama;70 weeks on the list,PEAKS AND VALLEYS;by Spencer Johnson;,HUNGRY GIRL;by Lisa Lillien;,,,,,,,
