,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,INTO THE WATER;by Paula Hawkins;3 weeks on the list,INTO THE WATER;by Paula Hawkins;3 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;15 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;3 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;3 weeks on the list,ON TYRANNY;by Timothy Snyder;12 weeks on the list,MAKE YOUR BED;by William H. McRaven;7 weeks on the list,THE DARK PROPHECY;by Rick Riordan;3 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;86 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;427 weeks on the list,GIRLING UP;by Mayim Bialik;2 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,PAPI;by David Ortiz with Michael Holley;
2,SURRENDER;by Helen Hardt;New this week,NO MIDDLE NAME;by Lee Child;New this week,MILK AND HONEY;by Rupi Kaur;58 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;4 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;4 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;42 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;23 weeks on the list,WONDER;by R.J. Palacio;93 weeks on the list,DRAGONS LOVE TACOS 2;by Adam Rubin and Daniel Salmieri;3 weeks on the list,HARRY POTTER;by J.K. Rowling;426 weeks on the list,THE HATE U GIVE;by Angie Thomas;12 weeks on the list,WOMEN WHO WORK;by Ivanka Trump;,HIDDEN FIGURES;by Margot Lee Shetterly;,THE SECRETS OF MY LIFE;by Caitlyn Jenner with Buzz Bissinger;
3,NO MIDDLE NAME;by Lee Child;New this week,16TH SEDUCTION;by James Patterson and Maxine Paetro;3 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;6 weeks on the list,ON TYRANNY;by Timothy Snyder;8 weeks on the list,THE VANISHING AMERICAN ADULT;by Ben Sasse;New this week,HIDDEN FIGURES;by Margot Lee Shetterly;24 weeks on the list,YOU ARE A BADASS;by Jen Sincero;71 weeks on the list,DOG MAN UNLEASHED;by Dav Pilkey;21 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;23 weeks on the list,COURT OF THORNS AND ROSES;by Sarah J. Maas;3 weeks on the list,FLAME IN THE MIST;by Renée Ahdieh;New this week,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,COACH WOODEN AND ME;by Kareem Abdul-Jabbar;
4,GWENDY'S BUTTON BOX;by Stephen King and Richard Chizmar;New this week,"SAME BEACH, NEXT YEAR;by Dorothea Benton Frank;New this week",LILAC GIRLS;by Martha Hall Kelly;12 weeks on the list,THE VANISHING AMERICAN ADULT;by Ben Sasse;New this week,HILLBILLY ELEGY;by J.D. Vance;43 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;193 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;201 weeks on the list,DOG MAN;by Dav Pilkey;38 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;170 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;67 weeks on the list,"EVERYTHING, EVERYTHING;by Nicola Yoon;48 weeks on the list",TOOLS OF TITANS;by Tim Ferriss;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,TEAMMATE;by David Ross with Don Yaeger;
5,16TH SEDUCTION;by James Patterson and Maxine Paetro;3 weeks on the list,THE FIX;by David Baldacci;5 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;73 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;43 weeks on the list,PAPI;by David Ortiz with Michael Holley;New this week,DEMOCRACY NOW!;by Amy Goodman with David Goodman and Denis Moynihan;New this week,WHAT IS THE BIBLE?;by Rob Bell;New this week,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;20 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;204 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;87 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;28 weeks on the list,GRIT;by Angela Duckworth;,SAPIENS;by Yuval Noah Harari;,THE BOYS IN THE BOAT;by Daniel James Brown;
6,THE HANDMAID'S TALE;by Margaret Atwood;9 weeks on the list,TESTIMONY;by Scott Turow;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;7 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;5 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;5 weeks on the list,THE BETTER ANGELS OF OUR NATURE;by Steven Pinker;New this week,MULTIPLIERS;by Liz Wiseman;New this week,THE HIDDEN ORACLE;by Rick Riordan;39 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;22 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;429 weeks on the list,ALEX AND ELIZA;by Melissa de la Cruz;6 weeks on the list,ORIGINALS;by Adam Grant;,THE RADIUM GIRLS;by Kate Moore;,SHOE DOG;by Phil Knight;
7,"SAME BEACH, NEXT YEAR;by Dorothea Benton Frank;New this week",GWENDY'S BUTTON BOX;by Stephen King and Richard Chizmar;New this week,THE NIGHTINGALE;by Kristin Hannah;4 weeks on the list,SHATTERED;by Jonathan Allen and Amie Parnes;5 weeks on the list,SHATTERED;by Jonathan Allen and Amie Parnes;5 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;336 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;3 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;33 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;132 weeks on the list,DORK DIARIES;by Rachel Renée Russell;208 weeks on the list,THE CROWN'S FATE;by Evelyn Skye;New this week,UNSHAKABLE;by Tony Robbins with Peter Mallouk;,BEHAVE;by Robert M. Sapolsky;,BALLPLAYER;by Chipper Jones with Carroll Rogers Walton;
8,THE FIX;by David Baldacci;5 weeks on the list,GOLDEN PREY;by John Sandford;4 weeks on the list,COMMONWEALTH;by Ann Patchett;3 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;15 weeks on the list,DEMOCRACY;by Condoleezza Rice;2 weeks on the list,ORIGINALS;by Adam Grant;12 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;84 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;40 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;35 weeks on the list",THE QUEEN'S THIEF;by Megan Whalen Turner;New this week,CARVE THE MARK;by Veronica Roth;18 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THINKING, FAST AND SLOW;by Daniel Kahneman;",THE CUBS WAY;by Tom Verducci;
9,NIGHT SCHOOL;by Lee Child;9 weeks on the list,AGAINST ALL ODDS;by Danielle Steel;3 weeks on the list,THE WRONG SIDE OF GOODBYE;by Michael Connelly;New this week,PAPI;by David Ortiz with Michael Holley;New this week,THE AMERICAN SPIRIT;by David McCullough;5 weeks on the list,DRAWDOWN;by Paul Hawken;2 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;127 weeks on the list,THE CROSSOVER;by Kwame Alexander;18 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;100 weeks on the list",TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;3 weeks on the list,STAR WARS: REBEL RISING;by Beth Revis;3 weeks on the list,AMERICAN KINGPIN;by Nick Bilton;,THE GENE;by Siddhartha Mukherjee;,THE PUSH;by Tommy Caldwell;
10,TESTIMONY;by Scott Turow;New this week,FULL WOLF MOON;by Lincoln Child;New this week,ALL THE MISSING GIRLS;by Megan Miranda;8 weeks on the list,THE BETTER ANGELS OF OUR NATURE;by Steven Pinker;New this week,COACH WOODEN AND ME;by Kareem Abdul-Jabbar;New this week,THE GENE;by Siddhartha Mukherjee;3 weeks on the list,THE LOSE YOUR BELLY DIET;by Travis Stork;10 weeks on the list,LOST IN A BOOK;by Jennifer Donnelly;16 weeks on the list,WE'RE ALL WONDERS;by R.J. Palacio;6 weeks on the list,RED QUEEN;by Victoria Aveyard;14 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;51 weeks on the list,SHOE DOG;by Phil Knight;,DRAWDOWN;by Paul Hawken;,RETURN OF THE KING;by Brian Windhorst and Dave McMenamin;
