,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,11/22/63;by Stephen King;6 weeks on the list,11/22/63;by Stephen King;6 weeks on the list,THE HELP;by Kathryn Stockett;37 weeks on the list,,,11/22/63;by Stephen King;,STEVE JOBS;by Walter Isaacson;8 weeks on the list,STEVE JOBS;by Walter Isaacson;8 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;57 weeks on the list,STEVE JOBS;by Walter Isaacson;8 weeks on the list,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;14 weeks on the list,"THE TWILIGHT SAGA: BREAKING DAWN, PART 1;by Mark Cotta Vaz;New this week",STEVE JOBS;by Walter Isaacson;,HABIBI;by Craig Thompson;12 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;28 weeks on the list","NAOKI URASAWA'S 20TH CENTURY BOYS, VOL. 18;by Naoki Urasawa;New this week",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;7 weeks on the list,WAR HORSE;by Michael Morpurgo;6 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;35 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;69 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
2,LOCKED ON;by Tom Clancy with Mark Greaney;New this week,LOCKED ON;by Tom Clancy with Mark Greaney;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;130 weeks on the list,,,THE HELP;by Kathryn Stockett;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;12 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;12 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;41 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;47 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;28 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;229 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,HARK! A VAGRANT;by Kate Beaton;12 weeks on the list,MASTERS OF THE NONSENSEVERSE: A GET FUZZY COLLECTION;by Darby Conley;New this week,"NARUTO, VOL. 53;by Masashi Kishimoto;2 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;11 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;18 weeks on the list",IF YOU GIVE A DOG A DONUT;by Laura Numeroff. Illustrated by Felicia Bond;11 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;153 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",MONEYBALL;by Michael Lewis;,UNBROKEN;by Laura Hillenbrand;
3,THE HELP;by Kathryn Stockett;44 weeks on the list,THE LITIGATORS;by John Grisham;8 weeks on the list,THE TIGER'S WIFE;by Téa Obreht;7 weeks on the list,,,LOCKED ON;by Tom Clancy with Mark Greaney;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;47 weeks on the list,UNBROKEN;by Laura Hillenbrand;57 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;38 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;12 weeks on the list,NEARING HOME;by Billy Graham;9 weeks on the list,AWKWARD FAMILY PHOTOS;by Mike Bender and Doug Chernack;14 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,DC COMICS: THE NEW 52;by various;New this week,"THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;19 weeks on the list","PRINCESS KNIGHT, VOL. 2;by Osamu Tezuka;New this week",EVERY THING ON IT;by Shel Silverstein;13 weeks on the list,THE BOOK THIEF;by Markus Zusak;223 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;4 weeks on the list,INHERITANCE;by Christopher Paolini;27 weeks on the list,BOOMERANG;by Michael Lewis;,"I, STEVE;edited by George Beahm;",BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;
4,THE LITIGATORS;by John Grisham;8 weeks on the list,KILL ALEX CROSS;by James Patterson;5 weeks on the list,THE NEXT ALWAYS;by Nora Roberts;7 weeks on the list,,,THE LITIGATORS;by John Grisham;,UNBROKEN;by Laura Hillenbrand;47 weeks on the list,JACK KENNEDY;by Chris Matthews;7 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;24 weeks on the list,UNBROKEN;by Laura Hillenbrand;47 weeks on the list,PAULA DEEN’S SOUTHERN COOKING BIBLE;by Paula Deen with Melissa Clark;10 weeks on the list,EAT TO LIVE;by Joel Fuhrman;26 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;42 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;100 weeks on the list","MAXIMUM RIDE MANGA, VOL. 5;by James Patterson;New this week",WONDERSTRUCK;by Brian Selznick;14 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;11 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;11 weeks on the list",WITCH AND WIZARD;by James Patterson and others;2 weeks on the list,BACK TO WORK;by Bill Clinton;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,JACK KENNEDY;by Chris Matthews;
5,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;18 weeks on the list,DEATH COMES TO PEMBERLEY;by P. D. James;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;132 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,JACK KENNEDY;by Chris Matthews;7 weeks on the list,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;4 weeks on the list,BORN TO RUN;by Christopher McDougall;38 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;6 weeks on the list,COOK’S ILLUSTRATED COOKBOOK;by the editors at Cook’s Illustrated Magazine;2 weeks on the list,AWKWARD FAMILY PET PHOTOS;by Mike Bender and Doug Chernack;7 weeks on the list,JACK KENNEDY;by Chris Matthews;,"THE ADVENTURES OF TINTIN, VOL. 1;by Hergé;3 weeks on the list","AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;15 weeks on the list","K-ON!, VOL. 4;by Kakifly;New this week",CLOCKWORK PRINCE;by Cassandra Clare;2 weeks on the list,MATCHED;by Ally Condie;13 weeks on the list,PRESS HERE;by Hervé Tullet;34 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;199 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,THE BIG SHORT;by Michael Lewis;,CATHERINE THE GREAT;by Robert K. Massie;
6,KILL ALEX CROSS;by James Patterson;5 weeks on the list,THE BEST OF ME;by Nicholas Sparks;10 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;99 weeks on the list,,,KILL ALEX CROSS;by James Patterson;,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;4 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;15 weeks on the list,OUTLIERS;by Malcolm Gladwell;28 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;8 weeks on the list",THE CIRCLE MAKER;by Mark Batterson;New this week,F IN EXAMS;by Richard Benson;6 weeks on the list,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;,BATMAN: NOEL;by Lee Bermejo;6 weeks on the list,SMILE;by Raina Telgemeier;12 weeks on the list,"HIGURASHI WHEN THEY CRY, VOL. 16;by Karin Ryukishi07;New this week",THE INVENTION OF HUGO CABRET;by Brian Selznick;94 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;17 weeks on the list,HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;8 weeks on the list,HARRY POTTER;by J.K. Rowling;280 weeks on the list,TIME TO GET TOUGH;by  Donald J. Trump;,DRIVE;by Daniel H. Pink;,BOOMERANG;by Michael Lewis;
7,RED MIST;by Patricia Cornwell;2 weeks on the list,RED MIST;by Patricia Cornwell;2 weeks on the list,SING YOU HOME;by Jodi Picoult;9 weeks on the list,,,DEATH COMES TO PEMBERLEY;by P. D. James;,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;6 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;8 weeks on the list",MONEYBALL;by Michael Lewis;34 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;32 weeks on the list,GOODNIGHT IPAD;by Ann Droyd;4 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;41 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;10 weeks on the list",THE COMPLETE ALAN MOORE: FUTURE SHOCKS;by Alan Moore and others;New this week,"VAMPIRE CHEERLEADERS, VOL. 2;by Adam Arnold and others;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;28 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;27 weeks on the list,LLAMA LLAMA HOLIDAY DRAMA;by Anna Dewdney;19 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;231 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,TIPPING POINT;by Malcolm Gladwell;,IN THE GARDEN OF BEASTS;by Erik Larson;
8,THE DROP;by Michael Connelly;3 weeks on the list,EXPLOSIVE EIGHTEEN;by Janet Evanovich;4 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;80 weeks on the list,,,THE BEST OF ME;by Nicholas Sparks;,CATHERINE THE GREAT;by Robert K. Massie;6 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;5 weeks on the list,THOSE GUYS HAVE ALL THE FUN;by James Andrew Miller and Tom Shales;2 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;7 weeks on the list,EVERY DAY A FRIDAY;by Joel Osteen;14 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;61 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BATMAN: THE BLACK MIRROR;by Scott Snyder and Jock;3 weeks on the list,BLANKETS;by Craig Thompson;New this week,"ARATA: THE LEGEND, VOL. 8;by Yuu Watase;New this week",THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;New this week,THEODORE BOONE: KID LAWYER;by John Grisham;32 weeks on the list,THE ARTIST WHO PAINTED A BLUE HORSE;by Eric Carle;11 weeks on the list,DORK DIARIES;by Rachel Renée Russell;27 weeks on the list,CIVILIZATION;by Niall Ferguson;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,BACK TO WORK;by Bill Clinton;
9,EXPLOSIVE EIGHTEEN;by Janet Evanovich;4 weeks on the list,THE DROP;by Michael Connelly;3 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;146 weeks on the list,,,RED MIST;by Patricia Cornwell;,"THINKING, FAST AND SLOW;by Daniel Kahneman;6 weeks on the list",THEN AGAIN;by Diane Keaton;5 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;250 weeks on the list,THEN AGAIN;by Diane Keaton;5 weeks on the list,HARRY POTTER PAGE TO SCREEN-THE COMPLETE FILMMAKING JOURNEY;by Bob McCabe;7 weeks on the list,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;14 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;,THE BEST AMERICAN COMICS 2011;by various;6 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;70 weeks on the list,"BLOOD ALONE, VOL. 5;by Masayuki Takano;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;12 weeks on the list,THE MAGICIAN’S ELEPHANT;by Kate DiCamillo. Illustrated by Yoko Tanaka;4 weeks on the list,MARCEL THE SHELL WITH SHOES ON;by Jenny Slate and Dean Fleischer-Camp;New this week,PRETTY LITTLE LIARS;by Sara Shepard;57 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,THE CHECKLIST MANIFESTO;by Atul Gawande;,THE TIME OF OUR LIVES;by Tom Brokaw;
10,DEATH COMES TO PEMBERLEY;by P. D. James;2 weeks on the list,V IS FOR VENGEANCE;by Sue Grafton;5 weeks on the list,A GAME OF THRONES;by George R.R. Martin;20 weeks on the list,,,EXPLOSIVE EIGHTEEN;by Janet Evanovich;,THEN AGAIN;by Diane Keaton;5 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;3 weeks on the list,____ FINISH FIRST;by Tucker Max;9 weeks on the list,GOD IS NOT GREAT;by Christopher Hitchens;New this week,COOK LIKE A ROCK STAR;by Anne Burrell with Suzanne Lenzer;3 weeks on the list,"1,000 PLACES TO SEE BEFORE YOU DIE;by Patricia Schultz;84 weeks on the list",THEN AGAIN;by Diane Keaton;,THE ADVENTURES OF HERGE;by José-Louis Bocquet and others;2 weeks on the list,THE ODYSSEY;by Gareth Hinds;7 weeks on the list,"HOUSE OF FIVE LEAVES, VOL. 5;by Natsume Ono;New this week","MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;15 weeks on the list",WHEN YOU REACH ME;by Rebecca Stead;20 weeks on the list,STUCK;by Oliver Jeffers;New this week,BIG NATE;written and illustrated by Lincoln Peirce;40 weeks on the list,CURRENCY WARS;by James Rickards;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;
