,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE ASSOCIATE;by John Grisham;2 weeks on the list,THE SHACK;by William P. Young;38 weeks on the list,,THE YANKEE YEARS;by Joe Torre and Tom Verducci;New this week,DREAMS FROM MY FATHER;by Barack Obama;134 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;2 weeks on the list",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;20 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;19 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;3 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;3 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;79 weeks on the list
2,RUN FOR YOUR LIFE;by James Patterson and Michael Ledwidge;New this week,THE READER;by Bernhard Schlink;10 weeks on the list,,OUTLIERS;by Malcolm Gladwell;12 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;106 weeks on the list,UNCOMMON;by Tony Dungy with Nathan Whitaker;2 weeks on the list,SUZE ORMAN’S 2009 ACTION PLAN;by Suze Orman;6 weeks on the list,SCAT;by Carl Hiaasen;2 weeks on the list,CORALINE;by Neil Gaiman. Illustrated by Dave McKean;4 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;65 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;4 weeks on the list
3,BONE CROSSED;by Patricia Briggs;New this week,SUNDAYS AT TIFFANY’S;by James Patterson and Gabrielle Charbonnet;5 weeks on the list,,DEWEY;by Vicki Myron with Bret Witter;21 weeks on the list,THE AUDACITY OF HOPE;by Barack Obama;59 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;44 weeks on the list,HE’S JUST NOT THAT INTO YOU;by Greg Behr­endt and Liz Tuccillo;5 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;22 weeks on the list,EVERMORE;by Alyson Noël;New this week,THE HOUSE IN THE NIGHT;by Susan Marie Swanson. Illustrated by Beth Krommes.;2 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;24 weeks on the list
4,THE HOST;by Stephenie Meyer;39 weeks on the list,REVOLUTIONARY ROAD;by Richard Yates;10 weeks on the list,,A SLOBBERING LOVE AFFAIR;by Bernard Goldberg;2 weeks on the list,TEAM OF RIVALS;by Doris Kearns Goodwin;28 weeks on the list,FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;12 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;397 weeks on the list,HOW TO TALK TO GIRLS;by Alec Greven. Illustrated by Kei Acedera;8 weeks on the list,THE TALE OF DESPEREAUX;by Kate DiCamillo. Illustrated by Timothy Basil Ering;54 weeks on the list,"BARACK OBAMA: SON OF PROMISE, CHILD OF HOPE;by Nikki Grimes. Illustrated by Bryan Collier;17 weeks on the list",HARRY POTTER;by J.K. Rowling;210 weeks on the list
5,TRUE COLORS;by Kristin Hannah;New this week,FIREFLY LANE;by Kristin Hannah;5 weeks on the list,,"MULTIPLE BLESSINGS;by Jon Gosselin, Kate Gosselin and Beth Carson;16 weeks on the list",I HOPE THEY SERVE BEER IN HELL;by Tucker Max;71 weeks on the list,THE SECRET;by Rhonda Byrne;109 weeks on the list,THE BIGGEST LOSER FAMILY COOKBOOK;by Devin Alexander and The Biggest Loser Experts and Cast with Melissa Roberson;6 weeks on the list,THE MAZE OF BONES;by Rick Riordan;22 weeks on the list,THE BOOK THIEF;by Markus Zusak;74 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;17 weeks on the list,INKHEART;by Cornelia Funke;20 weeks on the list
6,THE STORY OF EDGAR SAWTELLE;by David Wroblewski;35 weeks on the list,A THOUSAND SPLENDID SUNS;by Khaled Hosseini;11 weeks on the list,,GUILTY;by Ann Coulter;5 weeks on the list,MARLEY AND ME;by John Grogan;48 weeks on the list,HIGH VOLTAGE TATTOO;by Kat Von D;2 weeks on the list,SKINNY BITCH;by Kim Barnouin;83 weeks on the list,3 WILLOWS;by Ann Brashares;4 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;14 weeks on the list,WABI SABI;by Mark Reibstein. Illustrated by Ed Young;8 weeks on the list,MAXIMUM RIDE;by James Patterson;43 weeks on the list
7,PLUM SPOOKY;by Janet Evanovich;5 weeks on the list,STILL ALICE;by Lisa Genova;5 weeks on the list,,THE NEXT 100 YEARS;by George Friedman;2 weeks on the list,THE MIDDLE PLACE;by Kelly Corrigan;7 weeks on the list,THE ELEMENT;by Ken Robinson with Lou Aronica;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;80 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;16 weeks on the list,BARACK OBAMA;by Roberta Edwards. Illustrated by Ken Call;5 weeks on the list,CHANGE HAS COME;with words by Barack Obama. Illustrated by Kadir Nelson.;4 weeks on the list,NIGHT WORLD;by L. J. Smith;10 weeks on the list
8,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;21 weeks on the list,PEOPLE OF THE BOOK;by Geraldine Brooks;6 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;18 weeks on the list,TIPPING POINT;by Malcolm Gladwell;227 weeks on the list,BREAKTHROUGH;by Suzanne Somers;10 weeks on the list,TWILIGHT;by Mark Cotta Vaz;17 weeks on the list,ONE FALSE NOTE;by Gordon Korman;9 weeks on the list,WICKED: WITCH AND CURSE;by Nancy Holder and Debbie Viguié;2 weeks on the list,NAKED MOLE RAT GETS DRESSED;written and illustrated by Mo Willems;5 weeks on the list,INHERITANCE;by Christopher Paolini;21 weeks on the list
9,VERY VALENTINE;by Adriana Trigiani;New this week,THE APPEAL;by John Grisham;12 weeks on the list,,AMERICAN LION;by Jon Meacham;13 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;107 weeks on the list",THE SURVIVORS CLUB;by Ben Sherwood;2 weeks on the list,BROKEN OPEN;by Elizabeth Lesser;4 weeks on the list,THE UNDERNEATH;by Kathi Appelt. Illustrated by David Small;2 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;25 weeks on the list,THE I LOVE YOU BOOK;written and illustrated by Todd Parr;New this week,BLUE BLOODS;by Melissa de la Cruz;7 weeks on the list
10,AGINCOURT;by Bernard Cornwell;3 weeks on the list,THE BRIEF WONDROUS LIFE OF OSCAR WAO;by Junot Díaz;23 weeks on the list,,THE BIG RICH;by Bryan Burrough;2 weeks on the list,BLINK;by Malcolm Gladwell;69 weeks on the list,THE GREAT DEPRESSION AHEAD;by Harry S. Dent Jr;4 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;42 weeks on the list,DEEPER;by Roderick Gordon and Brian Williams;New this week,SLAM;by Nick Hornby;17 weeks on the list,BIG WORDS FOR LITTLE PEOPLE;by Jamie Lee Curtis. Illustrated by Laura Cornell;22 weeks on the list,THE LUXE;by Anna Godbersen;2 weeks on the list
11,WHAT I DID FOR LOVE;by Susan Elizabeth Phillips;2 weeks on the list,THE ALCHEMIST;by Paulo Coelho;73 weeks on the list,,WHY WE SUCK;by Denis Leary;12 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;17 weeks on the list,WHAT’S AGE GOT TO DO WITH IT?;by Robin McGraw;,THE WISDOM OF MENOPAUSE;by Christiane Northrup;,,,,
