,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,CAMINO WINDS;by John Grisham;3 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;89 weeks on the list,NORMAL PEOPLE;by Sally Rooney;13 weeks on the list,UNTAMED;by Glennon Doyle;10 weeks on the list,UNTAMED;by Glennon Doyle;10 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;82 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;6 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;2 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;56 weeks on the list,HARRY POTTER;by J.K. Rowling;582 weeks on the list,THE BETROTHED;by Kiera Cass;2 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,GUTS;by Raina Telgemeier;,LITTLE FIRES EVERYWHERE;by Celeste Ng;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,ALL THE BRIGHT PLACES;by Jennifer Niven;
2,WHERE THE CRAWDADS SING;by Delia Owens;88 weeks on the list,CAMINO WINDS;by John Grisham;3 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;54 weeks on the list,BECOMING;by Michelle Obama;76 weeks on the list,BECOMING;by Michelle Obama;75 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;10 weeks on the list,RELATIONSHIP GOALS;by Michael Todd;3 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;57 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;73 weeks on the list,DOG MAN;by Dav Pilkey;142 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;121 weeks on the list,IF IT BLEEDS;by Stephen King;,FORTITUDE;by Dan Crenshaw;,DARE TO LEAD;by Brené Brown;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,LOST AND FOUND;by Danielle Steel;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
3,LITTLE FIRES EVERYWHERE;by Celeste Ng;66 weeks on the list,IF IT BLEEDS;by Stephen King;4 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;56 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;12 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;12 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;89 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;28 weeks on the list",THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;15 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;33 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;583 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;11 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,TALKING TO STRANGERS;by Malcolm Gladwell;,JOY AT WORK;by Marie Kondo and Scott Sonenshein;,DRAMA;by Raina Telgemeier;,SHELTER IN PLACE;by Nora Roberts;,THE MIRACULOUS JOURNEY OF EDWARD TULANE;by Kate DiCamillo. Illustrated by Bagram Ibatoulline;,THE TWIN;by Natasha Preston;
4,IF IT BLEEDS;by Stephen King;4 weeks on the list,WALK THE WIRE;by David Baldacci;4 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;44 weeks on the list,EDUCATED;by Tara Westover;117 weeks on the list,EDUCATED;by Tara Westover;117 weeks on the list,A WOMAN OF NO IMPORTANCE;by Sonia Purnell;7 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;43 weeks on the list,WONDER;by R.J. Palacio;248 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;234 weeks on the list,THE BAD GUYS;by Aaron Blabey;78 weeks on the list,CLAP WHEN YOU LAND;by Elizabeth Acevedo;2 weeks on the list,WALK THE WIRE;by David Baldacci;,BECOMING;by Michelle Obama;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",NEW KID;by Jerry Craft;,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,JUST MERCY;by Bryan Stevenson;
5,WALK THE WIRE;by David Baldacci;4 weeks on the list,THE 20TH VICTIM;by James Patterson and Maxine Paetro;2 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;89 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;10 weeks on the list,PLAGUE OF CORRUPTION;by Judy Mikovits and Kent Heckenlively;2 weeks on the list,SAPIENS;by Yuval Noah Harari;105 weeks on the list,ATOMIC HABITS;by James Clear;27 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;58 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;306 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;36 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;24 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;,MORE MYSELF;by Alicia Keys with Michelle Burford;,BAD BLOOD;by John Carreyrou;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,ENVIOUS;by Lisa Jackson;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,"FIVE NIGHTS AT FREDDY’S: FAZBEAR FRIGHTS: FETCH;by Scott Cawthon, Andrea Waggener and Carly Anne West;"
6,THE 20TH VICTIM;by James Patterson and Maxine Paetro;2 weeks on the list,BIG SUMMER;by Jennifer Weiner;2 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;52 weeks on the list,HIDDEN VALLEY ROAD;by Robert Kolker;6 weeks on the list,THE LINCOLN CONSPIRACY;by Brad Meltzer and Josh Mensch;2 weeks on the list,BORN A CRIME;by Trevor Noah;66 weeks on the list,FIBER FUELED;by Will Bulsiewicz;New this week,WINGS OF FIRE: LEGENDS: DRAGONSLAYER;by Tui T. Sutherland;11 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;311 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;222 weeks on the list,THE HATE U GIVE;by Angie Thomas;168 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,THE SPLENDID AND THE VILE;by Erik Larson;,OUTLIERS;by Malcolm Gladwell;,GHOSTS;by Raina Telgemeier;,NEON PREY;by John Sandford;,WISH;by Barbara O'Connor;,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;
7,NORMAL PEOPLE;by Sally Rooney;7 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;17 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;6 weeks on the list,PLAGUE OF CORRUPTION;by Judy Mikovits and Kent Heckenlively;2 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;22 weeks on the list,JUST MERCY;by Bryan Stevenson;205 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;179 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;92 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;21 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;532 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;75 weeks on the list,ESCAPE FROM VIRTUAL ISLAND;by John Lutz;,CHAOS;by Tom O'Neill and Dan Piepenbring;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,CAMINO ISLAND;by John Grisham;,A LONG WALK TO WATER;by Linda Sue Park;,FIVE NIGHTS AT FREDDY’S: FAZBEAR FRIGHTS: INTO THE PIT;by Scott Cawthon and Elley Cooper;
8,THE LAST TRIAL;by Scott Turow;New this week,THE LAST TRIAL;by Scott Turow;New this week,THE OVERSTORY;by Richard Powers;57 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;16 weeks on the list,HIDDEN VALLEY ROAD;by Robert Kolker;6 weeks on the list,THE PIONEERS;by David McCullough;2 weeks on the list,MEDICAL MEDIUM CLEANSE TO HEAL;by Anthony William;3 weeks on the list,A TALE OF MAGIC...;by Chris Colfer;28 weeks on the list,AN ELEPHANT AND PIGGIE BIGGIE!;by Mo Willems;15 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;86 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;19 weeks on the list,CAMINO WINDS;by John Grisham;,HIDDEN VALLEY ROAD;by Robert Kolker;,GRIT;by Angela Duckworth;,SISTERS;by Raina Telgemeier;,THE WOMAN IN THE WINDOW;by A.J. Finn;,THE WILD ROBOT;by Peter Brown;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,BIG SUMMER;by Jennifer Weiner;2 weeks on the list,ALL ADULTS HERE;by Emma Straub;2 weeks on the list,THE TURN OF THE KEY;by Ruth Ware;New this week,A WOMAN OF NO IMPORTANCE;by Sonia Purnell;9 weeks on the list,FORTITUDE;by Dan Crenshaw;6 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;12 weeks on the list,GET OUT OF YOUR HEAD;by Jennie Allen;15 weeks on the list,ALI CROSS;by James Patterson;25 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;18 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;230 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;15 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,MYTHOS;by Stephen Fry;,LEADERSHIP;by Doris Kearns Goodwin;,STRANGE PLANET;by Nathan W. Pyle;,DENIM AND DIAMONDS;by Debbie Macomber;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,THE SUN IS ALSO A STAR;by Nicola Yoon;
10,AMERICAN DIRT;by Jeanine Cummins;17 weeks on the list,THE BOOK OF LONGINGS;by Sue Monk Kidd;4 weeks on the list,CIRCE;by Madeline Miller;4 weeks on the list,THE LINCOLN CONSPIRACY;by Brad Meltzer and Josh Mensch;2 weeks on the list,THE RURAL DIARIES;by Hilarie Burton Morgan;2 weeks on the list,UNORTHODOX;by Deborah Feldman;8 weeks on the list,WHAT MAKES A MARRIAGE LAST;by Marlo Thomas and Phil Donahue;2 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;34 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;172 weeks on the list,DORK DIARIES;by Rachel Renée Russell;321 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;114 weeks on the list,MASKED PREY;by John Sandford;,EDUCATED;by Tara Westover;,RANGE;by David Epstein;,SMILE;by Raina Telgemeier;,WINDOW ON THE BAY;by Debbie Macomber;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,INTERNMENT;by Samira Ahmed;
