,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,PAST TENSE;by Lee Child;New this week,PAST TENSE;by Lee Child;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;10 weeks on the list,KILLING THE SS;by Bill O'Reilly and Martin Dugard;5 weeks on the list,KILLING THE SS;by Bill O'Reilly and Martin Dugard;5 weeks on the list,SAPIENS;by Yuval Noah Harari;26 weeks on the list,WHOSE BOAT IS THIS BOAT?;by The Staff of the Late Show With Stephen Colbert. Illustrated by Andro Buneta and John Henry;New this week,WONDER;by R.J. Palacio;170 weeks on the list,CONSTRUCTION SITE ON CHRISTMAS NIGHT;by Sherri Duskey Rinker. Illustrated by A. G. Ford;4 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;504 weeks on the list,THE HATE U GIVE;by Angie Thomas;89 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,SHIP OF FOOLS;by Tucker Carlson;,DARE TO LEAD;by Brené Brown;,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;,THE MAMBA MENTALITY;by Kobe Bryant;
2,NINE PERFECT STRANGERS;by Liane Moriarty;New this week,NINE PERFECT STRANGERS;by Liane Moriarty;New this week,CRAZY RICH ASIANS;by Kevin Kwan;29 weeks on the list,EDUCATED;by Tara Westover;38 weeks on the list,BEASTIE BOYS BOOK;by Michael Diamond and Adam Horovitz;2 weeks on the list,BEAUTIFUL BOY;by David Sheff;9 weeks on the list,HOMEBODY;by Joanna Gaines;New this week,MAX EINSTEIN: THE GENIUS EXPERIMENT;by James Patterson and Chris Grabenstein. Illustrated by Beverly Johnson;5 weeks on the list,HOW TO CATCH A TURKEY;by Adam Wallace. Illustrated by Andy Elkerton;2 weeks on the list,DOG MAN;by Dav Pilkey;63 weeks on the list,ARCHENEMIES;by Marissa Meyer;New this week,THE RECKONING;by John Grisham;,EDUCATED;by Tara Westover;,LEADERSHIP;by Doris Kearns Goodwin;,SAPIENS;by Yuval Noah Harari;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
3,THE RECKONING;by John Grisham;3 weeks on the list,THE RECKONING;by John Grisham;3 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;23 weeks on the list,SHIP OF FOOLS;by Tucker Carlson;6 weeks on the list,SHIP OF FOOLS;by Tucker Carlson;6 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;18 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;31 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;4 weeks on the list,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS;by Kimberly and James Dean;New this week,HARRY POTTER;by J.K. Rowling;503 weeks on the list,SKYWARD;by Brandon Sanderson;New this week,EVERY BREATH;by Nicholas Sparks;,FEAR;by Bob Woodward;,ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,RACING TO THE FINISH;by Dale Earnhardt Jr. with Ryan McGee;
4,DARK SACRED NIGHT;by Michael Connelly;2 weeks on the list,DARK SACRED NIGHT;by Michael Connelly;2 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;2 weeks on the list,BEASTIE BOYS BOOK;by Michael Diamond and Adam Horovitz;2 weeks on the list,LEADERSHIP;by Doris Kearns Goodwin;8 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;32 weeks on the list,COOK LIKE A PRO;by Ina Garten;3 weeks on the list,LITTLE DREAMERS;by Vashti Harrison;New this week,JUNO VALENTINE AND THE MAGICAL SHOES;by Eva Chen. Illustrated by Derek Desierto;New this week,DORK DIARIES;by Rachel Renée Russell;265 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;5 weeks on the list",THEN SHE WAS GONE;by Lisa Jewell;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,MASTERING THE MARKET CYCLE;by Howard Marks;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THE BIG FELLA;by Jane Leavy;
5,EVERY BREATH;by Nicholas Sparks;4 weeks on the list,EVERY BREATH;by Nicholas Sparks;4 weeks on the list,LESS;by Andrew Sean Greer;25 weeks on the list,FEAR;by Bob Woodward;9 weeks on the list,FEAR;by Bob Woodward;9 weeks on the list,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS;by Brian Kilmeade and Don Yaeger;3 weeks on the list,DARE TO LEAD;by Brené Brown;5 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;50 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;158 weeks on the list,KEEPER OF THE LOST CITIES;by Shannon Messenger;3 weeks on the list,BRIDGE OF CLAY;by Markus Zusak;5 weeks on the list,THE WITCH ELM;by Tana French;,KILLING THE SS;by Bill O'Reilly and Martin Dugard;,THE LAWS OF HUMAN NATURE;by Robert Greene;,LEONARDO DA VINCI;by Walter Isaacson;,SHOE DOG;by Phil Knight;
6,SEA OF GREED;by Clive Cussler and Graham Brown;New this week,ELEVATION;by Stephen King;2 weeks on the list,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;New this week,LEADERSHIP;by Doris Kearns Goodwin;8 weeks on the list,EDUCATED;by Tara Westover;38 weeks on the list,GRIT;by Angela Duckworth;12 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;100 weeks on the list,DRAGONWATCH: WRATH OF THE DRAGON KING;by Brandon Mull;3 weeks on the list,SANTA BRUCE;by Ryan T. Higgins;2 weeks on the list,THRONE OF GLASS;by Sarah J. Maas;24 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;36 weeks on the list,DARK SACRED NIGHT;by Michael Connelly;,THE FIFTH RISK;by Michael Lewis;,THIRST;by Scott Harrison with Lisa Sweetingham;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
7,ELEVATION;by Stephen King;2 weeks on the list,THE NEXT PERSON YOU MEET IN HEAVEN;by Mitch Albom;5 weeks on the list,MILK AND HONEY;by Rupi Kaur;135 weeks on the list,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;4 weeks on the list,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;4 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;3 weeks on the list,YOU ARE A BADASS;by Jen Sincero;148 weeks on the list,LOUISIANA'S WAY HOME;by Kate DiCamillo;5 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;246 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;17 weeks on the list,WHAT IF IT'S US;by Becky Albertalli and Adam Silvera;5 weeks on the list,A SPARK OF LIGHT;by Jodi Picoult;,SAPIENS;by Yuval Noah Harari;,BAD BLOOD;by John Carreyrou;,ACCESSORY TO WAR;by Neil deGrasse Tyson and Avis Lang;,UNBROKEN;by Laura Hillenbrand;
8,LEOPARD'S RUN;by Christine Feehan;New this week,UNSHELTERED;by Barbara Kingsolver;4 weeks on the list,CHINA RICH GIRLFRIEND;by Kevin Kwan;16 weeks on the list,SAPIENS;by Yuval Noah Harari;46 weeks on the list,SHADE;by Pete Souza;4 weeks on the list,BOY ERASED;by Garrard Conley;New this week,MEDICAL MEDIUM LIVER RESCUE;by Anthony William;2 weeks on the list,REFUGEE;by Alan Gratz;38 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;250 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;144 weeks on the list,GIRLS OF PAPER AND FIRE;by Natasha Ngan;New this week,HOLY GHOST;by John Sandford;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE SAWBONES BOOK;by Sydnee McElroy and Justin McElroy;,BELICHICK;by Ian O'Connor;
9,YOU DON'T OWN ME;by Mary Higgins Clark and Alafair Burke;New this week,THE NOEL STRANGER;by Richard Paul Evans;New this week,THE SUN AND HER FLOWERS;by Rupi Kaur;58 weeks on the list,BEAUTIFUL BOY;by David Sheff;2 weeks on the list,HINDSIGHT;by Justin Timberlake;2 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;188 weeks on the list","GMORNING, GNIGHT!;by Lin-Manuel Miranda. Illustrated by Jonny Sun;4 weeks on the list",WOMEN IN SCIENCE;by Rachel Ignotofsky;72 weeks on the list,DINOSAURS;by Dan Kainen and Kathy Wollard;New this week,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;103 weeks on the list,THUNDERHEAD;by Neal Shusterman;26 weeks on the list,LETHAL WHITE;by Robert Galbraith;,THE DICHOTOMY OF LEADERSHIP;by Jocko Willink and Leif Babin;,THE DICHOTOMY OF LEADERSHIP;by Jocko Willink and Leif Babin;,BEING MORTAL;by Atul Gawande;,THE LAST PASS;by Gary M. Pomerantz;
10,HEADS YOU WIN;by Jeffrey Archer;New this week,SEA OF GREED;by Clive Cussler and Graham Brown;New this week,THE GIRL IN THE SPIDER'S WEB;by David Lagercrantz;9 weeks on the list,THE FIFTH RISK;by Michael Lewis;6 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;3 weeks on the list,JUST MERCY;by Bryan Stevenson;129 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;9 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;27 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;148 weeks on the list,WARRIORS: A VISION OF SHADOWS;by Erin Hunter;5 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;16 weeks on the list,THE CUCKOO'S CALLING;by Robert Galbraith;,BORN A CRIME;by Trevor Noah;,AI SUPERPOWERS;by Kai-Fu Lee;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,BIG GAME;by Mark Leibovich;
