,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,FIFTY SHADES OF GREY;by E. L. James;28 weeks on the list,THE TIME KEEPER;by Mitch Albom;New this week,FIFTY SHADES OF GREY;by E. L. James;26 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,NO EASY DAY;by Mark Owen with Kevin Maurer;New this week,NO EASY DAY;by Mark Owen with Kevin Maurer;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;79 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;New this week,WHEAT BELLY;by William Davis;22 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;15 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;,ARE YOU MY MOTHER?;by Alison Bechdel;19 weeks on the list,SMILE;by Raina Telgemeier;31 weeks on the list,"BLEACH, VOL. 46;by Tite Kubo;New this week",LINCOLN'S LAST DAYS;by Bill O'Reilly and Dwight Jon Zimmerman;3 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;14 weeks on the list,LLAMA LLAMA TIME TO SHARE;by Anna Dewdney;New this week,THE HUNGER GAMES;by Suzanne Collins;107 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
2,FIFTY SHADES FREED;by E. L. James;27 weeks on the list,ZOO;by James Patterson and Michael Ledwidge;New this week,FIFTY SHADES DARKER;by E. L. James;23 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,AMATEUR;by Edward Klein;17 weeks on the list,AMATEUR;by Edward Klein;17 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;95 weeks on the list,AMATEUR;by Edward Klein;17 weeks on the list,HAPPIER AT HOME;by Gretchen Rubin;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;267 weeks on the list,AMATEUR;by Edward Klein;,"SERENITY: THE SHEPHERD’S TALE;by  Joss Whedon, Zack Whedon and Chris Samnee;12 weeks on the list",DRAMA;by Raina Telgemeier;New this week,"BLEACH, VOL. 47;by Tite Kubo;New this week",THE DEMIGOD DIARIES;by Rick Riordan;4 weeks on the list,DIVERGENT;by Veronica Roth;28 weeks on the list,OLIVIA AND THE FAIRY PRINCESSES;by Ian Falconer;2 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;32 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,TIPPING POINT;by Malcolm Gladwell;,AMATEUR;by Edward Klein;
3,FIFTY SHADES DARKER;by E. L. James;28 weeks on the list,GONE GIRL;by Gillian Flynn;14 weeks on the list,FIFTY SHADES FREED;by E. L. James;23 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,THE SECRET RACE;by Tyler Hamilton and Daniel Coyle;New this week,OBAMA'S AMERICA;by Dinesh D'Souza;4 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;19 weeks on the list,THE SECRET RACE;by Tyler Hamilton and Daniel Coyle;New this week,ONE THOUSAND GIFTS;by Ann Voskamp;27 weeks on the list,UNGLUED;by Lysa TerKeurst;5 weeks on the list,OBAMA'S AMERICA;by Dinesh D'Souza;,THE INVISIBLES OMNIBUS;by Grant Morrison and others;2 weeks on the list,"AMULET: PRINCE OF THE ELVES, VOL. 5;by Kazu Kibuishi;3 weeks on the list","ONE PIECE, VOL. 64;by Eiichiro Oda;New this week",INSURGENT;by Veronica Roth;19 weeks on the list,THE BOOK THIEF;by Markus Zusak;261 weeks on the list,MY BRAVE YEAR OF FIRSTS;by Jamie Lee Curtis. Illustrated by Laura Cornell;New this week,DORK DIARIES;by Rachel Renée Russell;49 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,ZOO;by James Patterson and Michael Ledwidge;New this week,THE TOMBS;by Clive Cussler and Thomas Perry;New this week,BARED TO YOU;by Sylvia Day;13 weeks on the list,,,THE TIME KEEPER;by Mitch Albom;,OBAMA'S AMERICA;by Dinesh D'Souza;4 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;50 weeks on the list,OUTLIERS;by Malcolm Gladwell;66 weeks on the list,UNBROKEN;by Laura Hillenbrand;85 weeks on the list,GREATER;by Steven Furtick;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;578 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;17 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;26 weeks on the list","BAKUMAN, VOL. 14;by Tsugumi Ohba;New this week",THE FAULT IN OUR STARS;by John Green;35 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;16 weeks on the list,GOLDILOCKS AND THE THREE DINOSAURS;by Mo Willems;New this week,I AM NUMBER FOUR;by Pittacus Lore;3 weeks on the list,SHADOWBOSSES;by Mallory Factor;,DRIVE;by Daniel H. Pink;,DOUBLE CROSS;by Ben Macintyre;
5,GONE GIRL;by Gillian Flynn;14 weeks on the list,A DANCE WITH DRAGONS;by George R. R. Martin;57 weeks on the list,THE BEST OF ME;by Nicholas Sparks;5 weeks on the list,,,ZOO;by James Patterson and Michael Ledwidge;,UNBROKEN;by Laura Hillenbrand;85 weeks on the list,MORTALITY;by Christopher Hitchens;2 weeks on the list,THE SWERVE;by Stephen Greenblatt;New this week,WILD;by Cheryl Strayed;25 weeks on the list,THE 17 DAY DIET;by Mike Moreno;69 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;22 weeks on the list",MORTALITY;by Christopher Hitchens;,SERENITY: THOSE LEFT BEHIND;by Joss Whedon and Brett Matthews;New this week,ECONOMIX: HOW AND WHY OUR ECONOMY WORKS;by Michael Goodwin and Dan E. Burr;New this week,"CHI'S SWEET HOME, VOL. 9;by Konami Kanata;New this week",THE EMPTY CITY;by Erin Hunter;3 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;143 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;49 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;191 weeks on the list,BAILOUT;by Neil Barofsky;,THE CHECKLIST MANIFESTO;by Atul Gawande;,OBAMA'S AMERICA;by Dinesh D'Souza;
6,THE TIME KEEPER;by Mitch Albom;New this week,THE LIGHT BETWEEN OCEANS;by M. L. Stedman;6 weeks on the list,BEAUTIFUL DISASTER;by Jamie McGuire;4 weeks on the list,,,GONE GIRL;by Gillian Flynn;,WILD;by Cheryl Strayed;21 weeks on the list,THE SECRET RACE;by Tyler Hamilton and Daniel Coyle;New this week,THE GLASS CASTLE;by Jeannette Walls;287 weeks on the list,MORTALITY;by Christopher Hitchens;New this week,FRESH AIR;by Chris Hodges;New this week,THE UNTETHERED SOUL;by Michael A. Singer;5 weeks on the list,THE SECRET RACE;by Tyler Hamilton and Daniel Coyle;,BATMAN: EARTH ONE;by Geoff Johns and Gary Frank;9 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;58 weeks on the list","MESSAGE TO ADOLF, VOL.  1;by Osamu Tezuka;New this week",MICHAEL VEY: RISE OF THE ELGEN;by Richard Paul Evans;4 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;61 weeks on the list,BEAR SAYS THANKS;by Karma Wilson. Illustrated by Jane Chapman;New this week,TIGER'S CURSE;by Colleen Houck;2 weeks on the list,THE PRICE OF INEQUALITY;by Joseph E. Stiglitz;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
7,BARED TO YOU;by Sylvia Day;14 weeks on the list,LAST TO DIE;by Tess Gerritsen;2 weeks on the list,CLOUD ATLAS;by David Mitchell;6 weeks on the list,,,THE TOMBS;by Clive Cussler and Thomas Perry;,MORTALITY;by Christopher Hitchens;New this week,UNBROKEN;by Laura Hillenbrand;95 weeks on the list,BOSSYPANTS;by Tina Fey;36 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;50 weeks on the list,THE SECRET;by Rhonda Byrne;198 weeks on the list,EAT TO LIVE;by Joel Fuhrman;61 weeks on the list,UNBROKEN;by Laura Hillenbrand;,BLACKSAD;by Juan Diaz Canales and Juanjo Guarnido;3 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;34 weeks on the list,"LIBRARY WARS: LOVE AND WAR, VOL. 8;by Kiiro Yumi;New this week",WONDER;by R.J. Palacio;25 weeks on the list,LOOKING FOR ALASKA;by John Green;7 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;19 weeks on the list,ORIGAMI YODA;by Tom Angleberger. Illustrated;5 weeks on the list,RED INK;by David Wessel;,MONEY CLASS;by Suze Orman;,THE PRESIDENTS CLUB;by Nancy Gibbs and Michael Duffy;
8,THE TOMBS;by Clive Cussler and Thomas Perry;New this week,NW;by Zadie Smith;New this week,THE SHOEMAKER’S WIFE;by Adriana Trigiani;3 weeks on the list,,,BARED TO YOU;by Sylvia Day;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;49 weeks on the list,WILD;by Cheryl Strayed;21 weeks on the list,HOW TO BE A WOMAN;by Caitlin Moran;8 weeks on the list,OBAMA'S AMERICA;by Dinesh D'Souza;4 weeks on the list,THE BLOOD SUGAR SOLUTION;by Mark Hyman;25 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;79 weeks on the list,WILD;by Cheryl Strayed;,"JUSTICE LEAGUE, VOL. 1;by Geoff Johns and Jim Lee;8 weeks on the list",NINJAGO: TOMB OF THE FANGPYRE;by Greg Farshtey;3 weeks on the list,"THE EARL AND THE FAIRY, VOL. 3;by Ayuko;New this week",EVERY DAY;by David Levithan;2 weeks on the list,THE LOST HERO;by Rick Riordan;23 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;33 weeks on the list,THE 39 CLUES;by various authors;103 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THE BIG SHORT;by Michael Lewis;,FOOL ME TWICE;by Aaron Klein and Brenda J. Elliott;
9,THE LOST NIGHT;by Jayne Castle;New this week,GARMENT OF SHADOWS;by Laurie R. King;New this week,THE ALCHEMIST;by Paulo Coelho;235 weeks on the list,,,THE BEST OF ME;by Nicholas Sparks;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;72 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;New this week,THE NEW JIM CROW;by Michelle Alexander;34 weeks on the list,DOUBLE CROSS;by Ben Macintyre;6 weeks on the list,THE TOOLS;by Phil Stutz and Barry Michels;9 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;89 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"SCOTT PILGRIM, VOL. 1;by Bryan Lee O'Malley;4 weeks on the list",AMELIA RULES!: HER PERMANENT RECORD;by Jimmy Gownley;New this week,"OTOMEN, VOL. 13;by Aya Kanno;New this week",MIDDLE SCHOOL: GET ME OUT OF HERE!;by James Patterson and Chris Tebbetts;18 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;14 weeks on the list,BEAR HAS A STORY TO TELL;by Philip C. Stead. Illustrated by Erin E. Stead;New this week,THE MAZE RUNNER;by James Dashner;39 weeks on the list,"HEART, SMARTS, GUTS, AND LUCK;by Anthony K. Tjan, Richard J. Harrington and Tsun-Yan Hsieh;","I, STEVE;edited by George Beahm;",SHADOWBOSSES;by Mallory Factor;
10,THE LIGHT BETWEEN OCEANS;by M. L. Stedman;6 weeks on the list,THE BEAUTIFUL MYSTERY;by Louise Penny;2 weeks on the list,THE HARBINGER;by Jonathan Cahn;36 weeks on the list,,,ZERO DAY;by David Baldacci;,PARTY IS OVER;by Mike Lofgren;New this week,A FATHER FIRST;by Dwyane Wade with Mim Eichler Rivas;New this week,KISSES FROM KATIE;by Katie Davis with Beth Clark;New this week,THE POWER OF HABIT;by Charles Duhigg;28 weeks on the list,I COULD PEE ON THIS;by Francesco Marciuliano;New this week,FORKS OVER KNIVES: THE COOKBOOK;by Del Sroufe;3 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;,JERUSALEM: CHRONICLES FROM THE HOLY CITY;by Guy Delisle;5 weeks on the list,FUN HOME;by Alison Bechdel;8 weeks on the list,"ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 2;by QuinRose;New this week",THE SON OF NEPTUNE;by Rick Riordan;48 weeks on the list,MATCHED;by Ally Condie;50 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;21 weeks on the list,MAXIMUM RIDE;by James Patterson;77 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,MONEYBALL;by Michael Lewis;,BAILOUT;by Neil Barofsky;
